Month,Year,Label,Sample_Number,GreenAlgae_2ug_L,Bluegreen_3ug_L,Diatoms_4ug_L,Cryptophyta_5ug_L,GreenAlgae_14cells_mL,Bluegreen_15cells_mL,Diatoms_16cells_mL,Cryptophyta_17cells_mL,Temp_degC,Time,Date,DOSAT_%SAT,DO_mg_L,FLUORRFU_RFU,FLUOR_ug_L,FNU_FNU,pH,SPC_uS_cm,WT_C,PAR1_umol_m-2_s-1,PAR2_umol_m-2_s-1,Latitude,Longitude,Region
October,2021,Mid Delta Day 1,167,0.82,1.13,1.68,0.17,435.62,1127.1,754.71,5.05,17.36,14:49,10/14/2021,96.64166667,9.145833333,0.409166667,1.783333333,5.925,8.07,2494.25,17.63083333,,,-121.6758794,38.09350236,Western Delta
October,2021,Mid Delta Day 1,168,0.75,1.1,1.66,0.16,398.43,1103.95,747.43,4.86,17.32,14:50,10/14/2021,96.47272727,9.132727273,0.409090909,1.773636364,5.981818182,8.07,2502.909091,17.61636364,,,-121.6758989,38.09333409,Western Delta
October,2021,Mid Delta Day 1,169,0.67,1.09,1.7,0.17,356.1,1088.14,765.14,5.14,17.33,14:51,10/14/2021,96.4,9.13,0.395,1.718333333,5.833333333,8.07,2506.25,17.59666667,,,-121.6760406,38.09339162,Western Delta
October,2021,Mid Delta Day 1,170,0.63,1.14,1.88,0.11,333,1143.48,848.05,3.1,17.3,14:52,10/14/2021,96.40833333,9.131666667,0.420833333,1.8325,6.583333333,8.0725,2510.916667,17.59916667,,,-121.6747586,38.09445375,Western Delta
October,2021,Mid Delta Day 1,171,0.63,1.15,1.83,0.11,333.52,1152.24,824.05,3.38,17.29,14:53,10/14/2021,96.31666667,9.124166667,0.440833333,1.916666667,6.85,8.07,2491.25,17.5875,,,-121.6720649,38.09511986,Western Delta
October,2021,Mid Delta Day 1,172,0.67,1.15,1.76,0.12,356.24,1151.9,791.38,3.81,17.29,14:54,10/14/2021,96.3,9.1225,0.4275,1.860833333,6.816666667,8.07,2464.166667,17.58833333,,,-121.6688015,38.09524958,Western Delta
October,2021,Mid Delta Day 1,173,0.67,1.15,1.76,0.12,357,1151.57,792.76,3.71,17.32,14:55,10/14/2021,96.3,9.129166667,0.416666667,1.8125,6.908333333,8.071666667,2435,17.58666667,,,-121.6651951,38.09498125,Western Delta
October,2021,Mid Delta Day 1,174,0.69,1.15,1.71,0.16,365.1,1150.19,771.24,4.9,17.37,14:56,10/14/2021,96.34166667,9.126666667,0.438333333,1.9075,6.808333333,8.08,2407.5,17.60583333,,,-121.6616115,38.09417944,Western Delta
October,2021,Mid Delta Day 1,175,0.74,1.18,1.67,0.19,392.24,1177.67,753.43,5.62,17.45,14:57,10/14/2021,96.49166667,9.128333333,0.433333333,1.8875,6.633333333,8.1,2204.166667,17.7075,,,-121.6584008,38.09295347,Western Delta
October,2021,Mid Delta Day 1,176,0.75,1.17,1.66,0.2,398.38,1168.52,747.14,6,17.46,14:58,10/14/2021,96.24166667,9.103333333,0.430833333,1.880833333,6.3,8.094166667,2171.166667,17.73333333,,,-121.6555029,38.0911882,Western Delta
October,2021,Mid Delta Day 1,177,0.72,1.17,1.71,0.17,381.43,1165.9,768.24,5.1,17.43,14:59,10/14/2021,96.14166667,9.093333333,0.425833333,1.8525,6.266666667,8.09,2175.833333,17.72416667,,,-121.6526919,38.08920792,Western Delta
October,2021,Mid Delta Day 1,178,0.82,1.14,1.62,0.18,434.14,1135.14,728,5.33,17.48,15:00,10/14/2021,96.15833333,9.094166667,0.446666667,1.941666667,6.458333333,8.0925,2133,17.73666667,,,-121.6496797,38.08748097,Western Delta
October,2021,Mid Delta Day 1,179,0.73,1.15,1.68,0.1,389.19,1154.33,757.62,2.86,17.46,15:01,10/14/2021,96.625,9.131666667,0.435,1.883333333,6.925,8.098333333,2089.083333,17.76333333,,,-121.6463365,38.08656333,Western Delta
October,2021,Mid Delta Day 1,180,0.8,1.22,1.75,0.12,425.33,1217,786.76,3.71,17.49,15:02,10/14/2021,96.275,9.101666667,0.436666667,1.899166667,7.483333333,8.099166667,2009.25,17.76916667,,,-121.6439397,38.08704417,Western Delta
October,2021,Mid Delta Day 1,181,0.96,1.17,1.8,0.25,510.05,1173.19,808.52,7.62,17.46,15:03,10/14/2021,94.1984127,8.97,0.488412698,2.004920635,6.715873016,8.025714286,2170.793651,17.38730159,,,-121.643155,38.08738374,Western Delta
October,2021,Mid Delta Day 1,182,1.01,1.16,1.78,0.25,534,1160.19,802.81,7.71,17.46,15:04,10/14/2021,95.22830189,9.072075472,0.489433962,2.014716981,6.986792453,8.015471698,2175.54717,17.37528302,,,-121.6431523,38.08723993,Western Delta
October,2021,Mid Delta Day 1,183,0.92,1.15,1.82,0.19,488.71,1153.14,820.33,5.76,17.46,15:05,10/14/2021,96.04305556,9.143472222,0.504444444,2.068194444,6.020833333,8.0175,2020.305556,17.42625,,,-121.6432411,38.08706776,Western Delta
October,2021,Mid Delta Day 1,184,0.9,1.19,1.86,0.18,474.71,1188.81,835.81,5.24,17.44,15:06,10/14/2021,96.46,9.14,0.476,2.044666667,6.406666667,8.072,2016,17.65333333,,,-121.6432867,38.08695293,Western Delta
October,2021,Mid Delta Day 1,185,0.77,1.18,1.74,0.11,408.86,1181.33,781.33,3.43,17.44,15:07,10/14/2021,96.46666667,9.128333333,0.445,1.931666667,6.583333333,8.09,2002.166667,17.72,,,-121.6413703,38.08772694,Western Delta
October,2021,Mid Delta Day 1,186,0.72,1.21,1.67,0.07,382.05,1207.1,752.62,2.05,17.44,15:08,10/14/2021,96.05833333,9.095,0.424166667,1.846666667,7.1,8.09,1952.333333,17.7075,,,-121.6393283,38.0889643,Western Delta
October,2021,Mid Delta Day 1,187,0.75,1.2,1.65,0.06,394.9,1200.29,744.19,1.86,17.41,15:09,10/14/2021,95.85,9.074166667,0.436666667,1.901666667,7.258333333,8.084166667,1952.583333,17.69666667,,,-121.639154,38.08933556,Western Delta
October,2021,Mid Delta Day 1,188,0.67,1.2,1.65,0.08,356.86,1201,744.81,2.43,17.4,15:10,10/14/2021,95.79166667,9.07,0.445833333,1.9475,7.375,8.08,1967.416667,17.6875,,,-121.6395149,38.08947764,Western Delta
October,2021,Mid Delta Day 1,189,0.68,1.21,1.62,0.08,359.05,1208.9,730.14,2.52,17.42,15:11,10/14/2021,95.73333333,9.07,0.4425,1.926666667,7.35,8.08,1968.25,17.6825,,,-121.6390359,38.08896993,Western Delta
October,2021,Mid Delta Day 1,190,0.73,1.2,1.72,0.06,388.33,1200.76,773.95,1.95,17.43,15:12,10/14/2021,95.74166667,9.07,0.449166667,1.958333333,7.291666667,8.081666667,1941.083333,17.69416667,,,-121.6396572,38.08766292,Western Delta
October,2021,Mid Delta Day 1,191,0.82,1.16,1.69,0.12,434.86,1155.48,758.95,3.52,17.46,15:13,10/14/2021,95.98333333,9.085,0.435,1.898333333,6.7,8.09,1898.25,17.72083333,,,-121.6399408,38.08698069,Western Delta
October,2021,Mid Delta Day 1,192,0.86,1.12,1.69,0.14,457.81,1115.81,761.43,4.24,17.48,15:14,10/14/2021,96.06666667,9.09,0.430833333,1.873333333,6.525,8.09,1876.833333,17.73333333,,,-121.6393975,38.08703736,Western Delta
October,2021,Mid Delta Day 1,193,0.92,1.15,1.64,0.14,485.05,1151.76,737.57,4.29,17.48,15:15,10/14/2021,96.01666667,9.086666667,0.43,1.8725,6.641666667,8.09,1871.083333,17.735,,,-121.638719,38.08721806,Western Delta
October,2021,Mid Delta Day 1,194,0.85,1.15,1.71,0.12,451.19,1149.71,771.38,3.52,17.48,15:16,10/14/2021,95.92727273,9.08,0.43,1.871818182,6.627272727,8.09,1851.090909,17.73818182,,,-121.6381059,38.08732848,Western Delta
October,2021,Mid Delta Day 1,195,0.93,1.15,1.65,0.11,492.33,1154.86,743.86,3.29,17.47,15:17,10/14/2021,95.9,9.08,0.441666667,1.925,6.433333333,8.09,1826.083333,17.74583333,,,-121.6375692,38.08752611,Western Delta
October,2021,Mid Delta Day 1,196,0.89,1.15,1.7,0.1,471.6,1152.65,765.95,2.9,17.49,15:18,10/14/2021,95.9,9.0775,0.429166667,1.8725,6.383333333,8.09,1794.166667,17.755,,,-121.6370122,38.08769722,Western Delta
October,2021,Mid Delta Day 1,197,0.89,1.14,1.63,0.16,471.1,1137.43,732.67,4.71,17.5,15:19,10/14/2021,95.9,9.070833333,0.428333333,1.865833333,6.25,8.09,1761.666667,17.77083333,,,-121.6365199,38.08794431,Western Delta
October,2021,Mid Delta Day 1,198,0.85,1.17,1.63,0.11,449.33,1168.95,731.95,3.1,17.53,15:20,10/14/2021,95.9,9.071666667,0.4175,1.82,6.191666667,8.09,1745,17.7825,,,-121.6361689,38.08825208,Western Delta
October,2021,Mid Delta Day 1,199,0.91,1.14,1.56,0.15,480.1,1144.24,702.57,4.52,17.54,15:21,10/14/2021,95.90833333,9.07,0.4225,1.836666667,6.125,8.095833333,1711.25,17.795,,,-121.6358171,38.08856594,Western Delta
October,2021,Mid Delta Day 1,200,1,1.16,1.69,0.19,531.1,1164.52,759.1,5.71,17.56,15:22,10/14/2021,95.975,9.071666667,0.425,1.845,6.008333333,8.1,1682,17.81166667,,,-121.6353303,38.08875417,Western Delta
October,2021,Mid Delta Day 1,201,1.04,1.17,1.62,0.23,550.33,1165.48,726.67,7.05,17.56,15:23,10/14/2021,96.09166667,9.0875,0.419166667,1.8275,5.708333333,8.1,1667.583333,17.82833333,,,-121.6349486,38.08893903,Western Delta
October,2021,Mid Delta Day 1,202,1.03,1.13,1.58,0.24,543.95,1132.86,710.33,7.1,17.57,15:24,10/14/2021,96.1,9.08,0.415833333,1.8125,5.741666667,8.1,1690.833333,17.81666667,,,-121.6347363,38.08917542,Western Delta
October,2021,Mid Delta Day 1,203,0.96,1.18,1.62,0.2,507.48,1176.14,729.19,5.95,17.56,15:25,10/14/2021,96.09166667,9.08,0.425833333,1.858333333,5.85,8.1,1702.5,17.81,,,-121.6344858,38.089485,Western Delta
October,2021,Mid Delta Day 1,204,0.88,1.18,1.66,0.16,466.68,1175.59,747.73,4.82,17.54,15:26,10/14/2021,96.025,9.08,0.435,1.895,6.191666667,8.090833333,1738.583333,17.79833333,,,-121.6341974,38.08976042,Western Delta
October,2021,Mid Delta Day 1,205,0.86,1.2,1.63,0.14,458.67,1198.62,732.14,4.24,17.52,15:27,10/14/2021,96,9.08,0.428333333,1.8675,6.308333333,8.09,1766.583333,17.7775,,,-121.6340575,38.09010569,Western Delta
October,2021,Mid Delta Day 1,206,0.88,1.17,1.66,0.17,465.14,1174.14,746.81,5.24,17.54,15:28,10/14/2021,95.98333333,9.08,0.415833333,1.8125,6.166666667,8.09,1753.083333,17.78083333,,,-121.6344397,38.09059069,Western Delta
October,2021,Mid Delta Day 1,207,1.09,1.12,1.63,0.22,576.9,1121,732.52,6.43,17.55,15:29,10/14/2021,95.47368421,9.073333333,0.484736842,1.993508772,5.356140351,8.024561404,1674.245614,17.56701754,,,-121.6348048,38.09044354,Western Delta
October,2021,Mid Delta Day 1,208,0.97,1.14,1.68,0.16,511.71,1144.48,756.24,5.05,17.58,15:30,10/14/2021,95.46197183,9.082253521,0.482816901,1.976478873,6.214084507,8.00915493,1807.042254,17.49169014,,,-121.6349994,38.09018472,Western Delta
October,2021,Mid Delta Day 1,209,0.97,1.16,1.65,0.17,512.24,1157.24,741.57,5.1,17.56,15:31,10/14/2021,95.18636364,9.055,0.490454545,2.022045455,7.990909091,8.02,1918.931818,17.48045455,,,-121.6351276,38.08993315,Western Delta
October,2021,Mid Delta Day 1,210,0.97,1.15,1.61,0.19,514.48,1154.81,725.62,5.52,17.57,15:32,10/14/2021,96.14166667,9.089166667,0.430833333,1.873333333,5.725,8.1,1670.333333,17.82583333,,,-121.6352472,38.08950014,Western Delta
October,2021,Mid Delta Day 1,211,0.99,1.14,1.61,0.25,526.1,1139.95,726.24,7.48,17.55,15:33,10/14/2021,96.2,9.09,0.448333333,1.9475,5.691666667,8.0925,1670.666667,17.835,,,-121.6353164,38.08913417,Western Delta
October,2021,Mid Delta Day 1,212,1.01,1.15,1.61,0.22,534.67,1147.57,724.52,6.71,17.55,15:34,10/14/2021,96.2,9.09,0.440833333,1.924166667,5.583333333,8.093333333,1681.166667,17.83166667,,,-121.6354001,38.08880653,Western Delta
October,2021,Mid Delta Day 1,213,1.01,1.18,1.6,0.19,536.29,1185,719.95,5.57,17.53,15:35,10/14/2021,96.2,9.090833333,0.449166667,1.956666667,5.533333333,8.09,1700.333333,17.81583333,,,-121.6354681,38.08847472,Western Delta
October,2021,Mid Delta Day 1,214,0.91,1.14,1.68,0.15,483.57,1137.62,756.95,4.57,17.54,15:36,10/14/2021,96.125,9.09,0.45,1.964166667,5.975,8.0875,1770.416667,17.795,,,-121.6355479,38.0881532,Western Delta
October,2021,Mid Delta Day 1,215,0.91,1.17,1.67,0.13,481.9,1168.1,752.9,3.95,17.54,15:37,10/14/2021,96.1,9.09,0.460833333,2.015833333,6.083333333,8.09,1813.083333,17.78,,,-121.6357678,38.08793389,Western Delta
October,2021,Mid Delta Day 1,216,0.94,1.16,1.68,0.16,499.24,1159.86,753.29,4.52,17.55,15:38,10/14/2021,96.10833333,9.090833333,0.433333333,1.89,6.225,8.090833333,1789.25,17.77916667,,,-121.6352685,38.08932014,Western Delta
October,2021,Mid Delta Day 1,217,0.94,1.19,1.61,0.18,497.81,1189.1,725.86,5.52,17.57,15:39,10/14/2021,96.06666667,9.08,0.435,1.895833333,6.1,8.0975,1705,17.81833333,,,-121.6332118,38.09195861,Western Delta
October,2021,Mid Delta Day 1,218,0.91,1.16,1.6,0.21,483,1162.86,721.71,6.24,17.56,15:40,10/14/2021,96.06666667,9.0825,0.443333333,1.925833333,6.175,8.09,1753.416667,17.81,,,-121.6308249,38.09560931,Western Delta
October,2021,Mid Delta Day 1,219,0.89,1.19,1.61,0.16,474.14,1189.43,723.33,4.71,17.56,15:41,10/14/2021,96.02727273,9.077272727,0.434545455,1.893636364,6.245454545,8.09,1747.090909,17.81181818,,,-121.6276483,38.09916076,Western Delta
October,2021,Mid Delta Day 1,220,1.1,1.13,1.54,0.21,582.05,1127.6,692.45,6.4,17.6,15:42,10/14/2021,96.11666667,9.088333333,0.44,1.91,6.15,8.099166667,1653.333333,17.83083333,,,-121.6227219,38.10124847,Western Delta
October,2021,Mid Delta Day 1,221,1.14,1.17,1.69,0.23,603.81,1170.9,759.62,6.9,17.63,15:43,10/14/2021,96.925,9.160833333,0.439166667,1.914166667,5.8,8.1275,1454.75,17.86416667,,,-121.6171515,38.10267778,Western Delta
October,2021,Mid Delta Day 1,222,1.31,1.15,1.69,0.23,695.57,1147.33,762.29,6.81,17.62,15:44,10/14/2021,96.925,9.164166667,0.441666667,1.92,5.533333333,8.129166667,1368.166667,17.87166667,,,-121.6112904,38.102945,Western Delta
October,2021,Mid Delta Day 1,223,1.15,1.15,1.63,0.21,608.33,1154.52,735.1,6.43,17.62,15:45,10/14/2021,96.59166667,9.133333333,0.445833333,1.94,5.691666667,8.119166667,1377.833333,17.86083333,,,-121.6054244,38.1022682,Western Delta
October,2021,Mid Delta Day 1,224,1.17,1.16,1.62,0.23,620.1,1157.14,731.33,6.86,17.61,15:46,10/14/2021,96.44166667,9.1225,0.454166667,1.973333333,5.658333333,8.114166667,1364.666667,17.86,,,-121.5997022,38.10110472,Eastern Delta
October,2021,Mid Delta Day 1,225,1.18,1.13,1.57,0.23,624.43,1126.62,705.43,6.86,17.59,15:47,10/14/2021,96.45833333,9.124166667,0.450833333,1.963333333,5.45,8.12,1263,17.85333333,,,-121.5950325,38.09998528,Eastern Delta
October,2021,Mid Delta Day 1,226,1.09,1.15,1.56,0.18,579.81,1152.57,702.1,5.43,17.56,15:48,10/14/2021,96.40833333,9.126666667,0.434166667,1.89,5.483333333,8.116666667,1189.833333,17.83166667,,,-121.5916417,38.09927722,Eastern Delta
October,2021,Mid Delta Day 1,227,1.21,1.15,1.64,0.19,643.1,1153.43,738.24,5.95,17.56,15:49,10/14/2021,96.10833333,9.098333333,0.4325,1.879166667,5.666666667,8.105,1213.583333,17.82166667,,,-121.5885118,38.09865889,Eastern Delta
October,2021,Mid Delta Day 1,228,1.37,1.12,1.59,0.2,728.57,1120.76,714.24,6,17.53,15:50,10/14/2021,96.20833333,9.111666667,0.45,1.963333333,5.566666667,8.115,1130.083333,17.8075,,,-121.5854535,38.098265,Eastern Delta
October,2021,Mid Delta Day 1,229,1.22,1.18,1.6,0.15,643.43,1184.9,720.48,4.38,17.5,15:51,10/14/2021,96.25,9.1275,0.459166667,1.998333333,6.283333333,8.114166667,1065.166667,17.76416667,,,-121.5831507,38.09797986,Eastern Delta
October,2021,Mid Delta Day 1,230,1.22,1.14,1.58,0.13,645.9,1142.76,710.9,3.81,17.54,15:52,10/14/2021,96.125,9.114166667,0.459166667,1.999166667,6.208333333,8.11,1087.25,17.76333333,,,-121.5811746,38.09755764,Eastern Delta
October,2021,Mid Delta Day 1,231,1.19,1.08,1.5,0.12,630.05,1080.57,675.43,3.57,17.57,15:53,10/14/2021,96.875,9.180833333,0.4425,1.921666667,5.425,8.1275,1052,17.79333333,,,-121.5794401,38.096725,Eastern Delta
October,2021,Mid Delta Day 1,232,1.29,1.07,1.46,0.17,685.24,1074.29,656.86,5.14,17.55,15:54,10/14/2021,97.89166667,9.2775,0.42,1.8325,5,8.154166667,971.9166667,17.8125,,,-121.5778183,38.09530028,Eastern Delta
October,2021,Mid Delta Day 1,233,1.21,1.15,1.52,0.18,640.67,1145,682.05,5.43,17.53,15:55,10/14/2021,96.60833333,9.1575,0.445833333,1.948333333,5.475,8.11,1076.166667,17.78166667,,,-121.5765697,38.09336611,Eastern Delta
October,2021,Mid Delta Day 1,234,1.14,1.14,1.52,0.2,604.1,1139.67,685.95,6.05,17.52,15:56,10/14/2021,96.025,9.104166667,0.4525,1.97,5.733333333,8.1,1119.666667,17.76083333,,,-121.5757057,38.09123444,Eastern Delta
October,2021,Mid Delta Day 1,235,1.22,1.15,1.49,0.23,646.67,1152.52,671.86,6.86,17.49,15:57,10/14/2021,96,9.1025,0.4675,2.033333333,5.716666667,8.1025,1104.75,17.76333333,,,-121.5749368,38.08906833,Eastern Delta
October,2021,Mid Delta Day 1,236,1.18,1.1,1.34,0.15,624.48,1097.81,601.38,4.52,17.42,15:58,10/14/2021,95.95833333,9.114166667,0.455,1.984166667,5.341666667,8.1125,902.8333333,17.70333333,,,-121.5742681,38.08698972,Eastern Delta
October,2021,Mid Delta Day 1,237,1.11,1.16,1.39,0.09,590.19,1161.71,624.86,2.52,17.4,15:59,10/14/2021,95.51666667,9.0825,0.446666667,1.946666667,5.933333333,8.090833333,876,17.66,,,-121.5736675,38.08489861,Eastern Delta
October,2021,Mid Delta Day 1,238,1.16,1.16,1.44,0.11,612.48,1159.76,648.33,3.48,17.42,16:00,10/14/2021,95.46666667,9.079166667,0.435,1.899166667,5.958333333,8.09,869.5,17.66,,,-121.572985,38.08265528,Eastern Delta
October,2021,Mid Delta Day 1,239,1.25,1.11,1.38,0.16,661.14,1109.9,619.86,4.9,17.43,16:01,10/14/2021,95.78333333,9.105833333,0.438333333,1.906666667,5.358333333,8.094166667,866.8333333,17.6775,,,-121.5719657,38.08042959,Eastern Delta
October,2021,Mid Delta Day 1,240,1.3,1.13,1.49,0.16,690.43,1127.1,672.19,4.95,17.47,16:02,10/14/2021,95.9,9.115833333,0.459166667,2.000833333,5.316666667,8.093333333,873.4166667,17.68166667,,,-121.5711265,38.07831264,Eastern Delta
October,2021,Mid Delta Day 1,241,1.36,1.12,1.45,0.13,722.81,1116.29,654.76,3.9,17.47,16:03,10/14/2021,96.125,9.129166667,0.473333333,2.059166667,5.558333333,8.098333333,924.6666667,17.71583333,,,-121.5711511,38.07671139,Eastern Delta
October,2021,Mid Delta Day 1,242,1.43,1.14,1.52,0.08,757.05,1139.14,683.86,2.52,17.47,16:04,10/14/2021,96.34166667,9.15,0.475,2.070833333,6.316666667,8.103333333,891.4166667,17.72,,,-121.5712413,38.07540042,Eastern Delta
October,2021,Mid Delta Day 1,243,1.46,1.16,1.51,0.08,773.05,1156.24,680.62,2.57,17.46,16:05,10/14/2021,96.875,9.199166667,0.488333333,2.124166667,6.875,8.116666667,864.1666667,17.72916667,,,-121.5712778,38.0750625,Eastern Delta
October,2021,Mid Delta Day 1,244,1.47,1.15,1.52,0.1,780.43,1152.9,682.71,3.1,17.47,16:06,10/14/2021,97.1,9.22,0.508333333,2.218333333,7.15,8.12,861.8333333,17.73,,,-121.5710739,38.07478139,Eastern Delta
October,2021,Mid Delta Day 1,245,1.37,1.19,1.47,0.14,726.81,1187.43,659.43,4.19,17.47,16:07,10/14/2021,96.94545455,9.207272727,0.481818182,2.099090909,7.790909091,8.114545455,872.5454545,17.72272727,,,-121.5713265,38.07337712,Eastern Delta
October,2021,Mid Delta Day 1,246,1.45,1.17,1.56,0.14,768.24,1173.33,704.38,4.1,17.46,16:08,10/14/2021,96.175,9.135833333,0.501666667,2.189166667,7.366666667,8.095,889.0833333,17.70583333,,,-121.5729717,38.07238542,Eastern Delta
October,2021,Mid Delta Day 1,247,1.51,1.15,1.58,0.14,797.9,1152.9,710.1,4.05,17.47,16:09,10/14/2021,96.56666667,9.1725,0.4975,2.170833333,6.508333333,8.105,869.0833333,17.71666667,,,-121.5768753,38.07078153,Western Delta
October,2021,Mid Delta Day 1,248,1.63,1.09,1.45,0.19,861.57,1087.9,654.52,5.67,17.48,16:10,10/14/2021,96.90833333,9.203333333,0.4975,2.165833333,6.433333333,8.111666667,855.0833333,17.7275,,,-121.5800139,38.0666082,Western Delta
October,2021,Mid Delta Day 1,249,1.51,1.04,1.47,0.19,802.57,1042.24,662.62,5.76,17.49,16:11,10/14/2021,97.25833333,9.235833333,0.491666667,2.1375,5.408333333,8.121666667,843.8333333,17.73833333,,,-121.5834372,38.06321958,Western Delta
October,2021,Mid Delta Day 1,250,1.57,1.03,1.57,0.22,832.05,1030.67,706.14,6.62,17.27,16:12,10/14/2021,99.26666667,9.441666667,0.480833333,2.084166667,4.841666667,8.185,799.6666667,17.67,,,-121.588808,38.06345799,Western Delta
October,2021,Mid Delta Day 1,251,1.58,1.05,1.62,0.2,837.9,1048.7,727.25,5.75,17.18,16:13,10/14/2021,101.0666667,9.6625,0.515833333,2.2475,3.983333333,8.273333333,777.3333333,17.41416667,,,-121.5939264,38.06395722,Western Delta
October,2021,Mid Delta Day 1,252,1.67,1.06,1.53,0.27,886.14,1056.9,690,8.14,17.29,16:14,10/14/2021,99.25,9.4725,0.520833333,2.263333333,4.766666667,8.198333333,780.6666667,17.51083333,,,-121.5989296,38.06313597,Western Delta
October,2021,Mid Delta Day 1,253,1.78,1.07,1.64,0.28,944.67,1066,737.48,8.57,17.28,16:15,10/14/2021,98.15,9.361666667,0.524166667,2.278333333,4.925,8.16,774.0833333,17.53333333,,,-121.6031129,38.06096208,Western Delta
October,2021,Mid Delta Day 1,254,1.86,1.05,1.68,0.35,987.14,1053,756.24,10.62,17.2,16:16,10/14/2021,98.40833333,9.395833333,0.558333333,2.434166667,4.666666667,8.169166667,771.8333333,17.47916667,,,-121.6060696,38.05989472,Western Delta
October,2021,Mid Delta Day 1,255,1.93,0.99,1.66,0.49,1021.48,991.81,745.33,14.57,17.13,16:17,10/14/2021,98.20833333,9.3875,0.576666667,2.513333333,4.35,8.165833333,777.6666667,17.41916667,,,-121.6103215,38.05853167,Western Delta
October,2021,Mid Delta Day 1,256,1.71,0.88,1.48,0.23,903.57,884.05,667.33,6.95,17.02,16:18,10/14/2021,99.03333333,9.480833333,0.551666667,2.4,3.241666667,8.185833333,803.4166667,17.34166667,,,-121.6165833,38.05943208,Western Delta
October,2021,Mid Delta Day 1,257,1.61,0.84,1.31,0.16,851.33,842.71,589,4.95,16.78,16:19,10/14/2021,96.54166667,9.276666667,0.490833333,2.138333333,2.575,8.123333333,854.0833333,17.1525,,,-121.6217618,38.05992917,Western Delta
October,2021,Mid Delta Day 1,258,1.54,0.87,1.45,0.24,818.43,868.43,651.57,7.38,16.7,16:20,10/14/2021,96.94166667,9.348333333,0.463333333,2.016666667,2.366666667,8.1575,933.9166667,16.98583333,,,-121.6245589,38.05503834,Western Delta
October,2021,Mid Delta Day 1,259,1.4,0.93,1.43,0.26,740.05,926.52,641.71,7.81,16.77,16:21,10/14/2021,97.425,9.391666667,0.520833333,2.265833333,2.483333333,8.185,966.9166667,16.985,,,-121.6255844,38.05196556,Western Delta
October,2021,Mid Delta Day 1,260,0.89,0.96,1.22,0.22,469.1,964.57,550.57,6.57,16.9,16:22,10/14/2021,99.73333333,9.581666667,0.4275,1.865,3.083333333,8.265833333,1053.5,17.14333333,,,-121.6246047,38.05003847,Western Delta
October,2021,Mid Delta Day 1,261,0.83,0.97,1.28,0.2,439.86,973.33,577.14,6.05,16.86,16:23,10/14/2021,105.175,10.1025,0.4075,1.773333333,2.725,8.441666667,1071.666667,17.14416667,,,-121.6231483,38.04837806,Western Delta
October,2021,Mid Delta Day 1,262,0.89,0.95,1.28,0.21,472.95,951.95,574.67,6.24,17.05,16:24,10/14/2021,104.8333333,10.062,0.430666667,1.845333333,2.713333333,8.45,1081.533333,17.18466667,,,-121.6231386,38.04773561,Western Delta
October,2021,Mid Delta Day 1,263,0.93,0.99,1.36,0.13,495.1,985.81,610.05,4.05,17.13,16:25,10/14/2021,101.8819444,9.784583333,0.459722222,1.881527778,2.533333333,8.344861111,1102.277778,17.14708333,,,-121.6231479,38.04769585,Western Delta
October,2021,Mid Delta Day 1,264,0.82,0.98,1.3,0.15,435.43,977.14,584.71,4.43,17.15,16:26,10/14/2021,103.9652778,9.988888889,0.4425,1.814305556,2.572222222,8.351666667,1101.569444,17.12361111,,,-121.6230882,38.0476343,Western Delta
October,2021,Mid Delta Day 1,265,0.81,0.99,1.32,0.12,428.62,989.19,594.9,3.57,17.16,16:27,10/14/2021,105.9411765,10.13941176,0.416470588,1.769411765,2.788235294,8.436470588,1103.411765,17.31235294,,,-121.6230637,38.04762559,Western Delta
October,2021,Mid Delta Day 1,266,0.89,0.95,1.33,0.19,469.57,954.71,596.95,5.9,17.08,16:28,10/14/2021,107.4833333,10.26666667,0.401666667,1.75,3.008333333,8.4975,1103.416667,17.4175,,,-121.6233369,38.04846986,Western Delta
October,2021,Mid Delta Day 1,267,0.82,0.99,1.32,0.15,436,990.95,593.48,4.57,16.9,16:29,10/14/2021,107.1083333,10.275,0.409166667,1.784166667,2.7,8.4975,1069.666667,17.20916667,,,-121.6250376,38.05057347,Western Delta
October,2021,Mid Delta Day 1,268,1.34,0.95,1.5,0.22,712.76,945.33,672.76,6.76,16.85,16:30,10/14/2021,104.2333333,10.0075,0.413333333,1.799166667,2.958333333,8.413333333,1064.75,17.16833333,,,-121.6253271,38.05333389,Western Delta
October,2021,Mid Delta Day 1,269,1.48,0.9,1.49,0.2,786.43,893.76,670.62,5.95,16.68,16:31,10/14/2021,98.38333333,9.476666667,0.5075,2.205833333,2.516666667,8.2325,985.0833333,17.02583333,,,-121.6238556,38.05642875,Western Delta
October,2021,Mid Delta Day 1,270,1.52,0.85,1.31,0.14,808.48,853.86,587.52,4.19,16.66,16:32,10/14/2021,97.23333333,9.380833333,0.4625,2.016666667,2.391666667,8.201666667,973.25,16.9375,,,-121.6217486,38.05976903,Western Delta
October,2021,Mid Delta Day 1,271,1.77,0.85,1.39,0.18,936.9,850.76,626.71,5.48,16.74,16:33,10/14/2021,97.10909091,9.368181818,0.481818182,2.1,2.372727273,8.178181818,905.5454545,16.97090909,,,-121.6177403,38.05987333,Western Delta
