Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
C10,1990-04-05,14:40:00,NA,NA,NA,78.8,NA,NA,NA,NA,20.22,7.22,NA,NA,0.06,NA,NA,NA,107,1.7,NA,NA,0.3,NA,0.13,0.26,16,0.8,NA,NA,NA,NA,774,8.5,NA,20,14,8.2,NA,NA,NA,NA,NA,NA
C10,1990-04-16,13:30:00,NA,NA,NA,57.2,7,135,NA,NA,34.89,14.9,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,0.3,NA,0.08,0.34,16,1,NA,NA,NA,NA,840,9.1,NA,19,24,8.2,NA,NA,NA,NA,NA,NA
C10,1990-05-02,12:30:00,NA,NA,NA,86,14,315,NA,NA,18.92,6.71,NA,NA,0.06,NA,NA,NA,106,0.31,NA,NA,0.1,NA,0.07,0.07,16,0.2,NA,NA,NA,NA,751,8.3,NA,21,23,7.7,NA,NA,NA,NA,NA,NA
C10,1990-05-29,12:40:00,NA,NA,NA,73.4,3,270,NA,NA,17.14,17.48,NA,NA,0.5,NA,NA,NA,NA,1.9,NA,NA,0.6,NA,NA,NA,14,2.2,NA,NA,NA,NA,688,7.6,NA,20,124,7.7,NA,NA,NA,NA,NA,NA
C10,1990-06-14,13:10:00,NA,NA,NA,82.4,NA,NA,NA,NA,61.86,18.08,NA,NA,NA,NA,NA,NA,113,0.94,NA,NA,0.4,NA,0.08,0.28,13,1.4,NA,NA,NA,NA,749,13,NA,21,22,8.7,NA,NA,NA,NA,NA,NA
C10,1990-06-28,11:10:00,NA,NA,NA,84.2,7,315,NA,NA,63.6,22.08,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,0.4,NA,NA,NA,14,1.2,NA,NA,NA,NA,808,9.4,NA,22,46,8.3,NA,NA,NA,NA,NA,NA
C10,1990-07-12,12:50:00,NA,NA,NA,104,6,270,NA,NA,70.55,20.11,NA,NA,NA,NA,NA,NA,140,2,NA,NA,0.3,NA,0.12,0.37,15,1.2,NA,NA,NA,NA,949,9.2,NA,26,62,8.1,NA,NA,NA,NA,NA,NA
C10,1990-07-26,12:35:00,NA,NA,NA,84.2,NA,NA,NA,NA,42.44,16.98,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,0.4,NA,NA,NA,16,1.2,NA,NA,NA,NA,885,8.7,NA,24,64,7.8,NA,NA,NA,NA,NA,NA
C10,1990-08-10,12:00:00,NA,NA,NA,98.6,6,NA,NA,NA,27.05,13.25,NA,NA,NA,NA,NA,NA,106,1.5,NA,NA,0.2,NA,0.12,0.29,16,0.8,NA,NA,NA,NA,800,8,NA,26,38,NA,NA,NA,NA,NA,NA,NA
C10,1990-08-28,13:25:00,NA,NA,NA,87.8,8,270,NA,NA,29.56,6.89,NA,NA,0.01,NA,NA,NA,NA,1.18,NA,NA,0.3,NA,NA,NA,16,0.7,NA,NA,NA,NA,706,9.4,NA,24,26,7.8,NA,NA,NA,NA,NA,NA
C10,1990-09-11,12:20:00,NA,NA,NA,84.2,9,NA,NA,NA,31.25,12.49,NA,NA,NA,NA,NA,NA,119,1.27,NA,NA,0.2,NA,0.11,0.21,17,0.5,NA,NA,NA,NA,803,9.5,NA,23,22,7.9,NA,NA,NA,NA,NA,NA
C10,1990-09-24,13:40:00,NA,NA,NA,77,5,315,NA,NA,16.84,9.02,NA,NA,0.08,NA,NA,NA,NA,1.5,NA,NA,0.4,NA,NA,NA,20,0.9,NA,NA,NA,NA,878,8.2,NA,22,16,7.8,NA,NA,NA,NA,NA,NA
C10,1990-10-24,11:50:00,NA,NA,NA,66.2,NA,NA,NA,NA,9.76,4.52,NA,NA,0.02,NA,NA,NA,98,1.4,NA,NA,NA,NA,0.13,NA,18,0.4,NA,NA,NA,NA,722,9,NA,18,11,7.8,NA,NA,NA,NA,NA,NA
C10,1990-11-07,11:25:00,NA,NA,NA,64.4,6,315,NA,NA,0.85,0.77,NA,NA,0.02,NA,NA,NA,98,1.2,NA,NA,0.2,NA,0.1,NA,15,0.4,NA,NA,NA,NA,677,9.9,NA,14,6,7.6,NA,NA,NA,NA,NA,NA
C10,1990-12-07,11:10:00,NA,NA,NA,53.6,NA,NA,NA,NA,3.27,1.78,NA,NA,0.16,NA,NA,NA,143,1.6,NA,NA,0.3,NA,0.15,0.23,18,0.6,NA,NA,NA,NA,896,9.9,NA,9,7,7.9,NA,NA,NA,NA,NA,NA
C10,1991-01-08,12:30:00,NA,NA,NA,53.6,NA,NA,NA,NA,11.05,11.2,NA,NA,0.1,NA,NA,NA,147,2.7,NA,NA,0.4,NA,0.11,0.28,19,0.8,NA,NA,NA,NA,1000,9.7,NA,11,NA,7.1,NA,NA,NA,NA,NA,NA
C10,1991-02-15,12:10:00,NA,NA,NA,69.8,NA,NA,NA,NA,5.48,5.36,NA,NA,0.09,NA,NA,NA,167,2.3,NA,NA,NA,NA,0.11,0.29,21,0.6,NA,NA,NA,NA,1090,8.3,NA,16,14,7.3,NA,NA,NA,NA,NA,NA
C10,1991-03-06,10:30:00,NA,NA,NA,51.8,7,315,NA,NA,10.82,21.47,NA,NA,0.38,NA,NA,NA,171,2.9,NA,NA,0.5,NA,0.26,0.61,14,1.5,NA,NA,NA,NA,1090,7.9,NA,13,96,7.4,NA,NA,NA,NA,NA,NA
C10,1991-03-21,13:25:00,NA,NA,NA,57.2,8,315,NA,NA,14.73,22.06,NA,NA,0.25,NA,NA,NA,NA,2.1,NA,NA,0.8,NA,NA,NA,18,2.1,NA,NA,NA,NA,852,7.8,NA,13,72,8,NA,NA,NA,NA,NA,NA
C10,1991-04-04,12:00:00,NA,NA,NA,78.8,4,315,NA,NA,24.08,14.06,NA,NA,0.06,NA,NA,NA,178,1.9,NA,NA,0.7,NA,0.21,0.49,18,1.6,NA,NA,NA,NA,1220,8,NA,18,31,7.2,NA,NA,NA,NA,NA,NA
C10,1991-04-18,09:05:00,NA,NA,NA,57.2,NA,NA,NA,NA,40.48,24.48,NA,NA,0.01,NA,NA,NA,NA,1.6,NA,NA,0.4,NA,NA,NA,15,1.2,NA,NA,NA,NA,1430,10.3,NA,12,24,8.2,NA,NA,NA,NA,NA,NA
C10,1991-05-02,09:05:00,NA,NA,NA,60.8,NA,NA,NA,NA,12.63,7.15,NA,NA,0.01,NA,NA,NA,42,0.54,NA,NA,0.2,NA,0.07,0.22,8,0.6,NA,NA,NA,NA,379,8.9,NA,14,15,7.6,NA,NA,NA,NA,NA,NA
C10,1991-05-16,08:00:00,NA,NA,NA,64.4,NA,NA,NA,NA,56.04,16.05,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,0.2,NA,NA,NA,14,1.1,NA,NA,NA,NA,892,9.6,NA,19,24,8.2,NA,NA,NA,NA,NA,NA
C10,1991-06-04,09:15:00,NA,NA,NA,75.2,4,315,NA,NA,86.87,30.05,NA,NA,NA,NA,NA,NA,139,0.94,NA,NA,1.1,NA,0.06,0.3,13,1.6,NA,NA,NA,NA,900,12.5,NA,21,19,8.8,NA,NA,NA,NA,NA,NA
C10,1991-06-18,10:35:00,NA,NA,NA,78.8,8,338,NA,NA,121.34,32.05,NA,NA,0.01,NA,NA,NA,NA,0.65,NA,NA,0.3,NA,NA,NA,10,1.8,NA,NA,NA,NA,914,13.3,NA,22,36,8.8,NA,NA,NA,NA,NA,NA
C10,1991-07-01,09:25:00,NA,NA,NA,80.6,7,270,NA,NA,76.76,24.75,NA,NA,NA,NA,NA,NA,104,0.81,NA,NA,0.3,NA,0.11,0.36,14,1.2,NA,NA,NA,NA,720,10.7,NA,24,35,8.5,NA,NA,NA,NA,NA,NA
C10,1991-07-15,09:30:00,NA,NA,NA,77,6,315,NA,NA,98.75,26.21,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,0.3,NA,NA,NA,12,1.6,NA,NA,NA,NA,696,10,NA,23,50,8.5,NA,NA,NA,NA,NA,NA
C10,1991-08-02,11:10:00,NA,NA,NA,78.8,13,315,NA,NA,60.58,20.42,NA,NA,0.03,NA,NA,NA,126,1.44,NA,NA,0.3,NA,0.08,0.37,14,1.3,NA,NA,NA,NA,867,9.8,NA,23,52,8.1,NA,NA,NA,NA,NA,NA
C10,1991-08-16,11:15:00,NA,NA,NA,78.8,4,270,NA,NA,56.89,27.44,NA,NA,0.01,NA,NA,NA,NA,1.8,NA,NA,0.4,NA,NA,NA,16,1.4,NA,NA,NA,NA,948,9.8,NA,25,52,8.2,NA,NA,NA,NA,NA,NA
C10,1991-09-04,15:50:00,NA,NA,NA,98.6,4,270,NA,NA,155.3,31.96,NA,NA,0.03,NA,NA,NA,136,0.74,NA,NA,0.4,NA,0.12,0.35,13,1.7,NA,NA,NA,NA,971,17.8,NA,28,20,9.1,NA,NA,NA,NA,NA,NA
C10,1991-09-13,09:15:00,NA,NA,NA,69.8,3,NA,NA,NA,59.77,49.95,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,0.3,NA,NA,NA,14,1.3,NA,NA,NA,NA,822,10.2,NA,21,25,8.1,NA,NA,NA,NA,NA,NA
C10,1991-10-01,12:50:00,NA,NA,NA,66.2,3,315,NA,NA,264.43,167.89,NA,NA,0.01,NA,NA,NA,104,0.47,NA,NA,0.3,NA,0.11,0.31,13,1.3,NA,NA,NA,NA,662,14.4,NA,24,14,8.8,NA,NA,NA,NA,NA,NA
C10,1991-10-15,12:45:00,NA,NA,NA,86,NA,NA,NA,NA,39.43,11.96,NA,NA,0.01,NA,NA,NA,NA,0.8,NA,NA,0.2,NA,NA,NA,16,0.9,NA,NA,NA,NA,697,10.3,NA,22,16,8.2,NA,NA,NA,NA,NA,NA
C10,1991-11-13,12:00:00,NA,NA,NA,69.8,5,315,NA,NA,8.95,5.98,NA,NA,0.02,NA,NA,NA,71,1.3,NA,NA,0.2,NA,0.07,0.16,15,0.5,NA,NA,NA,NA,563,9.3,NA,14,13,7.4,NA,NA,NA,NA,NA,NA
C10,1991-12-10,10:40:00,NA,NA,NA,46.4,5,270,NA,NA,4.69,3.12,NA,NA,0.06,NA,NA,NA,125,1.1,NA,NA,0.3,NA,0.06,0.16,17,0.5,NA,NA,NA,NA,803,10.9,NA,8,10,7.5,NA,NA,NA,NA,NA,NA
C10,1992-01-14,13:25:00,NA,NA,NA,51.8,NA,NA,NA,NA,6.16,3.33,NA,NA,0.29,NA,NA,NA,135,1.4,NA,NA,0.6,NA,0.13,0.29,17,1.3,NA,NA,NA,NA,971,10.5,NA,9,11,7.1,NA,NA,NA,NA,NA,NA
C10,1992-02-25,12:15:00,NA,NA,NA,69.8,NA,NA,NA,NA,11.39,9.49,NA,NA,0.21,NA,NA,NA,115,1.6,NA,NA,0.9,NA,0.22,0.51,14,1.5,NA,NA,NA,NA,896,7.9,NA,15,31,6.6,NA,NA,NA,NA,NA,NA
C10,1992-03-12,11:25:00,NA,NA,NA,69.8,3,135,NA,NA,21.12,10.93,NA,NA,0.04,NA,NA,NA,146,2,NA,NA,0.6,NA,0.19,0.5,17,1.4,NA,NA,NA,NA,1050,8.5,NA,17,22,7.5,NA,NA,NA,NA,NA,NA
C10,1992-03-23,10:10:00,NA,NA,NA,64.4,5,90,NA,NA,27.68,15.12,NA,NA,0.06,NA,NA,NA,NA,2.3,NA,NA,0.6,NA,NA,NA,15,1.5,NA,NA,NA,NA,1290,8.4,NA,17,28,NA,NA,NA,NA,NA,NA,NA
C10,1992-04-08,09:55:00,NA,NA,NA,66.2,NA,NA,NA,NA,21.37,7.99,NA,NA,NA,NA,NA,NA,126,1.3,NA,NA,0.4,NA,0.15,0.31,14,1,NA,NA,NA,NA,930,9.4,NA,16,14,8,NA,NA,NA,NA,NA,NA
C10,1992-04-22,12:10:00,NA,NA,NA,68,9,270,NA,NA,33.61,9.74,NA,NA,0.02,NA,NA,NA,NA,1.6,NA,NA,0.5,NA,NA,NA,15,1,NA,NA,NA,NA,912,10,NA,18,21,8,NA,NA,NA,NA,NA,NA
C10,1992-05-08,09:30:00,NA,NA,NA,73.4,7,315,NA,NA,30.98,11.32,NA,NA,NA,NA,NA,NA,72,0.78,NA,NA,0.2,NA,0.08,0.27,13,0.8,NA,NA,NA,NA,524,8.4,NA,21,23,7.7,NA,NA,NA,NA,NA,NA
C10,1992-05-22,11:50:00,NA,NA,NA,87.8,4,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,0.3,NA,NA,NA,9.5,1.7,NA,NA,NA,NA,820,16.9,NA,23,13,9.2,NA,NA,NA,NA,NA,NA
C10,1992-06-04,09:00:00,NA,NA,NA,80.6,2,315,NA,NA,140.47,48.5,NA,NA,NA,NA,NA,NA,121,0.61,NA,NA,0.3,NA,0.08,0.26,10,1.8,NA,NA,NA,NA,780,12.1,NA,24,15,9,NA,NA,NA,NA,NA,NA
C10,1992-06-18,11:10:00,NA,NA,NA,78.8,8,315,NA,NA,498.57,89.83,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,0.4,NA,NA,NA,8.7,2,NA,NA,NA,NA,761,17.3,NA,23,16,9.6,NA,NA,NA,NA,NA,NA
C10,1992-07-02,10:30:00,NA,NA,NA,78.8,6,315,NA,NA,249.45,41.56,NA,NA,0.02,NA,NA,NA,117,1,NA,NA,0.6,NA,0.08,0.39,11,1.8,NA,NA,NA,NA,780,13.9,NA,23,35,9.1,NA,NA,NA,NA,NA,NA
C10,1992-07-20,09:50:00,NA,NA,NA,77,12,315,NA,NA,225.68,55.66,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,0.3,NA,NA,NA,11,1.9,NA,NA,NA,NA,799,13.2,NA,23,29,9.2,NA,NA,NA,NA,NA,NA
C10,1992-08-03,09:55:00,NA,NA,NA,84.2,3,315,NA,NA,144.19,39.12,NA,NA,NA,NA,NA,NA,113,1.2,NA,NA,0.3,NA,0.07,0.32,13,1.5,NA,NA,NA,NA,791,10.5,NA,24,36,9.6,NA,NA,NA,NA,NA,NA
C10,1992-08-19,10:30:00,NA,NA,NA,89.6,2,135,NA,NA,140.3,40.04,NA,NA,0.02,NA,NA,NA,NA,0.38,NA,NA,0.6,NA,NA,NA,13,1.5,NA,NA,NA,NA,756,14.1,NA,26,19,9.4,NA,NA,NA,NA,NA,NA
C10,1992-09-03,11:40:00,NA,NA,NA,75.2,10,315,NA,NA,21.3,9.59,NA,NA,NA,NA,NA,NA,84,0.68,NA,NA,0.3,NA,0.08,0.21,16,0.7,NA,NA,NA,NA,697,9.1,NA,21,20,8.2,NA,NA,NA,NA,NA,NA
C10,1992-09-17,13:40:00,NA,NA,NA,84.2,6,270,NA,NA,62.61,17.55,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,14,0.9,NA,NA,NA,NA,676,14.4,NA,23,8,10.7,NA,NA,NA,NA,NA,NA
C10,1992-10-02,11:35:00,NA,NA,NA,71.6,1,270,NA,NA,19.71,10.04,NA,NA,0.01,NA,NA,NA,76,0.74,NA,NA,0.2,NA,0.08,0.2,16,0.6,NA,NA,NA,NA,575,9.1,NA,21,11,7.9,NA,NA,NA,NA,NA,NA
C10,1992-10-16,09:25:00,NA,NA,NA,66.2,6,270,NA,NA,15.84,10.91,NA,NA,0.03,NA,NA,NA,NA,1.1,NA,NA,0.1,NA,NA,NA,18,0.4,NA,NA,NA,NA,789,8.7,NA,18,10,7.4,NA,NA,NA,NA,NA,NA
C10,1992-11-03,13:00:00,NA,NA,NA,71.6,6,315,NA,NA,5.96,4.31,NA,NA,0.03,NA,NA,NA,72,0.86,NA,NA,0.2,NA,0.08,0.19,17,0.4,NA,NA,NA,NA,522,8.8,NA,17,13,7.9,NA,NA,NA,NA,NA,NA
C10,1992-12-02,12:30:00,NA,NA,NA,50,2,NA,NA,NA,2.92,1.92,NA,NA,0.05,NA,NA,NA,96,0.86,NA,NA,0.2,NA,0.08,0.12,15,0.4,NA,NA,NA,NA,638,10.3,NA,10,5,7,NA,NA,NA,NA,NA,NA
C10,1993-01-13,11:00:00,NA,NA,NA,53.6,22,135,NA,NA,6.31,14.62,NA,NA,0.73,NA,NA,NA,44,1.4,NA,NA,0.6,NA,0.44,0.73,15,2.7,NA,NA,NA,NA,404,9.1,NA,8,196,6.7,NA,NA,NA,NA,NA,NA
C10,1993-02-10,09:55:00,NA,NA,NA,57.2,5,135,NA,NA,7.92,10.9,NA,NA,0.66,NA,NA,NA,58,1.2,NA,NA,1.8,NA,0.45,0.97,16,3.4,NA,NA,NA,NA,580,7.7,NA,13,140,7.3,NA,NA,NA,NA,NA,NA
C10,1993-03-11,09:00:00,NA,NA,NA,59,11,315,NA,NA,26.01,9.87,NA,NA,0.13,NA,NA,NA,191,0.95,NA,NA,0.6,NA,0.27,0.47,17,1.4,NA,NA,NA,NA,1290,8.4,NA,17,18,7.7,NA,NA,NA,NA,NA,NA
C10,1993-04-08,07:50:00,NA,NA,NA,59,3,113,NA,NA,30.5,11.87,NA,NA,0.02,NA,NA,NA,128,2,NA,NA,0.6,NA,0.16,0.39,16,1.3,NA,NA,NA,NA,1010,8.7,NA,17,23,7.2,NA,NA,NA,NA,NA,NA
C10,1993-05-11,10:00:00,NA,NA,NA,69.8,13,225,NA,NA,8.52,5.74,NA,NA,0.1,NA,NA,NA,49,0.99,NA,NA,0.2,NA,0.07,0.17,13,0.5,NA,NA,NA,NA,409,8.9,NA,18,17,7.2,NA,NA,NA,NA,NA,NA
C10,1993-06-11,11:20:00,NA,NA,NA,75.2,8,NA,NA,NA,24.64,8.85,NA,NA,0.01,NA,NA,NA,65,1.31,NA,NA,NA,NA,0.1,0.24,14,0.9,NA,NA,NA,NA,531,8.3,NA,21,28,7.1,NA,NA,NA,NA,NA,NA
C10,1993-07-09,10:00:00,NA,NA,NA,80.6,1,270,NA,NA,39.37,11.69,NA,NA,NA,NA,NA,NA,102,1.7,NA,NA,0.3,NA,0.12,0.33,14,1.2,NA,NA,NA,NA,748,8,NA,24,37,7.5,NA,NA,NA,NA,NA,NA
C10,1993-07-22,09:00:00,NA,NA,NA,78.8,5,315,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,1.8,NA,NA,0.4,NA,NA,NA,14,0.9,NA,NA,NA,NA,730,7.8,NA,22,50,7.7,NA,NA,NA,NA,NA,NA
C10,1993-08-06,08:45:00,NA,NA,NA,71.6,4,315,NA,NA,19.98,11.25,NA,NA,0.07,NA,NA,NA,84,1.9,NA,NA,0.5,NA,0.12,0.26,15,0.9,NA,NA,NA,NA,672,6.7,NA,23,45,7.6,NA,NA,NA,NA,NA,NA
C10,1993-09-03,11:00:00,NA,NA,NA,87.8,7,315,NA,NA,11.87,4.31,NA,NA,0.02,NA,NA,NA,38,0.92,NA,NA,0.2,NA,0.08,0.09,12,0.3,NA,NA,NA,NA,333,8,NA,22,23,8,NA,NA,NA,NA,NA,NA
C10,1993-10-05,12:10:00,NA,NA,NA,66.2,8,315,NA,NA,6.42,6.21,NA,NA,0.02,NA,NA,NA,69,1.44,NA,NA,0.2,NA,0.07,0.2,16,0.5,NA,NA,NA,NA,510,8.1,NA,18,16,7.6,NA,NA,NA,NA,NA,NA
C10,1993-11-02,09:50:00,NA,NA,NA,66.2,4,315,NA,NA,5.02,4.33,NA,NA,0.08,NA,NA,NA,83,1.6,NA,NA,0.3,NA,0.1,0.21,18,0.7,NA,NA,NA,NA,627,8.7,NA,15,11,7.8,NA,NA,NA,NA,NA,NA
C10,1993-12-02,09:35:00,NA,NA,NA,53.6,7,315,NA,NA,2.21,2.33,NA,NA,0.12,NA,NA,NA,123,1.8,NA,NA,0.3,NA,0.16,0.24,17,0.6,NA,NA,NA,NA,483,9.6,NA,10,9,7.8,NA,NA,NA,NA,NA,NA
C10,1994-01-04,11:50:00,NA,NA,NA,46.4,3,180,NA,NA,3.3,5.09,NA,NA,0.09,NA,NA,NA,99,1.1,NA,NA,0.3,NA,0.05,0.15,14,0.5,NA,NA,NA,NA,700,9.8,NA,9,13,7.7,NA,NA,NA,NA,NA,NA
C10,1994-02-02,11:00:00,NA,NA,NA,48.2,NA,NA,NA,NA,3.37,2.83,NA,NA,0.3,NA,NA,NA,151,4.6,NA,NA,0.8,NA,0.18,0.29,16,1.2,NA,NA,NA,NA,1050,9.8,NA,9,10,7.5,NA,NA,NA,NA,NA,NA
C10,1994-03-02,10:25:00,NA,NA,NA,62.6,7,315,NA,NA,10,6.42,NA,NA,0.15,NA,NA,NA,173,3,NA,NA,0.7,NA,0.14,0.36,16,1.3,NA,NA,NA,NA,1210,8.1,NA,16,NA,7.2,NA,NA,NA,NA,NA,NA
C10,1994-04-04,13:20:00,NA,NA,NA,75.2,10,315,NA,NA,47,9.12,NA,NA,1.01,NA,NA,NA,111,1.8,NA,NA,0.3,NA,0.13,0.36,13,1.2,NA,NA,NA,NA,784,NA,NA,19,23,8,NA,NA,NA,NA,NA,NA
C10,1994-05-03,12:10:00,NA,NA,NA,73.4,14,315,NA,NA,8.65,3.51,NA,NA,0.01,NA,NA,NA,107,1.78,NA,NA,0.3,NA,0.1,0.23,15,0.7,NA,NA,NA,NA,778,7.4,NA,19,24,7.5,NA,NA,NA,NA,NA,NA
C10,1994-06-13,12:50:00,NA,NA,NA,84.2,7,270,NA,NA,119,28,NA,NA,NA,NA,NA,NA,142,1.8,NA,NA,0.4,NA,0.1,0.36,14,1.5,NA,NA,NA,NA,959,11.9,NA,22,32,NA,NA,NA,NA,NA,NA,NA
C10,1994-06-24,10:20:00,NA,NA,NA,80.6,7,315,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,125,2.3,NA,NA,0.4,NA,0.06,0.39,14,1.8,NA,NA,NA,NA,900,8.8,NA,21,33,NA,NA,NA,NA,NA,NA,NA
C10,1994-07-15,11:10:00,NA,NA,NA,86,4,45,NA,NA,77.3,20.1,NA,NA,NA,NA,NA,NA,130,2.2,NA,NA,0.4,NA,0.06,0.29,13,1.4,NA,NA,NA,NA,894,9.1,NA,25,34,8.1,NA,NA,NA,NA,NA,NA
C10,1994-07-25,08:35:00,NA,NA,NA,75.2,6,225,NA,NA,18.3,14.1,NA,NA,0.08,NA,NA,NA,NA,1.9,NA,NA,0.8,NA,NA,NA,13,1.2,NA,NA,NA,NA,592,7.4,NA,22,76,7.2,NA,NA,NA,NA,NA,NA
C10,1994-08-11,09:55:00,NA,NA,NA,NA,5,315,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,120,1.8,NA,NA,0.3,NA,0.09,0.29,14,1.2,NA,NA,NA,NA,863,8.2,NA,22,30,7.9,NA,NA,NA,NA,NA,NA
C10,1994-09-08,09:30:00,NA,NA,NA,77,5,315,NA,NA,49.1,16.4,NA,NA,NA,NA,NA,NA,128,1.74,NA,NA,0.2,NA,NA,NA,17,1,NA,NA,NA,NA,9960,8.7,NA,21,30,7.5,NA,NA,NA,NA,NA,NA
C10,1994-09-22,13:00:00,NA,NA,NA,89.6,5,315,NA,NA,107,15.6,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,0.3,NA,NA,NA,18,1.2,NA,NA,NA,NA,983,12.3,NA,23,27,8.4,NA,NA,NA,NA,NA,NA
C10,1994-10-21,08:45:00,NA,NA,NA,60.8,3,315,NA,NA,4.84,6.13,NA,NA,0.08,NA,NA,NA,57,1.1,NA,NA,0.2,NA,0.11,NA,16,0.6,NA,NA,NA,NA,394,8.6,NA,15,19,7.5,NA,NA,NA,NA,NA,NA
C10,1994-11-22,10:05:00,NA,NA,NA,48.2,6,45,NA,NA,3.83,3.69,NA,NA,0.22,NA,NA,NA,140,1.7,NA,NA,0.4,NA,0.09,0.17,17,0.6,NA,NA,NA,NA,820,10.1,NA,9,10,7.7,NA,NA,NA,NA,NA,NA
C10,1994-12-09,11:45:00,NA,NA,NA,46.4,NA,NA,NA,NA,1.84,2.25,NA,NA,0.21,NA,NA,NA,127,1.8,NA,NA,0.3,NA,0.12,0.2,17,0.6,NA,NA,NA,NA,883,10.5,NA,8,7,7.6,NA,NA,NA,NA,NA,NA
C10,1995-02-02,12:50:00,NA,NA,NA,60.8,NA,NA,NA,NA,1.88,3.65,NA,NA,0.18,NA,NA,NA,39,0.9,NA,NA,0.7,NA,0.19,0.35,16,1.2,NA,NA,NA,NA,379,7.8,NA,13,22,7,NA,NA,NA,NA,NA,NA
C10,1995-03-20,13:20:00,NA,NA,NA,57.2,4,225,NA,NA,3.01,1.49,NA,NA,0.1,NA,NA,NA,23,0.51,NA,NA,0.4,NA,0.13,0.21,14,0.7,NA,NA,NA,NA,NA,6.3,NA,14,17,7.4,NA,NA,NA,NA,NA,NA
C10,1995-04-18,13:15:00,NA,NA,NA,57.2,8,NA,NA,NA,3.21,2.03,NA,NA,0.07,NA,NA,NA,18,0.36,NA,NA,0.3,NA,0.09,0.17,11,0.6,NA,NA,NA,NA,123,9.3,NA,13,13,7.3,NA,NA,NA,NA,NA,NA
C10,1995-05-02,12:30:00,NA,NA,NA,66.2,5,NA,NA,NA,3.41,3.06,NA,NA,0.05,NA,NA,NA,14,0.32,NA,NA,0.2,NA,0.09,0.19,12,0.5,NA,NA,NA,NA,140,7.6,NA,17,14,7.7,NA,NA,NA,NA,NA,NA
C10,1995-06-16,12:30:00,NA,NA,NA,68,2,NA,NA,NA,7.24,3.98,NA,NA,0.05,NA,NA,NA,18,0.36,NA,NA,0.2,NA,0.04,0.15,11,0.5,NA,NA,NA,NA,193,8.5,NA,15,20,7.1,NA,NA,NA,NA,NA,NA
C10,1995-07-03,13:00:00,NA,NA,NA,80.6,9,270,NA,NA,15.9,8.55,NA,NA,0.03,NA,NA,NA,26,0.65,NA,NA,0.2,NA,0.07,0.23,12,0.7,NA,NA,NA,NA,272,7.7,NA,22,NA,6.7,NA,NA,NA,NA,NA,NA
C10,1995-08-14,09:00:00,NA,NA,NA,80.6,NA,NA,NA,NA,14.6,6.94,NA,NA,0.05,NA,NA,NA,56,1.3,NA,NA,0.2,NA,0.07,0.22,12,0.8,NA,NA,NA,NA,483,8.3,NA,21,27,7.2,NA,NA,NA,NA,NA,NA
C10,1995-09-12,08:55:00,NA,NA,NA,71.6,4,NA,NA,NA,10.7,5.33,NA,NA,0.02,NA,NA,NA,2,1.1,NA,NA,0.2,NA,0.08,0.21,13,0.5,NA,NA,NA,NA,381,7.9,NA,20,17,7.7,NA,NA,NA,NA,NA,NA
C10,1995-10-11,09:00:00,NA,NA,NA,71.6,4,315,NA,NA,3.09,2.02,NA,NA,0.05,NA,NA,NA,14,0.55,NA,NA,0.1,NA,0.02,0.14,9.9,0.4,NA,NA,NA,NA,145,8.7,NA,16,32,7.3,NA,NA,NA,NA,NA,NA
C10,1995-11-08,11:10:00,NA,NA,NA,71.6,NA,NA,NA,NA,4.45,2.43,NA,NA,0.07,NA,NA,NA,79,2.2,NA,NA,NA,NA,0.12,0.14,18,0.9,NA,NA,NA,NA,669,8.9,NA,15,12,7.5,NA,NA,NA,NA,NA,NA
C10,1995-12-11,10:50:00,NA,NA,NA,57.2,9,135,NA,NA,3.07,3.69,NA,NA,0.08,NA,NA,NA,87,1.9,NA,NA,0.3,NA,0.1,0.1,16,0.5,NA,NA,NA,NA,695,8.6,NA,13,15,7.3,NA,NA,NA,NA,NA,NA
