Station,Date,Time,Sampling_Depth,Analyte,Result_Value,Result_Unit,Detection_Status,MRL,Analysis_Method,QC_Flag,Field_Comment
MD10A,2025-10-13,12:25:00.000[PST],3,Turbidity,2.1,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
MD10A,2025-10-13,12:25:00.000[PST],3,Volatile Suspended Solids,NA,mg/L,Not detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
MD10A,2025-10-13,12:25:00.000[PST],3,Water Temperature,19.57,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
MD10A,2025-10-13,12:25:00.000[PST],NA,Wave Scale,2,NA,Detected,NA,NA,NA,NA
MD10A,2025-10-13,12:25:00.000[PST],NA,Wind Velocity,13.3,mph,Detected,NA,NA,NA,NA
MD10A,2025-10-13,12:25:00.000[PST],3,pH,7.72,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],35.1,(Bottom) Chlorophyll Fluorescence RFU,0.35,RFU,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],35.1,(Bottom) Chlorophyll Fluorescence ug/L,1.44,ug/L,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],35.1,(Bottom) Dissolved Oxygen % Saturation,78.4,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
P8,2025-10-13,14:05:00.000[PST],35.1,(Bottom) Dissolved Oxygen mg/L,6.96,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
P8,2025-10-13,14:05:00.000[PST],35.1,(Bottom) Specific Conductance,473,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],35.1,(Bottom) Turbidity,6.3,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],35.1,(Bottom) Water Temperature,21.19,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],35.1,(Bottom) pH,7.45,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],NA,Air Temperature,64.9,degF,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Chlorophyll Fluorescence RFU,0.45,RFU,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Chlorophyll Fluorescence ug/L,1.86,ug/L,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Chlorophyll a,0.75,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Ammonia,0.07,mg/L,Detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Calcium,19.6,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Chloride,76.4,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Nitrate + Nitrite,1.54,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Organic Carbon,3.1,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Organic Nitrogen,0.32,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Orthophosphate,0.181,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Oxygen % Saturation,81,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Oxygen mg/L,7.17,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Dissolved Silica,13.3,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Pheophytin a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],NA,Rain,Light,NA,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],NA,Secchi Depth,178,cm,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],NA,Sky Conditions,Overcast,NA,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Specific Conductance,475,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Total Alkalinity,72.2,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Total Dissolved Solids,265,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Total Kjeldahl Nitrogen,0.458,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Total Organic Carbon,3,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Total Phosphorus,0.182,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Total Suspended Solids,4.1,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Turbidity,4.2,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Volatile Suspended Solids,NA,mg/L,Not detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,Water Temperature,21.27,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
P8,2025-10-13,14:05:00.000[PST],NA,Wave Scale,2,NA,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],NA,Wind Velocity,3.5,mph,Detected,NA,NA,NA,NA
P8,2025-10-13,14:05:00.000[PST],3,pH,7.51,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],26.9,(Bottom) Chlorophyll Fluorescence RFU,0.66,RFU,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],26.9,(Bottom) Chlorophyll Fluorescence ug/L,2.69,ug/L,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],26.9,(Bottom) Dissolved Oxygen % Saturation,92.4,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D22,2025-10-14,12:45:00.000[PST],26.9,(Bottom) Dissolved Oxygen mg/L,8.69,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D22,2025-10-14,12:45:00.000[PST],26.9,(Bottom) Specific Conductance,1386,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],26.9,(Bottom) Turbidity,13.1,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],26.9,(Bottom) Water Temperature,18.1,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],26.9,(Bottom) pH,7.76,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],NA,Air Temperature,56.1,degF,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Chlorophyll Fluorescence RFU,0.56,RFU,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Chlorophyll Fluorescence ug/L,2.3,ug/L,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Chlorophyll a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Calcium,16.6,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Chloride,284,mg/L,Detected,5,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Nitrate + Nitrite,0.169,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Organic Carbon,1.8,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Organic Nitrogen,0.12,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Orthophosphate,0.075,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Oxygen % Saturation,92.6,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Oxygen mg/L,8.73,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Dissolved Silica,14.5,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Pheophytin a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],NA,Secchi Depth,120,cm,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],NA,Sky Conditions,Overcast,NA,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Specific Conductance,1159,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Total Alkalinity,58.6,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Total Dissolved Solids,588,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Total Kjeldahl Nitrogen,0.159,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Total Organic Carbon,1.8,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Total Phosphorus,0.068,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Total Suspended Solids,9.4,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Turbidity,8.3,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Volatile Suspended Solids,NA,mg/L,Not detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,Water Temperature,18,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D22,2025-10-14,12:45:00.000[PST],NA,Wave Scale,2,NA,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],NA,Wind Velocity,6.3,mph,Detected,NA,NA,NA,NA
D22,2025-10-14,12:45:00.000[PST],3,pH,7.81,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],30.5,(Bottom) Chlorophyll Fluorescence RFU,0.6,RFU,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],30.5,(Bottom) Chlorophyll Fluorescence ug/L,2.44,ug/L,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],30.5,(Bottom) Dissolved Oxygen % Saturation,90.8,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],30.5,(Bottom) Dissolved Oxygen mg/L,8.34,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],30.5,(Bottom) Specific Conductance,5311,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],30.5,(Bottom) Turbidity,19,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],30.5,(Bottom) Water Temperature,18.64,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],30.5,(Bottom) pH,7.67,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],NA,Air Temperature,54.5,degF,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Chlorophyll Fluorescence RFU,0.53,RFU,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Chlorophyll Fluorescence ug/L,2.18,ug/L,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Chlorophyll a,1.28,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Calcium,45.6,mg/L,Detected,3,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Chloride,1560,mg/L,Detected,50,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Nitrate + Nitrite,0.164,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Organic Carbon,1.7,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Organic Nitrogen,0.13,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Orthophosphate,0.07,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Oxygen % Saturation,91.3,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Oxygen mg/L,8.38,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Dissolved Silica,13.8,mg/L,Detected,0.3,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Pheophytin a,1.02,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],NA,Rain,Light,NA,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],NA,Secchi Depth,104,cm,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],NA,Sky Conditions,Overcast,NA,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Specific Conductance,5277,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Total Alkalinity,65.1,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Total Dissolved Solids,2850,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Total Kjeldahl Nitrogen,0.191,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Total Organic Carbon,1.8,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Total Phosphorus,0.075,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Total Suspended Solids,15.8,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Turbidity,10.9,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,Volatile Suspended Solids,2.6,mg/L,Detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
D4,2025-10-14,11:15:00.000[PST],3,Water Temperature,18.65,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],NA,Wave Scale,2,NA,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],NA,Wind Velocity,10.8,mph,Detected,NA,NA,NA,LSZ6 found at D4.
D4,2025-10-14,11:15:00.000[PST],3,pH,7.67,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,LSZ6 found at D4.
LSZ2,2025-10-14,12:10:00.000[PST],27.8,(Bottom) Chlorophyll Fluorescence RFU,0.57,RFU,Detected,NA,NA,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],27.8,(Bottom) Chlorophyll Fluorescence ug/L,2.35,ug/L,Detected,NA,NA,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],27.8,(Bottom) Dissolved Oxygen % Saturation,91.5,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],27.8,(Bottom) Dissolved Oxygen mg/L,8.56,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],27.8,(Bottom) Specific Conductance,2019,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],27.8,(Bottom) Turbidity,13.6,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],27.8,(Bottom) Water Temperature,18.28,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],27.8,(Bottom) pH,7.74,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],NA,Air Temperature,55.4,degF,Detected,NA,NA,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],3,Chlorophyll Fluorescence RFU,0.6,RFU,Detected,NA,NA,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],3,Chlorophyll Fluorescence ug/L,2.44,ug/L,Detected,NA,NA,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],3,Chlorophyll a,1.23,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Calcium,22.8,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Chloride,527,mg/L,Detected,20,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Nitrate + Nitrite,0.156,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Organic Carbon,1.8,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Organic Nitrogen,0.14,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Orthophosphate,0.07,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Oxygen % Saturation,92.2,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Oxygen mg/L,8.62,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
LSZ2,2025-10-14,12:10:00.000[PST],3,Dissolved Silica,14.5,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
LSZ2,2025-10-14,12:10:00.000[PST],NA,Latitude,38.076985,decimal degrees,Detected,NA,NA,NA,LSZ2 found 300 yards upstream of channel markers 13/14.
