Lab,Organisms_per_mL,Cells_per_Unit,UnitAbundance,Factor,Cells_per_mL
BSA,5405.16,NA,12,450.43,5405.16
BSA,900.86,NA,2,450.43,900.86
BSA,3153.01,NA,7,450.43,3153.01
BSA,4954.73,NA,11,450.43,4954.7300000000005
BSA,450.43,NA,1,450.43,450.43
BSA,278365.74,NA,618,450.43,278365.74
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,600.58,NA,2,300.29,600.58
BSA,900.87,NA,3,300.29,900.8700000000001
BSA,133629.05,NA,445,300.29,133629.05000000002
BSA,750.7,NA,5,150.14,750.6999999999999
BSA,150.14,NA,1,150.14,150.14
BSA,150.14,NA,1,150.14,150.14
BSA,150.14,NA,1,150.14,150.14
BSA,150.14,NA,1,150.14,150.14
BSA,150.14,NA,1,150.14,150.14
BSA,600.56,NA,4,150.14,600.56
BSA,150.14,NA,1,150.14,150.14
BSA,150.14,NA,1,150.14,150.14
BSA,600.56,NA,4,150.14,600.56
BSA,150.14,NA,1,150.14,150.14
BSA,67412.86,NA,449,150.14,67412.86
BSA,150.14,NA,1,150.14,150.14
BSA,450.43,NA,1,450.43,450.43
BSA,2702.58,NA,6,450.43,2702.58
BSA,4053.87,NA,9,450.43,4053.87
BSA,6306.02,NA,14,450.43,6306.02
BSA,1801.72,NA,4,450.43,1801.72
BSA,1351.29,NA,3,450.43,1351.29
BSA,548623.74,NA,1218,450.43,548623.74
BSA,375.36,NA,2,187.68,375.36
BSA,375.36,NA,2,187.68,375.36
BSA,375.36,NA,2,187.68,375.36
BSA,76198.08,NA,406,187.68,76198.08
BSA,187.68,NA,1,187.68,187.68
BSA,375.36,NA,2,187.68,375.36
BSA,187.68,NA,1,187.68,187.68
BSA,337.83,NA,3,112.61,337.83
BSA,225.22,NA,2,112.61,225.22
BSA,112.61,NA,1,112.61,112.61
BSA,112.61,NA,1,112.61,112.61
BSA,112.61,NA,1,112.61,112.61
BSA,675.66,NA,6,112.61,675.66
BSA,112.61,NA,1,112.61,112.61
BSA,563.05,NA,5,112.61,563.05
BSA,112.61,NA,1,112.61,112.61
BSA,2590.03,NA,23,112.61,2590.03
BSA,112.61,NA,1,112.61,112.61
BSA,675.66,NA,6,112.61,675.66
BSA,225.22,NA,2,112.61,225.22
BSA,112.61,NA,1,112.61,112.61
BSA,58669.81,NA,521,112.61,58669.81
BSA,563.05,NA,5,112.61,563.05
BSA,125.12,NA,1,125.12,125.12
BSA,125.12,NA,1,125.12,125.12
BSA,125.12,NA,1,125.12,125.12
BSA,125.12,NA,1,125.12,125.12
BSA,125.12,NA,1,125.12,125.12
BSA,250.24,NA,2,125.12,250.24
BSA,250.24,NA,2,125.12,250.24
BSA,125.12,NA,1,125.12,125.12
BSA,50048,NA,400,125.12,50048
BSA,750.72,NA,6,125.12,750.72
BSA,200.2,NA,2,100.1,200.2
BSA,200.2,NA,2,100.1,200.2
BSA,500.5,NA,5,100.1,500.5
BSA,800.8,NA,8,100.1,800.8
BSA,300.3,NA,3,100.1,300.29999999999995
BSA,39439.4,NA,394,100.1,39439.399999999994
BSA,300.3,NA,3,100.1,300.29999999999995
BSA,100.1,NA,1,100.1,100.1
BSA,180.17,NA,1,180.17,180.17
BSA,540.51,NA,3,180.17,540.51
BSA,180.17,NA,1,180.17,180.17
BSA,540.51,NA,3,180.17,540.51
BSA,900.85,NA,5,180.17,900.8499999999999
BSA,79635.14,NA,442,180.17,79635.14
BSA,720.68,NA,4,180.17,720.68
BSA,1930.41,NA,3,643.47,1930.41
BSA,643.47,NA,1,643.47,643.47
BSA,643.47,NA,1,643.47,643.47
BSA,643.47,NA,1,643.47,643.47
BSA,290848.44,NA,452,643.47,290848.44
BSA,1930.41,NA,3,643.47,1930.41
BSA,1126.08,NA,3,375.36,1126.08
BSA,375.36,NA,1,375.36,375.36
BSA,375.36,NA,1,375.36,375.36
BSA,375.36,NA,1,375.36,375.36
BSA,375.36,NA,1,375.36,375.36
BSA,156900.48,NA,418,375.36,156900.48
BSA,6005.76,NA,16,375.36,6005.76
BSA,675.63,NA,3,225.21,675.63
BSA,900.84,NA,4,225.21,900.84
BSA,450.42,NA,2,225.21,450.42
BSA,5179.83,NA,23,225.21,5179.83
BSA,450.42,NA,2,225.21,450.42
BSA,225.21,NA,1,225.21,225.21
BSA,225.21,NA,1,225.21,225.21
BSA,2026.89,NA,9,225.21,2026.89
BSA,106299.12,NA,472,225.21,106299.12000000001
BSA,5855.46,NA,26,225.21,5855.46
BSA,1126.05,NA,5,225.21,1126.05
BSA,225.21,NA,1,225.21,225.21
BSA,643.48,NA,4,160.87,643.48
BSA,160.87,NA,1,160.87,160.87
BSA,160.87,NA,1,160.87,160.87
BSA,160.87,NA,1,160.87,160.87
BSA,160.87,NA,1,160.87,160.87
BSA,482.61,NA,3,160.87,482.61
BSA,66600.18,NA,414,160.87,66600.18000000001
BSA,482.61,NA,3,160.87,482.61
BSA,360.34,NA,2,180.17,360.34
BSA,360.34,NA,2,180.17,360.34
BSA,720.68,NA,4,180.17,720.68
BSA,180.17,NA,1,180.17,180.17
BSA,360.34,NA,2,180.17,360.34
BSA,540.51,NA,3,180.17,540.51
BSA,540.51,NA,3,180.17,540.51
BSA,80175.65,NA,445,180.17,80175.65
BSA,180.17,NA,1,180.17,180.17
BSA,375.36,NA,3,125.12,375.36
BSA,6130.88,NA,49,125.12,6130.88
BSA,625.6,NA,5,125.12,625.6
BSA,1376.32,NA,11,125.12,1376.3200000000002
BSA,125.12,NA,1,125.12,125.12
BSA,125.12,NA,1,125.12,125.12
BSA,44167.36,NA,353,125.12,44167.36
BSA,125.12,NA,1,125.12,125.12
BSA,125.12,NA,1,125.12,125.12
BSA,600.56,NA,4,150.14,600.56
BSA,150.14,NA,1,150.14,150.14
BSA,7056.58,NA,47,150.14,7056.579999999999
BSA,150.14,NA,1,150.14,150.14
BSA,900.84,NA,6,150.14,900.8399999999999
BSA,150.14,NA,1,150.14,150.14
BSA,1201.12,NA,8,150.14,1201.12
BSA,51197.74,NA,341,150.14,51197.74
BSA,750.7,NA,5,150.14,750.6999999999999
BSA,150.14,NA,1,150.14,150.14
BSA,360.34,NA,2,180.17,360.34
BSA,180.17,NA,1,180.17,180.17
BSA,180.17,NA,1,180.17,180.17
BSA,5405.1,NA,30,180.17,5405.0999999999995
BSA,360.34,NA,2,180.17,360.34
BSA,2522.38,NA,14,180.17,2522.3799999999997
BSA,91706.53,NA,509,180.17,91706.53
BSA,21440.23,NA,119,180.17,21440.23
BSA,3243.06,NA,18,180.17,3243.06
BSA,450.43,NA,1,450.43,450.43
BSA,213053.39,NA,473,450.43,213053.39
BSA,2402.32,NA,8,300.29,2402.32
BSA,300.29,NA,1,300.29,300.29
BSA,600.58,NA,2,300.29,600.58
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,131226.73,NA,437,300.29,131226.73
BSA,2102.03,NA,7,300.29,2102.03
BSA,450.42,NA,2,225.21,450.42
BSA,225.21,NA,1,225.21,225.21
BSA,900.84,NA,4,225.21,900.84
BSA,225.21,NA,1,225.21,225.21
BSA,675.63,NA,3,225.21,675.63
BSA,120937.77,NA,537,225.21,120937.77
BSA,450.43,NA,1,450.43,450.43
BSA,1351.29,NA,3,450.43,1351.29
BSA,2252.15,NA,5,450.43,2252.15
BSA,2252.15,NA,5,450.43,2252.15
BSA,450.43,NA,1,450.43,450.43
BSA,450.43,NA,1,450.43,450.43
BSA,900.86,NA,2,450.43,900.86
BSA,207648.23,NA,461,450.43,207648.23
BSA,250.24,NA,1,250.24,250.24
BSA,250.24,NA,1,250.24,250.24
BSA,1251.2,NA,5,250.24,1251.2
BSA,1251.2,NA,5,250.24,1251.2
BSA,250.24,NA,1,250.24,250.24
BSA,250.24,NA,1,250.24,250.24
BSA,116361.6,NA,465,250.24,116361.6
BSA,450.43,NA,1,450.43,450.43
BSA,450.43,NA,1,450.43,450.43
BSA,4053.87,NA,9,450.43,4053.87
BSA,900.86,NA,2,450.43,900.86
BSA,3153.01,NA,7,450.43,3153.01
BSA,1351.29,NA,3,450.43,1351.29
BSA,1351.29,NA,3,450.43,1351.29
BSA,223413.28,NA,496,450.43,223413.28
BSA,450.43,NA,1,450.43,450.43
BSA,400.4,NA,4,100.1,400.4
BSA,100.1,NA,1,100.1,100.1
BSA,2002,NA,20,100.1,2002
BSA,100.1,NA,1,100.1,100.1
BSA,100.1,NA,1,100.1,100.1
BSA,1201.2,NA,12,100.1,1201.1999999999998
BSA,700.7,NA,7,100.1,700.6999999999999
BSA,800.8,NA,8,100.1,800.8
BSA,200.2,NA,2,100.1,200.2
BSA,43843.8,NA,438,100.1,43843.799999999996
BSA,100.1,NA,1,100.1,100.1
BSA,180.17,NA,1,180.17,180.17
BSA,1981.87,NA,11,180.17,1981.87
BSA,1081.02,NA,6,180.17,1081.02
BSA,360.34,NA,2,180.17,360.34
BSA,104498.6,NA,580,180.17,104498.59999999999
BSA,180.17,NA,1,180.17,180.17
BSA,150.14,NA,1,150.14,150.14
BSA,900.84,NA,6,150.14,900.8399999999999
BSA,150.14,NA,1,150.14,150.14
BSA,600.56,NA,4,150.14,600.56
BSA,450.42,NA,3,150.14,450.41999999999996
BSA,67112.58,NA,447,150.14,67112.57999999999
BSA,150.14,NA,1,150.14,150.14
BSA,225.21,NA,1,225.21,225.21
BSA,450.42,NA,2,225.21,450.42
BSA,3378.15,NA,15,225.21,3378.15
BSA,225.21,NA,1,225.21,225.21
BSA,225.21,NA,1,225.21,225.21
BSA,194581.44,NA,864,225.21,194581.44
BSA,450.42,NA,2,225.21,450.42
BSA,225.21,NA,1,225.21,225.21
BSA,450.42,NA,2,225.21,450.42
BSA,450.43,NA,1,450.43,450.43
BSA,450.43,NA,1,450.43,450.43
BSA,900.86,NA,2,450.43,900.86
BSA,3603.44,NA,8,450.43,3603.44
BSA,4954.73,NA,11,450.43,4954.7300000000005
BSA,450.43,NA,1,450.43,450.43
BSA,185126.73,NA,411,450.43,185126.73
BSA,450.43,NA,1,450.43,450.43
BSA,900.84,NA,4,225.21,900.84
BSA,900.84,NA,4,225.21,900.84
BSA,450.42,NA,2,225.21,450.42
BSA,225.21,NA,1,225.21,225.21
BSA,4053.78,NA,18,225.21,4053.78
BSA,675.63,NA,3,225.21,675.63
BSA,2026.89,NA,9,225.21,2026.89
BSA,100443.66,NA,446,225.21,100443.66
BSA,225.21,NA,1,225.21,225.21
BSA,540.51,NA,3,180.17,540.51
BSA,360.34,NA,2,180.17,360.34
BSA,720.68,NA,4,180.17,720.68
BSA,360.34,NA,2,180.17,360.34
BSA,180.17,NA,1,180.17,180.17
BSA,4324.08,NA,24,180.17,4324.08
BSA,180.17,NA,1,180.17,180.17
BSA,540.51,NA,3,180.17,540.51
BSA,1081.02,NA,6,180.17,1081.02
BSA,900.85,NA,5,180.17,900.8499999999999
BSA,90445.34,NA,502,180.17,90445.34
BSA,180.17,NA,1,180.17,180.17
BSA,180.17,NA,1,180.17,180.17
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,4504.35,NA,15,300.29,4504.35
BSA,240232,NA,800,300.29,240232.00000000003
BSA,540.51,NA,3,180.17,540.51
BSA,180.17,NA,1,180.17,180.17
BSA,540.51,NA,3,180.17,540.51
BSA,3243.06,NA,18,180.17,3243.06
BSA,540.51,NA,3,180.17,540.51
BSA,1981.87,NA,11,180.17,1981.87
BSA,360.34,NA,2,180.17,360.34
BSA,105759.79,NA,587,180.17,105759.79
BSA,180.17,NA,1,180.17,180.17
BSA,1000.96,NA,2,500.48,1000.96
BSA,500.48,NA,1,500.48,500.48
BSA,500.48,NA,1,500.48,500.48
BSA,1501.44,NA,3,500.48,1501.44
BSA,500.48,NA,1,500.48,500.48
BSA,1000.96,NA,2,500.48,1000.96
BSA,206698.24,NA,413,500.48,206698.24000000002
BSA,1501.44,NA,3,500.48,1501.44
BSA,1801.72,NA,2,900.86,1801.72
BSA,900.86,NA,1,900.86,900.86
BSA,900.86,NA,1,900.86,900.86
BSA,6306.02,NA,7,900.86,6306.02
BSA,3603.44,NA,4,900.86,3603.44
BSA,5405.16,NA,6,900.86,5405.16
BSA,3603.44,NA,4,900.86,3603.44
BSA,632403.72,NA,702,900.86,632403.72
BSA,1801.72,NA,2,900.86,1801.72
BSA,300.29,NA,1,300.29,300.29
BSA,600.58,NA,2,300.29,600.58
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,160655.15,NA,535,300.29,160655.15000000002
BSA,281.52,NA,1,281.52,281.52
BSA,1689.12,NA,6,281.52,1689.12
BSA,281.52,NA,1,281.52,281.52
BSA,281.52,NA,1,281.52,281.52
BSA,281.52,NA,1,281.52,281.52
BSA,281.52,NA,1,281.52,281.52
BSA,563.04,NA,2,281.52,563.04
BSA,563.04,NA,2,281.52,563.04
BSA,563.04,NA,2,281.52,563.04
BSA,844.56,NA,3,281.52,844.56
BSA,281.52,NA,1,281.52,281.52
BSA,116549.28,NA,414,281.52,116549.28
BSA,1050.98,NA,7,150.14,1050.98
BSA,150.14,NA,1,150.14,150.14
BSA,4203.92,NA,28,150.14,4203.92
BSA,150.14,NA,1,150.14,150.14
BSA,1801.68,NA,12,150.14,1801.6799999999998
BSA,2252.1,NA,15,150.14,2252.1
BSA,122664.38,NA,817,150.14,122664.37999999999
BSA,150.14,NA,1,150.14,150.14
BSA,150.14,NA,1,150.14,150.14
BSA,1351.26,NA,9,150.14,1351.2599999999998
BSA,536.25,NA,5,107.25,536.25
BSA,107.25,NA,1,107.25,107.25
BSA,107.25,NA,1,107.25,107.25
BSA,214.5,NA,2,107.25,214.5
BSA,107.25,NA,1,107.25,107.25
BSA,214.5,NA,2,107.25,214.5
BSA,107.25,NA,1,107.25,107.25
BSA,643.5,NA,6,107.25,643.5
BSA,214.5,NA,2,107.25,214.5
BSA,41720.25,NA,389,107.25,41720.25
BSA,107.25,NA,1,107.25,107.25
BSA,750.72,NA,1,750.72,750.72
BSA,750.72,NA,1,750.72,750.72
BSA,750.72,NA,1,750.72,750.72
BSA,750.72,NA,1,750.72,750.72
BSA,750.72,NA,1,750.72,750.72
BSA,2252.16,NA,3,750.72,2252.16
BSA,750.72,NA,1,750.72,750.72
BSA,1501.44,NA,2,750.72,1501.44
BSA,346832.64,NA,462,750.72,346832.64
BSA,900.86,NA,1,900.86,900.86
BSA,17116.34,NA,19,900.86,17116.34
BSA,900.86,NA,1,900.86,900.86
BSA,6306.02,NA,7,900.86,6306.02
BSA,561235.78,NA,623,900.86,561235.78
BSA,1801.72,NA,1,1801.72,1801.72
BSA,14413.76,NA,8,1801.72,14413.76
BSA,5405.16,NA,3,1801.72,5405.16
BSA,10810.32,NA,6,1801.72,10810.32
BSA,998152.88,NA,554,1801.72,998152.88
BSA,900.86,NA,1,900.86,900.86
BSA,900.86,NA,1,900.86,900.86
BSA,1801.72,NA,2,900.86,1801.72
BSA,5405.16,NA,6,900.86,5405.16
BSA,1801.72,NA,2,900.86,1801.72
BSA,1801.72,NA,2,900.86,1801.72
BSA,870230.76,NA,966,900.86,870230.76
BSA,1801.72,NA,2,900.86,1801.72
BSA,13512.9,NA,15,900.86,13512.9
BSA,9909.46,NA,11,900.86,9909.460000000001
BSA,10810.32,NA,12,900.86,10810.32
BSA,720688,NA,800,900.86,720688
BSA,900.86,NA,1,900.86,900.86
BSA,900.86,NA,1,900.86,900.86
BSA,27025.8,NA,15,1801.72,27025.8
BSA,1801.72,NA,1,1801.72,1801.72
BSA,14413.76,NA,8,1801.72,14413.76
BSA,1171118,NA,650,1801.72,1171118
BSA,200.2,NA,2,100.1,200.2
BSA,200.2,NA,2,100.1,200.2
BSA,100.1,NA,1,100.1,100.1
BSA,300.3,NA,3,100.1,300.29999999999995
BSA,2002,NA,20,100.1,2002
BSA,200.2,NA,2,100.1,200.2
BSA,1201.2,NA,12,100.1,1201.1999999999998
BSA,138338.2,NA,1382,100.1,138338.19999999998
BSA,450.43,NA,1,450.43,450.43
BSA,450.43,NA,1,450.43,450.43
BSA,900.86,NA,2,450.43,900.86
BSA,286473.48,NA,636,450.43,286473.48
BSA,4053.87,NA,9,450.43,4053.87
BSA,150.14,NA,1,150.14,150.14
BSA,150.14,NA,1,150.14,150.14
BSA,450.42,NA,3,150.14,450.41999999999996
BSA,300.28,NA,2,150.14,300.28
BSA,450.42,NA,3,150.14,450.41999999999996
BSA,1351.26,NA,9,150.14,1351.2599999999998
BSA,204490.68,NA,1362,150.14,204490.68
BSA,187.68,NA,1,187.68,187.68
BSA,187.68,NA,1,187.68,187.68
BSA,1501.44,NA,8,187.68,1501.44
BSA,187.68,NA,1,187.68,187.68
BSA,75447.36,NA,402,187.68,75447.36
BSA,375.36,NA,2,187.68,375.36
BSA,375.36,NA,2,187.68,375.36
BSA,613.3,NA,2,306.65,613.3
BSA,919.95,NA,3,306.65,919.9499999999999
BSA,919.95,NA,3,306.65,919.9499999999999
BSA,183990,NA,600,306.65,183990
BSA,306.65,NA,1,306.65,306.65
BSA,900.86,NA,2,450.43,900.86
BSA,5855.59,NA,13,450.43,5855.59
BSA,450.43,NA,1,450.43,450.43
BSA,371154.32,NA,824,450.43,371154.32
BSA,450.43,NA,1,450.43,450.43
BSA,1351.29,NA,3,450.43,1351.29
BSA,459.97,NA,1,459.97,459.97
BSA,919.94,NA,2,459.97,919.94
BSA,459.97,NA,1,459.97,459.97
BSA,459.97,NA,1,459.97,459.97
BSA,2299.85,NA,5,459.97,2299.8500000000004
BSA,284721.43,NA,619,459.97,284721.43
BSA,900.86,NA,2,450.43,900.86
BSA,900.86,NA,2,450.43,900.86
BSA,1351.29,NA,3,450.43,1351.29
BSA,450.43,NA,1,450.43,450.43
BSA,2252.15,NA,5,450.43,2252.15
BSA,900.86,NA,2,450.43,900.86
BSA,338272.93,NA,751,450.43,338272.93
BSA,1351.29,NA,3,450.43,1351.29
BSA,1022.15,NA,1,1022.15,1022.15
BSA,3066.45,NA,3,1022.15,3066.45
BSA,3066.45,NA,3,1022.15,3066.45
BSA,1022.15,NA,1,1022.15,1022.15
BSA,3066.45,NA,3,1022.15,3066.45
BSA,2044.3,NA,2,1022.15,2044.3
BSA,444635.25,NA,435,1022.15,444635.25
BSA,1839.88,NA,1,1839.88,1839.88
BSA,1839.88,NA,1,1839.88,1839.88
BSA,16558.92,NA,9,1839.88,16558.920000000002
BSA,9199.4,NA,5,1839.88,9199.400000000001
BSA,1839.88,NA,1,1839.88,1839.88
BSA,1096568.48,NA,596,1839.88,1096568.48
BSA,3679.76,NA,2,1839.88,3679.76
BSA,1839.88,NA,1,1839.88,1839.88
BSA,900.86,NA,2,450.43,900.86
BSA,1351.29,NA,3,450.43,1351.29
BSA,450.43,NA,1,450.43,450.43
BSA,249538.22,NA,554,450.43,249538.22
BSA,900.86,NA,2,450.43,900.86
BSA,750.72,NA,1,750.72,750.72
BSA,6005.76,NA,8,750.72,6005.76
BSA,750.72,NA,1,750.72,750.72
BSA,10510.08,NA,14,750.72,10510.08
BSA,303290.88,NA,404,750.72,303290.88
BSA,1533.24,NA,2,766.62,1533.24
BSA,6899.58,NA,9,766.62,6899.58
BSA,766.62,NA,1,766.62,766.62
BSA,1533.24,NA,2,766.62,1533.24
BSA,309714.48,NA,404,766.62,309714.48
BSA,1533.24,NA,2,766.62,1533.24
BSA,5405.16,NA,3,1801.72,5405.16
BSA,14413.76,NA,8,1801.72,14413.76
BSA,1801.72,NA,1,1801.72,1801.72
BSA,915273.76,NA,508,1801.72,915273.76
BSA,1801.72,NA,1,1801.72,1801.72
BSA,1801.72,NA,1,1801.72,1801.72
BSA,845006.68,NA,469,1801.72,845006.68
BSA,1801.72,NA,1,1801.72,1801.72
BSA,3002.87,NA,1,3002.87,3002.87
BSA,3002.87,NA,1,3002.87,3002.87
BSA,2333229.99,NA,777,3002.87,2333229.9899999998
BSA,1839.88,NA,1,1839.88,1839.88
BSA,1839.88,NA,1,1839.88,1839.88
BSA,1839.88,NA,1,1839.88,1839.88
BSA,1839.88,NA,1,1839.88,1839.88
BSA,770909.72,NA,419,1839.88,770909.7200000001
BSA,1977387.7,NA,439,4504.3,1977387.7000000002
BSA,10810.32,NA,6,1801.72,10810.32
BSA,1801.72,NA,1,1801.72,1801.72
BSA,1030583.84,NA,572,1801.72,1030583.84
BSA,6005.74,NA,2,3002.87,6005.74
BSA,3002.87,NA,1,3002.87,3002.87
BSA,9008.61,NA,3,3002.87,9008.61
BSA,9008.61,NA,3,3002.87,9008.61
BSA,1189136.52,NA,396,3002.87,1189136.52
BSA,13512.9,NA,3,4504.3,13512.900000000001
BSA,9008.6,NA,2,4504.3,9008.6
BSA,4504.3,NA,1,4504.3,4504.3
BSA,2495382.2,NA,554,4504.3,2495382.2
BSA,4504.3,NA,1,4504.3,4504.3
BSA,18017.2,NA,4,4504.3,18017.2
BSA,1839.88,NA,1,1839.88,1839.88
BSA,3679.76,NA,2,1839.88,3679.76
BSA,14719.04,NA,8,1839.88,14719.04
BSA,965937,NA,525,1839.88,965937
BSA,4599.69,NA,1,4599.69,4599.69
BSA,22998.45,NA,5,4599.69,22998.449999999997
BSA,4599.69,NA,1,4599.69,4599.69
BSA,18398.76,NA,4,4599.69,18398.76
BSA,2336642.52,NA,508,4599.69,2336642.52
BSA,300.29,NA,1,300.29,300.29
BSA,300.29,NA,1,300.29,300.29
BSA,15014.5,NA,50,300.29,15014.500000000002
BSA,1201.16,NA,4,300.29,1201.16
BSA,3603.48,NA,12,300.29,3603.4800000000005
BSA,302692.32,NA,1008,300.29,302692.32
BSA,300.29,NA,1,300.29,300.29
BSA,1501.45,NA,5,300.29,1501.45
BSA,20419.72,NA,68,300.29,20419.72
BSA,450.43,NA,1,450.43,450.43
BSA,4053.87,NA,9,450.43,4053.87
BSA,1801.72,NA,4,450.43,1801.72
BSA,450.43,NA,1,450.43,450.43
BSA,450.43,NA,1,450.43,450.43
BSA,17566.77,NA,39,450.43,17566.77
BSA,2702.58,NA,6,450.43,2702.58
BSA,4504.3,NA,10,450.43,4504.3
BSA,410792.16,NA,912,450.43,410792.16000000003
BSA,450.43,NA,1,450.43,450.43
BSA,1351.29,NA,3,450.43,1351.29
BSA,41889.99,NA,93,450.43,41889.99
BSA,900.86,NA,1,900.86,900.86
BSA,900.86,NA,1,900.86,900.86
BSA,29728.38,NA,33,900.86,29728.38
BSA,5405.16,NA,6,900.86,5405.16
BSA,626998.56,NA,696,900.86,626998.56
BSA,2702.58,NA,3,900.86,2702.58
BSA,74771.38,NA,83,900.86,74771.38
BSA,10810.32,NA,6,1801.72,10810.32
BSA,1801.72,NA,1,1801.72,1801.72
BSA,37836.12,NA,21,1801.72,37836.12
BSA,5405.16,NA,3,1801.72,5405.16
BSA,1189135.2,NA,660,1801.72,1189135.2
BSA,1801.72,NA,1,1801.72,1801.72
BSA,1801.72,NA,1,1801.72,1801.72
BSA,109904.92,NA,61,1801.72,109904.92
BSA,769334.44,NA,427,1801.72,769334.4400000001
BSA,82879.12,NA,46,1801.72,82879.12
BSA,16215.48,NA,9,1801.72,16215.48
BSA,1801.72,NA,1,1801.72,1801.72
BSA,774739.6,NA,430,1801.72,774739.6
BSA,68465.36,NA,38,1801.72,68465.36
BSA,450.43,NA,1,450.43,450.43
BSA,450.43,NA,1,450.43,450.43
BSA,13062.47,NA,29,450.43,13062.47
BSA,450.43,NA,1,450.43,450.43
BSA,344578.95,NA,765,450.43,344578.95
BSA,900.86,NA,2,450.43,900.86
BSA,29277.95,NA,65,450.43,29277.95
BSA,900.86,NA,1,900.86,900.86
BSA,900.86,NA,1,900.86,900.86
BSA,60357.62,NA,67,900.86,60357.62
BSA,14413.76,NA,16,900.86,14413.76
BSA,760325.84,NA,844,900.86,760325.84
BSA,3603.44,NA,4,900.86,3603.44
BSA,106301.48,NA,118,900.86,106301.48
BSA,900.86,NA,1,900.86,900.86
BSA,900.86,NA,1,900.86,900.86
BSA,900.86,NA,1,900.86,900.86
BSA,10810.32,NA,12,900.86,10810.32
BSA,1801.72,NA,2,900.86,1801.72
BSA,400882.7,NA,445,900.86,400882.7
BSA,31530.1,NA,35,900.86,31530.100000000002
BSA,1801.72,NA,1,1801.72,1801.72
BSA,1801.72,NA,1,1801.72,1801.72
BSA,162154.8,NA,90,1801.72,162154.8
BSA,7206.88,NA,4,1801.72,7206.88
BSA,7206.88,NA,4,1801.72,7206.88
BSA,1291833.24,NA,717,1801.72,1291833.24
BSA,7206.88,NA,4,1801.72,7206.88
BSA,194585.76,NA,108,1801.72,194585.76
BSA,5405.16,NA,3,1801.72,5405.16
BSA,3603.44,NA,2,1801.72,3603.44
BSA,111706.64,NA,62,1801.72,111706.64
BSA,3603.44,NA,2,1801.72,3603.44
BSA,3603.44,NA,2,1801.72,3603.44
BSA,1196342.08,NA,664,1801.72,1196342.08
BSA,10810.32,NA,6,1801.72,10810.32
BSA,1801.72,NA,1,1801.72,1801.72
BSA,149542.76,NA,83,1801.72,149542.76
BSA,9008.6,NA,2,4504.3,9008.6
BSA,9008.6,NA,2,4504.3,9008.6
BSA,49547.3,NA,11,4504.3,49547.3
BSA,22521.5,NA,5,4504.3,22521.5
BSA,9008.6,NA,2,4504.3,9008.6
BSA,2423313.4,NA,538,4504.3,2423313.4
BSA,495473,NA,110,4504.3,495473
BSA,24022.96,NA,8,3002.87,24022.96
BSA,87083.23,NA,29,3002.87,87083.23
BSA,15014.35,NA,5,3002.87,15014.349999999999
BSA,2195097.97,NA,731,3002.87,2195097.9699999997
BSA,312298.48,NA,104,3002.87,312298.48
BSA,4504.3,NA,1,4504.3,4504.3
BSA,171163.4,NA,38,4504.3,171163.4
BSA,40538.7,NA,9,4504.3,40538.700000000004
BSA,2540425.2,NA,564,4504.3,2540425.2
BSA,4504.3,NA,1,4504.3,4504.3
BSA,342326.8,NA,76,4504.3,342326.8
BSA,1801.72,NA,1,1801.72,1801.72
BSA,41439.56,NA,23,1801.72,41439.56
BSA,7206.88,NA,4,1801.72,7206.88
BSA,3603.44,NA,2,1801.72,3603.44
BSA,1302643.56,NA,723,1801.72,1302643.56
BSA,91887.72,NA,51,1801.72,91887.72
BSA,1801.72,NA,1,1801.72,1801.72
BSA,12612.04,NA,7,1801.72,12612.04
BSA,1801.72,NA,1,1801.72,1801.72
BSA,63060.2,NA,35,1801.72,63060.200000000004
BSA,16215.48,NA,9,1801.72,16215.48
BSA,7206.88,NA,4,1801.72,7206.88
BSA,1190936.92,NA,661,1801.72,1190936.92
BSA,16215.48,NA,9,1801.72,16215.48
BSA,25224.08,NA,14,1801.72,25224.08
BSA,239628.76,NA,133,1801.72,239628.76
BSA,4504.3,NA,1,4504.3,4504.3
BSA,27025.8,NA,6,4504.3,27025.800000000003
BSA,4504.3,NA,1,4504.3,4504.3
BSA,4504.3,NA,1,4504.3,4504.3
BSA,193684.9,NA,43,4504.3,193684.9
BSA,36034.4,NA,8,4504.3,36034.4
BSA,2891760.6,NA,642,4504.3,2891760.6
BSA,4504.3,NA,1,4504.3,4504.3
BSA,342326.8,NA,76,4504.3,342326.8
BSA,900.86,NA,2,450.43,900.86
BSA,450.43,NA,1,450.43,450.43
BSA,2252.15,NA,5,450.43,2252.15
BSA,450.43,NA,1,450.43,450.43
BSA,13512.9,NA,30,450.43,13512.9
BSA,450.43,NA,1,450.43,450.43
BSA,450.43,NA,1,450.43,450.43
BSA,3153.01,NA,7,450.43,3153.01
BSA,412593.88,NA,916,450.43,412593.88
BSA,450.43,NA,1,450.43,450.43
BSA,63060.2,NA,140,450.43,63060.200000000004
