Kingdom,Phylum,Class,Genus,Taxon,AlgalGroup,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus abundans,Green Algae,,,None,,,,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus acuminatus,Green Algae,(Lagerheim) Chodat,www.algaebase.org,Tetradesmus lagerheimii,M.J. Wynne and Guiry,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus cf. acuminatus,Green Algae,(Lagerheim) Chodat,www.algaebase.org,Tetradesmus cf. lagerheimii,M.J. Wynne and Guiry,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus acutiformis,Green Algae,Schröder,www.algaebase.org,Acutodesmus acutiformis,(Shröder) Tsarenko and D.M. John,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus arcuatus,Green Algae,Lemmermann,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus armatus,Green Algae,(R. Chodat) R. Chodat,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus armatus var. bicaudatus,Green Algae,(Guglielmetti) Chodat,www.algaebase.org,Desmodesmus armatus var. bicaudatus,(Guglielmetti). E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus bicaudatus,Green Algae,Dedusenko,www.algaebase.org,Desmodesmus bicaudatus,(Dedusenko) P.M. Tsarenko,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus bijuga,Green Algae,(Turpin) Lagerheim,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus cf. communis,Green Algae,Unknown,Unknown,Desmodesmus cf. communis,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus cf. subspicatus,Green Algae,Unknown,Unknown,Desmodesmus cf. subspicatus,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus communis,Green Algae,E. Hegewald,www.algaebase.org,Desmodesmus communis,(E. Hegewald) E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus denticulatus,Green Algae,Lagerheim,www.algaebase.org,Desmodesmus denticulatus,"(Lagerheim) S.S. An, T. Friedl, and E. Hegewald",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus denticulatus var. recurvatus,Green Algae,Schumacher,www.itis.gov,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus dimorphus,Green Algae,(Turpin) Kützing,www.algaebase.org,Tetradesmus dimorphus,(Turpin) M.J. Wynne,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus dispar,Green Algae,Brébisson,www.algaebase.org,Desmodesmus dispar,(Brébisson) E.H. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus ellipticus,Green Algae,Corda,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus falcatus,Green Algae,Chodat,www.algaebase.org,Scenedesmus acuminatus,(Lagerheim) Chodat,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus granulatus,Green Algae,West and G.S. West,www.algaebase.org,Desmodesmus granulatus,(West and G.S West) Tsarenko,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus intermedius,Green Algae,Chodat,www.algaebase.org,Desmodesmus intermedius,(Chodat) E.H. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus intermedius,Green Algae,,,None,,,,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus intermedius var. balatonicus,Green Algae,Hortobágyi,www.algaebase.org,Desmodesmus intermedius var. balatonicus,(Hortobágyi) P. Tsarenko,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus obtusus,Green Algae,Meyen,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus opoliensis,Green Algae,P.G. Richter,www.algaebase.org,Desmodesmus opoliensis,(P.G. Richter) E.H. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus opoliensis,Green Algae,,,None,,,,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus opoliensis var. carinatus,Green Algae,Lemmermann,www.algaebase.org,Desmodesmus opoliensis var. carinatus,(Lemmermann) E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus opoliensis var. mononensis,Green Algae,Chodat,www.algaebase.org,Desmodesmus opoliensis var. mononensis,(R. Chodat) E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus quadricauda,Green Algae,(Turpin) Brébisson,www.algaebase.org,None,N/A,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus quadricauda var. longispina fo. granulatus,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus semipulcher,Green Algae,Hortobágyi,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus sp.,Green Algae,Meyen,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus spp.,Green Algae,Meyen,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus subspicatus,Green Algae,Chodat,www.algaebase.org,Desmodesmus subspicatus,(Chodat) E. Hegewald and A. Schmidt,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia robusta,Green Algae,Korshikov,www.algaebase.org,Pseudoschroederia robusta,(Korshikov) E. Hegewald and E. Schnepf,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia setigera,Green Algae,(Schröder) Lemmermann,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia sp.,Green Algae,Lemmermann,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Scrippsiella,Scrippsiella sp.,Dinoflagellates,Balech ex A.R. Loeblich III,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Scrippsiella,Scrippsiella trochoidea,Dinoflagellates,(F. Stein) A.R. Loeblich III,www.algaebase.org,Scrippsiella acuminata,"(Ehrenberg) Kretschmann, Elbrächter, Zinssmeister, S. Soehner, Kirsch, Kusber and Gottschling",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum bibraianum,Green Algae,Reinsch,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum cf. bibraianum,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum minutum,Green Algae,(Nägeli) Collins,www.algaebase.org,Monoraphidium minutum ,(Nägeli) Komárkova-Legnerová,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum sp.,Green Algae,Reinsch,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum westii,Green Algae,G.M. Smith,www.algaebase.org,Ankistrodesmus gracilis,(Reinsch) Korshikov,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora bacillum,Pennate Diatoms,(Ehrenberg) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora pupula,Pennate Diatoms,(Kützing) Mereschkovsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora sp.,Pennate Diatoms,Mereschowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,cf. Sellaphora sp.,Pennate Diatoms,Mereschowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Seminavis,Seminavis sp.,Pennate Diatoms,D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema cf. costatum,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema cf. potamos,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema costatum,Centric Diatoms,(Greville) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema potamos,Centric Diatoms,(Weber) Hasle,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,Centric Diatoms,Greville,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Snowella,Snowella sp.,Cyanobacteria,Elenkin,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to brackish
Plantae,Chlorophyta,Chlorophyceae,Spermatozopsis,Spermatozopsis exsultans,Green Algae,Korshikov,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Sphaerellocystis,Sphaerellocystis ellipsoidea,Green Algae,Ettl,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis planctonica,Green Algae,(Korshikov) Bourelly,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis schroeteri,Green Algae,Chodat,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis sp.,Green Algae,Chodat,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Sphaerozosma,Sphaerozosma sp.,Green Algae,Ralfs,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Spirogyra,Spirogyra maxima,Green Algae,(Hassall) Wittrock,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,filamentous,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Spirogyra,Spirogyra sp.,Green Algae,Link,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina meneghiniana,Cyanobacteria,Zanardini ex Gomont,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina princeps,Cyanobacteria,West and G.S. West,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina sp.,Cyanobacteria,Turpin ex Gomont,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater to marine
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum cingulum,Green Algae,(West and G.S. West) G.M. Smith,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum crenulatum,Green Algae,(Nägeli) Delponte,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum curvatum,Green Algae,West,www.algaebase.org,Staurodesmus cuspidicurvatus,Coesel and Meesters,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum planum,Green Algae,Unknown,N/A,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum sebaldi,Green Algae,Reinsch,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum sp.,Green Algae,Meyen ex Ralfs,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Stauroforma,Stauroforma exiguiformis,Pennate Diatoms,"(Lange-Bertalot) R.J. Flower, V.J. Jones & Round",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Stauroneis,Stauroneis sp.,Pennate Diatoms,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira cf. venter,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens,Pennate Diatoms,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens var. binodis,Pennate Diatoms,(Ehrenberg) P.B. Hamilton,www.algaebase.org,Staurosira binodis,(Ehrenberg) Lange-Bertalot,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens var. venter,Pennate Diatoms,(Ehrenberg) P.B. Hamilton,www.algaebase.org,Staurosira venter,(Ehrenberg) Cleve and Moeller,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira venter,Pennate Diatoms,,,None,,,,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira sp.,Pennate Diatoms,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Staurosirella,Staurosirella pinnata,Pennate Diatoms,(Ehrenberg) D.M. Williams and Round,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Stenopterobia,Stenopterobia sp.,Pennate Diatoms,Brébisson ex Van Heurck,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanocyclus,Stephanocyclus meneghiniana,Centric Diatoms,(Kützing) Skabichevskii,www.algaebase.org,Cyclotella meneghiniana,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus astraea,Centric Diatoms,(Ehrenberg) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus niagarae,Centric Diatoms,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus sp.,Centric Diatoms,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus tenuis,Centric Diatoms,Hustedt,www.algaebase.org,Stephanodiscus hantzschii f. tenuis,(Hustedt) Håkansson and Stoermer,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanopyxis,Stephanopyxis turris,Centric Diatoms,(Greville) Ralfs,www.algaebase.org,Eupyxidicula turris,(Greville) S. Blanco and C.E. Wetzel,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Plantae,Chlorophyta,Ulvophyceae,Stichococcus,Stichococcus subtilis,Green Algae,(Kützing) Klercker,www.algaebase.org,Klebsormidium subtile,"(Kützing) Mikhailyuk, Glaser, Holzinger, and Karsten",www.algaebase.org,Wehr and Sheath 2003,solitary,floating or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Stigeoclonium,Stigeoclonium sp.,Green Algae,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Stigonema,Stigonema sp.,Cyanobacteria,Agardh ex Bornet et Flahault,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Striatella,Striatella unipunctata,Pennate Diatoms,(Lyngbye) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Protozoa,Ciliophora,Ciliatea,Strombidium,Strombidium sp.,Ciliates,Claparède and Lachmann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas acuminatus,Euglenoids,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas rotunda,Euglenoids,(Playfair) Deflandre,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas sp.,Euglenoids,Deflandre,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella angustata,Pennate Diatoms,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella bifrons,Pennate Diatoms,Ehrenberg,www.algaebase.org,Iconella bifrons,(Ehrenberg) Ruck and Nakov,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella brebissonii,Pennate Diatoms,Krammer & Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella cf. minuta,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella cf. suecica,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella librile,Pennate Diatoms,(Ehrenberg) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella linearis,Pennate Diatoms,W. Smith,www.algaebase.org,Iconella linearis,(W. Smith) Ruck and Nakov,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella minuta,Pennate Diatoms,Brébisson ex Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella ovalis,Pennate Diatoms,Brébisson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella ovata,Pennate Diatoms,Kützing,www.algaebase.org,Surirella minuta,Brébisson ex Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella sp.,Pennate Diatoms,Turpin,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella suecica,Pennate Diatoms,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Synechococcus,Synechococcus aeruginosus,Cyanobacteria,Nägeli,www.algaebase.org,Cyanothece aeruginosa,(Nägeli) Komárek,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Synechococcus,Synechococcus cf. salinarum,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic or benthic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Synechococcus,Synechococcus salinarum,Cyanobacteria,Komárek,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Synechococcus,Synechococcus sp.,Cyanobacteria,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Synechocystis,Synechocystis sp.,Cyanobacteria,Sauvageau,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra actinastroides,Pennate Diatoms,Lemmermann,www.algaebase.org,Nitzschia holsatica,Hustedt,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra acus,Pennate Diatoms,Kützing,www.algaebase.org,Fragilaria acus,(Kützing) Lange-Bertalot,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra berolinensis,Pennate Diatoms,Lemmermann,www.algaebase.org,Belonastrum berolinensis,(Lemmermann) Round and Maidana,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra cf. famelica,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra cf. ulna,Pennate Diatoms,Unknown,Unknown,Ulnaria cf. ulna,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra nana,Pennate Diatoms,F. Meister,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra parasitica,Pennate Diatoms,(W. Smith) Hustedt,www.algaebase.org,Pseudostaurosira parasitica,(W. Smith) Morales,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra rumpens,Pennate Diatoms,Kützing,www.algaebase.org,Fragilaria rumpens,(Kützing) G.W.F. Carlson,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra sp.,Pennate Diatoms,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
