Kingdom,Phylum,Class,Genus,Name,AlgalGroup,CurrentName
Plantae,Chlorophyta,Zygnematophyceae,Spirogyra,Spirogyra maxima,Green Algae,None
Plantae,Chlorophyta,Zygnematophyceae,Spirogyra,Spirogyra sp.,Green Algae,None
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina meneghiniana,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina princeps,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina sp.,Cyanobacteria,None
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum cingulum,Green Algae,None
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum crenulatum,Green Algae,None
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum curvatum,Green Algae,Staurodesmus cuspidicurvatus
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum planum,Green Algae,None
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum sebaldi,Green Algae,None
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum sp.,Green Algae,None
Chromista,Ochrophyta,Fragilariophyceae,Stauroforma,Stauroforma exiguiformis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Stauroneis,Stauroneis sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira venter,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Staurosirella,Staurosirella pinnata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Stenopterobia,Stenopterobia sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanocyclus,Stephanocyclus meneghiniana,Centric Diatoms,Cyclotella meneghiniana
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus astraea,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus niagarae,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus sp.,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus tenuis,Centric Diatoms,Stephanodiscus hantzschii f. tenuis
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanopyxis,Stephanopyxis turris,Centric Diatoms,Eupyxidicula turris
Plantae,Chlorophyta,Ulvophyceae,Stichococcus,Stichococcus subtilis,Green Algae,Klebsormidium subtile
Plantae,Chlorophyta,Chlorophyceae,Stigeoclonium,Stigeoclonium sp.,Green Algae,None
Bacteria,Cyanobacteria,Cyanophyceae,Stigonema,Stigonema sp.,Cyanobacteria,None
Chromista,Ochrophyta,Fragilariophyceae,Striatella,Striatella unipunctata,Pennate Diatoms,None
Protozoa,Ciliophora,Ciliatea,Strombidium,Strombidium sp.,Ciliates,None
Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas acuminatus,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas rotunda,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas sp.,Euglenoids,None
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella angustata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella bifrons,Pennate Diatoms,Iconella bifrons
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella brebissonii,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella librile,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella linearis,Pennate Diatoms,Iconella linearis
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella minuta,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella ovalis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella ovata,Pennate Diatoms,Surirella minuta
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Surirella,Surirella suecica,Pennate Diatoms,None
Bacteria,Cyanobacteria,Cyanophyceae,Synechococcus,Synechococcus aeruginosus,Cyanobacteria,Cyanothece aeruginosa
Bacteria,Cyanobacteria,Cyanophyceae,Synechococcus,Synechococcus salinarum,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Synechococcus,Synechococcus sp.,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Synechocystis,Synechocystis sp.,Cyanobacteria,None
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra actinastroides,Pennate Diatoms,Nitzschia holsatica
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra acus,Pennate Diatoms,Fragilaria acus
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra berolinensis,Pennate Diatoms,Belonastrum berolinensis
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra nana,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra parasitica,Pennate Diatoms,Pseudostaurosira parasitica
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra rumpens,Pennate Diatoms,Fragilaria rumpens
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra spp.,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra tabulata,Pennate Diatoms,Tabularia tabulata
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra tenera,Pennate Diatoms,Fragilaria tenera
Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria tenera,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra ulna,Pennate Diatoms,Ulnaria ulna
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra vaucheriae,Pennate Diatoms,Fragilaria vaucheriae
Chromista,Ochrophyta,Synurophyceae,Synura,Synura sp.,Synurophytes,None
Chromista,Ochrophyta,Synurophyceae,Synura,Synura uvella,Synurophytes,None
Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria fenestrata,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria flocculosa,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria sp.,Pennate Diatoms,None
Plantae,Chlorophyta,Zygnematophyceae,Teilingia,Teilingia granulata,Green Algae,None
Chromista,Cryptophyta,Cryptophyceae,Teleaulax,Teleaulax acuta,Cryptophytes,None
Chromista,Cryptophyta,Cryptophyceae,Teleaulax,Teleaulax sp.,Cryptophytes,None
Chromista,Ochrophyta,Coscinodiscophyceae,Terpsinoe,Terpsinoe musica,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Terpsinoe,Terpsinoe sp.,Centric Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Tetracystis,Tetracystis chlorococcoides,Green Algae,Chlorococcum chlorococcoides
Plantae,Chlorophyta,Chlorophyceae,Tetradesmus,Tetradesmus dimorphus,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetradesmus,Tetradesmus sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron caudatum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron limneticum,Green Algae,Pseudostaurastrum limneticum
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron lunula,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron minimum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron muticum,Green Algae,Goniochloris mutica
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron regulare,Green Algae,Tetraedriella regularis
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron trigonum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraselmis,Tetraselmis cordiformis,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraselmis,Tetraselmis maculata,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraselmis,Tetraselmis sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetraselmis,Tetraselmis wettsteinii,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum elegans,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum glabrum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum heteracanthum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum staurogeniaeforme,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum triangulare,Green Algae,Lemmermannia triangularis
Chromista,Ochrophyta,Fragilariophyceae,Thalassionema,Thalassionema nitzschioides,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Thalassionema,Thalassionema sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira eccentrica,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira rotula,Centric Diatoms,Thalassiosira gravida
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira tenera,Centric Diatoms,None
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas abrupta,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas hispida,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas sp.,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas spp.,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas volvocina,Euglenoids,None
Chromista,Ochrophyta,Xanthophyceae,Trachychloron,Trachychloron depauperatum,Xanthophytes,None
Plantae,Chlorophyta,Chlorophyceae,Treubaria,Treubaria setigera,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Treubaria,Treubaria sp.,Green Algae,None
Chromista,Ochrophyta,Coscinodiscophyceae,Triceratium,Triceratium sp.,Centric Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Trochiscia,Trochiscia sp.,Green Algae,None
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella acuminata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella calida,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella granulata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella levidensis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella persuadens,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella victoriae,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria contracta,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria ulna,Pennate Diatoms,None
Plantae,Chlorophyta,Ulvophyceae,Ulothrix,Ulothrix sp.,Green Algae,None
Plantae,Chlorophyta,Ulvophyceae,Ulothrix,Ulothrix subconstricta,Green Algae,Gloeotila subconstricta
Plantae,Chlorophyta,Ulvophyceae,Ulothrix,Ulothrix subtilissima,Green Algae,Klebsormidium subtile
Plantae,Chlorophyta,Ulvophyceae,Ulothrix,Ulothrix tenuissima,Green Algae,None
Unknown,Unknown,Unknown,Unknown,Unknown Algae,Unknown,None
Chromista,Ochrophyta,Coscinodiscophyceae,Unknown centric diatom,Unknown Centric Diatom,Centric Diatoms,Unknown centric diatom
Chromista,Ochrophyta,Chrysophyceae,Unknown chrysophyte,Unknown chrysophyte,Chrysophytes,None
Plantae,Chlorophyta,Chlorophyceae,Unknown,Unknown Coccoid Green Alga,Green Algae,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Unknown Cyanobacterium,Unknown Cyanobacterium,Cyanobacteria,Unknown
Protozoa,Dinozoa,Dinophyceae,Unknown dinoflagellates,Unknown Dinoflagellates,Dinoflagellates,Unknown
Protozoa,Euglenozoa,Euglenophyceae,Unknown,Unknown Euglenoid,Euglenoids,Unknown
Plantae,Chlorophyta,Chlorophyceae,Unknown,Unknown Filamentous Green Alga,Green Algae,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown Genus,Unknown,None
Plantae,Chlorophyta,Chlorophyceae,Unknown green alga,Unknown Green Alga,Green Algae,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Unknown pennate diatom,Unknown Pennate Diatom,Pennate Diatoms,Unknown
Chromista,Ochrophyta,Coscinodiscophyceae,Urosolenia,Urosolenia sp.,Centric Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Volvox,Volvox sp.,Green Algae,None
Protozoa,Dinozoa,Dinophyceae,Warnowia,Warnowia parva,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Warnowia,Warnowia sp.,Dinoflagellates,None
Plantae,Chlorophyta,Chlorophyceae,Westella,Westella botryoides,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Westella,Westella linearis,Green Algae,Westellopsis linearis
Plantae,Chlorophyta,Chlorophyceae,Westella,Westella sp.,Green Algae,None
Protozoa,Dinozoa,Dinophyceae,Woloszynskia,Woloszynskia coronata,Dinoflagellates,Tovellia coronata
Protozoa,Dinozoa,Dinophyceae,Woloszynskia,Woloszynskia sp.,Dinoflagellates,None
Bacteria,Cyanobacteria,Cyanophyceae,Woronichinia,Woronichinia sp.,Cyanobacteria,None
Plantae,Chlorophyta,Zygnematophyceae,Xanthidium,Xanthidium sp.,Green Algae,None
Chromista,Bacillariophyta,Bacillariophyceae,Capartogramma,Capartogramma sp.,Pennate Diatom,None
Chromista,Bacillariophyta,Mediophyceae,Cyclotella,Cyclotella distinguenda,Centric Diatom,None
Chromista,Bacillariophyta,Bacillariophyceae,Cymbella,Cymbella tumida,Pennate Diatom,None
Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema constricta,Pennate Diatom,Gomphonema lingulatum var. constrictum
Chromista,Bacillariophyta,Bacillariophyceae,Iconella,Iconella tenera,Pennate Diatom,None
Unknown,Unknown,Unknown,Unknown,LGBs,Unknown,None
Eubacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia warmigiana,Cyanobacterium,None
Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula eidrigiana,Pennate Diatom,None
Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula oppugnata,Pennate Diatom,None
Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula recens,Pennate Diatom,None
Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia exilis,Pennate Diatom,None
Plantae,Chlorophyta,Chlorophyceae,Pediastrum,Pediastrum angulosum,Green alga,None
Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus hamelii,Unknown flagellate,None
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum gracile,Green alga,Messastrum gracile
Chromista,Miozoa,Unknown,Unknown,small dinoflagellates,Dinoflagellate,None
Chromista,Miozoa,Unknown,Unknown,Unknown Dinoflagellate sp.,Dinoflagellate,None
Unknown,Unknown,Unknown,Unknown,small nano-flagellates,Unknown,None
Eubacteria,Cyanobacteria,Cyanophyceae,Sphaerospermopsis,Sphaerospermopsis aphanizomenoides,Cyanobacterium,None
Chromista,Bacillariophyta,Bacillariophyceae,Staurosirella,Staurosirella sp.,Pennate Diatom,Fragilaria lapponica
Chromista,Bacillariophyta,Bacillariophyceae,Surirella,Surirella iowensis,Pennate Diatom,None
Chromista,Bacillariophyta,Mediophyceae,Thalassiosira,Thalassiosira bramaputrae,Centric Diatom,None
Chromista,Bacillariophyta,Mediophyceae,Thalassiosira,Thalassiosira decipiens,Centric Diatom,None
Eubacteria,Cyanobacteria,Unknown,Unknown,Unknown Banana Blue Green,Cyanobacterium,None
Chromista,Bacillariophyta,Unknown,Unknown,Unknown centrales sp.,Centric Diatom,None
Chromista,Bacillariophyta,Unknown,Unknown,Unknown Centric diatom,Centric Diatom,None
Chromista,Bacillariophyta,Unknown,Unknown,Unknown centric sp.,Centric Diatom,None
Plantae,Chlorophyta,Unknown,Unknown,Unknown Chlorophyte alga sp.,Green alga,None
Plantae,Chlorophyta,Unknown,Unknown,Unknown Chlorophyte filament,Green alga,None
Chromista,Ochrophyta,Chrysophyceae,Unknown,Unknown crysophyte,Chrysophyte,None
Eubacteria,Cyanobacteria,Unknown,Unknown,Unknown Cyanobacteria sp.,Cyanobacterium,None
Chromista,Miozoa,Unknown,Unknown,Unknown dinoflagellate sp.,Dinoflagellate,None
Unknown,Unknown,Unknown,Unknown,Unknown genus,Unknown,None
Chromista,Bacillariophyta,Unknown,Unknown,Unknown girdle sp.,Unknown Diatom,None
Chromista,Bacillariophyta,Bacillariophyceae,Unknown,Unknown pennales sp.,Pennate Diatom,None
Chromista,Bacillariophyta,Bacillariophyceae,Unknown,Unknown pennate girdle sp.,Pennate Diatom,None
Chromista,Bacillariophyta,Bacillariophyceae,Didymosphenia,Didymosphenia sp.,Pennate Diatom,None
Plantae,Chlorophyta,Chlorophyceae,Chlamydonephris,Chlamydonephris sp.,Green Algae,None
