Region,Region Abbreviation,Year,Season,Month,SampleDate,SampleTime,StationCode,Factor,Taxon,Algal Type,Genus,Species,Unit Abundance,Total Cells Counted,GALD 1,Group Code,Biovolume (individual cell),Biovolume per mL
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/14/2019,13:45,D8,353.82,Snowella sp.,Cyanobacterium,Snowella,sp.,1,6,0.8,c,0.27,569.12
San Pablo Bay,SPB,2019,Spring,May,5/6/2019,12:40,NZ004,657.10,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,1,1,7.4,i,45.57,29941.12
San Pablo Bay,SPB,2019,Spring,May,5/6/2019,12:40,NZ004,657.10,Chlorella sp.,Green Alga,Chlorella,sp.,1,1,1.9,i,3.59,2359.88
San Pablo Bay,SPB,2019,Spring,May,5/6/2019,12:40,NZ004,657.10,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,1,1,7.4,i,3.14,2062.27
San Pablo Bay,SPB,2019,Spring,May,5/6/2019,12:40,NZ004,657.10,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,414,838,0.8,c,0.18,99116.80
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,9:30,C9,242.09,Navicula sp.,Pennate Diatom,Navicula,sp.,1,1,27.8,i,2391.27,578899.20
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,9:30,C9,242.09,Chlorella sp.,Green Alga,Chlorella,sp.,4,4,3.7,i,7.24,7009.18
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,9:30,C9,242.09,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,402,822,0.8,c,0.18,35819.50
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,13:40,NZ032,919.94,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,3.7,i,39.78,36597.67
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,13:40,NZ032,919.94,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,2,2,18.5,i,42.18,77606.01
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,13:40,NZ032,919.94,cf. Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,2,2,9.3,i,380.40,699893.94
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,13:40,NZ032,919.94,Chlorella sp.,Green Alga,Chlorella,sp.,3,3,2.8,i,11.49,31721.40
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,13:40,NZ032,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,508,1026,0.8,c,0.18,169894.24
San Pablo Bay,SPB,2019,Spring,May,5/16/2019,11:20,NZ325,459.97,Chlorella sp.,Green Alga,Chlorella,sp.,2,2,2.8,i,7.24,6658.72
San Pablo Bay,SPB,2019,Spring,May,5/16/2019,11:20,NZ325,459.97,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,7.4,i,159.13,73195.35
San Pablo Bay,SPB,2019,Spring,May,5/16/2019,11:20,NZ325,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,398,809,0.8,c,0.18,66980.72
Central Delta,CED,2019,Spring,May,5/10/2019,8:55,D19,306.65,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,1,1,7.4,i,45.57,13972.52
Central Delta,CED,2019,Spring,May,5/10/2019,8:55,D19,306.65,Chlorella sp.,Green Alga,Chlorella,sp.,9,9,2.8,i,9.20,25397.93
Central Delta,CED,2019,Spring,May,5/10/2019,8:55,D19,306.65,Desmodesmus sp.,Green Alga,Desmodesmus,sp.,1,2,7.4,c,53.04,32531.27
Central Delta,CED,2019,Spring,May,5/10/2019,8:55,D19,306.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,389,789,0.8,c,0.18,43549.89
Low Salinity Zone,LSZ,2019,Spring,May,5/14/2019,13:25,EZ2,574.96,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,2,2,9.3,i,380.40,437433.71
Low Salinity Zone,LSZ,2019,Spring,May,5/14/2019,13:25,EZ2,574.96,Chlorella sp.,Green Alga,Chlorella,sp.,4,4,2.8,i,7.24,16646.80
Low Salinity Zone,LSZ,2019,Spring,May,5/14/2019,13:25,EZ2,574.96,cf. Chrysochromulina sp.,Haptophyte,Chrysochromulina,sp.,1,1,3.7,i,26.52,15249.03
Low Salinity Zone,LSZ,2019,Spring,May,5/14/2019,13:25,EZ2,574.96,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,1,1,16.7,i,756.28,434829.94
Low Salinity Zone,LSZ,2019,Spring,May,5/14/2019,13:25,EZ2,574.96,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,422,859,0.8,c,0.18,88900.56
Confluence,CON,2019,Spring,May,5/9/2019,7:05,D22,328.55,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,6.5,i,152.64,50150.45
Confluence,CON,2019,Spring,May,5/9/2019,7:05,D22,328.55,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,1,1,14.8,i,91.13,29941.12
Confluence,CON,2019,Spring,May,5/9/2019,7:05,D22,328.55,Chlorella sp.,Green Alga,Chlorella,sp.,3,3,2.8,i,8.18,8063.81
Confluence,CON,2019,Spring,May,5/9/2019,7:05,D22,328.55,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,2,2,20.4,i,8.27,5434.36
Confluence,CON,2019,Spring,May,5/9/2019,7:05,D22,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,401,809,0.8,c,0.18,47843.37
Northern Interior Delta,NID,2019,Spring,May,5/9/2019,7:45,NZ068,164.27,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,3,3,7.4,i,69.77,34385.51
Northern Interior Delta,NID,2019,Spring,May,5/9/2019,7:45,NZ068,164.27,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,2,2,27.8,i,125.24,41148.85
Northern Interior Delta,NID,2019,Spring,May,5/9/2019,7:45,NZ068,164.27,Chlorella sp.,Green Alga,Chlorella,sp.,4,4,3.7,i,11.49,7552.72
Northern Interior Delta,NID,2019,Spring,May,5/9/2019,7:45,NZ068,164.27,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,7.4,i,159.13,26141.20
Northern Interior Delta,NID,2019,Spring,May,5/9/2019,7:45,NZ068,164.27,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,398,818,0.8,c,0.18,24187.81
Confluence,CON,2019,Spring,May,5/10/2019,7:55,D12,242.09,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,2,2,5.6,i,115.76,56049.10
Confluence,CON,2019,Spring,May,5/10/2019,7:55,D12,242.09,Chlorella sp.,Green Alga,Chlorella,sp.,1,1,1.9,i,3.59,869.43
Confluence,CON,2019,Spring,May,5/10/2019,7:55,D12,242.09,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,413,841,0.8,c,0.18,36647.45
Confluence,CON,2019,Spring,May,5/14/2019,14:25,D10,328.55,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,3,3,9.3,i,120.76,119029.58
Confluence,CON,2019,Spring,May,5/14/2019,14:25,D10,328.55,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,2,2,29.6,i,135.53,89057.28
Confluence,CON,2019,Spring,May,5/14/2019,14:25,D10,328.55,Chlorella sp.,Green Alga,Chlorella,sp.,2,2,2.8,i,7.24,4756.23
Confluence,CON,2019,Spring,May,5/14/2019,14:25,D10,328.55,Scenedesmus sp.,Green Alga,Scenedesmus,sp.,1,2,7.4,c,13.99,9191.11
Confluence,CON,2019,Spring,May,5/14/2019,14:25,D10,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,403,824,0.8,c,0.18,48730.46
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,1,1,18.5,i,301.06,92318.46
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,7,7,9.3,i,223.64,480055.98
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,Encyonema sp.,Pennate Diatom,Encyonema,sp.,1,1,16.7,i,115.35,35373.09
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,Navicula sp.,Pennate Diatom,Navicula,sp.,2,2,25.9,i,682.90,418819.25
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,4,4,22.2,i,113.26,138918.07
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,2,3,9.3,c,78.99,72665.02
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,Tryblionella cf. calida,Pennate Diatom,Tryblionella,calida,1,1,40.7,i,2625.66,805148.83
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,Chlorella sp.,Green Alga,Chlorella,sp.,8,8,2.8,i,7.24,17756.59
Southern Interior Delta,SID,2019,Spring,May,5/8/2019,11:15,C10A,306.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,395,804,0.8,c,0.18,44377.83
Confluence,CON,2019,Spring,May,5/9/2019,6:20,D4,511.08,Aulacoseira alpigena,Centric Diatom,Aulacoseira,alpigena,3,3,6.5,i,160.10,245463.25
Confluence,CON,2019,Spring,May,5/9/2019,6:20,D4,511.08,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,6.5,i,122.78,62748.63
Confluence,CON,2019,Spring,May,5/9/2019,6:20,D4,511.08,Chlorella sp.,Green Alga,Chlorella,sp.,4,4,1.9,i,3.59,7341.85
Confluence,CON,2019,Spring,May,5/9/2019,6:20,D4,511.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,398,807,0.8,c,0.18,74239.04
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,12:45,NZS42,1839.88,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,9.3,i,180.88,332791.52
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,12:45,NZS42,1839.88,cf. Navicula sp.,Pennate Diatom,Navicula,sp.,1,1,25.9,i,421.48,775475.04
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,12:45,NZS42,1839.88,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,18.5,i,33.39,61438.09
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,12:45,NZS42,1839.88,Monoraphidium minutum,Green Alga,Monoraphidium,minutum,1,1,5.6,i,10.59,19475.22
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,12:45,NZS42,1839.88,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,468,965,0.8,c,0.18,319586.64
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,11:45,D7,919.94,cf. Aneumastus sp.,Pennate Diatom,Aneumastus,sp.,1,1,66.7,i,8136.07,7484685.67
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,11:45,D7,919.94,Cyclotella cf. distinguenda,Centric Diatom,Cyclotella,distinguenda,1,1,20.4,i,3628.05,3337579.55
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,11:45,D7,919.94,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,91.13,83835.14
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,11:45,D7,919.94,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,16.7,i,86.51,79580.20
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,11:45,D7,919.94,Chlorella sp.,Green Alga,Chlorella,sp.,1,1,3.7,i,26.52,24398.45
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,11:45,D7,919.94,Monoraphidium minutum,Green Alga,Monoraphidium,minutum,1,1,9.3,i,17.58,16171.38
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,11:45,D7,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,495,995,0.8,c,0.18,164760.99
Grizzly.Suisun Bay,GSB,2019,Spring,May,5/15/2019,11:45,D7,919.94,cf. Snowella sp.,Cyanobacterium,Snowella,sp.,1,6,0.8,c,0.27,1479.72
Southern Interior Delta,SID,2019,Spring,May,5/13/2019,11:35,MD10A,191.65,Chlorella sp.,Green Alga,Chlorella,sp.,13,13,2.8,i,4.85,12081.39
Southern Interior Delta,SID,2019,Spring,May,5/13/2019,11:35,MD10A,191.65,Monoraphidium contortum,Green Alga,Monoraphidium,contortum,1,1,11.1,i,20.98,4021.11
Southern Interior Delta,SID,2019,Spring,May,5/13/2019,11:35,MD10A,191.65,cf. Chrysochromulina sp.,Haptophyte,Chrysochromulina,sp.,1,1,2.8,i,11.49,2202.88
Southern Interior Delta,SID,2019,Spring,May,5/13/2019,11:35,MD10A,191.65,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,2,2,16.7,i,715.52,274263.99
Southern Interior Delta,SID,2019,Spring,May,5/13/2019,11:35,MD10A,191.65,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,2,2,9.3,i,337.38,129320.68
Southern Interior Delta,SID,2019,Spring,May,5/13/2019,11:35,MD10A,191.65,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,7.4,i,159.13,30498.06
Southern Interior Delta,SID,2019,Spring,May,5/13/2019,11:35,MD10A,191.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,409,825,0.8,c,0.18,28460.60
Central Delta,CED,2019,Summer,Jun,6/10/2019,9:10,D26,300.49,Nitzschia inconspicua,Pennate Diatom,Nitzschia,inconspicua,1,1,7.4,i,37.00,11118.01
Central Delta,CED,2019,Summer,Jun,6/10/2019,9:10,D26,300.49,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,1,1,33.3,i,12889.61,3873157.57
Central Delta,CED,2019,Summer,Jun,6/10/2019,9:10,D26,300.49,Chlorella sp.,Green Alga,Chlorella,sp.,8,8,1.9,i,3.59,8633.25
Central Delta,CED,2019,Summer,Jun,6/10/2019,9:10,D26,300.49,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,417,848,0.8,c,0.18,45866.31
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,9:45,EZ6,1001.62,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,1,1,7.4,i,79.57,79694.60
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,9:45,EZ6,1001.62,Chlorella sp.,Green Alga,Chlorella,sp.,6,6,1.9,i,3.59,21583.13
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,9:45,EZ6,1001.62,Monoraphidium convolutum,Green Alga,Monoraphidium,convolutum,1,1,11.1,i,9.82,9838.12
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,9:45,EZ6,1001.62,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,428,864,0.8,c,0.18,155772.38
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,10:25,EZ2,901.46,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,68.96,62168.49
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,10:25,EZ2,901.46,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,sp.,1,1,5.6,i,91.95,82891.32
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,10:25,EZ2,901.46,Chlorella sp.,Green Alga,Chlorella,sp.,11,11,1.9,i,3.59,35612.17
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,10:25,EZ2,901.46,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,1,1,13,i,822.94,741847.49
Low Salinity Zone,LSZ,2019,Summer,Jun,6/11/2019,10:25,EZ2,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,390,788,0.8,c,0.18,127863.16
Central Delta,CED,2019,Summer,Jun,6/7/2019,7:55,D19,321.95,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,1,1,20.4,i,412.73,132878.35
Central Delta,CED,2019,Summer,Jun,6/7/2019,7:55,D19,321.95,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,9.3,i,312.47,100600.92
Central Delta,CED,2019,Summer,Jun,6/7/2019,7:55,D19,321.95,Chlorella sp.,Green Alga,Chlorella,sp.,13,13,2.4,i,4.19,17531.55
Central Delta,CED,2019,Summer,Jun,6/7/2019,7:55,D19,321.95,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,5.6,i,68.96,22203.03
Central Delta,CED,2019,Summer,Jun,6/7/2019,7:55,D19,321.95,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,451,924,0.8,c,0.18,53546.76
Central Delta,CED,2019,Summer,Jun,6/10/2019,8:20,D16,321.95,Chlorella sp.,Green Alga,Chlorella,sp.,14,14,1.9,i,3.59,16187.35
Central Delta,CED,2019,Summer,Jun,6/10/2019,8:20,D16,321.95,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,402,812,0.8,c,0.18,47056.24
Confluence,CON,2019,Summer,Jun,6/7/2019,6:50,D12,450.73,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,7.4,i,159.13,71725.14
Confluence,CON,2019,Summer,Jun,6/7/2019,6:50,D12,450.73,Chlorella sp.,Green Alga,Chlorella,sp.,15,15,1.9,i,3.59,24281.03
Confluence,CON,2019,Summer,Jun,6/7/2019,6:50,D12,450.73,cf. Chrysochromulina sp.,Haptophyte,Chrysochromulina,sp.,1,1,3.7,i,26.52,11954.19
Confluence,CON,2019,Summer,Jun,6/7/2019,6:50,D12,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,419,844,0.8,c,0.18,68474.94
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Aulacoseira alpigena,Centric Diatom,Aulacoseira,alpigena,1,1,8.3,i,204.43,76785.49
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Fragilaria sp.,Pennate Diatom,Fragilaria,sp.,1,1,25.9,i,278.48,104599.16
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,2,2,13,i,43.68,32813.16
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Synedra sp.,Pennate Diatom,Synedra,sp.,1,1,27.8,i,562.45,211259.21
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,1,1,13,i,982.22,368929.53
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Chlorella sp.,Green Alga,Chlorella,sp.,24,24,2.4,i,4.19,37760.26
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Drepanochloris nannoselene,Green Alga,Drepanochloris,nannoselene,2,2,5.6,i,8.03,6032.50
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,1,1,14.8,i,670.23,251745.29
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,9.3,i,337.38,126723.13
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/11/2019,11:00,D8,375.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,413,832,0.8,c,0.18,56251.14
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,1,1,9.3,i,57.26,10130.81
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,Encyonema sp.,Pennate Diatom,Encyonema,sp.,1,1,25.9,i,369.34,65340.15
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,cf. Navicula sp.,Pennate Diatom,Navicula,sp.,1,1,20.4,i,663.96,117461.32
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,Nitzschia palea,Pennate Diatom,Nitzschia,palea,1,1,14.8,i,58.02,10263.68
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,27.8,i,50.18,8877.23
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,Staurosira construens,Pennate Diatom,Staurosira,construens,7,7,14.8,i,299.43,370809.27
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,Chlorella sp.,Green Alga,Chlorella,sp.,8,8,2.8,i,7.24,10244.19
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,Pseudokephyrion pseudospirale,Chrysophyte,Pseudokephyrion,pseudospirale,1,1,4.6,i,32.97,5833.31
Northern Interior Delta,NID,2019,Summer,Jun,6/6/2019,7:00,C3A,176.91,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,400,835,0.8,c,0.18,26589.76
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,9:10,C9,153.32,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,1,1,20.4,i,395.75,60677.01
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,9:10,C9,153.32,Chlorella sp.,Green Alga,Chlorella,sp.,12,12,2.8,i,6.37,11721.16
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,9:10,C9,153.32,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,426,873,0.8,c,0.18,24093.19
San Pablo Bay,SPB,2019,Summer,Jun,6/12/2019,10:30,D6,353.82,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,1,1,7.4,i,45.57,16122.14
San Pablo Bay,SPB,2019,Summer,Jun,6/12/2019,10:30,D6,353.82,Chlorella sp.,Green Alga,Chlorella,sp.,15,15,1.9,i,3.59,19060.56
San Pablo Bay,SPB,2019,Summer,Jun,6/12/2019,10:30,D6,353.82,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,385,798,0.8,c,0.18,50823.06
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,7,7,7.4,i,100.98,180635.77
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,cf. Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,20.4,i,79.97,20434.90
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,35.2,i,372.42,95166.62
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,1,1,7.4,i,45.57,11643.77
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,Staurosirella pinnata,Pennate Diatom,Staurosirella,pinnata,1,1,5.6,i,60.21,15386.41
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,Chlorella sp.,Green Alga,Chlorella,sp.,31,31,2.8,i,7.24,57338.98
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,cf. Chrysochromulina sp.,Haptophyte,Chrysochromulina,sp.,1,1,3.7,i,15.19,3881.26
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,1,1,13,i,588.72,150440.17
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,3,3,9.3,i,344.17,263848.91
Confluence,CON,2019,Summer,Jun,6/11/2019,11:45,D10,255.54,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,389,796,0.8,c,0.18,36613.55
Southern Interior Delta,SID,2019,Summer,Jun,6/10/2019,11:45,P8,306.65,Staurosirella pinnata,Pennate Diatom,Staurosirella,pinnata,1,1,5.6,i,60.21,18463.69
Southern Interior Delta,SID,2019,Summer,Jun,6/10/2019,11:45,P8,306.65,Chlorella sp.,Green Alga,Chlorella,sp.,14,14,2.8,i,7.24,31074.03
Southern Interior Delta,SID,2019,Summer,Jun,6/10/2019,11:45,P8,306.65,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,2,2,11.1,i,10.47,6419.81
Southern Interior Delta,SID,2019,Summer,Jun,6/10/2019,11:45,P8,306.65,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,2,2,33.3,i,2212.20,1356727.12
Southern Interior Delta,SID,2019,Summer,Jun,6/10/2019,11:45,P8,306.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,386,783,0.8,c,0.18,43218.71
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/12/2019,13:05,NZ032,919.94,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,3,3,7.4,i,105.91,292290.08
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/12/2019,13:05,NZ032,919.94,Chlorella sp.,Green Alga,Chlorella,sp.,4,4,2.8,i,4.85,17843.29
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/12/2019,13:05,NZ032,919.94,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,1,1,11.1,i,596.74,548965.11
Grizzly.Suisun Bay,GSB,2019,Summer,Jun,6/12/2019,13:05,NZ032,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,575,1166,0.8,c,0.18,193076.69
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,11:00,C10A,209.08,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,4,4,9.3,i,362.72,303348.27
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,11:00,C10A,209.08,Geissleria decussis,Pennate Diatom,Geissleria,decussis,1,1,20.4,i,331.98,69408.96
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,11:00,C10A,209.08,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,1,1,13,i,659.08,137797.95
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,11:00,C10A,209.08,Melosira varians,Centric Diatom,Melosira,varians,1,1,33.3,i,10884.14,2275622.42
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,11:00,C10A,209.08,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,1,1,9.3,i,99.99,20906.53
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,11:00,C10A,209.08,Chlamydomonas sp.,Green Alga,Chlamydomonas,sp.,1,1,13,i,973.37,203509.07
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,11:00,C10A,209.08,Chlorella sp.,Green Alga,Chlorella,sp.,13,13,3.7,i,17.16,46633.46
Southern Interior Delta,SID,2019,Summer,Jun,6/6/2019,11:00,C10A,209.08,Desmodesmus armatus var. bicaudatus,Green Alga,Desmodesmus,armatus,1,4,7.4,i,26.68,22314.84
