"","Station","Date","Time","SampleDescription","WindDirection","TotAlkalinity","DissAmmonia","DissBromide","DissCalcium","DissChloride","Chla","DissNitrateNitrite","DOC","TOC","DON","Pheophytin","TotPhos","DissSilica","TDS","TSS","VSS","TKN","DissOrthophos","TotAmmonia","TotChloride","TON","SpCndBottom","SpCndSurface","FieldNotes","north_lat","west_long","Microcystis","DOpercentBottom","DOBottom","DOpercentSurface","DOSurface","Secchi","WTBottom","AirTemp","WTSurface","TurbidityBottom","TurbiditySurface","Depth","Weather","WindVelocity","pHBottom","pHSurface","LightExtinction","river_km","location","loc_num"
"189","EZ6",2019-10-07,"12:10","",NA,64,NA,4.2,35,1200,0.78,NA,1,1.2,NA,NA,0.093,15,2500,24,3.5,0.13,0.071,NA,NA,NA,6265,4097,"Same as D10",38.04868,-121.91683,1,90.1,8.29,92,8.47,32,18.42,74.7,18.73,49.8,19.9,36.4,"Sunny, no waves/flat",2.8,7.68,7.73,NA,66.33621216,"joined",3
"190","EZ6",2019-11-06,"12:55","",NA,54,0.11,4.6,26,740,2.23,0.38,1.2,1.2,NA,1.05,0.069,14,1600,20,3.6,0.17,0.059,NA,NA,NA,6338,4915,"same as D4",38.0651,-121.8351,1,88.6,8.6,88.5,8.77,44,14.74,66.2,15.02,35.5,16.7,35.2,"sunny, no waves/flat, and no rain",9.6,7.55,7.57,NA,73.83301544,"joined",3
"191","EZ6",2019-12-05,"12:40","",NA,61,0.3,4.3,36,1300,0.72,0.51,2,1.9,NA,1.35,NA,15,2400,18,2,0.35,0.06,NA,NA,NA,5414,4428,NA,38.06985,-121.78013,1,89.3,9.66,89.6,9.72,60,11.06,49.6,11.04,17.2,13.8,33.1,"Overcast, ripples to small waves with no white caps",11.4,7.51,7.57,NA,78.95344543,"sac",2
"192","EZ6",2020-01-21,"12:25","",NA,81,0.13,7.3,48,1700,NA,0.49,0.57,0.49,NA,2.97,0.053,16,3300,28,NA,0.41,0.066,NA,NA,NA,6258,5717,"Located 200 yards downstream of the PG&E marker",38.06237,-121.82613,1,91.9,10.37,92.4,10.45,40,9.12,52.2,9.1,19.8,22.2,33.1,"Cloudy, no waves/flat",8.6,7.73,7.73,NA,74.7549057,"joined",3
"193","EZ6",2020-02-18,"11:50","",NA,71,0.16,4.7,41,1400,3.14,0.47,0.49,0.64,NA,0.84,0.18,17,2500,28,NA,0.31,0.059,NA,NA,NA,6200,5202,"Located downstream of Chain Island",38.059939,-121.86548,1,94.6,10.11,96.6,10.3,40,11.39,57.2,11.7,28.2,20.4,42.7,"Sunny, no waves/flat",12,7.67,7.69,NA,71.14293671,"joined",3
"194","EZ6",2020-03-04,"11:05","",NA,84,0.18,2.9,29,770,4.39,0.45,0.41,0.5,NA,0.7,0.11,17,1400,18,NA,0.25,0.064,NA,NA,NA,5672,3373,"Located on the Sacramento River at channel markers 7 and 8",38.060229,-121.80856,1,95.8,9.86,98.4,10.18,60,13.22,59.2,13.35,13.5,10.8,42,"Sunny, no waves/flat",7.5,7.75,7.91,NA,76.07834625,"sac",2
"195","EZ6",2020-06-16,"14:10","",NA,70,NA,5.16,42,1410,2.19,0.4,1.7,1.7,0.2,1.07,0.109,13.1,3040,27.2,4,0.3,0.084,NA,NA,NA,6372,5463,"Passed through EZ6 during D10 zooplankton tow. Post-tow sonde measurements were used. Microcystis observed in zooplankton nets, but not visible on water surface.",38.04806,-121.90425,2,94.6,8.33,98,8.59,40,20.6,70,20.97,35.2,18.2,44.3,"Sunny, moderate waves with few white caps",25.7,7.94,8.04,NA,67.49871063,"joined",3
"196","EZ6",2020-07-14,"11:15","",NA,64,NA,3.8,39,1180,2.2,0.254,1.7,1.6,0.2,0.51,0.08,13.8,2420,9.2,1,0.3,0.081,NA,NA,NA,5845,4339,"Double up with D4.",38.064738,-121.834588,2,94.4,8.03,97.6,8.3,84,22.47,68.5,22.76,10.6,7.2,36.4,"sunny; moderate waves with few white caps; no rain",17,7.71,7.8,NA,73.83301544,"joined",3
"197","EZ6",2020-08-12,"10:55","",NA,67,NA,6.13,47,1745,2.28,0.16,1.8,1.7,0.2,NA,0.09,12,3330,10.7,3,0.2,0.073,NA,NA,NA,6008,5920,"EZ6 located at D4",38.06248,-121.8205,2,94.5,8.2,95.6,8.27,80,21.45,65.7,21.63,8.4,6.8,36.1,"Sunny, ripples to small waves with no white caps",18.2,7.92,7.95,NA,75.05490112,"joined",3
"198","EZ6",2020-09-10,"9:30","",NA,76,0.06,5.02,47.5,1530.8,1.24,0.21,2,2,0.16,5.2,0.125,14,3130,7.1,NA,0.3,0.086,NA,NA,NA,6253,5563,"EZ6 was found at D4",38.065545,-121.838168,2,91.3,8,93.1,8.19,124,20.86,58.8,20.81,8.1,5.5,33.8,"overcast; ripples to small waves, no white caps; no rain",16.1,7.88,7.94,NA,73.64551544,"joined",3
"199","EZ6",2020-10-09,"11:20","",NA,75,NA,5.04,42,1547.7,1.85,0.27,1.6,1.5,0.2,1.38,0.09,14.2,2670,14.4,NA,0.2,0.081,NA,NA,NA,5948,4802,"300 yards downstream of channel marker 14",38.074626,-121.770251,2,91.7,8.19,93.4,8.31,60,19.96,64.9,20.29,7.6,10.3,31.2,"partly cloudy; ripples to small waves, no white caps; no rain",5.1,7.87,7.89,NA,79.95744324,"sac",2
"200","EZ6",2020-11-09,"11:55","",NA,70,0.07,5.89,46,1586,NA,0.28,1.8,1.8,NA,3.28,0.09,12.5,3380,20,NA,0.248,0.08,NA,NA,NA,6164,5677,"Located on the Sacramento River just upstream of channel marker 14. Microcystis not visible on the surface but present in zooplankton samples.",38.077516,-121.764583,2,89.7,8.88,90.9,9.01,60,14.89,52.7,14.93,46.8,12.1,34.4,"partly cloudy; ripples to small waves, no white caps; no rain",13.4,7.78,7.8,NA,80.35808563,"sac",2
"201","EZ6",2021-03-08,"12:15","",NA,95.4,0.113,5.19,48.2,1490.6,8.08,0.577,2.7,2.6,0.21,0.5,0.1,19.1,2810,37.3,6,0.446,0.091,NA,NA,NA,6114,5101,"Located at channel marker 9",38.061623,-121.79877,1,95.9,9.97,97.1,10.09,40,12.69,51.6,12.85,22.5,20.3,38.7,"Sunny, ripples to small waves with no white caps",19.6,7.86,7.88,NA,76.97834778,"sac",2
"202","EZ6",2021-04-06,"11:20","",NA,88.1,0.169,6.09,56.5,1840,6.11,0.459,2.4,2.4,0.22,1.77,0.111,15.3,3612,50,10.8,0.398,0.091,NA,NA,NA,6578,6577,"Located at D4, processed as the D4 duplicate sample",38.06419,-121.83295,1,95.4,9.43,97.1,9.57,46,14.93,54.5,15.03,33.6,26.8,38.1,"Sunny, moderate waves with few white caps",22,7.9,7.82,NA,74.02051544,"joined",3
"203","EZ6",2021-05-06,"13:05","",NA,87.1,0.083,4.69,48.2,1440,2,0.377,2.3,2.2,0.13,1.99,0.104,13.7,3050,41.7,3.3,0.323,0.078,NA,NA,NA,5652,5342,"Located on the Sacramento River a quarter mile upstream of the first set of powerlines.",38.07082,-121.77607,1,94.1,8.63,95.3,8.71,36,18.65,67.5,18.87,23.1,25.4,30.5,"Sunny, ripples to small waves with no white caps",26.6,7.91,7.92,NA,79.32621765,"sac",2
"204","EZ6",2021-06-04,"12:20","",NA,77.6,0.05,4.74,43.3,1300,2.04,0.31,2,1.9,0.22,0.87,0.101,13.8,2576,26.5,4,0.255,0.091,NA,NA,NA,5906,5008,"Located 400 yards downstream of D22. Passed through D22 during the tow.",38.08346,-121.752523,1,94.3,8.36,96.3,8.49,44,20.31,75.9,20.76,27.3,17.3,28.5,"Sunny, ripples to small waves, no rain",23.2,7.93,7.95,NA,81.61753082,"sac",2
"205","EZ6",2021-07-19,"12:40","",NA,74.9,0.05,NA,45.8,1642,2.37,0.118,1.9,1.8,0.21,1.15,0.092,11.4,3336,18.8,3.8,0.246,0.083,NA,NA,NA,6475,6230,"N/A",38.075715,-121.7693,3,96.7,8.34,97.4,8.4,66,21.65,80.2,21.71,14.5,10,31.2,"Sunny, ripples to small waves with no white caps",20.4,7.92,7.91,NA,79.95744324,"sac",2
"206","EZ6",2021-08-17,"13:20","",NA,72.2,0.05,NA,47.4,1490,3.09,0.082,1.8,1.8,0.23,1.7,0.094,11.4,3070,26.3,4.7,0.263,0.084,NA,NA,NA,5738,5507,"double up with D22",38.08646,-121.747308,2,93.9,8.15,96.3,8.31,44,21.46,76.6,21.81,25.8,12,31.2,"overcast; ripples to small waves, no white caps; no rain",24.5,7.93,7.98,NA,82.29335022,"sac",2
"207","EZ6",2021-09-14,"11:40","",NA,78.5,0.05,NA,33.4,952,2.75,0.094,1.8,1.7,0.2,0.52,0.067,13.8,1903,7.6,2.5,0.21,0.075,NA,NA,NA,5888,3787,"Located a quarter mile downstream of D22. Passed through D22 during the zooplankton tow.",38.085075,-121.752023,2,91.2,7.87,97.3,8.19,80,21.72,82.6,23.37,20.6,6.4,32.5,"Sunny; No waves, flat; No rain",6,7.83,7.93,NA,81.82106018,"sac",2
"208","EZ6",2021-10-22,"7:50","",NA,76.8,0.05,NA,41.2,1320,1.5,0.141,1.6,1.4,0.14,1.25,0.069,13.3,2700,18.9,3.2,0.21,0.065,NA,NA,NA,6406,4954,"Located near the north point of Decker Island. Microcystis not visible on the surface, but present in the zooplankton samples.",38.107855,-121.716201,2,89.3,8.5,91.9,8.81,36,16.69,52.2,16.59,42.2,11.1,32.5,"Overcast; ripples to small waves, no white caps; light rain",10.9,7.78,7.86,NA,86.00926971,"sac",2
"209","EZ6SJR",2014-06-04,"8:55","",NA,NA,0.04,NA,49,1480,1.62,0.6,3.2,3.3,0.3,0.43,0.12,14,3000,10,2,0.4,0.09,NA,NA,NA,NA,5218,NA,38.0284,-121.7513,NA,NA,NA,NA,8.2,80,NA,NA,20.7,NA,6.8,51.2,"Mostly sunny, warm and clear with light winds",6,NA,7.9,NA,81.7756424,"sjr",1
"210","EZ6SJR",2014-07-02,"6:35","",NA,NA,0.02,NA,42,1459,2.62,0.43,2.2,2.3,0.3,0.7,0.12,13.8,2874,12,3,0.4,0.09,NA,NA,NA,NA,5232,"Corrected lat/long to station D12/NZ074.",38.0216,-121.8063,NA,NA,NA,NA,7.8,48,NA,NA,22,NA,10.5,38.8,"Mostly sunny and clear with medium einds, mc=2",10,NA,7.8,NA,76.94441223,"sjr",1
"211","EZ6SJR",2014-08-14,"7:30","",NA,NA,0.02,NA,44,1497,2.65,0.3,1.8,1.9,0.2,0.69,0.12,12.8,3802,17,4,0.3,0.07,NA,NA,NA,NA,5210,"microcystis (3). Added lat/long.",38.0259,-121.7809,NA,NA,NA,NA,7.8,60,NA,NA,21.8,NA,11.2,41.2,"partly cloudy and cool with medium winds (10-12 mph)",NA,NA,7.8,NA,79.1417923,"sjr",1
"212","EZ6SJR",2014-09-15,"9:15","",NA,NA,0.03,NA,54,1851,3.37,0.33,2.2,2.4,0.1,1.1,0.12,13.9,3548,19,4,0.2,0.09,NA,NA,NA,NA,6874,"microcystis. Corrected lat/long to station D12/NZ074.",38.0216,-121.8063,NA,NA,NA,NA,7.8,52,NA,NA,21.3,NA,13.9,39.6,"mostly sunny, clear, warm, w/ strong wind (19-20 mph)",NA,NA,7.85,NA,76.94441223,"sjr",1
"213","EZ6SJR",2014-10-01,"10:55","",NA,NA,0.03,NA,43,2822,3.88,0.29,2,2.2,0.3,0.89,0.12,14.8,2732,12,3,0.4,0.09,NA,NA,NA,NA,5084,NA,38.0272,-121.7432,NA,NA,NA,NA,7.8,92,NA,NA,21.4,NA,7,39.7,"Sunny, clear, and warm with medium winds (14-15 mph); MC=3",NA,NA,7.9,NA,82.45064545,"sjr",1
"214","EZ6SJR",2014-11-12,"9:35","",NA,NA,0.08,NA,38,1340,2.1,0.51,2,2,0.3,0.97,0.12,15.4,2712,12,2,0.4,0.09,NA,NA,NA,NA,4806,"mc=2. added lat and long",38.0284,-121.7692,NA,NA,NA,NA,8.3,72,NA,NA,17.3,NA,10.8,42.2,"Overcast and cool with medium winds",8,NA,7.6,NA,80.19179535,"sjr",1
"215","EZ6SJR",2015-04-09,"7:05","",NA,NA,0.1,NA,43,1132,2.32,0.54,2.8,3.1,0.3,2.76,0.13,14.3,2494,29,3,0.5,0.08,NA,NA,NA,NA,4564,NA,38.0216,-121.8063,NA,NA,NA,NA,8.4,28,NA,NA,16.2,NA,29.2,40.1,NA,NA,NA,7.8,NA,76.94441223,"sjr",1
"216","EZ6SJR",2015-06-08,"8:45","",NA,NA,0.05,NA,48,1500,1.1,0.56,2.4,2.5,0.3,NA,0.13,13.2,2804,12,3,0.5,0.09,NA,NA,NA,NA,5385,NA,38.0281,-121.7473,NA,NA,NA,NA,8.05,60,NA,NA,21.05,NA,12.3,35.3,NA,NA,NA,7.79,NA,82.11314392,"sjr",1
"217","EZ6SJR",2015-07-08,"9:18","",NA,NA,0.02,NA,45,1452,2.65,0.44,2.6,2.6,0.3,0.79,0.12,13.1,2778,13,3,0.4,0.09,NA,NA,NA,NA,5105,NA,38.0274,-121.744,NA,NA,NA,NA,8.1,68,NA,NA,22.21,NA,9.3,39.8,"sunny, clear, wiNDS",17,NA,7.81,NA,82.45064545,"sjr",1
"218","EZ6SJR",2015-08-19,"7:50","",NA,NA,0.04,NA,44,1590,1.84,0.3,2.3,2.3,0.3,0.57,0.12,10.9,3108,10,2,0.4,0.08,NA,NA,NA,NA,5503,NA,38.024,-121.7925,2,NA,NA,NA,7.6,76,NA,NA,22.94,NA,8.2,39.9,"windy, sunny, cool",NA,NA,7.82,NA,78.0298233,"sjr",1
"219","EZ6SJR",2015-09-17,"7:45","",NA,NA,0.02,NA,46,1476,4.06,0.33,2.3,2.4,0.3,0.52,0.12,11.8,2906,7,2,0.4,0.09,NA,NA,NA,NA,5189,NA,38.0324,-121.7241,3,NA,NA,NA,7.8,116,NA,NA,21,NA,6.6,42.3,"Partly cloudy and warm with a light breeze",NA,NA,7.8,NA,84.26712036,"sjr",1
"220","EZ6SJR",2015-11-02,"9:55","",NA,NA,0.04,NA,44,1503,1.28,0.5,2,2.1,0.2,0.69,0.1,12.7,2980,18,3,0.3,0.1,NA,NA,NA,NA,5226,NA,38.0275,-121.7475,1,NA,NA,NA,8.1,68,NA,NA,19.11,NA,11.3,37.1,"cloudy, light winds, ~60 F",NA,NA,7.76,NA,82.11314392,"sjr",1
"221","EZ6SJR",2015-12-02,"9:50","",NA,NA,0.08,NA,45,1706,3.49,0.64,2,2.1,0.2,1.38,0.12,12,3206,25,5,0.4,0.08,NA,NA,NA,NA,5877,NA,38.0303,-121.7339,1,NA,NA,NA,10.1,64,NA,NA,11.21,NA,16.8,37,NA,NA,NA,7.66,NA,83.38605499,"sjr",1
"222","EZ6SJR",2016-01-04,"13:00","",NA,NA,0.21,NA,42,1276,3.38,0.71,2.8,3,0.2,1.51,0.12,17.2,2682,31,4,0.7,0.06,NA,NA,NA,NA,4655,NA,38.0325,-121.7266,1,NA,NA,NA,10.25,44,NA,52,8.77,NA,25.3,45.3,"partly cloudy",8,NA,7.61,NA,83.96417236,"sjr",1
"223","EZ6SJR",2016-10-20,"7:25","",NA,NA,0.07,NA,37,1225,1.57,0.37,1.8,2.1,0.2,0.53,0.09,13.8,2528,16,2,0.3,0.09,NA,NA,NA,NA,4324,"Corrected lat/long to station D12/NZ074.",38.0216,-121.8063,2,NA,NA,NA,8.5,68,NA,59,17.5,NA,12.6,40.9,"Partly cloudy, cold",6,NA,7.6,NA,76.94441223,"sjr",1
"224","EZ6SJR",2016-11-03,"7:05","",NA,NA,0.1,NA,44,1533,1.22,0.44,1.9,1.6,0.2,NA,0.22,14.4,3204,9,1,0.4,0.22,NA,NA,NA,NA,5501,NA,38.0244,-121.795,1,NA,NA,NA,8.26,84,NA,55.9,17.25,NA,8,41.6,"Sky:Sunny, Wave:Ripples to small waves with no white caps, No rain",5.9,NA,7.49,NA,77.8423233,"sjr",1
"225","EZ6SJR",2018-01-08,"10:05","",NA,NA,0.19,NA,42,1260,1.17,0.46,2,2,0.2,NA,0.08,16.9,2522,22,2,0.4,0.07,NA,NA,NA,6150,4299,"located at D12",38.022,-121.8069,1,NA,9.86,NA,10.02,60,9.96,48.2,9.92,24.5,14.9,43.1,"Foggy, ripples to small waves with no white caps, and medium rain",8.7,7.41,7.43,NA,76.73921204,"sjr",1
"226","EZ6SJR",2018-10-15,"9:45","",NA,NA,0.08,NA,44,1330,1.51,0.3,1.7,1.7,0.11,0.79,0.1,14.5,2750,13,2,0.3,0.08,NA,NA,NA,5713,4740,"Same as D12",38.0212,-121.80683,2,NA,8.71,NA,8.8,60,17.63,66.9,17.59,19,13.7,36.9,"Sunny, ripples to small waves with no white caps",7.1,7.66,7.68,NA,76.75691223,"sjr",1
"227","EZ6SJR",2019-12-04,"9:50","",NA,59,NA,4.5,39,1300,0.89,NA,1.9,1.2,NA,2.14,NA,14,2700,28,4.6,0.27,0.061,NA,NA,NA,5522,4847,NA,38.02215,-121.80324,1,90.3,9.74,90.8,9.82,52,11.14,46.6,11.14,22.6,23.2,38.5,"Overcast, ripples to small waves with no white caps, light rain",9.3,7.54,7.59,NA,77.07670593,"sjr",1
"228","EZ6SJR",2020-10-07,"9:35","",NA,78.5,NA,4.41,49,1307.5,2.98,0.23,1.7,1.7,0.2,1.24,0.08,12.9,4410,7.9,NA,0.3,0.08,NA,NA,NA,6612,5904,"Located at the end of the D12 tow. Used same secchi as D12.",38.023836,-121.790288,3,92.1,8.01,94,8.18,96,21.2,59.7,21.28,6.2,6,39.4,"sunny; ripples to small waves, no white caps; no rain",16.2,7.78,7.82,NA,78.37617493,"sjr",1
"229","EZ6SJR",2020-11-05,"9:20","",NA,70,0.05,4.54,40,1296,1.43,0.253,1.6,1.5,0.12,0.95,0.07,12.3,2880,6.9,NA,0.224,0.075,NA,NA,NA,5602,5134,"Located on the San Joaquin River at channel marker 10",38.027666,-121.771483,2,91.4,8.71,90.9,8.7,128,16.76,63.5,16.65,5.2,6,44.4,"sunny, flat no waves, and no rain",2,7.67,7.66,NA,79.99474335,"sjr",1
"230","EZ6SJR",2020-12-04,"9:10","",NA,71,0.125,5.2,44,1462,1.36,0.34,1.7,1.7,NA,1.76,0.094,13.5,2930,11.9,NA,0.3,0.078,NA,NA,NA,6272,4994,"Located 200 yards downstream of channel marker 10. Microcystis not visible on the surface, but a very small amount present in zoop samples.",38.02749,-121.773295,2,91.6,9.73,90.6,9.71,100,11.69,48.9,11.5,8.5,6.4,55.4,"sunny; no waves, flat; no rain",3.6,7.74,7.74,NA,79.81679535,"sjr",1
"231","EZ6SJR",2021-03-04,"8:05","",NA,91,0.13,3.85,41.7,1123.8,4.6,0.565,3,2.8,0.14,1.25,0.094,19.1,2260,31.1,4,0.524,0.085,NA,NA,NA,5465,3629,"Located at D12",38.021991,-121.808295,1,93.7,9.87,93.7,9.97,40,12.19,45.3,12.05,27.9,16,36.7,"Sunny, ripples to small waves with no white caps, no rain",2.8,7.73,7.76,NA,76.73921204,"sjr",1
"232","EZ6SJR",2021-05-04,"10:15","",NA,86.8,0.07,3.276,36.2,978.56,1.21,0.342,2.4,2.3,0.21,0.75,0.086,13.2,2032,15,2.5,0.298,0.103,NA,NA,NA,5608,3784,"located at D12",38.021786,-121.807883,1,92.5,8.6,94.1,8.69,60,17.98,73,18.61,33.4,12.6,35.8,"sunny; no waves, flat; no rain",7.6,7.76,7.75,NA,76.73921204,"sjr",1
"233","EZ6SJR",2021-06-02,"10:40","",NA,79,0.078,4.89,43.1,1290,1.93,0.298,2.1,2,0.13,0.84,0.087,12.6,2540,16.2,2.9,0.263,0.086,NA,NA,NA,5373,4778,"between channel markers 15 and 16",38.0276,-121.747466,1,93.2,8.3,95,8.42,56,20.17,62.2,20.53,14.6,10.3,37.1,"sunny; moderate waves, few white caps; no rain",28.2,7.87,7.89,NA,82.11314392,"sjr",1
"234","EZ6SJR",2021-07-15,"8:35","",NA,72.4,0.05,NA,30.6,842,3.27,0.065,2.2,2.2,0.17,4.34,0.082,10.7,1702,6.4,2.5,0.241,0.08,NA,NA,NA,5423,3322,"Channel Marker 18",38.027831,-121.737378,4,96,8.33,93.7,8.17,116,21.57,60.6,21.65,4.1,4.5,38.4,"Sunny; Ripples to small waves, no white caps; No rain",18.3,7.98,8.01,NA,82.97564697,"sjr",1
"235","EZ6SJR",2021-08-13,"8:30","",NA,72,0.05,NA,40.4,1290,3.74,0.055,2.1,2,0.21,1.64,0.083,10.7,2600,12.6,3.7,0.24,0.081,NA,NA,NA,6043,4917,"Located near Mellow West Island, 1/4 mile upstream of powerlines",38.027165,-121.772003,2,93.7,8.13,94.7,8.22,100,21.36,64,21.57,5.2,3.6,28.9,"sunny; ripples to small waves, no white caps; no rain",21.7,7.89,7.91,NA,79.99474335,"sjr",1
"236","EZ6SJR",2021-09-13,"8:50","",NA,76.6,0.05,NA,44.6,1440,2.27,0.087,1.9,1.9,0.22,0.9,0.074,11.3,2848,7.7,2.5,0.222,0.089,NA,NA,NA,6458,5341,"Located at D12",38.021758,-121.805465,2,92.9,7.99,94.5,8.15,96,21.74,68.9,21.82,8.4,5.4,37.7,"Sunny, no waves, flat, no rain",10.9,7.83,7.86,NA,76.88920593,"sjr",1
"237","EZ6SJR",2021-10-14,"13:20","",NA,81.4,0.05,NA,45.9,1550,1.85,0.126,1.7,1.7,0.21,1.22,0.067,11.6,3040,10.4,2.5,0.19,0.072,NA,NA,NA,5691,5580,"Located a quarter mile upstream of channel marker 18. Microcystis was not visible on the surface but present in the zooplankton samples.",38.029137,-121.73276,2,91.8,8.73,93.1,8.85,80,16.87,68.5,16.92,10,7.1,38.1,"Sunny, ripples to small waves with no white caps, no rain",20.7,7.86,7.87,NA,83.35064697,"sjr",1
