SampleID,AlgalType,Units.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Season
EZ2-SJR.Jul.2022,Centric Diatom,726.24,,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Jul.2022,Cryptophyte,726.24,,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Jul.2022,Cyanobacterium,21787.2,,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Jul.2022,Green Alga,1089.36,,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Jul.2022,Pennate Diatom,121.04,,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jul.2022,Centric Diatom,95.83,,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jul.2022,Cryptophyte,287.49,,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jul.2022,Cyanobacterium,38236.17,,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jul.2022,Green Alga,95.83,,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jul.2022,Pennate Diatom,574.98,,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Summer
D16.Jul.2022,Centric Diatom,306.64,,7/20/2022,D16,Jul,2022,Central Delta,CED,Summer
D16.Jul.2022,Cryptophyte,153.32,,7/20/2022,D16,Jul,2022,Central Delta,CED,Summer
D16.Jul.2022,Cyanobacterium,15178.68,,7/20/2022,D16,Jul,2022,Central Delta,CED,Summer
D16.Jul.2022,Pennate Diatom,114.99,,7/20/2022,D16,Jul,2022,Central Delta,CED,Summer
D26.Jul.2022,Centric Diatom,229.95,,7/20/2022,D26,Jul,2022,Central Delta,CED,Summer
D26.Jul.2022,Cryptophyte,1533,,7/20/2022,D26,Jul,2022,Central Delta,CED,Summer
D26.Jul.2022,Cyanobacterium,8482.6,,7/20/2022,D26,Jul,2022,Central Delta,CED,Summer
D26.Jul.2022,Green Alga,76.65,,7/20/2022,D26,Jul,2022,Central Delta,CED,Summer
D26.Jul.2022,Pennate Diatom,51.1,,7/20/2022,D26,Jul,2022,Central Delta,CED,Summer
MD10A.Jul.2022,Centric Diatom,920,,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Summer
MD10A.Jul.2022,Chrysophyte,92,,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Summer
MD10A.Jul.2022,Cryptophyte,1380,,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Summer
MD10A.Jul.2022,Cyanobacterium,11178,,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Summer
MD10A.Jul.2022,Green Alga,5106,,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Summer
MD10A.Jul.2022,Pennate Diatom,138,,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Summer
P8.Jul.2022,Centric Diatom,1248.49,,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Summer
P8.Jul.2022,Cryptophyte,2562.69,,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Summer
P8.Jul.2022,Cyanobacterium,20567.23,,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Summer
P8.Jul.2022,Green Alga,2365.56,,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Summer
P8.Jul.2022,Pennate Diatom,65.71,,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Summer
D4.Jul.2022,Centric Diatom,235.86,,7/21/2022,D4,Jul,2022,Confluence,CON,Summer
D4.Jul.2022,Cryptophyte,746.89,,7/21/2022,D4,Jul,2022,Confluence,CON,Summer
D4.Jul.2022,Cyanobacterium,14741.25,,7/21/2022,D4,Jul,2022,Confluence,CON,Summer
D4.Jul.2022,Pennate Diatom,235.86,,7/21/2022,D4,Jul,2022,Confluence,CON,Summer
EZ2.Jul.2022,Centric Diatom,541.14,,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Summer
EZ2.Jul.2022,Cryptophyte,360.76,,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Summer
EZ2.Jul.2022,Cyanobacterium,34091.82,,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Summer
EZ2.Jul.2022,Green Alga,1352.85,,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Summer
EZ2.Jul.2022,Pennate Diatom,450.95,,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Summer
EZ6.Jul.2022,Centric Diatom,135.29,,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Summer
EZ6.Jul.2022,Cryptophyte,135.29,,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Summer
EZ6.Jul.2022,Cyanobacterium,56010.06,,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Summer
EZ6.Jul.2022,Pennate Diatom,135.29,,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Summer
NZ068.Jul.2022,Centric Diatom,502.45,,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Summer
NZ068.Jul.2022,Cryptophyte,386.5,,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Summer
NZ068.Jul.2022,Cyanobacterium,14416.45,,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Summer
NZ068.Jul.2022,Pennate Diatom,231.9,,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Summer
D10.Jul.2022,Centric Diatom,135.29,,7/22/2022,D10,Jul,2022,Confluence,CON,Summer
D10.Jul.2022,Cryptophyte,405.87,,7/22/2022,D10,Jul,2022,Confluence,CON,Summer
D10.Jul.2022,Cyanobacterium,54657.16,,7/22/2022,D10,Jul,2022,Confluence,CON,Summer
D6.Jul.2022,Centric Diatom,500,,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Summer
D6.Jul.2022,Cryptophyte,200,,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Summer
D6.Jul.2022,Cyanobacterium,18650,,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Summer
D6.Jul.2022,Green Alga,1050,,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Summer
D6.Jul.2022,Pennate Diatom,50,,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Summer
D8.Jul.2022,Centric Diatom,224.38,,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Jul.2022,Cryptophyte,336.57,,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Jul.2022,Cyanobacterium,44539.43,,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Jul.2022,Green Alga,336.57,,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
D22.Jul.2022,Centric Diatom,450.95,,7/24/2022,D22,Jul,2022,Confluence,CON,Summer
D22.Jul.2022,Cryptophyte,360.76,,7/24/2022,D22,Jul,2022,Confluence,CON,Summer
D22.Jul.2022,Cyanobacterium,35805.43,,7/24/2022,D22,Jul,2022,Confluence,CON,Summer
D22.Jul.2022,Pennate Diatom,90.19,,7/24/2022,D22,Jul,2022,Confluence,CON,Summer
D7.Jul.2022,Centric Diatom,71.87,,7/25/2022,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
D7.Jul.2022,Cyanobacterium,29610.44,,7/25/2022,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
D7.Jul.2022,Pennate Diatom,143.74,,7/25/2022,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Jul.2022,Centric Diatom,484.16,,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Jul.2022,Cryptophyte,363.12,,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Jul.2022,Cyanobacterium,48779.12,,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Jul.2022,Pennate Diatom,121.04,,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jul.2022,Centric Diatom,270.56,,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jul.2022,Cryptophyte,202.92,,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jul.2022,Cyanobacterium,27191.28,,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jul.2022,Euglenoid,67.64,,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jul.2022,Green Alga,67.64,,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jul.2022,Pennate Diatom,202.92,,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Summer
D41.Jul.2022,Centric Diatom,425.9,,7/26/2022,D41,Jul,2022,San Pablo Bay,SPB,Summer
D41.Jul.2022,Cyanobacterium,33901.64,,7/26/2022,D41,Jul,2022,San Pablo Bay,SPB,Summer
D41.Jul.2022,Pennate Diatom,85.18,,7/26/2022,D41,Jul,2022,San Pablo Bay,SPB,Summer
D41A.Jul.2022,Centric Diatom,1623.42,,7/26/2022,D41A,Jul,2022,San Pablo Bay,SPB,Summer
D41A.Jul.2022,Cyanobacterium,108769.14,,7/26/2022,D41A,Jul,2022,San Pablo Bay,SPB,Summer
NZ002.Jul.2022,Centric Diatom,511.04,,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Summer
NZ002.Jul.2022,Cryptophyte,511.04,,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Summer
NZ002.Jul.2022,Cyanobacterium,23443.96,,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Summer
NZ002.Jul.2022,Green Alga,1916.4,,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Summer
NZ002.Jul.2022,Pennate Diatom,63.88,,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Summer
NZ004.Jul.2022,Centric Diatom,319.4,,7/26/2022,NZ004,Jul,2022,San Pablo Bay,SPB,Summer
NZ004.Jul.2022,Cyanobacterium,25679.76,,7/26/2022,NZ004,Jul,2022,San Pablo Bay,SPB,Summer
NZ325.Jul.2022,Centric Diatom,229.98,,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Summer
NZ325.Jul.2022,Cryptophyte,114.99,,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Summer
NZ325.Jul.2022,Cyanobacterium,46340.97,,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Summer
NZ325.Jul.2022,Pennate Diatom,114.99,,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Summer
C10A.Aug.2022,Centric Diatom,389.18,,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Summer
C10A.Aug.2022,Cryptophyte,35.38,,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Summer
C10A.Aug.2022,Cyanobacterium,9835.64,,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Summer
C10A.Aug.2022,Green Alga,1910.52,,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Summer
C10A.Aug.2022,Pennate Diatom,2193.56,,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Summer
C3A.Aug.2022,Centric Diatom,164.29,,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Summer
C3A.Aug.2022,Cryptophyte,46.94,,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Summer
C3A.Aug.2022,Cyanobacterium,8378.79,,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Summer
C3A.Aug.2022,Dinoflagellate,23.47,,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Summer
C3A.Aug.2022,Green Alga,821.45,,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Summer
C3A.Aug.2022,Pennate Diatom,93.88,,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Summer
C9.Aug.2022,Centric Diatom,1352.85,,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Summer
C9.Aug.2022,Cryptophyte,270.57,,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Summer
C9.Aug.2022,Cyanobacterium,107957.43,,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Summer
C9.Aug.2022,Green Alga,1623.42,,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Summer
C9.Aug.2022,Pennate Diatom,811.71,,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Summer
D12.Aug.2022,Cryptophyte,344.97,,8/16/2022,D12,Aug,2022,Confluence,CON,Summer
D12.Aug.2022,Cyanobacterium,46225.98,,8/16/2022,D12,Aug,2022,Confluence,CON,Summer
D19.Aug.2022,Centric Diatom,197.1,,8/16/2022,D19,Aug,2022,Central Delta,CED,Summer
D19.Aug.2022,Cryptophyte,525.6,,8/16/2022,D19,Aug,2022,Central Delta,CED,Summer
D19.Aug.2022,Cyanobacterium,12088.8,,8/16/2022,D19,Aug,2022,Central Delta,CED,Summer
D19.Aug.2022,Green Alga,558.45,,8/16/2022,D19,Aug,2022,Central Delta,CED,Summer
D19.Aug.2022,Pennate Diatom,32.85,,8/16/2022,D19,Aug,2022,Central Delta,CED,Summer
D28A.Aug.2022,Centric Diatom,460,,8/16/2022,D28A,Aug,2022,Central Delta,CED,Summer
D28A.Aug.2022,Cryptophyte,345,,8/16/2022,D28A,Aug,2022,Central Delta,CED,Summer
D28A.Aug.2022,Cyanobacterium,22367.5,,8/16/2022,D28A,Aug,2022,Central Delta,CED,Summer
D28A.Aug.2022,Green Alga,172.5,,8/16/2022,D28A,Aug,2022,Central Delta,CED,Summer
D28A.Aug.2022,Pennate Diatom,172.5,,8/16/2022,D28A,Aug,2022,Central Delta,CED,Summer
EZ2-SJR.Aug.2022,Centric Diatom,503.09,,8/16/2022,EZ2-SJR,Aug,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Aug.2022,Cryptophyte,287.48,,8/16/2022,EZ2-SJR,Aug,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Aug.2022,Cyanobacterium,28604.26,,8/16/2022,EZ2-SJR,Aug,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Aug.2022,Green Alga,934.31,,8/16/2022,EZ2-SJR,Aug,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Aug.2022,Pennate Diatom,503.09,,8/16/2022,EZ2-SJR,Aug,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Aug.2022,Centric Diatom,127.77,,8/16/2022,EZ6-SJR,Aug,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Aug.2022,Cryptophyte,255.54,,8/16/2022,EZ6-SJR,Aug,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Aug.2022,Cyanobacterium,51363.54,,8/16/2022,EZ6-SJR,Aug,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Aug.2022,Pennate Diatom,127.77,,8/16/2022,EZ6-SJR,Aug,2022,Entrapment Zone,EZ,Summer
D16.Aug.2022,Centric Diatom,681.44,,8/17/2022,D16,Aug,2022,Central Delta,CED,Summer
D16.Aug.2022,Cryptophyte,85.18,,8/17/2022,D16,Aug,2022,Central Delta,CED,Summer
D16.Aug.2022,Cyanobacterium,33646.1,,8/17/2022,D16,Aug,2022,Central Delta,CED,Summer
D16.Aug.2022,Pennate Diatom,85.18,,8/17/2022,D16,Aug,2022,Central Delta,CED,Summer
D26.Aug.2022,Centric Diatom,383.31,,8/17/2022,D26,Aug,2022,Central Delta,CED,Summer
D26.Aug.2022,Cryptophyte,127.77,,8/17/2022,D26,Aug,2022,Central Delta,CED,Summer
D26.Aug.2022,Cyanobacterium,52257.93,,8/17/2022,D26,Aug,2022,Central Delta,CED,Summer
D26.Aug.2022,Green Alga,127.77,,8/17/2022,D26,Aug,2022,Central Delta,CED,Summer
MD10A.Aug.2022,Centric Diatom,501.84,,8/17/2022,MD10A,Aug,2022,Southern Interior Delta,SID,Summer
MD10A.Aug.2022,Cryptophyte,669.12,,8/17/2022,MD10A,Aug,2022,Southern Interior Delta,SID,Summer
MD10A.Aug.2022,Cyanobacterium,14260.62,,8/17/2022,MD10A,Aug,2022,Southern Interior Delta,SID,Summer
MD10A.Aug.2022,Green Alga,1254.6,,8/17/2022,MD10A,Aug,2022,Southern Interior Delta,SID,Summer
MD10A.Aug.2022,Pennate Diatom,83.64,,8/17/2022,MD10A,Aug,2022,Southern Interior Delta,SID,Summer
P8.Aug.2022,Centric Diatom,172.5,,8/17/2022,P8,Aug,2022,Southern Interior Delta,SID,Summer
P8.Aug.2022,Cryptophyte,2875,,8/17/2022,P8,Aug,2022,Southern Interior Delta,SID,Summer
P8.Aug.2022,Cyanobacterium,18342.5,,8/17/2022,P8,Aug,2022,Southern Interior Delta,SID,Summer
P8.Aug.2022,Green Alga,2300,,8/17/2022,P8,Aug,2022,Southern Interior Delta,SID,Summer
P8.Aug.2022,Pennate Diatom,57.5,,8/17/2022,P8,Aug,2022,Southern Interior Delta,SID,Summer
D22.Aug.2022,Centric Diatom,104.54,,8/18/2022,D22,Aug,2022,Confluence,CON,Summer
D22.Aug.2022,Chrysophyte,104.54,,8/18/2022,D22,Aug,2022,Confluence,CON,Summer
D22.Aug.2022,Cryptophyte,104.54,,8/18/2022,D22,Aug,2022,Confluence,CON,Summer
D22.Aug.2022,Cyanobacterium,40770.6,,8/18/2022,D22,Aug,2022,Confluence,CON,Summer
D22.Aug.2022,Green Alga,418.16,,8/18/2022,D22,Aug,2022,Confluence,CON,Summer
D22.Aug.2022,Pennate Diatom,313.62,,8/18/2022,D22,Aug,2022,Confluence,CON,Summer
D4.Aug.2022,Centric Diatom,511.08,,8/18/2022,D4,Aug,2022,Confluence,CON,Summer
D4.Aug.2022,Cryptophyte,255.54,,8/18/2022,D4,Aug,2022,Confluence,CON,Summer
D4.Aug.2022,Cyanobacterium,105282.48,,8/18/2022,D4,Aug,2022,Confluence,CON,Summer
EZ2.Aug.2022,Centric Diatom,104.54,,8/18/2022,EZ2,Aug,2022,Entrapment Zone,EZ,Summer
EZ2.Aug.2022,Cryptophyte,104.54,,8/18/2022,EZ2,Aug,2022,Entrapment Zone,EZ,Summer
EZ2.Aug.2022,Cyanobacterium,41606.92,,8/18/2022,EZ2,Aug,2022,Entrapment Zone,EZ,Summer
EZ2.Aug.2022,Green Alga,104.54,,8/18/2022,EZ2,Aug,2022,Entrapment Zone,EZ,Summer
EZ2.Aug.2022,Pennate Diatom,209.08,,8/18/2022,EZ2,Aug,2022,Entrapment Zone,EZ,Summer
EZ6.Aug.2022,Chrysophyte,99.99,,8/18/2022,EZ6,Aug,2022,Entrapment Zone,EZ,Summer
EZ6.Aug.2022,Cyanobacterium,40895.91,,8/18/2022,EZ6,Aug,2022,Entrapment Zone,EZ,Summer
EZ6.Aug.2022,Pennate Diatom,299.97,,8/18/2022,EZ6,Aug,2022,Entrapment Zone,EZ,Summer
NZ068.Aug.2022,Centric Diatom,115,,8/18/2022,NZ068,Aug,2022,Northern Interior Delta,NID,Summer
NZ068.Aug.2022,Cryptophyte,172.5,,8/18/2022,NZ068,Aug,2022,Northern Interior Delta,NID,Summer
NZ068.Aug.2022,Cyanobacterium,23402.5,,8/18/2022,NZ068,Aug,2022,Northern Interior Delta,NID,Summer
NZ068.Aug.2022,Pennate Diatom,115,,8/18/2022,NZ068,Aug,2022,Northern Interior Delta,NID,Summer
D10.Aug.2022,Centric Diatom,484.18,,8/19/2022,D10,Aug,2022,Confluence,CON,Summer
D10.Aug.2022,Cryptophyte,242.09,,8/19/2022,D10,Aug,2022,Confluence,CON,Summer
D10.Aug.2022,Cyanobacterium,98772.72,,8/19/2022,D10,Aug,2022,Confluence,CON,Summer
D6.Aug.2022,Centric Diatom,122.66,,8/19/2022,D6,Aug,2022,San Pablo Bay,SPB,Summer
D6.Aug.2022,Cryptophyte,245.32,,8/19/2022,D6,Aug,2022,San Pablo Bay,SPB,Summer
D6.Aug.2022,Cyanobacterium,24041.36,,8/19/2022,D6,Aug,2022,San Pablo Bay,SPB,Summer
D6.Aug.2022,Green Alga,183.99,,8/19/2022,D6,Aug,2022,San Pablo Bay,SPB,Summer
D8.Aug.2022,Centric Diatom,63.88,,8/19/2022,D8,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Aug.2022,Cyanobacterium,26190.8,,8/19/2022,D8,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Aug.2022,Pennate Diatom,63.88,,8/19/2022,D8,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
D7.Aug.2022,Cyanobacterium,54251.29,,8/22/2022,D7,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Aug.2022,Cyanobacterium,27666.93,,8/22/2022,NZ032,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Aug.2022,Green Alga,278.76,,8/22/2022,NZ032,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Aug.2022,Centric Diatom,766.62,,8/22/2022,NZS42,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Aug.2022,Cyanobacterium,104771.4,,8/22/2022,NZS42,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Aug.2022,Pennate Diatom,255.54,,8/22/2022,NZS42,Aug,2022,Grizzly and Suisun Bay,GSB,Summer
D41.Aug.2022,Centric Diatom,215.61,,8/23/2022,D41,Aug,2022,San Pablo Bay,SPB,Summer
D41.Aug.2022,Cryptophyte,503.09,,8/23/2022,D41,Aug,2022,San Pablo Bay,SPB,Summer
D41.Aug.2022,Cyanobacterium,25010.76,,8/23/2022,D41,Aug,2022,San Pablo Bay,SPB,Summer
D41.Aug.2022,Green Alga,71.87,,8/23/2022,D41,Aug,2022,San Pablo Bay,SPB,Summer
D41.Aug.2022,Raphidophyte,3809.11,,8/23/2022,D41,Aug,2022,San Pablo Bay,SPB,Summer
D41A.Aug.2022,Centric Diatom,95.83,,8/23/2022,D41A,Aug,2022,San Pablo Bay,SPB,Summer
D41A.Aug.2022,Cryptophyte,287.49,,8/23/2022,D41A,Aug,2022,San Pablo Bay,SPB,Summer
D41A.Aug.2022,Cyanobacterium,34402.97,,8/23/2022,D41A,Aug,2022,San Pablo Bay,SPB,Summer
D41A.Aug.2022,Pennate Diatom,95.83,,8/23/2022,D41A,Aug,2022,San Pablo Bay,SPB,Summer
D41A.Aug.2022,Raphidophyte,4983.16,,8/23/2022,D41A,Aug,2022,San Pablo Bay,SPB,Summer
NZ002.Aug.2022,Centric Diatom,180.38,,8/23/2022,NZ002,Aug,2022,San Pablo Bay,SPB,Summer
NZ002.Aug.2022,Cryptophyte,180.38,,8/23/2022,NZ002,Aug,2022,San Pablo Bay,SPB,Summer
NZ002.Aug.2022,Cyanobacterium,35444.67,,8/23/2022,NZ002,Aug,2022,San Pablo Bay,SPB,Summer
NZ002.Aug.2022,Raphidophyte,1443.04,,8/23/2022,NZ002,Aug,2022,San Pablo Bay,SPB,Summer
NZ004.Aug.2022,Centric Diatom,180.38,,8/23/2022,NZ004,Aug,2022,San Pablo Bay,SPB,Summer
NZ004.Aug.2022,Cyanobacterium,36256.38,,8/23/2022,NZ004,Aug,2022,San Pablo Bay,SPB,Summer
NZ004.Aug.2022,Raphidophyte,721.52,,8/23/2022,NZ004,Aug,2022,San Pablo Bay,SPB,Summer
NZ325.Aug.2022,Centric Diatom,1149.9,,8/23/2022,NZ325,Aug,2022,San Pablo Bay,SPB,Summer
NZ325.Aug.2022,Cyanobacterium,72635.35,,8/23/2022,NZ325,Aug,2022,San Pablo Bay,SPB,Summer
NZ325.Aug.2022,Green Alga,1533.2,,8/23/2022,NZ325,Aug,2022,San Pablo Bay,SPB,Summer
NZ325.Aug.2022,Raphidophyte,1724.85,,8/23/2022,NZ325,Aug,2022,San Pablo Bay,SPB,Summer
C10A.Sep.2022,Centric Diatom,167.28,,9/13/2022,C10A,Sep,2022,Southern Interior Delta,SID,Fall
C10A.Sep.2022,Cryptophyte,209.1,,9/13/2022,C10A,Sep,2022,Southern Interior Delta,SID,Fall
C10A.Sep.2022,Cyanobacterium,15013.38,,9/13/2022,C10A,Sep,2022,Southern Interior Delta,SID,Fall
C10A.Sep.2022,Green Alga,961.86,,9/13/2022,C10A,Sep,2022,Southern Interior Delta,SID,Fall
C10A.Sep.2022,Pennate Diatom,752.76,,9/13/2022,C10A,Sep,2022,Southern Interior Delta,SID,Fall
C3A.Sep.2022,Centric Diatom,121.04,,9/13/2022,C3A,Sep,2022,Northern Interior Delta,NID,Fall
C3A.Sep.2022,Cryptophyte,30.26,,9/13/2022,C3A,Sep,2022,Northern Interior Delta,NID,Fall
C3A.Sep.2022,Cyanobacterium,11952.7,,9/13/2022,C3A,Sep,2022,Northern Interior Delta,NID,Fall
C3A.Sep.2022,Green Alga,30.26,,9/13/2022,C3A,Sep,2022,Northern Interior Delta,NID,Fall
C3A.Sep.2022,Pennate Diatom,181.56,,9/13/2022,C3A,Sep,2022,Northern Interior Delta,NID,Fall
C9.Sep.2022,Centric Diatom,216.44,,9/13/2022,C9,Sep,2022,Southern Interior Delta,SID,Fall
C9.Sep.2022,Cryptophyte,54.11,,9/13/2022,C9,Sep,2022,Southern Interior Delta,SID,Fall
C9.Sep.2022,Cyanobacterium,21427.56,,9/13/2022,C9,Sep,2022,Southern Interior Delta,SID,Fall
C9.Sep.2022,Pennate Diatom,270.55,,9/13/2022,C9,Sep,2022,Southern Interior Delta,SID,Fall
D12.Sep.2022,Centric Diatom,246.42,,9/14/2022,D12,Sep,2022,Confluence,CON,Fall
D12.Sep.2022,Cryptophyte,328.56,,9/14/2022,D12,Sep,2022,Confluence,CON,Fall
D12.Sep.2022,Cyanobacterium,33184.56,,9/14/2022,D12,Sep,2022,Confluence,CON,Fall
D12.Sep.2022,Green Alga,246.42,,9/14/2022,D12,Sep,2022,Confluence,CON,Fall
D19.Sep.2022,Centric Diatom,180.4,,9/14/2022,D19,Sep,2022,Central Delta,CED,Fall
D19.Sep.2022,Cryptophyte,270.6,,9/14/2022,D19,Sep,2022,Central Delta,CED,Fall
D19.Sep.2022,Cyanobacterium,17769.4,,9/14/2022,D19,Sep,2022,Central Delta,CED,Fall
D19.Sep.2022,Pennate Diatom,90.2,,9/14/2022,D19,Sep,2022,Central Delta,CED,Fall
D28A.Sep.2022,Centric Diatom,146.04,,9/14/2022,D28A,Sep,2022,Central Delta,CED,Fall
D28A.Sep.2022,Cryptophyte,1058.79,,9/14/2022,D28A,Sep,2022,Central Delta,CED,Fall
D28A.Sep.2022,Cyanobacterium,12778.5,,9/14/2022,D28A,Sep,2022,Central Delta,CED,Fall
D28A.Sep.2022,Green Alga,876.24,,9/14/2022,D28A,Sep,2022,Central Delta,CED,Fall
D28A.Sep.2022,Pennate Diatom,36.51,,9/14/2022,D28A,Sep,2022,Central Delta,CED,Fall
D16.Sep.2022,Centric Diatom,229.98,,9/15/2022,D16,Sep,2022,Central Delta,CED,Fall
D16.Sep.2022,Cryptophyte,76.66,,9/15/2022,D16,Sep,2022,Central Delta,CED,Fall
D16.Sep.2022,Cyanobacterium,30664,,9/15/2022,D16,Sep,2022,Central Delta,CED,Fall
