SampleDate,StationCode,Taxon,Algal Type,Genus,Organisms per mL
10/22/2024,D26,Gomphonema sp.,Pennate Diatom,Gomphonema,7.099638418
10/22/2024,D26,Melosira varians,Centric Diatom,Melosira,3.549819209
10/22/2024,D26,Nitzschia inconspicua,Pennate Diatom,Nitzschia,131.4197867
10/22/2024,D26,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,3.549819209
10/22/2024,D26,Skeletonema sp.,Centric Diatom,Skeletonema,35.49819209
10/22/2024,D26,Thalassiosira sp.,Centric Diatom,Thalassiosira,43.80659555
10/22/2024,D26,Chlamydomonas sp.,Green Alga,Chlamydomonas,10.64945763
10/22/2024,D26,Chlorella sp.,Green Alga,Chlorella,1314.197867
10/22/2024,D26,Lagerheimia sp.,Green Alga,Lagerheimia,14.19927684
10/22/2024,D26,Monoraphidium sp.,Green Alga,Monoraphidium,3.549819209
10/22/2024,D26,Kephyrion sp.,Chrysophyte,Kephyrion,14.19927684
10/22/2024,D26,Cryptomonas sp.,Cryptophyte,Cryptomonas,7.099638418
10/22/2024,D26,Plagioselmis lacustris,Cryptophyte,Plagioselmis,87.6131911
10/22/2024,D26,cf. Plagioselmis sp.,Cryptophyte,Plagioselmis,159.7418644
10/22/2024,D26,Plagioselmis sp.,Cryptophyte,Plagioselmis,394.25936
10/22/2024,D26,Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,31.94837288
10/22/2024,D26,Eucapsis microscopica,Cyanobacterium,Eucapsis,14237.14355
10/22/2024,D26,Merismopedia sp.,Cyanobacterium,Merismopedia,43.80659555
10/22/2024,D26,Microcystis sp.,Cyanobacterium,Microcystis,788.5187199
10/22/2024,D26,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,3.549819209
10/22/2024,D26,Gymnodinium sp.,Dinoflagellate,Gymnodinium,3.549819209
11/7/2024,MD10A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,1.18327307
11/7/2024,MD10A,Aulacoseira sp. ,Centric Diatom,Aulacoseira,14.19927684
11/7/2024,MD10A,Bacillaria paxillifer,Pennate Diatom,Bacillaria,2.366546139
11/7/2024,MD10A,Cocconeis placentula,Pennate Diatom,Cocconeis,47.17633367
11/7/2024,MD10A,Cyclotella sp.,Centric Diatom,Cyclotella,117.9408342
11/7/2024,MD10A,Encyonema sp.,Pennate Diatom,Encyonema,2.366546139
11/7/2024,MD10A,Fragilaria sp.,Pennate Diatom,Fragilaria,23.58816684
11/7/2024,MD10A,Gogorevia exilis,Pennate Diatom,Gogorevia,1.18327307
11/7/2024,MD10A,Gomphonema sp.,Pennate Diatom,Gomphonema,1.18327307
11/7/2024,MD10A,Navicula sp.,Pennate Diatom,Navicula,11.8327307
11/7/2024,MD10A,Nitzschia inconspicua,Pennate Diatom,Nitzschia,7.099638418
11/7/2024,MD10A,Nitzschia cf. sigma,Pennate Diatom,Nitzschia,2.366546139
11/7/2024,MD10A,Nitzschia sp.,Pennate Diatom,Nitzschia,47.17633367
11/7/2024,MD10A,Planothidium sp.,Pennate Diatom,Planothidium,4.733092279
11/7/2024,MD10A,Psammothidium sp.,Pennate Diatom,Psammothidium,2.366546139
11/7/2024,MD10A,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,1.18327307
11/7/2024,MD10A,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,1.18327307
11/7/2024,MD10A,Sellaphora sp.,Pennate Diatom,Sellaphora,1.18327307
11/7/2024,MD10A,Skeletonema sp.,Centric Diatom,Skeletonema,1.18327307
11/7/2024,MD10A,Thalassiosira spp.,Centric Diatom,Thalassiosira,3.549819209
11/7/2024,MD10A,Chlamydomonas sp.,Green Alga,Chlamydomonas,70.76450051
11/7/2024,MD10A,Chlorella sp.,Green Alga,Chlorella,2594.698352
11/7/2024,MD10A,Drepanochloris nannoselene,Green Alga,Drepanochloris,165.1171678
11/7/2024,MD10A,Monoraphidium contortum,Green Alga,Monoraphidium,23.58816684
11/7/2024,MD10A,Mougeotia sp.,Green Alga,Mougeotia,1.18327307
11/7/2024,MD10A,Oocystis sp.,Green Alga,Oocystis,1.18327307
11/7/2024,MD10A,Cryptomonas sp.,Cryptophyte,Cryptomonas,18.93236911
11/7/2024,MD10A,Plagioselmis lacustris,Cryptophyte,Plagioselmis,283.058002
11/7/2024,MD10A,Plagioselmis sp.,Cryptophyte,Plagioselmis,1509.642677
11/7/2024,MD10A,Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,1.18327307
11/7/2024,MD10A,Dolichospermum sp.,Cyanobacterium,Dolichospermum,23.58816684
11/7/2024,MD10A,Eucapsis microscopica,Cyanobacterium,Eucapsis,4953.515035
11/7/2024,MD10A,Leptolyngbya sp.,Cyanobacterium,Leptolyngbya,1.18327307
11/7/2024,MD10A,cf. Microcoleus sp.,Cyanobacterium,Microcoleus,1.18327307
11/7/2024,MD10A,cf. Microcystis sp.,Cyanobacterium,Microcystis,13.01600377
11/7/2024,MD10A,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,3.549819209
11/7/2024,MD10A,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,3.549819209
11/7/2024,MD10A,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,3.549819209
11/7/2024,MD10A,Gymnodinium sp.,Dinoflagellate,Gymnodinium,1.18327307
11/6/2024,D19,Achnanthidium sp.,Pennate Diatom,Achnanthidium,20.44307792
11/6/2024,D19,Cocconeis sp.,Pennate Diatom,Cocconeis,204.4307792
11/6/2024,D19,Cyclotella sp.,Centric Diatom,Cyclotella,81.7723117
11/6/2024,D19,Encyonema sp.,Pennate Diatom,Encyonema,1.774909605
11/6/2024,D19,Navicula sp.,Pennate Diatom,Navicula,1.774909605
11/6/2024,D19,Nitzschia spp.,Pennate Diatom,Nitzschia,286.2030909
11/6/2024,D19,Pseudostaurosira brevistriata,Pennate Diatom,Pseudostaurosira,5.324728814
11/6/2024,D19,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,1.774909605
11/6/2024,D19,Thalassiosira sp.,Centric Diatom,Thalassiosira,1.774909605
11/6/2024,D19,Tryblionella sp.,Pennate Diatom,Tryblionella,1.774909605
11/6/2024,D19,Chlorella sp.,Green Alga,Chlorella,633.7354156
11/6/2024,D19,Monoraphidium spp.,Green Alga,Monoraphidium,44.37274011
11/6/2024,D19,Cryptomonas sp.,Cryptophyte,Cryptomonas,72.77129379
11/6/2024,D19,Plagioselmis lacustris,Cryptophyte,Plagioselmis,592.8492598
11/6/2024,D19,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,551.963104
11/6/2024,D19,Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,15.97418644
11/6/2024,D19,Eucapsis microscopica,Cyanobacterium,Eucapsis,6071.594143
11/6/2024,D19,Merismopedia tenuissima,Cyanobacterium,Merismopedia,5.324728814
11/6/2024,D28A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,30.66461689
11/6/2024,D28A,Actinocyclus sp.,Centric Diatom,Actinocyclus,2.662364407
11/6/2024,D28A,Cocconeis placentula,Pennate Diatom,Cocconeis,459.9692533
11/6/2024,D28A,cf. Cyclotella sp.,Centric Diatom,Cyclotella,21.29891525
11/6/2024,D28A,Cyclotella sp.,Centric Diatom,Cyclotella,61.32923377
11/6/2024,D28A,Encyonema sp.,Pennate Diatom,Encyonema,2.662364407
11/6/2024,D28A,Epithemia sorex,Pennate Diatom,Epithemia,30.66461689
11/6/2024,D28A,Epithemia sp.,Pennate Diatom,Epithemia,13.31182203
11/6/2024,D28A,Halamphora sp.,Pennate Diatom,Halamphora,2.662364407
11/6/2024,D28A,Hippodonta capitata,Pennate Diatom,Hippodonta,30.66461689
11/6/2024,D28A,Melosira varians,Centric Diatom,Melosira,10.64945763
11/6/2024,D28A,Navicula sp.,Pennate Diatom,Navicula,30.66461689
11/6/2024,D28A,Navicula tripunctata,Pennate Diatom,Navicula,2.662364407
11/6/2024,D28A,Nitzschia fonticola,Pennate Diatom,Nitzschia,2.662364407
11/6/2024,D28A,Nitzschia reversa,Pennate Diatom,Nitzschia,2.662364407
11/6/2024,D28A,Nitzschia sigma,Pennate Diatom,Nitzschia,5.324728814
11/6/2024,D28A,Nitzschia spp.,Pennate Diatom,Nitzschia,122.6584675
11/6/2024,D28A,Pinnularia sp.,Pennate Diatom,Pinnularia,2.662364407
11/6/2024,D28A,Planothidium spp.,Pennate Diatom,Planothidium,10.64945763
11/6/2024,D28A,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,91.99385066
11/6/2024,D28A,Tryblionella sp.,Pennate Diatom,Tryblionella,2.662364407
11/6/2024,D28A,Ulnaria sp.,Pennate Diatom,Ulnaria,7.98709322
11/6/2024,D28A,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,21.29891525
11/6/2024,D28A,cf. Chlorella sp.,Green Alga,Chlorella,30.66461689
11/6/2024,D28A,Chlorella sp.,Green Alga,Chlorella,91.99385066
11/6/2024,D28A,Desmodesmus sp.,Green Alga,Desmodesmus,2.662364407
11/6/2024,D28A,Monoraphidium contortum,Green Alga,Monoraphidium,2.662364407
11/6/2024,D28A,Cryptomonas sp.,Cryptophyte,Cryptomonas,30.66461689
11/6/2024,D28A,Plagioselmis lacustris,Cryptophyte,Plagioselmis,7.98709322
11/6/2024,D28A,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,275.981552
11/6/2024,D28A,Plagioselmis sp.,Cryptophyte,Plagioselmis,26.62364407
11/6/2024,D28A,Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,30.66461689
11/6/2024,D28A,Eucapsis microscopica,Cyanobacterium,Eucapsis,11069.9267
11/6/2024,D28A,Merismopedia tenuissima,Cyanobacterium,Merismopedia,30.66461689
11/6/2024,D28A,cf. Microcystis sp.,Cyanobacterium,Microcystis,30.66461689
11/6/2024,D28A,Microcystis sp.,Cyanobacterium,Microcystis,45.26019492
11/6/2024,D28A,Phormidium sp.,Cyanobacterium,Phormidium,10.64945763
11/6/2024,D28A,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,2.662364407
11/6/2024,D28A,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,2.662364407
11/5/2024,D41A,Cocconeis sp.,Pennate Diatom,Cocconeis,2.218637006
11/5/2024,D41A,Cyclotella sp.,Centric Diatom,Cyclotella,43.26342161
11/5/2024,D41A,Nitzschia spp.,Pennate Diatom,Nitzschia,28.84228107
11/5/2024,D41A,Paralia sulcata,Centric Diatom,Paralia,2.218637006
11/5/2024,D41A,Skeletonema sp.,Centric Diatom,Skeletonema,16.63977754
11/5/2024,D41A,Thalassiosira sp.,Centric Diatom,Thalassiosira,1.109318503
11/5/2024,D41A,Tryblionella sp.,Pennate Diatom,Tryblionella,1.109318503
11/5/2024,D41A,Chlamydomonas sp.,Green Alga,Chlamydomonas,86.24423499
11/5/2024,D41A,Chlorella sp.,Green Alga,Chlorella,632.4577233
11/5/2024,D41A,Drepanochloris nannoselene,Green Alga,Drepanochloris,143.7403917
11/5/2024,D41A,Kephyrion sp.,Chrysophyte,Kephyrion,1.109318503
11/5/2024,D41A,Cryptomonas sp.,Cryptophyte,Cryptomonas,287.4807833
11/5/2024,D41A,Plagioselmis lacustris,Cryptophyte,Plagioselmis,373.7250183
11/5/2024,D41A,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,948.6865849
11/5/2024,D41A,Eucapsis microscopica,Cyanobacterium,Eucapsis,9515.613928
11/7/2024,P8,Aulacoseira alpigena,Centric Diatom,Aulacoseira,6.264386839
11/7/2024,P8,Cyclostephanos sp.,Centric Diatom,Cyclostephanos,6.264386839
11/7/2024,P8,Cyclotella sp.,Centric Diatom,Cyclotella,1352.850745
11/7/2024,P8,Epithemia sp.,Pennate Diatom,Epithemia,3.13219342
11/7/2024,P8,Gomphonema sp.,Pennate Diatom,Gomphonema,9.396580259
11/7/2024,P8,Navicula sp.,Pennate Diatom,Navicula,3.13219342
11/7/2024,P8,Nitzschia inconspicua,Pennate Diatom,Nitzschia,101.4638059
11/7/2024,P8,Nitzschia sigma,Pennate Diatom,Nitzschia,6.264386839
11/7/2024,P8,Nitzschia sp.,Pennate Diatom,Nitzschia,3.13219342
11/7/2024,P8,Skeletonema sp.,Centric Diatom,Skeletonema,90.83360917
11/7/2024,P8,Staurosira venter,Pennate Diatom,Staurosira,6.264386839
11/7/2024,P8,Thalassiosira sp.,Centric Diatom,Thalassiosira,6.264386839
11/7/2024,P8,Chlamydomonas sp.,Green Alga,Chlamydomonas,101.4638059
11/7/2024,P8,Chlorella sp.,Green Alga,Chlorella,2367.488804
11/7/2024,P8,Desmodesmus sp.,Green Alga,Desmodesmus,3.13219342
11/7/2024,P8,Monoraphidium sp.,Green Alga,Monoraphidium,34.45412762
11/7/2024,P8,Tetraedron caudatum,Green Alga,Tetraedron,3.13219342
11/7/2024,P8,Tetraselmis sp.,Green Alga,Tetraselmis,56.37948156
11/7/2024,P8,Cryptomonas sp.,Cryptophyte,Cryptomonas,12.52877368
11/7/2024,P8,Plagioselmis lacustris,Cryptophyte,Plagioselmis,101.4638059
11/7/2024,P8,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,980.8167901
11/7/2024,P8,Plagioselmis sp.,Cryptophyte,Plagioselmis,2063.097386
11/7/2024,P8,Eucapsis microscopica,Cyanobacterium,Eucapsis,7373.03656
11/7/2024,P8,Merismopedia sp.,Cyanobacterium,Merismopedia,33.82126862
11/7/2024,P8,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,3.13219342
11/7/2024,P8,Eutreptia sp.,Euglenoid,Eutreptia,3.13219342
11/7/2024,P8,Gymnodinium sp.,Dinoflagellate,Gymnodinium,6.264386839
11/13/2024,D7,Achnanthidium sp.,Pennate Diatom,Achnanthidium,82.13736666
11/13/2024,D7,Aulacoseira sp. ,Centric Diatom,Aulacoseira,3.327955508
11/13/2024,D7,Bacillaria paxillifer,Pennate Diatom,Bacillaria,3.327955508
11/13/2024,D7,Cocconeis placentula,Pennate Diatom,Cocconeis,3.327955508
11/13/2024,D7,Cocconeis sp.,Pennate Diatom,Cocconeis,3.327955508
11/13/2024,D7,cf. Cyclotella sp.,Centric Diatom,Cyclotella,33.27955508
11/13/2024,D7,Cyclotella sp.,Centric Diatom,Cyclotella,156.4139089
11/13/2024,D7,Diploneis sp.,Pennate Diatom,Diploneis,3.327955508
11/13/2024,D7,Encyonema sp.,Pennate Diatom,Encyonema,3.327955508
11/13/2024,D7,Epithemia sp.,Pennate Diatom,Epithemia,82.13736666
11/13/2024,D7,Eunotia sp.,Pennate Diatom,Eunotia,3.327955508
11/13/2024,D7,Gomphonema sp.,Pennate Diatom,Gomphonema,3.327955508
11/13/2024,D7,Gyrosigma sp.,Pennate Diatom,Gyrosigma,3.327955508
11/13/2024,D7,Nitzschia sp.,Pennate Diatom,Nitzschia,6.655911017
11/13/2024,D7,cf. Thalassiosira sp.,Centric Diatom,Thalassiosira,9.983866525
11/13/2024,D7,Tryblionella sp.,Pennate Diatom,Tryblionella,6.655911017
11/13/2024,D7,Chlorella sp.,Green Alga,Chlorella,2381.983633
11/13/2024,D7,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,9.983866525
11/13/2024,D7,Eucapsis microscopica,Cyanobacterium,Eucapsis,30472.96303
11/13/2024,D7,cf. Phormidium sp.,Cyanobacterium,Phormidium,6.655911017
11/13/2024,D7,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,3.327955508
11/13/2024,D7,Unidentified Ciliate sp. #3,Ciliate,Unidentified Ciliate,3.327955508
11/13/2024,D7,Lepocinclis sp.,Euglenoid,Lepocinclis,6.655911017
11/5/2024,D41,cf. Cyclotella sp.,Centric Diatom,Cyclotella,30.42702179
11/5/2024,D41,Cyclotella sp.,Centric Diatom,Cyclotella,106.4945763
11/5/2024,D41,Skeletonema sp.,Centric Diatom,Skeletonema,15.2135109
11/5/2024,D41,Thalassiosira sp.,Centric Diatom,Thalassiosira,11.41013317
11/5/2024,D41,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,46.93563809
11/5/2024,D41,Chlorella sp.,Green Alga,Chlorella,1009.116219
11/5/2024,D41,cf. Pyramimonas sp.,Green Alga,Pyramimonas,7.606755448
11/5/2024,D41,Scenedesmus sp.,Green Alga,Scenedesmus,3.803377724
11/5/2024,D41,Kephyrion sp.,Chrysophyte,Kephyrion,7.606755448
11/5/2024,D41,Cryptomonas sp.,Cryptophyte,Cryptomonas,26.62364407
11/5/2024,D41,Plagioselmis lacustris,Cryptophyte,Plagioselmis,422.4207428
11/5/2024,D41,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,539.759838
11/5/2024,D41,Plagioselmis sp.,Cryptophyte,Plagioselmis,234.6781905
11/5/2024,D41,Eucapsis microscopica,Cyanobacterium,Eucapsis,7087.281352
11/5/2024,D41,cf. Microcystis sp.,Cyanobacterium,Microcystis,11.41013317
11/5/2024,D41,Lepocinclis sp.,Euglenoid,Lepocinclis,11.41013317
11/5/2024,D41,Ceratium furcoides,Dinoflagellate,Ceratium,93.87127618
11/5/2024,D41,Gymnodinium sp.,Dinoflagellate,Gymnodinium,11.41013317
11/5/2024,D41,cf. Heterocapsa sp.,Dinoflagellate,Heterocapsa,38.03377724
11/5/2024,D41,cf. Strobilidium sp.,Ciliate,Strobilidium,7.606755448
11/5/2024,D41,Tintinnopsis sp.,Ciliate,Tintinnopsis,3.803377724
11/7/2024,D26,Achnanthidium sp.,Pennate Diatom,Achnanthidium,3.549819209
11/7/2024,D26,Actinocyclus sp.,Centric Diatom,Actinocyclus,3.549819209
11/7/2024,D26,Cocconeis placentula,Pennate Diatom,Cocconeis,36.07601987
11/7/2024,D26,cf. Cyclotella sp.,Centric Diatom,Cyclotella,15.97418644
11/7/2024,D26,Cyclotella sp.,Centric Diatom,Cyclotella,36.07601987
11/7/2024,D26,Encyonema sp.,Pennate Diatom,Encyonema,18.03800993
11/7/2024,D26,Fragilaria sp.,Pennate Diatom,Fragilaria,0.887454802
11/7/2024,D26,Hippodonta sp.,Pennate Diatom,Hippodonta,6.212183616
11/7/2024,D26,Navicula sp.,Pennate Diatom,Navicula,0.887454802
11/7/2024,D26,Nitzschia fonticola,Pennate Diatom,Nitzschia,3.549819209
11/7/2024,D26,Nitzschia palea,Pennate Diatom,Nitzschia,0.887454802
11/7/2024,D26,Nitzschia reversa,Pennate Diatom,Nitzschia,0.887454802
11/7/2024,D26,Nitzschia sp.,Pennate Diatom,Nitzschia,54.1140298
11/7/2024,D26,Planothidium sp.,Pennate Diatom,Planothidium,0.887454802
11/7/2024,D26,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,1.774909605
11/7/2024,D26,Skeletonema sp.,Centric Diatom,Skeletonema,12.42436723
11/7/2024,D26,Thalassiosira sp.,Centric Diatom,Thalassiosira,0.887454802
11/7/2024,D26,Chlamydomonas sp.,Green Alga,Chlamydomonas,0.887454802
11/7/2024,D26,Chlorella sp.,Green Alga,Chlorella,36.07601987
11/7/2024,D26,Drepanochloris nannoselene,Green Alga,Drepanochloris,1.774909605
11/7/2024,D26,Monoraphidium contortum,Green Alga,Monoraphidium,2.662364407
11/7/2024,D26,Monoraphidium sp.,Green Alga,Monoraphidium,3.549819209
11/7/2024,D26,Chrysococcus sp.,Chrysophyte,Chrysococcus,18.03800993
11/7/2024,D26,Dinobryon sp.,Chrysophyte,Dinobryon,0.887454802
11/7/2024,D26,Cryptomonas sp.,Cryptophyte,Cryptomonas,3.549819209
11/7/2024,D26,Plagioselmis lacustris,Cryptophyte,Plagioselmis,36.07601987
11/7/2024,D26,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,198.4181093
11/7/2024,D26,Plagioselmis sp.,Cryptophyte,Plagioselmis,288.6081589
11/7/2024,D26,Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,36.07601987
11/7/2024,D26,Eucapsis microscopica,Cyanobacterium,Eucapsis,6583.873626
11/7/2024,D26,Microcystis sp.,Cyanobacterium,Microcystis,36.07601987
11/7/2024,D26,Phormidium sp.,Cyanobacterium,Phormidium,0.887454802
11/7/2024,D26,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,1.774909605
11/19/2024,C3A,Achnanthidium minutissimum,Pennate Diatom,Achnanthidium,11.52805146
11/19/2024,C3A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,16.8149331
11/19/2024,C3A,Cocconeis placentula,Pennate Diatom,Cocconeis,22.41991079
11/19/2024,C3A,cf. Cyclotella sp.,Centric Diatom,Cyclotella,57.64025731
11/19/2024,C3A,Cyclotella sp.,Centric Diatom,Cyclotella,47.64231044
11/19/2024,C3A,Encyonema sp.,Pennate Diatom,Encyonema,14.01244425
11/19/2024,C3A,Fragilaria sp.,Pennate Diatom,Fragilaria,11.52805146
11/19/2024,C3A,Gomphonema sp.,Pennate Diatom,Gomphonema,11.52805146
11/19/2024,C3A,Navicula sp.,Pennate Diatom,Navicula,8.407466548
11/19/2024,C3A,Nitzschia spp.,Pennate Diatom,Nitzschia,64.45724353
11/19/2024,C3A,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,14.01244425
11/19/2024,C3A,Ulnaria sp.,Pennate Diatom,Ulnaria,23.05610292
11/19/2024,C3A,Chlamydomonas sp.,Green Alga,Chlamydomonas,11.52805146
11/19/2024,C3A,Chlorella sp.,Green Alga,Chlorella,449.594007
11/19/2024,C3A,Crucigenia sp.,Green Alga,Crucigenia,11.52805146
11/19/2024,C3A,cf. Koliella sp.,Green Alga,Koliella,11.52805146
11/19/2024,C3A,Monoraphidium sp.,Green Alga,Monoraphidium,11.52805146
11/19/2024,C3A,cf. Ochromonas sp.,Chrysophyte,Ochromonas,11.52805146
11/19/2024,C3A,cf. Synura sp.,Synurophyte,Synura,8.407466548
11/19/2024,C3A,Cryptomonas sp.,Cryptophyte,Cryptomonas,69.16830877
11/19/2024,C3A,Plagioselmis lacustris,Cryptophyte,Plagioselmis,22.41991079
11/19/2024,C3A,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,230.5610292
11/19/2024,C3A,Plagioselmis sp.,Cryptophyte,Plagioselmis,5.604977698
11/19/2024,C3A,Eucapsis microscopica,Cyanobacterium,Eucapsis,3723.560622
11/19/2024,C3A,cf. Microcystis sp.,Cyanobacterium,Microcystis,2.802488849
11/19/2024,C3A,Planktolyngbya microspira,Cyanobacterium,Planktolyngbya,11.52805146
11/12/2024,D6,Cocconeis sp.,Pennate Diatom,Cocconeis,8.874548023
11/12/2024,D6,Cyclotella sp.,Centric Diatom,Cyclotella,383.3077111
11/12/2024,D6,Encyonema sp.,Pennate Diatom,Encyonema,127.769237
11/12/2024,D6,Navicula sp.,Pennate Diatom,Navicula,4.437274011
11/12/2024,D6,Nitzschia cf. inconspicua,Pennate Diatom,Nitzschia,17.74909605
11/12/2024,D6,Skeletonema sp.,Centric Diatom,Skeletonema,511.0769481
11/12/2024,D6,Thalassiosira sp.,Centric Diatom,Thalassiosira,70.99638418
11/12/2024,D6,Chlamydomonas sp.,Green Alga,Chlamydomonas,35.49819209
11/12/2024,D6,Chlorella sp.,Green Alga,Chlorella,5494.077192
11/12/2024,D6,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,164.1791384
11/12/2024,D6,Eucapsis microscopica,Cyanobacterium,Eucapsis,47913.46388
11/12/2024,D6,cf. Heterocapsa sp.,Dinoflagellate,Heterocapsa,44.37274011
11/12/2024,D6,Tintinnidium sp.,Ciliate,Tintinnidium,8.874548023
11/12/2024,D8,Achnanthidium sp.,Pennate Diatom,Achnanthidium,6.655911017
11/12/2024,D8,Cocconeis sp.,Pennate Diatom,Cocconeis,26.62364407
11/12/2024,D8,Cyclostephanos sp.,Centric Diatom,Cyclostephanos,6.655911017
11/12/2024,D8,Cyclotella sp.,Centric Diatom,Cyclotella,492.8242
11/12/2024,D8,Nitzschia inconspicua,Pennate Diatom,Nitzschia,13.31182203
11/12/2024,D8,Nupela sp.,Pennate Diatom,Nupela,6.655911017
11/12/2024,D8,Staurosira venter,Pennate Diatom,Staurosira,59.90319915
11/12/2024,D8,Surirella sp.,Pennate Diatom,Surirella,82.13736666
11/12/2024,D8,Thalassiosira sp.,Centric Diatom,Thalassiosira,26.62364407
11/12/2024,D8,Chlamydomonas sp.,Green Alga,Chlamydomonas,246.4121
11/12/2024,D8,Chlorella sp.,Green Alga,Chlorella,3039.082566
11/12/2024,D8,Kephyrion sp.,Chrysophyte,Kephyrion,6.655911017
11/12/2024,D8,Cryptomonas sp.,Cryptophyte,Cryptomonas,6.655911017
11/12/2024,D8,Plagioselmis sp.,Cryptophyte,Plagioselmis,259.5805297
11/12/2024,D8,Teleaulax amphioxeia,Cryptophyte,Teleaulax,410.6868333
11/12/2024,D8,Eucapsis microscopica,Cyanobacterium,Eucapsis,29980.13883
11/12/2024,D8,Eutreptia sp.,Euglenoid,Eutreptia,6.655911017
11/12/2024,D8,Trachelomonas sp.,Euglenoid,Trachelomonas,6.655911017
11/12/2024,D8,Heterocapsa sp.,Dinoflagellate,Heterocapsa,99.83866525
11/8/2024,D4,Achnanthidium sp.,Pennate Diatom,Achnanthidium,2.420331279
11/8/2024,D4,Actinocyclus sp.,Centric Diatom,Actinocyclus,4.840662558
11/8/2024,D4,Bacillaria paxillifer,Pennate Diatom,Bacillaria,2.420331279
11/8/2024,D4,Cocconeis placentula,Pennate Diatom,Cocconeis,16.94231895
11/8/2024,D4,Cyclostephanos sp.,Centric Diatom,Cyclostephanos,2.420331279
11/8/2024,D4,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2.420331279
11/8/2024,D4,Cyclotella sp.,Centric Diatom,Cyclotella,38.72530046
11/8/2024,D4,Gomphonema sp.,Pennate Diatom,Gomphonema,2.420331279
11/8/2024,D4,Gyrosigma sp.,Pennate Diatom,Gyrosigma,4.840662558
11/8/2024,D4,Melosira sp.,Centric Diatom,Melosira,4.840662558
11/8/2024,D4,Navicula sp.,Pennate Diatom,Navicula,2.420331279
11/8/2024,D4,Nitzschia inconspicua,Pennate Diatom,Nitzschia,69.69231111
11/8/2024,D4,Nitzschia sp.,Pennate Diatom,Nitzschia,7.260993837
11/8/2024,D4,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,139.3846222
11/8/2024,D4,Tryblionella sp.,Pennate Diatom,Tryblionella,104.5384667
11/8/2024,D4,Chlamydomonas sp.,Green Alga,Chlamydomonas,34.84615555
11/8/2024,D4,Chlorella sp.,Green Alga,Chlorella,1812.000089
11/8/2024,D4,Dinobryon sp.,Chrysophyte,Dinobryon,2.420331279
11/8/2024,D4,Plagioselmis lacustris,Cryptophyte,Plagioselmis,79.8709322
11/8/2024,D4,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,592.3846444
11/8/2024,D4,Plagioselmis sp.,Cryptophyte,Plagioselmis,4.840662558
11/8/2024,D4,Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,34.84615555
11/8/2024,D4,Eucapsis microscopica,Cyanobacterium,Eucapsis,11325.00055
11/8/2024,D4,cf. Microcystis sp.,Cyanobacterium,Microcystis,21.78298151
11/8/2024,D4,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,9.681325116
11/8/2024,D4,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,4.840662558
11/8/2024,D4,Lepocinclis sp.,Euglenoid,Lepocinclis,2.420331279
11/8/2024,D4,cf. Heterocapsa sp.,Dinoflagellate,Heterocapsa,69.69231111
11/8/2024,D4,cf. Strombidium sp.,Ciliate,Strombidium,4.840662558
11/19/2024,C10A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,21.29891525
