station,month,year,species,number,intercept,slope
D6,May,2021,Potamocorbula amurensis,9,-3.64202697882691,1.32532571863599
D6,November,2007,Potamocorbula amurensis,7,-3.46439375935127,0.937309527820831
D6,November,2008,Potamocorbula amurensis,12,-2.3450805765418,-0.100931919130162
D6,November,2009,Potamocorbula amurensis,10,-3.70258743673727,1.40753113581389
D6,November,2010,Potamocorbula amurensis,10,-3.70786143645447,1.32907278501068
D6,November,2011,Potamocorbula amurensis,14,-3.86175387816428,1.6843008091223
D6,November,2012,Potamocorbula amurensis,10,-3.79219133797783,1.51129590859139
D6,November,2013,Potamocorbula amurensis,9,-3.68728180790219,1.33142852906135
D6,November,2014,Potamocorbula amurensis,8,-3.85075611165634,1.53522492455176
D6,November,2015,Potamocorbula amurensis,11,-3.75535258785037,1.51759372007404
D6,November,2016,Potamocorbula amurensis,11,-3.72449654847071,1.44311625706728
D6,November,2017,Potamocorbula amurensis,11,-3.89403768523051,1.72198202741781
D6,November,2018,Potamocorbula amurensis,8,-3.60622525127543,1.21107230616912
D6,November,2019,Potamocorbula amurensis,14,-3.86685259985592,1.66801266198852
D6,November,2020,Potamocorbula amurensis,9,-3.67918159803108,1.34394462733378
D6,November,2021,Potamocorbula amurensis,9,-3.77988568989154,1.52080701460724
D6,October,2006,Potamocorbula amurensis,14,-3.85900022068784,1.71272453316245
D6,October,2007,Potamocorbula amurensis,6,-3.71075478144322,1.23833904329296
D6,October,2008,Potamocorbula amurensis,12,-3.70626590392956,1.39493120301881
D6,October,2009,Potamocorbula amurensis,10,-3.71844783476179,1.38494928983214
D6,October,2010,Potamocorbula amurensis,11,-3.76074580911735,1.40988288079727
D6,October,2011,Potamocorbula amurensis,13,-3.78736532624925,1.58087963158195
D6,October,2012,Potamocorbula amurensis,9,-3.63091212009799,1.26860499654929
D6,October,2013,Potamocorbula amurensis,11,-3.69759409449072,1.38342042420257
D6,October,2014,Potamocorbula amurensis,9,-3.49291472903248,1.05962819183318
D6,October,2016,Potamocorbula amurensis,11,-3.72968735842494,1.44560787576884
D6,October,2017,Potamocorbula amurensis,12,-3.94760232883679,1.78732834339134
D6,October,2018,Potamocorbula amurensis,9,-3.48627279524602,1.02593699639666
D6,October,2019,Potamocorbula amurensis,13,-3.81191984728003,1.57412412925211
D6,October,2020,Potamocorbula amurensis,11,-4.05789149213535,1.80120980012211
D6,September,2007,Potamocorbula amurensis,7,-3.45222387204003,0.862942937760754
D6,September,2008,Potamocorbula amurensis,12,-3.79274620809719,1.556488202191
D6,September,2009,Potamocorbula amurensis,12,-3.70302346177869,1.38228704812583
D6,September,2010,Potamocorbula amurensis,10,-3.71322758443788,1.31981746197509
D6,September,2011,Potamocorbula amurensis,13,-3.82753212421581,1.68380072582622
D6,September,2012,Potamocorbula amurensis,9,-3.68332924684561,1.32748118608404
D6,September,2013,Potamocorbula amurensis,11,-3.73797678386078,1.43787204250899
D6,September,2014,Potamocorbula amurensis,9,-3.63713333719925,1.20195269963568
D6,September,2015,Potamocorbula amurensis,11,-3.75720684841697,1.4931950963116
D6,September,2016,Potamocorbula amurensis,9,-3.64153469942327,1.25168418893261
D6,September,2017,Potamocorbula amurensis,13,-3.89285229514303,1.75408909535606
D6,September,2018,Potamocorbula amurensis,10,-3.64755715961164,1.2350143528649
D6,September,2019,Potamocorbula amurensis,12,-3.82720735714734,1.58351622213036
D6,September,2020,Potamocorbula amurensis,12,-3.78062447739136,1.51975526781195
D6,September,2021,Potamocorbula amurensis,13,-3.90866768787085,1.75532910644471
D7,April,2008,Potamocorbula amurensis,6,-3.52577311689384,1.05157617478138
D7,April,2009,Potamocorbula amurensis,8,-3.59437931907528,1.34046638370368
D7,April,2010,Potamocorbula amurensis,7,-3.56437774023276,1.25337668692693
D7,April,2011,Potamocorbula amurensis,5,-4.02950731170584,1.76053847592963
D7,April,2012,Potamocorbula amurensis,9,-3.73567961664154,1.47465802895709
D7,April,2014,Potamocorbula amurensis,8,-3.64663607402549,1.33268044313663
D7,April,2015,Potamocorbula amurensis,8,-3.62028641868767,1.23776201160048
D7,April,2018,Potamocorbula amurensis,10,-3.73860803592944,1.49447697700409
D7,April,2019,Potamocorbula amurensis,7,-3.78213646701045,1.70977298368882
D7,April,2021,Potamocorbula amurensis,7,-3.71057483366492,1.42641050121181
D7,August,2007,Potamocorbula amurensis,8,-3.60876995790555,1.27994634922761
D7,August,2008,Potamocorbula amurensis,11,-3.77290276427591,1.56977955248734
D7,August,2009,Potamocorbula amurensis,10,-3.74955577764215,1.47132329988123
D7,August,2010,Potamocorbula amurensis,12,-3.78647513474857,1.50451846878508
D7,August,2012,Potamocorbula amurensis,11,-3.75853747571569,1.52349969256961
D7,August,2013,Potamocorbula amurensis,12,-3.74429996591552,1.4839844814194
D7,August,2014,Potamocorbula amurensis,11,-3.71846573719037,1.39751172710732
D7,August,2015,Potamocorbula amurensis,12,-3.85474815400941,1.75636287933635
D7,August,2016,Potamocorbula amurensis,11,-3.7453989783211,1.4924924639783
D7,August,2017,Potamocorbula amurensis,7,-3.52047961255521,0.943726970478581
D7,August,2018,Potamocorbula amurensis,11,-3.7437387018895,1.45828237354157
D7,August,2019,Potamocorbula amurensis,14,-3.99534272473163,1.95009660725799
D7,August,2020,Potamocorbula amurensis,11,-3.78988801357764,1.5626832147154
D7,August,2021,Potamocorbula amurensis,12,-3.85445563119244,1.76616984249613
D7,December,2007,Potamocorbula amurensis,10,-3.64947281024341,1.32737378557393
D7,December,2008,Potamocorbula amurensis,10,-3.69100709292932,1.36676463123513
D7,December,2009,Potamocorbula amurensis,9,-3.68498835060736,1.32466184112588
D7,December,2011,Potamocorbula amurensis,11,-3.87155421200101,1.76387756254982
D7,December,2012,Potamocorbula amurensis,9,-3.67488935755257,1.34057161502298
D7,December,2013,Potamocorbula amurensis,9,-3.63765659116408,1.26362280136987
D7,December,2014,Potamocorbula amurensis,8,-3.61200473334991,1.24561653805333
D7,December,2015,Potamocorbula amurensis,11,-3.78935915475022,1.56039160168875
D7,December,2016,Potamocorbula amurensis,13,-3.86807797641641,1.76672847793841
D7,December,2017,Potamocorbula amurensis,12,-3.7759087541778,1.66611030808354
D7,December,2018,Potamocorbula amurensis,14,-3.90430751432737,1.87398600768385
D7,December,2019,Potamocorbula amurensis,14,-3.87860955699712,1.72518839171267
D7,December,2021,Potamocorbula amurensis,11,-3.76735445364337,1.56484547087697
D7,February,2007,Potamocorbula amurensis,7,-3.59332722736169,1.17265442544621
D7,February,2008,Potamocorbula amurensis,7,-3.5745216582807,1.1105781648151
D7,February,2009,Potamocorbula amurensis,9,-3.68643767625077,1.47052739680794
D7,February,2010,Potamocorbula amurensis,7,-3.56226410472771,0.954728902373269
D7,February,2011,Potamocorbula amurensis,9,-3.74082756697462,1.38566641848511
D7,February,2012,Potamocorbula amurensis,11,-3.80749301164508,1.71133391492369
D7,February,2013,Potamocorbula amurensis,6,-3.50118683910174,0.952976512216548
D7,February,2014,Potamocorbula amurensis,7,-3.54029178761042,1.05681861296452
D7,February,2015,Potamocorbula amurensis,5,-3.47226334799367,0.88372175573583
D7,February,2016,Potamocorbula amurensis,7,-3.5919490413088,1.12058979804811
D7,February,2018,Potamocorbula amurensis,12,-3.77740934213584,1.6031960190222
D7,February,2019,Potamocorbula amurensis,8,-3.63169353608487,1.19723968434577
D7,February,2020,Potamocorbula amurensis,9,-3.68830317304736,1.34615615818045
D7,January,2007,Potamocorbula amurensis,10,-3.76705778919286,1.5565279780509
D7,January,2008,Potamocorbula amurensis,10,-3.68835477292294,1.39703048881745
D7,January,2009,Potamocorbula amurensis,11,-3.72980071728077,1.45209402233298
D7,January,2010,Potamocorbula amurensis,11,-3.78002403913074,1.47646240655495
D7,January,2011,Potamocorbula amurensis,9,-3.60157544317405,1.22920165919993
D7,January,2012,Potamocorbula amurensis,12,-3.76866088302151,1.62466756269497
D7,January,2013,Potamocorbula amurensis,6,-3.4687683418029,0.870024597133272
D7,January,2014,Potamocorbula amurensis,6,-3.500789223703,0.99764774356186
D7,January,2015,Potamocorbula amurensis,9,-3.6401792185331,1.24759018262282
D7,January,2016,Potamocorbula amurensis,11,-3.75839938818037,1.53373746755275
D7,January,2018,Potamocorbula amurensis,11,-3.95015217361644,1.91603549625698
D7,January,2019,Potamocorbula amurensis,13,-3.86466230608058,1.75567157055589
D7,January,2020,Potamocorbula amurensis,10,-3.86960920989052,1.70449777284417
D7,July,2006,Potamocorbula amurensis,8,-3.39843544277441,1.50882982946883
D7,July,2007,Potamocorbula amurensis,9,-3.63503024139843,1.25931585654843
D7,July,2008,Potamocorbula amurensis,12,-3.78613713598891,1.56403318090519
D7,July,2009,Potamocorbula amurensis,11,-3.73570529748769,1.43444414838969
D7,July,2010,Potamocorbula amurensis,11,-3.75292386197398,1.41389140752423
D7,July,2012,Potamocorbula amurensis,10,-3.71202107186606,1.45552746307286
D7,July,2013,Potamocorbula amurensis,8,-3.63067340430046,1.28196459069316
D7,July,2014,Potamocorbula amurensis,9,-3.67816327473367,1.30862882267679
D7,July,2015,Potamocorbula amurensis,10,-3.76176921231479,1.51460187413649
D7,July,2016,Potamocorbula amurensis,8,-3.65007365393037,1.28579184489134
D7,July,2017,Potamocorbula amurensis,5,-3.75517823296724,1.74182193887845
D7,July,2018,Potamocorbula amurensis,11,-3.76128846487606,1.52861387958142
D7,July,2019,Potamocorbula amurensis,9,-3.75396896455667,1.59574034980404
D7,July,2020,Potamocorbula amurensis,9,-3.70282035121224,1.44311669716958
D7,July,2021,Potamocorbula amurensis,10,-3.73065322628866,1.46471545771468
D7,June,2007,Potamocorbula amurensis,7,-3.57075245289194,1.07602533665218
D7,June,2008,Potamocorbula amurensis,10,-3.74837468103517,1.48331325726288
D7,June,2009,Potamocorbula amurensis,11,-3.71834190181861,1.41284132287245
D7,June,2010,Potamocorbula amurensis,10,-3.76076026207306,1.52374987740763
D7,June,2012,Potamocorbula amurensis,10,-3.6889498261105,1.44640821484386
D7,June,2013,Potamocorbula amurensis,12,-3.79672049696562,1.5614090508568
D7,June,2014,Potamocorbula amurensis,10,-3.7152620406277,1.40785093472022
D7,June,2015,Potamocorbula amurensis,10,-3.75390724540951,1.49548361852427
D7,June,2016,Potamocorbula amurensis,9,-3.6972520452064,1.42332535852729
D7,June,2018,Potamocorbula amurensis,11,-3.73505879941747,1.4155444630516
D7,June,2019,Potamocorbula amurensis,10,-4.00583097818311,1.96535276206518
D7,June,2020,Potamocorbula amurensis,10,-3.74524064105345,1.52532386139998
D7,June,2021,Potamocorbula amurensis,10,-3.71867606994491,1.45350660446152
D7,March,2007,Potamocorbula amurensis,6,-3.51345217534813,0.952639900498835
D7,March,2008,Potamocorbula amurensis,6,-3.49971333898865,0.930116398959763
D7,March,2009,Potamocorbula amurensis,8,-3.58349840658249,1.05952886982617
D7,March,2010,Potamocorbula amurensis,7,-3.55106170806473,1.03954815889409
D7,March,2011,Potamocorbula amurensis,7,-3.88310896080897,1.58340828963698
D7,March,2012,Potamocorbula amurensis,9,-3.73077267906933,1.49891068283529
D7,March,2013,Potamocorbula amurensis,7,-4.03460045243584,1.93667820136314
D7,March,2014,Potamocorbula amurensis,7,-3.51297856498498,1.04742036674808
D7,March,2015,Potamocorbula amurensis,7,-3.74365322316135,1.56112702573212
D7,March,2016,Potamocorbula amurensis,9,-3.70032455372948,1.40666446987942
D7,March,2018,Potamocorbula amurensis,9,-3.74462412308504,1.53416513196949
D7,March,2019,Potamocorbula amurensis,6,-3.56864938690762,1.15144856629798
D7,March,2020,Potamocorbula amurensis,9,-3.60077093981106,1.24801864788247
D7,March,2021,Potamocorbula amurensis,6,-3.53110097634838,1.18349460719974
D7,May,2007,Potamocorbula amurensis,7,-3.74570025665206,1.33814730655029
D7,May,2008,Potamocorbula amurensis,9,-3.80028137635666,1.54085472155947
D7,May,2009,Potamocorbula amurensis,9,-3.67848186267827,1.31255748336369
D7,May,2010,Potamocorbula amurensis,8,-3.74606443315793,1.56293230908075
D7,May,2012,Potamocorbula amurensis,9,-3.68421906350315,1.44125522567917
D7,May,2013,Potamocorbula amurensis,8,-3.66513520151393,1.3766879922087
D7,May,2014,Potamocorbula amurensis,9,-3.73482935964469,1.37590089837734
D7,May,2015,Potamocorbula amurensis,8,-3.57760478021431,1.16582949799329
D7,May,2016,Potamocorbula amurensis,10,-3.76068019027899,1.58534035910356
D7,May,2018,Potamocorbula amurensis,9,-3.82962219332731,1.54230012752104
D7,May,2019,Potamocorbula amurensis,6,-4.2770230022577,2.16734377646515
D7,May,2021,Potamocorbula amurensis,8,-3.62672526784461,1.20411573799739
D7,November,2007,Potamocorbula amurensis,11,-3.72663685005411,1.48188528840863
D7,November,2008,Potamocorbula amurensis,11,-3.79187397581679,1.58388258950106
D7,November,2009,Potamocorbula amurensis,9,-3.7368765612374,1.430474483871
D7,November,2010,Potamocorbula amurensis,13,-3.87570301749,1.72641094556894
D7,November,2011,Potamocorbula amurensis,16,-3.98580133337362,1.90769228432561
D7,November,2012,Potamocorbula amurensis,14,-3.8326754759423,1.7034229654497
D7,November,2013,Potamocorbula amurensis,10,-3.6404623057276,1.29121511349936
D7,November,2014,Potamocorbula amurensis,8,-3.60210738040198,1.22845422967104
D7,November,2015,Potamocorbula amurensis,12,-3.76848161644619,1.52343175698221
D7,November,2016,Potamocorbula amurensis,14,-3.87039868913488,1.7704042755172
D7,November,2017,Potamocorbula amurensis,16,-3.84416829797032,1.63652514007758
D7,November,2018,Potamocorbula amurensis,13,-3.87076575803361,1.76530283517972
D7,November,2019,Potamocorbula amurensis,15,-3.93259216436758,1.82430942912687
D7,November,2020,Potamocorbula amurensis,11,-3.75548516487739,1.53780939470055
D7,November,2021,Potamocorbula amurensis,13,-3.8772689022921,1.97291581362687
D7,October,2006,Potamocorbula amurensis,13,-3.92880540707069,1.67897837679894
D7,October,2007,Potamocorbula amurensis,11,-3.78003277047249,1.56970000592309
D7,October,2008,Potamocorbula amurensis,13,-3.78367929327768,1.57343536948966
D7,October,2009,Potamocorbula amurensis,11,-3.77307469344736,1.48678449123785
D7,October,2010,Potamocorbula amurensis,13,-3.77282555917645,1.65002511834918
D7,October,2011,Potamocorbula amurensis,14,-3.96254244606097,1.85041688670675
D7,October,2012,Potamocorbula amurensis,12,-3.76623521437211,1.54204467466083
D7,October,2013,Potamocorbula amurensis,12,-3.73453998207976,1.43218147223802
D7,October,2014,Potamocorbula amurensis,11,-3.78896416847751,1.54492642627191
D7,October,2015,Potamocorbula amurensis,12,-3.84732793915273,1.65929193223732
D7,October,2016,Potamocorbula amurensis,14,-3.85624114942239,1.71242071630011
D7,October,2017,Potamocorbula amurensis,13,-3.84044452814795,1.63866377172354
D7,October,2018,Potamocorbula amurensis,12,-3.84262484673459,1.65256511812923
D7,October,2019,Potamocorbula amurensis,12,-3.87146010142608,1.69948495987682
D7,October,2020,Potamocorbula amurensis,12,-3.81806424018699,1.63323058946681
D7,September,2007,Potamocorbula amurensis,12,-3.79067723631067,1.57148328864261
D7,September,2008,Potamocorbula amurensis,13,-3.82750356430149,1.66545020113972
D7,September,2009,Potamocorbula amurensis,12,-3.85103418033257,1.65679255750285
D7,September,2010,Potamocorbula amurensis,11,-3.88522027772374,1.62207021970966
D7,September,2011,Potamocorbula amurensis,12,-4.00014196555299,1.91355237913179
D7,September,2012,Potamocorbula amurensis,12,-3.78995882131601,1.56863171173733
D7,September,2013,Potamocorbula amurensis,11,-3.76663976680204,1.51971631948642
D7,September,2014,Potamocorbula amurensis,11,-3.74112673770936,1.45192938503743
D7,September,2015,Potamocorbula amurensis,12,-3.83676707356236,1.6776158933227
D7,September,2016,Potamocorbula amurensis,12,-3.7842723337434,1.53179248004331
D7,September,2017,Potamocorbula amurensis,9,-3.75580211636453,1.51358946980868
D7,September,2018,Potamocorbula amurensis,12,-3.80328245065723,1.60943436172832
D7,September,2019,Potamocorbula amurensis,12,-3.92257133568299,1.82643453240874
D7,September,2020,Potamocorbula amurensis,13,-3.85092758555371,1.65649492922655
D7,September,2021,Potamocorbula amurensis,14,-3.94488800696993,1.86978712884885
P8,April,2012,Corbicula fluminea,5,-3.61226788152882,1.43235278282809
P8,April,2018,Corbicula fluminea,7,-4.16590178183217,2.4045984577657
P8,April,2021,Corbicula fluminea,12,-4.01072646381743,2.45045398326138
P8,August,2007,Corbicula fluminea,5,-4.68127868620196,2.82970735596441
P8,August,2009,Corbicula fluminea,5,-4.01808713062673,2.32985339600064
P8,August,2017,Corbicula fluminea,7,-3.86244783744974,1.71968582093089
P8,August,2020,Corbicula fluminea,10,-3.86696090356743,1.94240034905059
P8,August,2021,Corbicula fluminea,6,-4.03749822308611,2.36947894775574
P8,December,2007,Corbicula fluminea,6,-4.52814859028986,2.82617700105005
P8,December,2008,Corbicula fluminea,7,-4.01867204742277,2.06458917554341
P8,December,2017,Corbicula fluminea,10,-4.03803403358596,2.18617692511842
P8,December,2019,Corbicula fluminea,9,-3.98672106808822,2.0224338931912
P8,February,2015,Corbicula fluminea,5,-3.67244360346841,2.04231713854702
P8,February,2018,Corbicula fluminea,6,-4.04568187270897,2.18857616354
P8,February,2020,Corbicula fluminea,8,-3.7464984691325,1.60586994809063
P8,January,2009,Corbicula fluminea,11,-4.05781136516492,2.40512986940926
P8,January,2012,Corbicula fluminea,5,-4.05542116065906,2.35672412835805
P8,July,2011,Corbicula fluminea,5,-4.05172598140158,1.97442694242621
P8,July,2018,Corbicula fluminea,5,-3.87912847808581,1.8501445644877
P8,July,2019,Corbicula fluminea,5,-3.88302386684887,2.04054648906345
P8,July,2020,Corbicula fluminea,8,-4.29018462567344,2.32780444235554
P8,July,2021,Corbicula fluminea,6,-3.68057886636524,2.09545136693007
P8,June,2011,Corbicula fluminea,5,-4.05483270993965,2.27429452384394
P8,June,2012,Corbicula fluminea,7,-4.07217370795043,2.51986604241886
P8,June,2013,Corbicula fluminea,5,-3.97727571606039,2.56220741758977
P8,June,2014,Corbicula fluminea,5,-3.9651227392991,2.21747109441527
P8,June,2020,Corbicula fluminea,10,-3.96991602004005,1.9851354853566
P8,March,2015,Corbicula fluminea,5,-4.54201574996145,2.75109168397402
P8,March,2018,Corbicula fluminea,5,-3.4936623056158,0.986431371879652
P8,March,2020,Corbicula fluminea,11,-3.98797741299173,2.15798976462803
P8,March,2021,Corbicula fluminea,7,-3.66001650380378,1.85993420423952
P8,May,2007,Corbicula fluminea,9,-4.44841025041763,2.90418848719283
P8,May,2008,Corbicula fluminea,5,-3.47692671356615,0.98048339197739
P8,May,2009,Corbicula fluminea,5,-3.46164372171334,0.869455469684097
P8,May,2012,Corbicula fluminea,6,-3.81232059755318,1.7369279084205
P8,May,2018,Corbicula fluminea,5,-4.1170917646838,2.51096878226934
P8,May,2019,Corbicula fluminea,7,-3.94459455937045,2.22031006123662
P8,November,2007,Corbicula fluminea,5,-3.82021469784879,2.07267901407454
P8,November,2010,Corbicula fluminea,7,-4.39967031188108,2.6010193327648
P8,November,2011,Corbicula fluminea,7,-4.10239821228536,2.13442054980115
P8,November,2017,Corbicula fluminea,6,-4.05632153451407,2.15142193506791
P8,November,2019,Corbicula fluminea,9,-4.08234994723329,2.26852832149486
P8,November,2020,Corbicula fluminea,7,-4.34257884750667,2.42896465897663
P8,October,2015,Corbicula fluminea,6,-4.35679973564382,2.61641686596442
P8,October,2017,Corbicula fluminea,5,-4.4976131932577,2.69369414577303
P8,October,2019,Corbicula fluminea,11,-4.20969131978806,2.38611861957481
P8,September,2010,Corbicula fluminea,7,-3.82249698117527,1.76171786231368
P8,September,2018,Corbicula fluminea,5,-3.85986137334601,1.9681707427597
P8,September,2019,Corbicula fluminea,6,-3.85864176659755,1.86373892554542
P8,September,2020,Corbicula fluminea,6,-4.20098805110309,2.24959720397536
