Lab,SampleDate,StationCode,Cells_per_mL
BSA,9/16/2014,P8,630.63
BSA,9/16/2014,P8,32162.13
BSA,9/16/2014,P8,450.45
BSA,9/16/2014,P8,7927.92
BSA,9/16/2014,P8,90.09
BSA,9/16/2014,P8,270.27
BSA,9/16/2014,P8,450.45
BSA,9/16/2014,P8,360.36
BSA,9/18/2014,D4,750.72
BSA,9/18/2014,D4,375.36
BSA,9/18/2014,D4,750.72
BSA,9/18/2014,D4,155023.68
BSA,9/18/2014,D4,750.72
BSA,9/18/2014,EZ2,375.36
BSA,9/18/2014,EZ2,375.36
BSA,9/18/2014,EZ2,375.36
BSA,9/18/2014,EZ2,375.36
BSA,9/18/2014,EZ2,750.72
BSA,9/18/2014,EZ2,750.72
BSA,9/18/2014,EZ2,153897.6
BSA,9/18/2014,EZ2,375.36
BSA,9/18/2014,EZ2,5255.04
BSA,9/18/2014,EZ2,1126.08
BSA,9/18/2014,D8,563.04
BSA,9/18/2014,D8,187.68
BSA,9/18/2014,D8,77887.2
BSA,9/19/2014,D7,136.49
BSA,9/19/2014,D7,136.49
BSA,9/19/2014,D7,136.49
BSA,9/19/2014,D7,136.49
BSA,9/19/2014,D7,682.45
BSA,9/19/2014,D7,56506.86
BSA,9/22/2014,D6,150.14
BSA,9/22/2014,D6,60956.84
BSA,9/22/2014,D6,150.14
BSA,9/22/2014,D41A,272.98
BSA,9/22/2014,D41A,52275.67
BSA,9/22/2014,D41,112.6
BSA,9/22/2014,D41,56.3
BSA,9/22/2014,D41,56.3
BSA,9/22/2014,D41,56.3
BSA,9/22/2014,D41,168.9
BSA,9/22/2014,D41,281.5
BSA,9/22/2014,D41,788.2
BSA,9/22/2014,D41,20999.9
BSA,9/22/2014,D41,225.2
BSA,9/22/2014,D41,56.3
BSA,9/22/2014,D41,56.3
BSA,9/22/2014,D41,56.3
BSA,9/26/2014,C3A,166.83
BSA,9/26/2014,C3A,166.83
BSA,9/26/2014,C3A,166.83
BSA,9/26/2014,C3A,1334.64
BSA,9/26/2014,C3A,166.83
BSA,9/26/2014,C3A,57723.18
BSA,9/26/2014,C3A,834.15
BSA,9/26/2014,C3A,6172.71
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,402.15
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,241.29
BSA,9/26/2014,C10A,321.72
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,160.86
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,160.86
BSA,9/26/2014,C10A,321.72
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,160.86
BSA,9/26/2014,C10A,241.29
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,80.43
BSA,9/26/2014,C10A,241.29
BSA,9/26/2014,C10A,160.86
BSA,9/26/2014,C10A,31206.84
BSA,9/26/2014,C10A,160.86
BSA,9/26/2014,C10A,80.43
BSA,10/1/2014,D19,173.24
BSA,10/1/2014,D19,173.24
BSA,10/1/2014,D19,173.24
BSA,10/1/2014,D19,346.48
BSA,10/1/2014,D19,173.24
BSA,10/1/2014,D19,173.24
BSA,10/1/2014,D19,692.96
BSA,10/1/2014,D19,519.72
BSA,10/1/2014,D19,3984.52
BSA,10/1/2014,D19,51105.8
BSA,10/1/2014,D19,1385.92
BSA,10/1/2014,D19,9354.96
BSA,10/1/2014,D19,173.24
BSA,10/1/2014,D19,1212.68
BSA,10/1/2014,D19,173.24
BSA,10/1/2014,D19,1905.64
BSA,10/1/2014,D28A,300.3
BSA,10/1/2014,D28A,100.1
BSA,10/1/2014,D28A,200.2
BSA,10/1/2014,D28A,100.1
BSA,10/1/2014,D28A,100.1
BSA,10/1/2014,D28A,100.1
BSA,10/1/2014,D28A,800.8
BSA,10/1/2014,D28A,900.9
BSA,10/1/2014,D28A,900.9
BSA,10/1/2014,D28A,24624.6
BSA,10/1/2014,D28A,1101.1
BSA,10/1/2014,D28A,4604.6
BSA,10/1/2014,D28A,100.1
BSA,10/1/2014,D28A,1001
BSA,10/1/2014,D28A,5205.2
BSA,10/1/2014,EZ2-SJR,180.17
BSA,10/1/2014,EZ2-SJR,180.17
BSA,10/1/2014,EZ2-SJR,360.34
BSA,10/1/2014,EZ2-SJR,540.51
BSA,10/1/2014,EZ2-SJR,180.17
BSA,10/1/2014,EZ2-SJR,180.17
BSA,10/1/2014,EZ2-SJR,180.17
BSA,10/1/2014,EZ2-SJR,360.34
BSA,10/1/2014,EZ2-SJR,180.17
BSA,10/1/2014,EZ2-SJR,1081.02
BSA,10/1/2014,EZ2-SJR,64500.86
BSA,10/1/2014,EZ2-SJR,360.34
BSA,10/1/2014,EZ2-SJR,13512.75
BSA,10/1/2014,EZ2-SJR,1261.19
BSA,10/1/2014,EZ2-SJR,2342.21
BSA,10/1/2014,EZ6-SJR,375.36
BSA,10/1/2014,EZ6-SJR,750.72
BSA,10/1/2014,EZ6-SJR,187.68
BSA,10/1/2014,EZ6-SJR,750.72
BSA,10/1/2014,EZ6-SJR,65312.64
BSA,10/1/2014,EZ6-SJR,187.68
BSA,10/1/2014,EZ6-SJR,7131.84
BSA,10/1/2014,EZ6-SJR,1126.08
BSA,10/2/2014,MD10A,350.35
BSA,10/2/2014,MD10A,250.25
BSA,10/2/2014,MD10A,50.05
BSA,10/2/2014,MD10A,50.05
BSA,10/2/2014,MD10A,50.05
BSA,10/2/2014,MD10A,250.25
BSA,10/2/2014,MD10A,100.1
BSA,10/2/2014,MD10A,300.3
BSA,10/2/2014,MD10A,700.7
BSA,10/2/2014,MD10A,150.15
BSA,10/2/2014,MD10A,50.05
BSA,10/2/2014,MD10A,14614.6
BSA,10/2/2014,MD10A,1851.85
BSA,10/2/2014,MD10A,1251.25
BSA,10/2/2014,MD10A,50.05
BSA,10/2/2014,MD10A,700.7
BSA,10/2/2014,MD10A,350.35
BSA,10/2/2014,MD10A,50.05
BSA,10/2/2014,P8,90.09
BSA,10/2/2014,P8,270.27
BSA,10/2/2014,P8,180.18
BSA,10/2/2014,P8,270.27
BSA,10/2/2014,P8,180.18
BSA,10/2/2014,P8,270.27
BSA,10/2/2014,P8,90.09
BSA,10/2/2014,P8,540.54
BSA,10/2/2014,P8,1351.35
BSA,10/2/2014,P8,630.63
BSA,10/2/2014,P8,1891.89
BSA,10/2/2014,P8,25225.2
BSA,10/2/2014,P8,2432.43
BSA,10/2/2014,P8,8378.37
BSA,10/2/2014,P8,90.09
BSA,10/2/2014,P8,540.54
BSA,10/2/2014,D26,500.48
BSA,10/2/2014,D26,250.24
BSA,10/2/2014,D26,250.24
BSA,10/2/2014,D26,750.72
BSA,10/2/2014,D26,250.24
BSA,10/2/2014,D26,250.24
BSA,10/2/2014,D26,750.72
BSA,10/2/2014,D26,500.48
BSA,10/2/2014,D26,250.24
BSA,10/2/2014,D26,500.48
BSA,10/2/2014,D26,500.48
BSA,10/2/2014,D26,82078.72
BSA,10/2/2014,D26,750.72
BSA,10/2/2014,D26,11511.04
BSA,10/2/2014,D26,250.24
BSA,10/2/2014,D26,250.24
BSA,10/2/2014,D26,500.48
BSA,10/2/2014,D26,3253.12
BSA,10/3/2014,D4,300.28
BSA,10/3/2014,D4,150.14
BSA,10/3/2014,D4,150.14
BSA,10/3/2014,D4,150.14
BSA,10/3/2014,D4,61557.4
BSA,10/3/2014,D4,3453.22
BSA,10/3/2014,D4,150.14
BSA,10/3/2014,EZ6,214.49
BSA,10/3/2014,EZ6,214.49
BSA,10/3/2014,EZ6,214.49
BSA,10/3/2014,EZ6,214.49
BSA,10/3/2014,EZ6,428.98
BSA,10/3/2014,EZ6,214.49
BSA,10/3/2014,EZ6,428.98
BSA,10/3/2014,EZ6,83865.59
BSA,10/3/2014,EZ6,214.49
BSA,10/3/2014,EZ6,1715.92
BSA,10/3/2014,EZ2,750.72
BSA,10/3/2014,EZ2,250.24
BSA,10/3/2014,EZ2,500.48
BSA,10/3/2014,EZ2,500.48
BSA,10/3/2014,EZ2,500.48
BSA,10/3/2014,EZ2,250.24
BSA,10/3/2014,EZ2,250.24
BSA,10/3/2014,EZ2,5255.04
BSA,10/3/2014,EZ2,250.24
BSA,10/3/2014,EZ2,87834.24
BSA,10/3/2014,EZ2,1000.96
BSA,10/3/2014,EZ2,7507.2
BSA,10/3/2014,EZ2,250.24
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,112.6
BSA,10/3/2014,C10A,281.5
BSA,10/3/2014,C10A,112.6
BSA,10/3/2014,C10A,112.6
BSA,10/3/2014,C10A,168.9
BSA,10/3/2014,C10A,225.2
BSA,10/3/2014,C10A,563
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,112.6
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,20831
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,56.3
BSA,10/3/2014,C10A,225.2
BSA,10/3/2014,D8,500.49
BSA,10/3/2014,D8,166.83
BSA,10/3/2014,D8,166.83
BSA,10/3/2014,D8,166.83
BSA,10/3/2014,D8,834.15
BSA,10/3/2014,D8,166.83
BSA,10/3/2014,D8,69234.45
BSA,10/3/2014,D8,333.66
BSA,10/3/2014,D8,333.66
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,300.28
BSA,10/3/2014,C3A,2101.96
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,1501.4
BSA,10/3/2014,C3A,450.42
BSA,10/3/2014,C3A,150.14
BSA,10/3/2014,C3A,55852.08
BSA,10/3/2014,C3A,1501.4
BSA,10/6/2014,D7,166.83
BSA,10/6/2014,D7,166.83
BSA,10/6/2014,D7,166.83
BSA,10/6/2014,D7,71736.9
BSA,10/6/2014,D7,333.66
BSA,10/7/2014,D6,300.28
BSA,10/7/2014,D6,150.14
BSA,10/7/2014,D6,150.14
BSA,10/7/2014,D6,150.14
BSA,10/7/2014,D6,150.14
BSA,10/7/2014,D6,300.28
BSA,10/7/2014,D6,64710.34
BSA,10/7/2014,D6,150.14
BSA,10/7/2014,D41,168.9
BSA,10/7/2014,D41,56.3
BSA,10/7/2014,D41,56.3
BSA,10/7/2014,D41,56.3
BSA,10/7/2014,D41,337.8
BSA,10/7/2014,D41,56.3
BSA,10/7/2014,D41,112.6
BSA,10/7/2014,D41,112.6
BSA,10/7/2014,D41,23195.6
BSA,10/7/2014,D41,56.3
BSA,10/7/2014,D41A,214.49
BSA,10/7/2014,D41A,214.49
BSA,10/7/2014,D41A,214.49
BSA,10/7/2014,D41A,2144.9
BSA,10/7/2014,D41A,214.49
BSA,10/7/2014,D41A,214.49
BSA,10/7/2014,D41A,83436.61
BSA,11/12/2014,EZ2-SJR,128.69
BSA,11/12/2014,EZ2-SJR,128.69
BSA,11/12/2014,EZ2-SJR,772.14
BSA,11/12/2014,EZ2-SJR,514.76
BSA,11/12/2014,EZ2-SJR,128.69
BSA,11/12/2014,EZ2-SJR,128.69
BSA,11/12/2014,EZ2-SJR,45942.33
BSA,11/12/2014,EZ2-SJR,1415.59
BSA,11/12/2014,EZ2-SJR,643.45
BSA,11/12/2014,EZ2-SJR,5018.91
BSA,11/12/2014,EZ6-SJR,300.29
BSA,11/12/2014,EZ6-SJR,300.29
BSA,11/12/2014,EZ6-SJR,600.58
BSA,11/12/2014,EZ6-SJR,600.58
BSA,11/12/2014,EZ6-SJR,114710.78
BSA,11/12/2014,EZ6-SJR,1801.74
BSA,11/12/2014,EZ6-SJR,300.29
BSA,11/12/2014,EZ6-SJR,1201.16
BSA,11/12/2014,EZ6-SJR,34833.64
BSA,11/12/2014,D19,187.68
BSA,11/12/2014,D19,375.36
BSA,11/12/2014,D19,187.68
BSA,11/12/2014,D19,187.68
BSA,11/12/2014,D19,1501.44
BSA,11/12/2014,D19,375.36
BSA,11/12/2014,D19,187.68
BSA,11/12/2014,D19,187.68
BSA,11/12/2014,D19,49735.2
BSA,11/12/2014,D19,1313.76
BSA,11/12/2014,D19,187.68
BSA,11/12/2014,D19,20457.12
BSA,11/12/2014,D19,187.68
BSA,11/12/2014,D28A,39.51
BSA,11/12/2014,D28A,39.51
BSA,11/12/2014,D28A,39.51
BSA,11/12/2014,D28A,39.51
BSA,11/12/2014,D28A,908.73
BSA,11/12/2014,D28A,434.61
BSA,11/12/2014,D28A,395.1
BSA,11/12/2014,D28A,39.51
BSA,11/12/2014,D28A,118.53
BSA,11/12/2014,D28A,158.04
BSA,11/12/2014,D28A,39.51
BSA,11/12/2014,D28A,10825.74
BSA,11/12/2014,D28A,671.67
BSA,11/12/2014,D28A,39.51
BSA,11/12/2014,D28A,1580.4
BSA,11/12/2014,D28A,829.71
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,772.14
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,514.76
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,128.69
BSA,11/13/2014,D26,43754.6
BSA,11/13/2014,D26,10166.51
BSA,11/13/2014,MD10A,45.04
BSA,11/13/2014,MD10A,405.36
BSA,11/13/2014,MD10A,45.04
BSA,11/13/2014,MD10A,45.04
BSA,11/13/2014,MD10A,135.12
BSA,11/13/2014,MD10A,45.04
BSA,11/13/2014,MD10A,90.08
BSA,11/13/2014,MD10A,90.08
BSA,11/13/2014,MD10A,90.08
BSA,11/13/2014,MD10A,945.84
BSA,11/13/2014,MD10A,630.56
BSA,11/13/2014,MD10A,45.04
BSA,11/13/2014,MD10A,45.04
BSA,11/13/2014,MD10A,13962.4
BSA,11/13/2014,MD10A,405.36
BSA,11/13/2014,MD10A,45.04
BSA,11/13/2014,MD10A,2792.48
BSA,11/13/2014,P8,300.29
BSA,11/13/2014,P8,1201.16
BSA,11/13/2014,P8,300.29
BSA,11/13/2014,P8,600.58
BSA,11/13/2014,P8,300.29
BSA,11/13/2014,P8,300.29
BSA,11/13/2014,P8,148643.55
BSA,11/13/2014,P8,19218.56
BSA,11/14/2014,EZ2,428.98
BSA,11/14/2014,EZ2,214.49
BSA,11/14/2014,EZ2,643.47
BSA,11/14/2014,EZ2,51477.6
BSA,11/14/2014,EZ2,214.49
BSA,11/14/2014,EZ2,40324.12
BSA,11/14/2014,EZ6,250.24
BSA,11/14/2014,EZ6,87834.24
BSA,11/14/2014,EZ6,500.48
BSA,11/14/2014,EZ6,12762.24
BSA,11/14/2014,D4,187.68
BSA,11/14/2014,D4,187.68
BSA,11/14/2014,D4,187.68
BSA,11/14/2014,D4,187.68
BSA,11/14/2014,D4,69816.96
BSA,11/14/2014,D4,11448.48
BSA,11/14/2014,D8,214.49
BSA,11/14/2014,D8,214.49
BSA,11/14/2014,D8,643.47
BSA,11/14/2014,D8,84080.08
BSA,11/14/2014,D8,214.49
BSA,11/14/2014,D8,13298.38
BSA,11/14/2014,C3A,428.98
BSA,11/14/2014,C3A,428.98
BSA,11/14/2014,C3A,214.49
BSA,11/14/2014,C3A,214.49
BSA,11/14/2014,C3A,214.49
BSA,11/14/2014,C3A,214.49
BSA,11/14/2014,C3A,1286.94
BSA,11/14/2014,C3A,67778.84
BSA,11/14/2014,C3A,214.49
BSA,11/14/2014,C3A,17588.18
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,402.15
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,1689.03
BSA,11/14/2014,C10A,482.58
BSA,11/14/2014,C10A,160.86
BSA,11/14/2014,C10A,160.86
BSA,11/14/2014,C10A,241.29
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,160.86
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,321.72
BSA,11/14/2014,C10A,1849.89
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,160.86
BSA,11/14/2014,C10A,80.43
BSA,11/14/2014,C10A,28150.5
BSA,11/14/2014,C10A,241.29
BSA,11/17/2014,D6,62.56
BSA,11/17/2014,D6,62.56
BSA,11/17/2014,D6,62.56
BSA,11/17/2014,D6,250.24
BSA,11/17/2014,D6,250.24
BSA,11/17/2014,D6,24085.6
BSA,11/17/2014,D6,62.56
BSA,11/17/2014,D6,2001.92
BSA,11/17/2014,D6,62.56
BSA,11/17/2014,D7,214.49
BSA,11/17/2014,D7,214.49
BSA,11/17/2014,D7,214.49
BSA,11/17/2014,D7,214.49
BSA,11/17/2014,D7,76787.42
BSA,11/17/2014,D7,10510.01
BSA,11/18/2014,D41,180.18
BSA,11/18/2014,D41,90.09
BSA,11/18/2014,D41,180.18
BSA,11/18/2014,D41,270.27
BSA,11/18/2014,D41,270.27
BSA,11/18/2014,D41,90.09
BSA,11/18/2014,D41,450.45
BSA,11/18/2014,D41,90.09
BSA,11/18/2014,D41,90.09
BSA,11/18/2014,D41,39819.78
BSA,11/18/2014,D41,6486.48
BSA,11/18/2014,D41,90.09
BSA,11/18/2014,D41A,250.24
BSA,11/18/2014,D41A,98344.32
BSA,11/18/2014,D41A,750.72
BSA,11/18/2014,D41A,23522.56
BSA,12/17/2014,D8,300.29
BSA,12/17/2014,D8,600.58
BSA,12/17/2014,D8,129725.28
BSA,12/17/2014,D8,13813.34
BSA,12/17/2014,EZ2,1801.72
BSA,12/17/2014,EZ2,6306.02
BSA,12/17/2014,EZ2,3603.44
BSA,12/17/2014,EZ2,497274.72
BSA,12/17/2014,EZ2,57655.04
BSA,12/19/2014,D41A,300.29
BSA,12/19/2014,D41A,300.29
BSA,12/19/2014,D41A,300.29
BSA,12/19/2014,D41A,146241.23
BSA,12/19/2014,D41A,26425.52
BSA,12/19/2014,D41A,300.29
BSA,12/19/2014,D41,75.07
BSA,12/19/2014,D41,300.28
BSA,12/19/2014,D41,75.07
BSA,12/19/2014,D41,75.07
BSA,12/19/2014,D41,150.14
BSA,12/19/2014,D41,28901.95
BSA,12/19/2014,D41,4278.99
BSA,12/19/2014,D41,75.07
BSA,12/19/2014,D41,150.14
BSA,1/12/2015,C3A,166.83
BSA,1/12/2015,C3A,166.83
BSA,1/12/2015,C3A,333.66
BSA,1/12/2015,C3A,166.83
BSA,1/12/2015,C3A,500.49
BSA,1/12/2015,C3A,333.66
BSA,1/12/2015,C3A,67732.98
BSA,1/12/2015,C3A,166.83
BSA,1/12/2015,C3A,3837.09
BSA,1/12/2015,C10A,112.61
BSA,1/12/2015,C10A,225.22
BSA,1/12/2015,C10A,563.05
BSA,1/12/2015,C10A,112.61
BSA,1/12/2015,C10A,112.61
BSA,1/12/2015,C10A,112.61
BSA,1/12/2015,C10A,450.44
BSA,1/12/2015,C10A,225.22
BSA,1/12/2015,C10A,112.61
BSA,1/12/2015,C10A,337.83
BSA,1/12/2015,C10A,112.61
BSA,1/12/2015,C10A,112.61
BSA,1/12/2015,C10A,337.83
BSA,1/12/2015,C10A,112.61
BSA,1/12/2015,C10A,46958.37
BSA,1/12/2015,C10A,1238.71
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,225.21
BSA,1/14/2015,D19,675.63
BSA,1/14/2015,D19,188050.35
BSA,1/14/2015,D19,13062.18
BSA,1/14/2015,D28A,300.28
BSA,1/14/2015,D28A,300.28
BSA,1/14/2015,D28A,150.14
BSA,1/14/2015,D28A,150.14
BSA,1/14/2015,D28A,300.28
BSA,1/14/2015,D28A,450.42
BSA,1/14/2015,D28A,68764.12
BSA,1/14/2015,D28A,4203.92
BSA,1/15/2015,MD10A,50.05
BSA,1/15/2015,MD10A,50.05
BSA,1/15/2015,MD10A,50.05
BSA,1/15/2015,MD10A,50.05
BSA,1/15/2015,MD10A,50.05
BSA,1/15/2015,MD10A,100.1
BSA,1/15/2015,MD10A,450.45
BSA,1/15/2015,MD10A,19419.4
BSA,1/15/2015,MD10A,50.05
BSA,1/15/2015,MD10A,950.95
BSA,1/15/2015,P8,375.36
BSA,1/15/2015,P8,187.68
BSA,1/15/2015,P8,187.68
BSA,1/15/2015,P8,187.68
BSA,1/15/2015,P8,750.72
BSA,1/15/2015,P8,563.04
BSA,1/15/2015,P8,187.68
BSA,1/15/2015,P8,65124.96
BSA,1/15/2015,P8,187.68
BSA,1/15/2015,P8,14263.68
BSA,1/15/2015,D26,360.34
BSA,1/15/2015,D26,180.17
BSA,1/15/2015,D26,180.17
BSA,1/15/2015,D26,360.34
BSA,1/15/2015,D26,180.17
BSA,1/15/2015,D26,180.17
BSA,1/15/2015,D26,180.17
BSA,1/15/2015,D26,540.51
BSA,1/15/2015,D26,360.34
BSA,1/15/2015,D26,82878.2
BSA,1/15/2015,D26,180.17
BSA,1/15/2015,D26,4143.91
BSA,1/16/2015,EZ6,136.49
BSA,1/16/2015,EZ6,136.49
BSA,1/16/2015,EZ6,136.49
BSA,1/16/2015,EZ6,955.43
BSA,1/16/2015,EZ6,55960.9
BSA,1/16/2015,EZ6,955.43
BSA,1/16/2015,D4,187.68
BSA,1/16/2015,D4,375.36
BSA,1/16/2015,D4,187.68
BSA,1/16/2015,D4,187.68
BSA,1/16/2015,D4,67752.48
BSA,1/16/2015,D4,8820.96
BSA,1/16/2015,EZ2,600.58
BSA,1/16/2015,EZ2,179273.13
BSA,1/16/2015,EZ2,12612.18
BSA,1/16/2015,D8,187.68
BSA,1/16/2015,D8,187.68
BSA,1/16/2015,D8,187.68
BSA,1/16/2015,D8,187.68
BSA,1/16/2015,D8,187.68
BSA,1/16/2015,D8,375.36
BSA,1/16/2015,D8,65875.68
BSA,1/16/2015,D8,9008.64
BSA,1/20/2015,D7,214.49
BSA,1/20/2015,D7,214.49
BSA,1/20/2015,D7,214.49
BSA,1/20/2015,D7,214.49
BSA,1/20/2015,D7,214.49
BSA,1/20/2015,D7,76787.42
BSA,1/20/2015,D7,428.98
BSA,1/20/2015,D7,10938.99
BSA,1/21/2015,D41,250.24
BSA,1/21/2015,D41,250.24
BSA,1/21/2015,D41,250.24
BSA,1/21/2015,D41,88334.72
BSA,1/21/2015,D41,21270.4
BSA,1/21/2015,D41A,375.36
BSA,1/21/2015,D41A,125.12
BSA,1/21/2015,D41A,125.12
BSA,1/21/2015,D41A,125.12
BSA,1/21/2015,D41A,250.24
BSA,1/21/2015,D41A,61684.16
BSA,1/21/2015,D41A,6381.12
BSA,1/21/2015,D41A,125.12
BSA,1/21/2015,D6,250.24
BSA,1/21/2015,D6,61559.04
BSA,1/21/2015,D6,50798.72
BSA,2/11/2015,D28A,450.42
BSA,2/11/2015,D28A,300.28
BSA,2/11/2015,D28A,150.14
BSA,2/11/2015,D28A,750.7
BSA,2/11/2015,D28A,600.56
BSA,2/11/2015,D28A,150.14
BSA,2/11/2015,D28A,150.14
BSA,2/11/2015,D28A,450.42
BSA,2/11/2015,D28A,600.56
BSA,2/11/2015,D28A,750.7
BSA,2/11/2015,D28A,150.14
BSA,2/11/2015,D28A,150.14
BSA,2/11/2015,D28A,59755.72
BSA,2/11/2015,D28A,7356.86
BSA,2/11/2015,D19,225.21
BSA,2/11/2015,D19,675.63
BSA,2/11/2015,D19,225.21
BSA,2/11/2015,D19,450.42
BSA,2/11/2015,D19,225.21
BSA,2/11/2015,D19,225.21
BSA,2/11/2015,D19,225.21
BSA,2/11/2015,D19,450.42
BSA,2/11/2015,D19,225.21
BSA,2/11/2015,D19,450.42
BSA,2/11/2015,D19,225.21
BSA,2/11/2015,D19,81075.6
BSA,2/11/2015,D19,225.21
BSA,2/11/2015,D19,15089.07
BSA,2/12/2015,MD10A,180.18
BSA,2/12/2015,MD10A,90.09
BSA,2/12/2015,MD10A,90.09
BSA,2/12/2015,MD10A,90.09
BSA,2/12/2015,MD10A,90.09
BSA,2/12/2015,MD10A,90.09
BSA,2/12/2015,MD10A,180.18
BSA,2/12/2015,MD10A,90.09
BSA,2/12/2015,MD10A,180.18
BSA,2/12/2015,MD10A,360.36
BSA,2/12/2015,MD10A,71441.37
BSA,2/12/2015,MD10A,180.18
BSA,2/12/2015,P8,450.43
BSA,2/12/2015,P8,450.43
BSA,2/12/2015,P8,450.43
BSA,2/12/2015,P8,6306.02
BSA,2/12/2015,P8,226115.86
BSA,2/12/2015,P8,1351.29
BSA,2/12/2015,D26,450.43
BSA,2/12/2015,D26,450.43
BSA,2/12/2015,D26,450.43
BSA,2/12/2015,D26,450.43
BSA,2/12/2015,D26,450.43
BSA,2/12/2015,D26,450.43
BSA,2/12/2015,D26,450.43
BSA,2/12/2015,D26,490067.84
BSA,2/12/2015,D26,450.43
BSA,2/12/2015,D26,13963.33
BSA,2/13/2015,D8,300.29
BSA,2/13/2015,D8,600.58
BSA,2/13/2015,D8,300.29
BSA,2/13/2015,D8,2702.61
BSA,2/13/2015,D8,203596.62
BSA,2/13/2015,D8,24323.49
BSA,2/13/2015,D4,900.86
BSA,2/13/2015,D4,900.86
BSA,2/13/2015,D4,900.86
BSA,2/13/2015,D4,900.86
BSA,2/13/2015,D4,900.86
BSA,2/13/2015,D4,445024.84
BSA,2/13/2015,D4,44142.14
BSA,2/13/2015,EZ2,450.43
BSA,2/13/2015,EZ2,450.43
BSA,2/13/2015,EZ2,450.43
BSA,2/13/2015,EZ2,216206.4
BSA,2/13/2015,EZ2,10359.89
BSA,2/13/2015,EZ6,300.29
BSA,2/13/2015,EZ6,300.29
BSA,2/13/2015,EZ6,300.29
BSA,2/13/2015,EZ6,300.29
BSA,2/13/2015,EZ6,300.29
BSA,2/13/2015,EZ6,300.29
BSA,2/13/2015,EZ6,300.29
BSA,2/13/2015,EZ6,136932.24
BSA,2/13/2015,EZ6,11110.73
BSA,2/17/2015,D7,300.29
BSA,2/17/2015,D7,600.58
BSA,2/17/2015,D7,300.29
BSA,2/17/2015,D7,246538.09
BSA,2/17/2015,D7,300.29
BSA,2/17/2015,D7,37235.96
BSA,2/17/2015,C3A,300.29
BSA,2/17/2015,C3A,300.29
BSA,2/17/2015,C3A,600.58
BSA,2/17/2015,C3A,300.29
BSA,2/17/2015,C3A,600.58
BSA,2/17/2015,C3A,300.29
BSA,2/17/2015,C3A,185879.51
BSA,2/17/2015,C3A,600.58
BSA,2/17/2015,C3A,900.87
BSA,2/17/2015,C3A,6906.67
BSA,2/17/2015,C10A,112.61
BSA,2/17/2015,C10A,112.61
BSA,2/17/2015,C10A,4504.4
