MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,10,10,7,,,i,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,cylinder,95.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,16.7,,,i,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,prism on parallelogram,74.82,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,923,Staurosira cf. venter,Diatom,Staurosira,venter,,1,1,13,,,i,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,elliptic prism,114.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,18,18,2.6,,,i,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,sphere,6.37,,,,,,,,,
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,8,8,13.4,,,i,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,cone + half sphere,875.68,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,4,4,5.6,,,i,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,cone + half sphere,63,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,327,654,0.8,0.8,0.8,c,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,33,40,5.7,,,c,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,sphere,54.36,,,,,,,,,
Phyto,7/26/2022,14:10,E0722B1632,NZ002,3,64,3,4.69%,0.0683,314.159,1.6392,24,63.88,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,8,8,9.5,,,i,BSA.07-26,AB,Low sediment.,cylinder,151.6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,14:10,E0722B1632,NZ002,3,64,3,4.69%,0.0683,314.159,1.6392,24,63.88,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,1,1,22.4,,,i,BSA.07-26,AB,Low sediment.,prolate spheroid + 2 cylinders,76.93,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,14:10,E0722B1632,NZ002,3,64,3,4.69%,0.0683,314.159,1.6392,24,63.88,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,5.6,,,i,BSA.07-26,AB,Low sediment.,sphere,79.17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,14:10,E0722B1632,NZ002,3,64,3,4.69%,0.0683,314.159,1.6392,24,63.88,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,28,28,2.7,,,i,BSA.07-26,AB,Low sediment.,sphere,5.58,,,,,,,,,
Phyto,7/26/2022,14:10,E0722B1632,NZ002,3,64,3,4.69%,0.0683,314.159,1.6392,24,63.88,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,6,,,i,BSA.07-26,AB,Low sediment.,2 cones,5.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,14:10,E0722B1632,NZ002,3,64,3,4.69%,0.0683,314.159,1.6392,24,63.88,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.07-26,AB,Low sediment.,cone + half sphere,330.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,14:10,E0722B1632,NZ002,3,64,3,4.69%,0.0683,314.159,1.6392,24,63.88,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,6,6,5.8,,,i,BSA.07-26,AB,Low sediment.,cone + half sphere,80.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,14:10,E0722B1632,NZ002,3,64,3,4.69%,0.0683,314.159,1.6392,24,63.88,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,367,734,0.8,0.8,0.8,c,BSA.07-26,AB,Low sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/26/2022,14:30,E0722B1633,NZ004,3,63,4,6.35%,0.0683,314.159,1.2294,18,63.88,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,11.1,,,i,BSA.07-27,CB,,cylinder,138.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,14:30,E0722B1633,NZ004,3,63,4,6.35%,0.0683,314.159,1.2294,18,63.88,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,402,804,0.8,0.8,0.8,c,BSA.07-27,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,2071,Aulacoseira pusilla,Diatom,Aulacoseira,pusilla,,2,2,7.6,,,i,BSA.07-28,AB,Moderate sediment and detritus.,cylinder,276.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,9.3,,,i,BSA.07-28,AB,Moderate sediment and detritus.,cylinder,165.48,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,16.7,,,i,BSA.07-28,AB,Moderate sediment and detritus.,prism on parallelogram,69.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,923,Staurosira venter,Diatom,Staurosira,venter,,1,1,9.3,,,i,BSA.07-28,AB,Moderate sediment and detritus.,elliptic prism,81.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,999,Tryblionella sp.,Diatom,Tryblionella,sp.,,2,2,44.4,,,i,BSA.07-28,AB,Moderate sediment and detritus.,elliptic prism,1708.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,14,14,2.6,,,i,BSA.07-28,AB,Moderate sediment and detritus.,sphere,6.37,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.2,,,i,BSA.07-28,AB,Moderate sediment and detritus.,cylinder + 2 cones,5.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,16.7,,,i,BSA.07-28,AB,Moderate sediment and detritus.,cone + half sphere,2029.77,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.5,,,i,BSA.07-28,AB,Moderate sediment and detritus.,cone + half sphere,218.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,11:45,E0722B1506,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,378,756,0.8,0.8,0.8,c,BSA.07-28,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
