MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,GALD,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Organisms per mL,Total Cells Counted,Number of cells per unit
Phyto,2017-05-24T00:00:00Z,13:00:00,NZ002,61,0.5,0.82%,0.0697,314.159,0.348732495,5,1801.72,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,1,i,NA,BSA.05-22,DTK,Low sediment and moderate detritus. Broken diatoms observed.,cylinder,20.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7,NA
Phyto,2017-05-24T00:00:00Z,13:00:00,NZ002,61,0.5,0.82%,0.0697,314.159,0.348732495,5,1801.72,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,14,i,NA,BSA.05-22,DTK,Low sediment and moderate detritus. Broken diatoms observed.,sphere,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1.9,NA
Phyto,2017-05-24T00:00:00Z,13:00:00,NZ002,61,0.5,0.82%,0.0697,314.159,0.348732495,5,1801.72,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,NA,2,i,NA,BSA.05-22,DTK,Obscured by detritus. Low sediment and moderate detritus. Broken diatoms observed.,prolate spheroid,954.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14.8,NA
Phyto,2017-05-24T00:00:00Z,13:00:00,NZ002,61,0.5,0.82%,0.0697,314.159,0.348732495,5,1801.72,1364,cf. Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,2,i,NA,BSA.05-22,DTK,Low sediment and moderate detritus. Broken diatoms observed.,cone + half sphere,378.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10.2,NA
Phyto,2017-05-24T00:00:00Z,13:00:00,NZ002,61,0.5,0.82%,0.0697,314.159,0.348732495,5,1801.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,411,c,NA,BSA.05-22,DTK,Low sediment and moderate detritus. Broken diatoms observed.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,825,0.65,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,2,i,NA,BSA.05-24,DTK,Girdle view. Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,cylinder,491.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,3,i,NA,BSA.05-24,DTK,Fragment. Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,cylinder,122.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.5,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,988,cf. Thalassiosira spp.,Diatom,Thalassiosira,spp.,NA,2,i,NA,BSA.05-24,DTK,Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,cylinder,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,26,i,NA,BSA.05-24,DTK,Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,sphere,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1.9,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,NA,3,i,NA,BSA.05-24,DTK,Obscured by detritus. Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,prolate spheroid,372.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,i,NA,BSA.05-24,DTK,Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,cone + half sphere,408.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.2,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,1,i,NA,BSA.05-24,DTK,Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,cone + half sphere,902.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,540,c,NA,BSA.05-24,DTK,Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,1086,0.65,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,1691,Thalassiosira tenera,Diatom,Thalassiosira,tenera,NA,1,i,NA,BSA.05-24,DTK,Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,cylinder,1273.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14.8,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,NA,1,f,NA,BSA.05-24,DTK,Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,cylinder,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.9,NA
Phyto,2017-05-24T00:00:00Z,13:50:00,NZ004,59,1,1.69%,0.0697,314.159,0.348732495,5,900.86,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,NA,5,i,NA,BSA.05-24,DTK,Low sediment and high detritus. Sample contains mucilaginous detritus. Broken diatoms observed.,cylinder + 2 cones,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.7,NA
Phyto,2017-05-24T00:00:00Z,12:15:00,NZ325,60,0.5,0.83%,0.0697,314.159,0.418478994,6,1501.43,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,i,NA,BSA.05-08,DTK,Fragment. Low sediment and detritus. Sample contains mucilaginous detritus.,prism on parallelogram,83.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA
Phyto,2017-05-24T00:00:00Z,12:15:00,NZ325,60,0.5,0.83%,0.0697,314.159,0.418478994,6,1501.43,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,5,i,NA,BSA.05-08,DTK,Low sediment and detritus. Sample contains mucilaginous detritus.,sphere,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.9,NA
Phyto,2017-05-24T00:00:00Z,12:15:00,NZ325,60,0.5,0.83%,0.0697,314.159,0.418478994,6,1501.43,1368,Rhodomonas sp.,Soft Body,Rhodomonas,sp.,NA,1,i,NA,BSA.05-08,DTK,Obscured by detritus. Low sediment and detritus. Sample contains mucilaginous detritus.,cone + half sphere,596.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.1,NA
Phyto,2017-05-24T00:00:00Z,12:15:00,NZ325,60,0.5,0.83%,0.0697,314.159,0.418478994,6,1501.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,458,c,NA,BSA.05-08,DTK,Low sediment and detritus. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,929,0.65,NA
Phyto,2017-06-12T00:00:00Z,8:45:00,C10A,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,i,NA,BSA.06-08,KS,NA,cylinder,122.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.5,NA
Phyto,2017-06-12T00:00:00Z,8:45:00,C10A,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,NA,1,i,NA,BSA.06-08,KS,NA,prism on parallelogram,268.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25.9,NA
Phyto,2017-06-12T00:00:00Z,8:45:00,C10A,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,NA,1,i,NA,BSA.06-08,KS,NA,sphere,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7,NA
Phyto,2017-06-12T00:00:00Z,8:45:00,C10A,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,417,c,NA,BSA.06-08,KS,NA,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,1019,0.65,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,NA,3,i,NA,BSA.06-06,DTK,High sediment and moderate detritus. Broken diatoms observed.,elliptic prism,94.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14.8,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,2,i,NA,BSA.06-06,DTK,High sediment and moderate detritus. Broken diatoms observed.,cylinder,159.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.4,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,720,Nitzschia linearis,Diatom,Nitzschia,linearis,NA,1,i,NA,BSA.06-06,DTK,High sediment and moderate detritus. Broken diatoms observed.,prism on parallelogram,246.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,64.8,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,1,i,NA,BSA.06-06,DTK,Obscured by detritus. High sediment and moderate detritus. Broken diatoms observed.,cylinder,78.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,21,i,NA,BSA.06-06,DTK,High sediment and moderate detritus. Broken diatoms observed.,sphere,11.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2.8,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,568,c,NA,BSA.06-06,DTK,High sediment and moderate detritus. Broken diatoms observed.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,1148,0.65,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,2,i,NA,BSA.06-06,DTK,High sediment and moderate detritus. Broken diatoms observed.,cone + half sphere,102.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.5,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,NA,4,i,NA,BSA.06-06,DTK,High sediment and moderate detritus. Broken diatoms observed.,cylinder + 2 cones,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.7,NA
Phyto,2017-06-12T00:00:00Z,7:15:00,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1843,Chrysococcus cf. rufescens,Soft Body,Chrysococcus,rufescens,NA,1,i,NA,BSA.06-06,DTK,High sediment and moderate detritus. Broken diatoms observed.,prolate spheroid,266.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.3,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,74,cf. Amphora sp.,Diatom,Amphora,sp.,NA,2,i,NA,BSA.06-11,DTK,Obscured by detritus. High sediment and moderate detritus. Broken diatoms observed.,cymbelloid,230.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16.7,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,3,i,NA,BSA.06-11,DTK,High sediment and moderate detritus. Broken diatoms observed.,cylinder,240.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.4,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,NA,2,i,NA,BSA.06-11,DTK,High sediment and moderate detritus. Broken diatoms observed.,prism on parallelogram,27.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10.2,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,33,i,NA,BSA.06-11,DTK,High sediment and moderate detritus. Broken diatoms observed.,sphere,11.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2.8,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,1115,Kirchneriella sp.,Soft Body,Kirchneriella,sp.,NA,1,c,NA,BSA.06-11,DTK,High sediment and moderate detritus. Broken diatoms observed.,2 cones,9.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.3,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,1269,Tetraedron caudatum,Soft Body,Tetraedron,caudatum,NA,1,i,NA,BSA.06-11,DTK,High sediment and moderate detritus. Broken diatoms observed.,box,153.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.4,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,NA,6,i,NA,BSA.06-11,DTK,High sediment and moderate detritus. Broken diatoms observed.,cone + half sphere,45.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.6,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,NA,4,i,NA,BSA.06-11,DTK,Obscured by detritus. High sediment and moderate detritus. Broken diatoms observed.,prolate spheroid,424.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14.8,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,507,c,NA,BSA.06-11,DTK,High sediment and moderate detritus. Broken diatoms observed.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,1026,0.65,NA
Phyto,2017-06-13T00:00:00Z,7:45:00,C3A,61,2,3.28%,0.0697,314.159,0.348732495,5,450.43,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,11,i,NA,BSA.06-11,DTK,High sediment and moderate detritus. Broken diatoms observed.,cone + half sphere,159.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.4,NA
Phyto,2017-06-14T00:00:00Z,7:40:00,D22,59,1,1.69%,0.0697,314.159,0.557971992,8,563.04,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,NA,2,i,NA,BSA.06-22,DTK,Low sediment and detritus.,elliptic prism,52.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.5,NA
Phyto,2017-06-14T00:00:00Z,7:40:00,D22,59,1,1.69%,0.0697,314.159,0.557971992,8,563.04,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,2,i,NA,BSA.06-22,DTK,Fragment. Low sediment and detritus.,prism on parallelogram,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.9,NA
Phyto,2017-06-14T00:00:00Z,7:40:00,D22,59,1,1.69%,0.0697,314.159,0.557971992,8,563.04,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,32,i,NA,BSA.06-22,DTK,Low sediment and detritus.,sphere,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3.7,NA
Phyto,2017-06-14T00:00:00Z,7:40:00,D22,59,1,1.69%,0.0697,314.159,0.557971992,8,563.04,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,NA,4,i,NA,BSA.06-22,DTK,Low sediment and detritus.,2 cones,59.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.3,NA
Phyto,2017-06-14T00:00:00Z,7:40:00,D22,59,1,1.69%,0.0697,314.159,0.557971992,8,563.04,1364,cf. Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,3,i,NA,BSA.06-22,DTK,Low sediment and detritus.,cone + half sphere,294.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,NA
Phyto,2017-06-14T00:00:00Z,7:40:00,D22,59,1,1.69%,0.0697,314.159,0.557971992,8,563.04,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,366,c,NA,BSA.06-22,DTK,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,822,0.65,NA
Phyto,2017-06-14T00:00:00Z,7:40:00,D22,59,1,1.69%,0.0697,314.159,0.557971992,8,563.04,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,NA,13,i,NA,BSA.06-22,DTK,Low sediment and detritus.,cylinder + 2 cones,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3.7,NA
Phyto,2017-06-14T00:00:00Z,6:50:00,D4,60,1.5,2.50%,0.0697,314.159,0.348732495,5,600.57,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,2,i,NA,BSA.06-12,DTK,High sediment and moderate detritus.,cylinder,68.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.6,NA
Phyto,2017-06-14T00:00:00Z,6:50:00,D4,60,1.5,2.50%,0.0697,314.159,0.348732495,5,600.57,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,i,NA,BSA.06-12,DTK,Fragment. High sediment and moderate detritus.,prism on parallelogram,33.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.6,NA
Phyto,2017-06-14T00:00:00Z,6:50:00,D4,60,1.5,2.50%,0.0697,314.159,0.348732495,5,600.57,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,20,i,NA,BSA.06-12,DTK,High sediment and moderate detritus.,sphere,11.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2.8,NA
Phyto,2017-06-14T00:00:00Z,6:50:00,D4,60,1.5,2.50%,0.0697,314.159,0.348732495,5,600.57,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,453,c,NA,BSA.06-12,DTK,High sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,918,0.65,NA
Phyto,2017-06-14T00:00:00Z,6:50:00,D4,60,1.5,2.50%,0.0697,314.159,0.348732495,5,600.57,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,NA,1,i,NA,BSA.06-12,DTK,High sediment and moderate detritus.,2 cones,10.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2017-06-14T00:00:00Z,6:50:00,D4,60,1.5,2.50%,0.0697,314.159,0.348732495,5,600.57,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,NA,12,i,NA,BSA.06-12,DTK,High sediment and moderate detritus.,cylinder + 2 cones,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3.7,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,i,NA,BSA.06-24,DTK,Fragment. Low sediment and detritus.,prism on parallelogram,84.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.2,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,i,NA,BSA.06-24,DTK,Girdle view. Low sediment and detritus.,prism on parallelogram,268.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25.9,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,895,Skeletonema sp.,Diatom,Skeletonema,sp.,NA,2,i,NA,BSA.06-24,DTK,Low sediment and detritus.,cylinder + 2 half spheres,69.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.5,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,4,i,NA,BSA.06-24,DTK,Low sediment and detritus.,cylinder,279.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7.4,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,13,i,NA,BSA.06-24,DTK,Low sediment and detritus.,sphere,113.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,NA,2,i,NA,BSA.06-24,DTK,Low sediment and detritus.,cone + half sphere,50.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.6,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,4,i,NA,BSA.06-24,DTK,Low sediment and detritus.,cone + half sphere,545.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11.1,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,405,c,NA,BSA.06-24,DTK,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,844,0.65,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,1545,cf. Euglena sp.,Soft Body,Euglena,sp.,NA,1,i,NA,BSA.06-24,DTK,Low sediment and detritus.,half ellipsoid + cone on an elliptic base,1230.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18.5,NA
Phyto,2017-06-14T00:00:00Z,8:25:00,NZ068,61,2,3.28%,0.0697,314.159,0.488225493,7,321.74,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,6,i,NA,BSA.06-24,DTK,Low sediment and detritus.,cone + half sphere,68.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.6,NA
Phyto,2017-06-15T00:00:00Z,6:45:00,D12,60,1,1.67%,0.0697,314.159,0.767211489,11,409.48,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,3,i,NA,BSA.06-17,KS,NA,cylinder,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.6,NA
Phyto,2017-06-15T00:00:00Z,6:45:00,D12,60,1,1.67%,0.0697,314.159,0.767211489,11,409.48,1037,Chlorella sp.,Soft Body,Chlorella,sp.,NA,4,i,NA,BSA.06-17,KS,NA,sphere,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.7,NA
Phyto,2017-06-15T00:00:00Z,6:45:00,D12,60,1,1.67%,0.0697,314.159,0.767211489,11,409.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,417,c,NA,BSA.06-17,KS,NA,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,1106,0.65,NA
Phyto,2017-06-15T00:00:00Z,6:45:00,D12,60,1,1.67%,0.0697,314.159,0.767211489,11,409.48,1519,Snowella sp.,Soft Body,Snowella,sp.,NA,1,c,NA,BSA.06-17,KS,NA,sphere,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.9,NA
Phyto,2017-06-15T00:00:00Z,7:50:00,D19,62,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1037,Chlorella sp.,Soft Body,Chlorella,sp.,NA,2,i,NA,BSA.06-07,KS,NA,sphere,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7,NA
Phyto,2017-06-15T00:00:00Z,7:50:00,D19,62,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,418,c,NA,BSA.06-07,KS,NA,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,1050,0.65,NA
Phyto,2017-06-15T00:00:00Z,7:50:00,D19,62,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,NA,3,i,NA,BSA.06-07,KS,NA,cylinder + 2 cones,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.4,NA
