MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Count Method,Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Algal Type,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1
Phyto,4/17/2024,10:55,E0424B1742,D4,3,62,12,19.35%,5.9000,Transect,314.159,5.9,1,4.44,1657,Teleaulax sp.,Cryptophyte,Teleaulax,sp.,,3,3,5.6,,,i,BSA.04-07,CB,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,26.52
Phyto,4/17/2024,10:55,E0424B1742,D4,3,62,12,19.35%,0.0683,Field,314.159,1.0928,16,23.96,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,361,722,0.8,0.8,0.8,c,BSA.04-07,CB,Moderate sediment and detritus. Many broken diatoms.,prolate spheroid,0.18
Phyto,4/17/2024,10:55,E0424B1742,D4,3,62,12,19.35%,5.9000,Transect,314.159,5.9,1,4.44,1500,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,limnetica,,2,24,2,,,f,BSA.04-07,CB,Moderate sediment and detritus. Many broken diatoms.,cylinder,1.57
Phyto,4/17/2024,10:55,E0424B1742,D4,3,62,12,19.35%,5.9000,Transect,314.159,5.9,1,4.44,1611,Gymnodinium sp.,Dinoflagellate,Gymnodinium,sp.,,1,1,44.4,,,i,BSA.04-07,CB,Moderate sediment and detritus. Many broken diatoms.,ellipsoid,9547.86
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,38.10
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,95,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,,1,1,18.5,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cylinder,455.66
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,15,15,22.2,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,555.33
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,7,7,14.8,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cylinder,392.70
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,273,Diatoma sp.,Pennate Diatom,Diatoma,sp.,,1,1,22.2,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,477.39
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,310,Encyonema sp.,Pennate Diatom,Encyonema,sp.,,2,2,16.7,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cymbelloid,222.53
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,1,1,37,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,gomphonemoid,932.71
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,481,Gyrosigma sp.,Pennate Diatom,Gyrosigma,sp.,,1,1,100,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,prism on parallelogram,4371.00
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,538,Melosira sp.,Centric Diatom,Melosira,sp.,,2,2,24.1,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cylinder,3232.20
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,3,3,50,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,237.13
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,3,3,31.5,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,prism on parallelogram,152.16
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,846,Planothidium sp.,Pennate Diatom,Planothidium,sp.,,1,1,9.3,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,67.56
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,1735,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,sp.,,1,1,16.7,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,gomphonemoid,231.72
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,895,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,,2,2,3.7,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cylinder,39.78
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1005,Ulnaria sp.,Pennate Diatom,Ulnaria,sp.,,1,1,137,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,4458.92
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,1031,Chlamydomonas sp.,Green Alga,Chlamydomonas,sp.,,4,4,9.3,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,sphere,202.68
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1037,cf. Chlorella sp.,Green Alga,Chlorella,sp.,,12,12,3.7,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,sphere,22.45
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,5,5,14.8,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,2 cones,9.33
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1235,Scenedesmus sp.,Green Alga,Scenedesmus,sp.,,1,2,5.6,,,c,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,prolate spheroid,10.59
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1692,Kephyrion sp.,Chrysophyte,Kephyrion,sp.,,2,2,7.4,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,prolate spheroid,60.04
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,2,2,24.1,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,prolate spheroid,1160.32
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,5.9000,Transect,314.159,11.8,2,2.22,1365,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,Rhodomonas lacustris,8,8,13,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cone + half sphere,178.63
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,5,5,9.3,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cone + half sphere,81.41
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1657,Teleaulax sp.,Cryptophyte,Teleaulax,sp.,,22,22,5.6,,,i,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cone + half sphere,19.39
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,338,676,0.8,0.8,0.8,c,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,prolate spheroid,0.18
Phyto,4/16/2024,12:10,E0424B1716,MD10A,1,58,12,20.69%,0.0683,Field,314.159,1.7075,25,15.33,1500,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,limnetica,,1,12,2,,,f,BSA.04-08,CB,Poorly preserved. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cylinder,1.57
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,2,2,13,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,elliptic prism,238.45
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,74,Amphora sp.,Pennate Diatom,Amphora,sp.,,1,1,20.9,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cymbelloid,602.58
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,86,Asterionella formosa,Pennate Diatom,Asterionella,formosa,,9,9,81.5,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,box + 2 cylinders,446.39
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,95,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,,4,4,35.2,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cylinder,832.50
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,2,2,14.8,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,elliptic prism,247.60
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,5.6,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cylinder,68.96
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,5,5,11.1,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cylinder,347.43
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,273,Diatoma sp.,Pennate Diatom,Diatoma,sp.,,3,3,16.7,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,elliptic prism,232.47
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,310,Encyonema sp.,Pennate Diatom,Encyonema,sp.,,2,2,24.1,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cymbelloid,401.57
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,366,Eunotia sp.,Pennate Diatom,Eunotia,sp.,,1,1,14.8,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,sickle-shaped prism (elliptic prism),318.26
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,397,Fragilaria sp.,Pennate Diatom,Fragilaria,sp.,,1,1,48.2,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,elliptic prism,560.27
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,7,7,25.9,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,gomphonemoid,395.03
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,540,Melosira varians,Centric Diatom,Melosira,varians,,4,4,40.7,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cylinder,5402.20
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,632,Navicula spp.,Pennate Diatom,Navicula,spp.,,4,4,59.3,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,elliptic prism,554.26
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,664,Nitzschia acicularis,Pennate Diatom,Nitzschia,acicularis,,1,1,48.2,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,prism on parallelogram,261.49
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,681,Nitzschia brevissima,Pennate Diatom,Nitzschia,brevissima,,1,1,31.5,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,prism on parallelogram,203.96
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,713,Nitzschia inconspicua,Pennate Diatom,Nitzschia,inconspicua,,1,1,7.4,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,prism on parallelogram,15.47
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,3,3,50,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,prism on parallelogram,189.96
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,846,Planothidium sp.,Pennate Diatom,Planothidium,sp.,,2,2,14.8,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,elliptic prism,139.16
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1735,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,sp.,,1,1,22.2,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,gomphonemoid,767.45
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,895,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,,18,18,5.6,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cylinder,23.47
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,943,Stephanodiscus sp.,Centric Diatom,Stephanodiscus,sp.,,1,1,35.2,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cylinder,17127.24
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1643,Tabellaria sp.,Pennate Diatom,Tabellaria,sp.,,2,2,64.8,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,box,2003.90
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,1037,Chlorella sp.,Green Alga,Chlorella,sp.,,12,12,3.2,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,sphere,15.60
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,1774,Desmodesmus sp.,Green Alga,Desmodesmus,sp.,,1,4,13,,,c,BSA.04-09,CB,Moderate sediment and high detritus.,prolate spheroid,83.15
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1761,Drepanochloris nannoselene,Green Alga,Drepanochloris,nannoselene,,1,1,5.7,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cylinder + 2 cones,3.43
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1139,Monoraphidium spp.,Green Alga,Monoraphidium,spp.,,9,9,18.5,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,2 cones,10.35
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1235,Scenedesmus sp.,Green Alga,Scenedesmus,sp.,,3,8,7.4,,,c,BSA.04-09,CB,Moderate sediment and high detritus.,prolate spheroid,12.29
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,1290,Tetrastrum sp.,Green Alga,Tetrastrum,sp.,,1,4,3.7,,,c,BSA.04-09,CB,Moderate sediment and high detritus.,sphere,26.52
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1321,Mallomonas sp.,Synurophyte,Mallomonas,sp.,,2,2,20.4,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,prolate spheroid,687.18
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1324,cf. Ochromonas sp.,Chrysophyte,Ochromonas,sp.,,1,1,9.3,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cone + half sphere,186.37
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,17,17,22.2,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,prolate spheroid,1025.84
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1365,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,Rhodomonas lacustris,3,3,13,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cone + half sphere,182.79
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,18,18,9.3,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,cone + half sphere,59.38
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1657,Teleaulax sp.,Cryptophyte,Teleaulax,sp.,,5,5,5.6,,,f,BSA.04-09,CB,Moderate sediment and high detritus.,cone + half sphere,33.45
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1766,cf. Dolichospermum sp.,Cyanobacterium,Dolichospermum,sp.,,2,16,5.6,,,c,BSA.04-09,CB,Moderate sediment and high detritus.,sphere,32.26
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,360,720,0.8,0.8,0.8,c,BSA.04-09,CB,Moderate sediment and high detritus.,prolate spheroid,0.18
Phyto,4/17/2024,11:50,E0424B1743,D22,3,62,15,24.19%,0.0683,Field,314.159,0.9562,14,21.90,1477,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,,1,1,4,,,i,BSA.04-09,CB,Moderate sediment and high detritus.,sphere,33.51
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,0.0683,Field,314.159,0.7513,11,27.88,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,3,3,14.8,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,56.83
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,1869,Asterionella sp.,Pennate Diatom,Asterionella,sp.,,1,1,80.2,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,box + 2 cylinders,349.55
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,95,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,,2,2,55.6,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,cylinder,1369.43
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,2,2,20.4,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,296.81
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,0.0683,Field,314.159,0.7513,11,27.88,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,30,30,7.4,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,cylinder,105.21
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,273,Diatoma sp.,Pennate Diatom,Diatoma,sp.,,4,4,22.2,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,262.64
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,0.0683,Field,314.159,0.7513,11,27.88,310,Encyonema sp.,Pennate Diatom,Encyonema,sp.,,1,1,29.6,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,cymbelloid,513.93
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,326,Epithemia sp.,Pennate Diatom,Epithemia,sp.,,1,1,42.6,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,cymbelloid,560.91
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,0.0683,Field,314.159,0.7513,11,27.88,383,Fragilaria crotonensis,Pennate Diatom,Fragilaria,crotonensis,,5,5,68.5,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,836.05
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,397,Fragilaria sp.,Pennate Diatom,Fragilaria,sp.,,16,16,13.6,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,245.67
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,1,1,25.9,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,gomphonemoid,371.07
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,2104,Humidophila sp.,Pennate Diatom,Humidophila,sp.,,1,1,11.1,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,39.75
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,0.0683,Field,314.159,0.7513,11,27.88,535,Mayamaea sp.,Pennate Diatom,Mayamaea,sp.,,1,1,9.3,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,91.89
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,0.0683,Field,314.159,0.7513,11,27.88,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,2,2,29.6,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,373.26
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,713,Nitzschia inconspicua,Pennate Diatom,Nitzschia,inconspicua,,8,8,9.3,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,33.97
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,750,Nitzschia spp.,Pennate Diatom,Nitzschia,spp.,,17,17,37,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,133.28
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,2087,Reimeria sp.,Pennate Diatom,Reimeria,sp.,,1,1,12.6,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,153.78
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,0.0683,Field,314.159,0.7513,11,27.88,895,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,,3,3,14.8,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,cylinder,132.25
Phyto,4/17/2024,12:50,E0424B1744,NZ068,3,62,15,24.19%,5.9000,Transect,314.159,5.9,1,3.55,921,Staurosira sp.,Pennate Diatom,Staurosira,sp.,,3,3,24.1,,,i,BSA.04-10,AB,Poorly preserved. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,371.15
