MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Algal Type,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,4/11/2023,8:45,E0423B0755,C3A,3,63,1,1.59%,0.0683,314.159,1.1611,17,270.57,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,377,754,0.8,0.8,0.8,c,BSA.04-10,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/17/2023,13:05,E0423B0860,EZ6,3,62,1,1.61%,0.0683,314.159,1.0245,15,306.65,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,387,774,0.8,0.8,0.8,c,BSA.04-11,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/13/2023,8:20,E0423B0800,D16,3,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,363,726,0.8,0.8,0.8,c,BSA.04-12,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/12/2023,9:55,E0423B0767,D19,3,63,5,7.94%,0.0683,314.159,0.7513,11,83.63,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,357,714,0.8,0.8,0.8,c,BSA.04-13,AB,Low sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/12/2023,10:40,E0423B0768,D28A,3,63,5,7.94%,0.0683,314.159,1.0245,15,61.33,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,396,792,0.8,0.8,0.8,c,BSA.04-14,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/11/2023,11:45,E0423B0757,C10A,3,64,3,4.69%,0.0683,314.159,1.0245,15,102.22,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,373,746,0.8,0.8,0.8,c,BSA.04-15,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/12/2023,8:30,E0423B0766,D12,3,63,2,3.17%,0.0683,314.159,1.0245,15,153.32,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,376,752,0.8,0.8,0.8,c,BSA.04-16,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/11/2023,10:30,E0423B0756,C9,3,63,2,3.17%,0.0697,314.159,1.8122,26,86.68,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,402,804,0.8,0.8,0.8,c,BSA.04-17,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/13/2023,9:20,E0423B0801,D26,3,62,4,6.45%,0.0683,314.159,1.0245,15,76.66,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,370,740,0.8,0.8,0.8,c,BSA.04-18,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/13/2023,10:40,E0423B0802,MD10A,3,61,5,8.20%,0.0683,314.159,0.9562,14,65.71,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,379,758,0.8,0.8,0.8,c,BSA.04-19,CB,Poorly preserved. High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/14/2023,12:15,E0423B0830,NZ068,3,60,4,6.67%,0.0683,314.159,0.9562,14,82.14,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,360,720,0.8,0.8,0.8,c,BSA.04-20,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/17/2023,12:25,E0423B0894,D6,3,60,1,1.67%,0.0683,314.159,0.8879,13,353.82,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,375,750,0.8,0.8,0.8,c,BSA.04-21,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/17/2023,14:30,E0423B0895,D8,3,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,378,756,0.8,0.8,0.8,c,BSA.04-22,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/14/2023,10:25,E0423B0828,D4,3,60,5,8.33%,0.0683,314.159,0.683,10,91.99,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,328,656,0.8,0.8,0.8,c,BSA.04-23,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/17/2023,15:15,E0423B0896,D10,3,60,1,1.67%,0.0683,314.159,1.2294,18,255.54,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,394,788,0.8,0.8,0.8,c,BSA.04-24,CB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/13/2023,12:10,E0423B0803,P8,3,61,5,8.20%,0.0683,314.159,0.6147,9,102.22,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,406,812,0.8,0.8,0.8,c,BSA.04-25,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/14/2023,11:15,E0423B0829,D22,3,60,4,6.67%,0.0683,314.159,0.7513,11,104.54,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,324,648,0.8,0.8,0.8,c,BSA.04-26,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/11/2023,9:50,E0523B1003,D19,3,63,7,11.11%,0.0697,314.159,1.0455,15,42.93,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,371,742,0.8,0.8,0.8,c,BSA.05-01,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/10/2023,8:30,E0523B0991,C3A,3,63,2,3.17%,0.0683,314.159,1.0928,16,143.74,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,343,686,0.8,0.8,0.8,c,BSA.05-02,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/11/2023,8:30,E0523B1002,D12,3,63,3,4.76%,0.0683,314.159,0.9562,14,109.52,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,385,770,0.8,0.8,0.8,c,BSA.05-03,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/11/2023,10:55,E0523B1004,D28A,3,61,6,9.84%,0.0683,314.159,1.0928,16,47.91,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,393,786,0.8,0.8,0.8,c,BSA.05-04,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/12/2023,8:15,E0523B1036,D16,3,60,7,11.67%,0.0683,314.159,0.8879,13,50.55,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,372,744,0.8,0.8,0.8,c,BSA.05-05,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/10/2023,10:15,E0523B0992,C9,3,62,4,6.45%,0.0683,314.159,0.8196,12,95.83,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,365,730,0.8,0.8,0.8,c,BSA.05-06,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/10/2023,11:30,E0523B0993,C10A,3,62,7,11.29%,0.0683,314.159,0.0697,12,643.9,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,403,806,0.8,0.8,0.8,c,BSA.05-07,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/15/2023,14:00,E0523B1066,NZ068,3,61,4,6.56%,0.0697,314.159,1.1849,17,66.28,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,388,776,0.8,0.8,0.8,c,BSA.05-08,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/12/2023,9:30,E0523B0137,D26,3,61,7,11.48%,0.0683,314.159,0.9562,14,46.94,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,379,758,0.8,0.8,0.8,c,BSA.05-09,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/12/2023,11:15,E0523B1038,MD10A,3,61,5,8.20%,0.0683,314.159,1.1611,17,54.11,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,392,784,0.8,0.8,0.8,c,BSA.05-10,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/16/2023,14:50,E0523B1132,D10,3,63,6,9.52%,0.0683,314.159,0.8879,13,58.97,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,357,714,0.8,0.8,0.8,c,BSA.05-11,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/16/2023,14:10,E0523B1131,D8,3,62,6,9.68%,0.0683,314.159,0.8196,12,63.88,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,309,618,0.8,0.8,0.8,c,BSA.05-12,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/16/2023,12:30,E0523B1130,D6,3,62,3,4.84%,0.0697,314.159,0.5576,8,187.8,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,407,814,0.8,0.8,0.8,c,BSA.05-13,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/12/2023,13:00,E0523B1039,P8,3,63,3,4.76%,0.0697,314.159,1.0455,15,100.16,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,413,826,0.8,0.8,0.8,c,BSA.05-14,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/15/2023,13:10,E0523B1065,D22,3,60,6,10.00%,0.0683,314.159,0.7513,11,69.69,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,347,694,0.8,0.8,0.8,c,BSA.05-15,AB,Low sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/18/2023,13:30,E0523B1221,D41,3,59,7,11.86%,0.0683,314.159,0.7513,11,59.74,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,338,676,0.8,0.8,0.8,c,BSA.05-16,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/18/2023,15:05,E0523B1223,NZ002,3,61,3,4.92%,0.0683,314.159,0.9562,14,109.52,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,361,722,0.8,0.8,0.8,c,BSA.05-17,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/18/2023,14:25,E0523B1222,NZ325,3,55,2,3.64%,0.0683,314.159,0.9562,14,164.27,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,367,734,0.8,0.8,0.8,c,BSA.05-18,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/16/2023,13:25,E0523B1097,EZ2,3,62,6,9.68%,0.0683,314.159,0.4781,7,109.52,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,347,694,0.8,0.8,0.8,c,BSA.05-19,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/18/2023,11:40,E0523B1220,D41A,3,59,1,1.69%,0.0683,314.159,1.0245,15,306.65,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,396,792,0.8,0.8,0.8,c,BSA.05-20,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/17/2023,12:05,E0523B1172,D7,3,61,5,8.20%,0.0683,314.159,0.8879,13,70.76,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,375,750,0.8,0.8,0.8,c,BSA.05-21,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/15/2023,12:15,E0523B1064,D4,3,60,5,8.33%,0.0697,314.159,0.7667,11,81.95,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,391,782,0.8,0.8,0.8,c,BSA.05-22,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/17/2023,14:30,E0523B1174,NZ032,3,60,1,1.67%,0.0683,314.159,0.8196,12,383.31,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,359,718,0.8,0.8,0.8,c,BSA.05-23,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/18/2023,15:20,E0523B1224,NZ004,3,61,3,4.92%,0.0683,314.159,0.9562,14,109.52,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,381,762,0.8,0.8,0.8,c,BSA.05-24,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/16/2023,12:55,E0523B1096,EZ6,3,62,5,8.06%,0.0683,314.159,0.4098,6,153.32,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,329,658,0.8,0.8,0.8,c,BSA.05-25,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,5/17/2023,13:25,E0523B1173,NZS42,3,58,1,1.72%,0.0697,314.159,0.4182,6,751.22,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,422,844,0.8,0.8,0.8,c,BSA.05-26,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/13/2023,11:15,E0623B1340,D6,3,63,1,1.59%,0.0683,314.159,2.2539,33,139.38,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,332,664,0.8,0.8,0.8,c,BSA.06-01,ZW,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/8/2023,9:05,E0623B1240,D28A,3,60,3,5.00%,0.0697,314.159,3.2759,47,31.97,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,393,786,0.8,0.8,0.8,c,BSA.06-02,BB,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/7/2023,7:30,E0623B1227,C3A,3,62,4,6.45%,0.0697,314.159,2.091,30,37.56,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,340,680,0.8,0.8,0.8,c,BSA.06-03,BB,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/7/2023,10:45,E0623B1229,C10A,3,62,2,3.23%,0.0683,314.159,1.6392,24,95.83,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,320,640,0.8,0.8,0.8,c,BSA.06-04,AB,Cannot meet tally in 2 transects. Poorly preserved.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/8/2023,7:00,E0623B1238,D12,3,61,4,6.56%,0.0683,314.159,0.9562,14,82.14,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,379,758,0.8,0.8,0.8,c,BSA.06-05,BS,Cannot meet tally in 2 transects. High sediment and low detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/7/2023,9:30,E0623B1228,C9,3,62,3,4.84%,0.0683,314.159,1.0928,16,95.83,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,368,736,0.8,0.8,0.8,c,BSA.06-06,CB,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/12/2023,12:35,E0623B1282,NZ068,3,61,5,8.20%,0.0683,314.159,0.9562,14,65.71,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,375,750,0.8,0.8,0.8,c,BSA.06-07,CB,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/12/2023,11:00,E0623B1280,D4,3,61,3,4.92%,0.0683,314.159,0.8879,13,117.94,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,365,730,0.8,0.8,0.8,c,BSA.06-08,CB,Cannot meet tally in 2 transects. High sediment. Poorly Preserved.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/9/2023,6:55,E0623B1255,D16,3,60,4,6.67%,0.0683,314.159,2.1856,32,35.94,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,342,684,0.8,0.8,0.8,c,BSA.06-09,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/12/2023,11:50,E0623B1281,D22,3,60,2,3.33%,0.0683,314.159,3.415,50,46,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,186,372,0.8,0.8,0.8,c,BSA.06-10,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/8/2023,8:15,E0623B1239,D19,3,63,4,6.35%,0.0697,314.159,1.1152,16,70.43,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.06-11,BB,Cannot meet tally in 2 transects. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/15/2023,13:30,E0623B1428,NZ004,3,64,3,4.69%,0.0697,314.159,1.1152,16,93.9,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,402,804,0.8,0.8,0.8,c,BSA.06-12,BB,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/13/2023,12:30,E0623B1341,D8,3,60,5,8.33%,0.0683,314.159,1.1611,17,54.11,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,323,646,0.8,0.8,0.8,c,BSA.06-13,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/12/2023,12:00,E0623B1309,EZ6,3,62,4,6.45%,0.0683,314.159,0.3415,5,229.98,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,396,792,0.8,0.8,0.8,c,BSA.06-14,BS,Cannot meet tally in 2 transects. High sediment and low detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/9/2023,9:15,E0623B1257,MD10A,3,58,4,6.90%,0.0683,314.159,1.9124,28,41.07,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,356,712,0.8,0.8,0.8,c,BSA.06-15,ZW,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/9/2023,10:50,E0623B1258,P8,3,61,3,4.92%,0.0683,314.159,0.9562,14,109.52,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,354,708,0.8,0.8,0.8,c,BSA.06-16,AB,Cannot meet tally in 2 transects. Poorly preserved. High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/14/2023,11:15,E0623B1379,D7,3,53,1,1.89%,0.0683,314.159,0.9562,14,328.55,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,371,742,0.8,0.8,0.8,c,BSA.06-17,CB,Cannot meet tally in 2 transects. Poorly preserved.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/13/2023,11:40,E0623B1310,EZ2,3,62,2,3.23%,0.0683,314.159,0.8879,13,176.91,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,352,704,0.8,0.8,0.8,c,BSA.06-18,ZW,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/15/2023,12:30,E0623B1426,NZ325,3,63,3,4.76%,0.0697,314.159,0.7667,11,136.58,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,418,836,0.8,0.8,0.8,c,BSA.06-19,BB,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/15/2023,10:20,E0623B1424,D41A,3,63,3,4.76%,0.0683,314.159,1.0245,15,102.22,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,373,746,0.8,0.8,0.8,c,BSA.06-20,CB,Cannot meet tally in 2 transects. High detritus and sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/14/2023,13:40,E0623B1381,NZ032,3,55,1,1.82%,0.0683,314.159,0.9562,14,328.55,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.06-21,CB,Cannot meet tally in 2 transects. High sediment and detritus. Poorly preserved.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/9/2023,7:45,E0623B1256,D26,3,57,2,3.51%,0.0683,314.159,3.415,50,46,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,239,478,0.8,0.8,0.8,c,BSA.06-22,BS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/15/2023,11:45,E0623B1425,D41,3,62,4,6.45%,0.0683,314.159,1.0928,16,71.87,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,372,744,0.8,0.8,0.8,c,BSA.06-23,CB,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/14/2023,12:35,E0623B1380,NZS42,3,53,2,3.77%,0.0683,314.159,1.1611,17,135.29,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,381,762,0.8,0.8,0.8,c,BSA.06-24,ZW,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/15/2023,13:15,E0623B1427,NZ002,3,64,3,4.69%,0.0683,314.159,1.366,20,76.66,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,392,784,0.8,0.8,0.8,c,BSA.06-25,BS,Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/13/2023,13:10,E0623B1342,D10,3,59,5,8.47%,0.0683,314.159,3.415,50,18.4,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,221,442,0.8,0.8,0.8,c,BSA.06-26,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/7/2023,10:00,E0723B1541,C9,3,58,3,5.17%,0.0683,314.159,1.2977,19,80.7,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,312,624,0.8,0.8,0.8,c,BSA.07-01,AB,Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/10/2023,11:45,E0723B1552,D19,3,59,4,6.78%,0.0683,314.159,2.4588,36,31.94,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,258,516,0.8,0.8,0.8,c,BSA.07-02,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/7/2023,11:15,E0723B1542,C10A,3,60,1,1.67%,0.0683,314.159,3.415,50,91.99,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,216,432,0.8,0.8,0.8,c,BSA.07-03,ZW,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/10/2023,10:25,E0723B1551,D12,3,58,3,5.17%,0.0683,314.159,0.8879,13,117.94,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,390,780,0.8,0.8,0.8,c,BSA.07-04,CB,Cannot meet tally in 2 transects. Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/7/2023,8:15,E0723B1540,C3A,3,60,3,5.00%,0.0697,314.159,3.485,50,30.05,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,76,152,0.8,0.8,0.8,c,BSA.07-05,BB,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/11/2023,10:35,E0723B1568,D16,3,60,3,5.00%,0.0683,314.159,1.9124,28,54.76,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,348,696,0.8,0.8,0.8,c,BSA.07-06,ZW,Cannot meet tally in 2 transects.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
