SampleID,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType,Genus,Units.per.mL,BV.um3.per.mL
2019-05-09-D4-Surface,2019-05-09,Spring,May,D4,Confluence,CON,Surface,Chrysochromulina,574.96,8733.6424
2019-05-09-D4-Surface,2019-05-09,Spring,May,D4,Confluence,CON,Surface,Cyclotella,574.96,91493.3848
2019-05-09-D4-Surface,2019-05-09,Spring,May,D4,Confluence,CON,Surface,Eucapsis,250682.56000000003,92005.0992
2019-05-09-D4-Surface,2019-05-09,Spring,May,D4,Confluence,CON,Surface,Skeletonema,574.96,26200.927200000002
2019-05-09-NZ068-Regular,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Regular,Chlorella,657.08,7549.849200000001
2019-05-09-NZ068-Regular,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Regular,Cyclotella,492.81000000000006,34383.3537
2019-05-09-NZ068-Regular,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Regular,Eucapsis,65379.46000000001,24187.1148
2019-05-09-NZ068-Regular,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Regular,Nitzschia,328.54,41146.3496
2019-05-09-NZ068-Regular,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Regular,Plagioselmis,164.27,26140.2851
2019-05-09-NZ068-Surface,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Surface,Asterionella,176.91,176.91
2019-05-09-NZ068-Surface,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Surface,Chlorella,2476.74,15776.8338
2019-05-09-NZ068-Surface,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Surface,Chroococcus,176.91,1270.2138
2019-05-09-NZ068-Surface,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Surface,Cyclotella,353.82,40958.2032
2019-05-09-NZ068-Surface,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Surface,Diatoma,176.91,557952.9108
2019-05-09-NZ068-Surface,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Surface,Eucapsis,68287.26,25092.9144
2019-05-09-NZ068-Surface,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Surface,Monoraphidium,176.91,1252.5228
2019-05-09-NZ068-Surface,2019-05-09,Spring,May,NZ068,Northern Interior Delta,NID,Surface,Skeletonema,176.91,11111.7171
2019-05-10-D12-Regular,2019-05-10,Spring,May,D12,Confluence,CON,Regular,Chlorella,242.09,869.1030999999999
2019-05-10-D12-Regular,2019-05-10,Spring,May,D12,Confluence,CON,Regular,Cyclotella,484.18,56048.6768
2019-05-10-D12-Regular,2019-05-10,Spring,May,D12,Confluence,CON,Regular,Eucapsis,99983.17,36647.5842
2019-05-10-D12-Surface,2019-05-10,Spring,May,D12,Confluence,CON,Surface,Chlorella,2704.38,9708.7242
2019-05-10-D12-Surface,2019-05-10,Spring,May,D12,Confluence,CON,Surface,Eucapsis,271339.46,100765.1988
2019-05-10-D12-Surface,2019-05-10,Spring,May,D12,Confluence,CON,Surface,Plagioselmis,450.73,31082.340799999998
2019-05-10-D19-Regular,2019-05-10,Spring,May,D19,Central Delta,CED,Regular,Chlorella,2759.85,25390.62
2019-05-10-D19-Regular,2019-05-10,Spring,May,D19,Central Delta,CED,Regular,Desmodesmus,306.65,32529.431999999997
2019-05-10-D19-Regular,2019-05-10,Spring,May,D19,Central Delta,CED,Regular,Eucapsis,119286.84999999999,43550.43299999999
2019-05-10-D19-Regular,2019-05-10,Spring,May,D19,Central Delta,CED,Regular,Skeletonema,306.65,13974.0405
2019-05-10-D19-Surface,2019-05-10,Spring,May,D19,Central Delta,CED,Surface,Chlamydomonas,250.41,23025.1995
2019-05-10-D19-Surface,2019-05-10,Spring,May,D19,Central Delta,CED,Surface,Chlorella,2504.1,12144.885
2019-05-10-D19-Surface,2019-05-10,Spring,May,D19,Central Delta,CED,Surface,Eucapsis,112934.91,43090.5528
2019-05-10-D19-Surface,2019-05-10,Spring,May,D19,Central Delta,CED,Surface,Monoraphidium,250.41,1772.9028
2019-05-10-D19-Surface,2019-05-10,Spring,May,D19,Central Delta,CED,Surface,Plagioselmis,250.41,58260.3906
2019-05-10-D28A-Regular,2019-05-10,Spring,May,D28A,Central Delta,CED,Regular,Chlorella,5736.639999999999,20594.5376
2019-05-10-D28A-Regular,2019-05-10,Spring,May,D28A,Central Delta,CED,Regular,Eucapsis,80722.72,29281.449599999996
2019-05-10-D28A-Regular,2019-05-10,Spring,May,D28A,Central Delta,CED,Regular,Melosira,409.76,3469548.5552000003
2019-05-10-D28A-Regular,2019-05-10,Spring,May,D28A,Central Delta,CED,Regular,Plagioselmis,409.76,100587.8848
2019-05-10-D28A-Surface,2019-05-10,Spring,May,D28A,Central Delta,CED,Surface,Chlorella,4068.93,19734.3105
2019-05-10-D28A-Surface,2019-05-10,Spring,May,D28A,Central Delta,CED,Surface,Chroococcus,353.82,2540.4276
2019-05-10-D28A-Surface,2019-05-10,Spring,May,D28A,Central Delta,CED,Surface,Cyclotella,353.82,32243.616599999998
2019-05-10-D28A-Surface,2019-05-10,Spring,May,D28A,Central Delta,CED,Surface,Eucapsis,68110.35,24901.851599999998
2019-05-13-D16-Regular,2019-05-13,Spring,May,D16,Central Delta,CED,Regular,Chlorella,9916.060000000001,35598.655399999996
2019-05-13-D16-Regular,2019-05-13,Spring,May,D16,Central Delta,CED,Regular,Eucapsis,181644.19,66852.2736
2019-05-13-D16-Regular,2019-05-13,Spring,May,D16,Central Delta,CED,Regular,Fragilaria,901.46,201241.9304
2019-05-13-D16-Regular,2019-05-13,Spring,May,D16,Central Delta,CED,Regular,Plagioselmis,450.73,193971.65550000002
2019-05-13-D16-Regular,2019-05-13,Spring,May,D16,Central Delta,CED,Regular,Skeletonema,450.73,15541.170399999999
2019-05-13-D16-Surface,2019-05-13,Spring,May,D16,Central Delta,CED,Surface,Aulacoseira,557.52,136899.036
2019-05-13-D16-Surface,2019-05-13,Spring,May,D16,Central Delta,CED,Surface,Chlorella,2787.6,17757.012
2019-05-13-D16-Surface,2019-05-13,Spring,May,D16,Central Delta,CED,Surface,Eucapsis,56030.759999999995,20848.460399999996
2019-05-13-D16-Surface,2019-05-13,Spring,May,D16,Central Delta,CED,Surface,Ochromonas,139.38,27774.2526
2019-05-13-D26-Regular,2019-05-13,Spring,May,D26,Central Delta,CED,Regular,Chlorella,1912.1200000000001,6864.5108
2019-05-13-D26-Regular,2019-05-13,Spring,May,D26,Central Delta,CED,Regular,Eucapsis,53129.62,19274.1696
2019-05-13-D26-Regular,2019-05-13,Spring,May,D26,Central Delta,CED,Regular,Nitzschia,136.58,14272.61
2019-05-13-D26-Regular,2019-05-13,Spring,May,D26,Central Delta,CED,Regular,Sphaerocystis,136.58,3622.1016000000004
2019-05-13-D26-Surface,2019-05-13,Spring,May,D26,Central Delta,CED,Surface,Chlorella,1149.9,5577.014999999999
2019-05-13-D26-Surface,2019-05-13,Spring,May,D26,Central Delta,CED,Surface,Chroococcus,191.65,4404.117
2019-05-13-D26-Surface,2019-05-13,Spring,May,D26,Central Delta,CED,Surface,Cyclotella,191.65,11784.558500000001
2019-05-13-D26-Surface,2019-05-13,Spring,May,D26,Central Delta,CED,Surface,Eucapsis,78384.85,28563.516
2019-05-13-D26-Surface,2019-05-13,Spring,May,D26,Central Delta,CED,Surface,Plagioselmis,191.65,91873.177
2019-05-13-MD10A-Regular,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Regular,Chlorella,2491.4500000000003,12083.5325
2019-05-13-MD10A-Regular,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Regular,Chrysochromulina,191.65,2202.0585
2019-05-13-MD10A-Regular,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Regular,Cryptomonas,383.3,274258.816
2019-05-13-MD10A-Regular,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Regular,Eucapsis,78384.85,28460.025
2019-05-13-MD10A-Regular,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Regular,Monoraphidium,191.65,4020.817
2019-05-13-MD10A-Regular,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Regular,Plagioselmis,574.95,159815.0185
2019-05-13-MD10A-Surface,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Surface,Chlorella,8563.87,30744.293299999998
2019-05-13-MD10A-Surface,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Surface,Eucapsis,190658.79,71395.63200000001
2019-05-13-MD10A-Surface,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Surface,Nitzschia,450.73,141921.35510000002
2019-05-13-MD10A-Surface,2019-05-13,Spring,May,MD10A,Southern Interior Delta,SID,Surface,Skeletonema,450.73,55430.775400000006
2019-05-13-P8-Regular,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Regular,Chlorella,1802.92,6472.4828
2019-05-13-P8-Regular,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Regular,Cyclotella,901.46,143449.3298
2019-05-13-P8-Regular,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Regular,Drepanochloris,2253.65,16744.6195
2019-05-13-P8-Regular,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Regular,Eucapsis,175333.97,64093.806
2019-05-13-P8-Regular,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Regular,Nitzschia,450.73,69110.4309
2019-05-13-P8-Regular,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Regular,Plagioselmis,450.73,444708.2472
2019-05-13-P8-Regular,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Regular,Skeletonema,901.46,44225.62760000001
2019-05-13-P8-Surface,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Surface,Chlorella,4507.3,21860.405000000002
2019-05-13-P8-Surface,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Surface,Eucapsis,243844.93000000002,91029.43079999999
2019-05-13-P8-Surface,2019-05-13,Spring,May,P8,Southern Interior Delta,SID,Surface,Kephyrion,450.73,24438.5806
2019-05-14-D10-Regular,2019-05-14,Spring,May,D10,Confluence,CON,Regular,Chlorella,657.1,4757.404
2019-05-14-D10-Regular,2019-05-14,Spring,May,D10,Confluence,CON,Regular,Cyclotella,985.6500000000001,119027.09400000001
2019-05-14-D10-Regular,2019-05-14,Spring,May,D10,Confluence,CON,Regular,Eucapsis,132405.65,48730.536
2019-05-14-D10-Regular,2019-05-14,Spring,May,D10,Confluence,CON,Regular,Nitzschia,657.1,89056.763
2019-05-14-D10-Regular,2019-05-14,Spring,May,D10,Confluence,CON,Regular,Scenedesmus,328.55,9192.829
2019-05-14-D10-Surface,2019-05-14,Spring,May,D10,Confluence,CON,Surface,Chlorella,6439,23116.01
2019-05-14-D10-Surface,2019-05-14,Spring,May,D10,Confluence,CON,Surface,Eucapsis,516407.8,191933.71199999997
2019-05-14-D10-Surface,2019-05-14,Spring,May,D10,Confluence,CON,Surface,Monoraphidium,1287.8,9452.452
2019-05-14-D6-Regular,2019-05-14,Spring,May,D6,San Pablo Bay,SPB,Regular,Chlorella,12878,46232.02
2019-05-14-D6-Regular,2019-05-14,Spring,May,D6,San Pablo Bay,SPB,Regular,Eucapsis,518983.39999999997,187761.23999999996
2019-05-14-D6-Surface,2019-05-14,Spring,May,D6,San Pablo Bay,SPB,Surface,Chlorella,3756.1000000000004,15738.059000000003
2019-05-14-D6-Surface,2019-05-14,Spring,May,D6,San Pablo Bay,SPB,Surface,Eucapsis,330536.8,124131.59279999998
2019-05-14-D6-Surface,2019-05-14,Spring,May,D6,San Pablo Bay,SPB,Surface,Plagioselmis,1502.44,1198451.3148
2019-05-14-D8-Regular,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular,Chlamydomonas,353.82,141520.9236
2019-05-14-D8-Regular,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular,Chlorella,353.82,4065.3918
2019-05-14-D8-Regular,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular,Cyclotella,707.64,98623.7868
2019-05-14-D8-Regular,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,145420.02,53242.8336
2019-05-14-D8-Regular,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular,Monoraphidium,353.82,9896.3454
2019-05-14-D8-Regular,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular,Snowella,353.82,573.1884
2019-05-14-D8-Surface,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Surface,Chlorella,3380.49,14164.2531
2019-05-14-D8-Surface,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,475522.25999999995,181329.48359999998
2019-05-14-D8-Surface,2019-05-14,Spring,May,D8,Grizzly.Suisun Bay,GSB,Surface,Plagioselmis,1126.83,77706.19679999999
2019-05-14-EZ2-Regular,2019-05-14,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular,Chlorella,2299.84,16650.8416
2019-05-14-EZ2-Regular,2019-05-14,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular,Chrysochromulina,574.96,15247.9392
2019-05-14-EZ2-Regular,2019-05-14,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular,Cryptomonas,574.96,434830.7488
2019-05-14-EZ2-Regular,2019-05-14,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular,Cyclotella,1149.92,437429.568
2019-05-14-EZ2-Regular,2019-05-14,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular,Eucapsis,242633.12000000002,88900.31520000001
2019-05-14-EZ2-Surface,2019-05-14,Spring,May,EZ2,Low Salinity Zone,LSZ,Surface,Chlorella,3605.84,20120.5872
2019-05-14-EZ2-Surface,2019-05-14,Spring,May,EZ2,Low Salinity Zone,LSZ,Surface,Eucapsis,906868.76,339453.77760000003
2019-05-14-EZ6-Regular,2019-05-14,Spring,May,EZ6,Low Salinity Zone,LSZ,Regular,Chlorella,21635.04,104929.944
2019-05-14-EZ6-Regular,2019-05-14,Spring,May,EZ6,Low Salinity Zone,LSZ,Regular,Eucapsis,755423.48,278442.9648
2019-05-14-EZ6-Regular,2019-05-14,Spring,May,EZ6,Low Salinity Zone,LSZ,Regular,Monoraphidium,1802.92,22157.8868
2019-05-14-EZ6-Surface,2019-05-14,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface,Chlorella,6009.72,43510.372800000005
2019-05-14-EZ6-Surface,2019-05-14,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface,Cyclotella,1502.43,103607.5728
2019-05-14-EZ6-Surface,2019-05-14,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface,Eucapsis,682103.22,250425.03240000003
2019-05-14-EZ6-Surface,2019-05-14,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface,Nitzschia,1502.43,76563.8328
2019-05-14-EZ6-Surface,2019-05-14,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface,Skeletonema,1502.43,83910.7155
2019-05-15-D7-Regular,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular,Aneumastus,919.94,7484696.2358
2019-05-15-D7-Regular,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular,Chlorella,919.94,24396.808800000003
2019-05-15-D7-Regular,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular,Cyclotella,1839.88,3421422.4492
2019-05-15-D7-Regular,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,455370.30000000005,164761.25400000002
2019-05-15-D7-Regular,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular,Monoraphidium,919.94,16172.545199999999
2019-05-15-D7-Regular,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular,Nitzschia,919.94,79584.00940000001
2019-05-15-D7-Regular,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular,Snowella,919.94,1490.3028000000002
2019-05-15-D7-Surface,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Surface,Chlorella,901.46,3236.2414
2019-05-15-D7-Surface,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,577835.86,224247.1896
2019-05-15-D7-Surface,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Surface,Monoraphidium,901.46,7419.015800000001
2019-05-15-D7-Surface,2019-05-15,Spring,May,D7,Grizzly.Suisun Bay,GSB,Surface,Skeletonema,901.46,80446.2904
2019-05-15-NZ032-Regular,2019-05-15,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular,Chlorella,2759.82,31710.3318
2019-05-15-NZ032-Regular,2019-05-15,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular,Cyclotella,919.94,36595.213200000006
2019-05-15-NZ032-Regular,2019-05-15,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,467329.52,169894.5192
2019-05-15-NZ032-Regular,2019-05-15,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular,Nitzschia,1839.88,77606.13840000001
2019-05-15-NZ032-Regular,2019-05-15,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular,Thalassiosira,1839.88,699890.352
2019-05-15-NZ032-Surface,2019-05-15,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Surface,Chlorella,5110.76,58722.6324
2019-05-15-NZ032-Surface,2019-05-15,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,1086036.5,399712.53959999996
2019-05-15-NZS42-Regular,2019-05-15,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular,Cyclotella,1839.88,332797.4944
2019-05-15-NZS42-Regular,2019-05-15,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,861063.8400000001,319587.156
2019-05-15-NZS42-Regular,2019-05-15,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular,Monoraphidium,1839.88,19484.3292
2019-05-15-NZS42-Regular,2019-05-15,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular,Navicula,1839.88,775472.6224000001
2019-05-15-NZS42-Regular,2019-05-15,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular,Nitzschia,1839.88,61433.5932
2019-05-15-NZS42-Surface,2019-05-15,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Surface,Chlorella,3679.76,26641.462400000004
2019-05-15-NZS42-Surface,2019-05-15,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Surface,Cymbella,1839.88,409207.7108
2019-05-15-NZS42-Surface,2019-05-15,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,1050571.48,387809.90640000004
2019-05-16-D41-Regular,2019-05-16,Spring,May,D41,San Pablo Bay,SPB,Regular,Chlorella,1502.45,6295.265500000001
2019-05-16-D41-Regular,2019-05-16,Spring,May,D41,San Pablo Bay,SPB,Regular,Cyclotella,600.98,41443.580799999996
2019-05-16-D41-Regular,2019-05-16,Spring,May,D41,San Pablo Bay,SPB,Regular,Eucapsis,136121.97,50951.0844
2019-05-16-D41-Surface,2019-05-16,Spring,May,D41,San Pablo Bay,SPB,Surface,Chlorella,707.64,8130.7836
2019-05-16-D41-Surface,2019-05-16,Spring,May,D41,San Pablo Bay,SPB,Surface,Chrysosaccus,353.82,42992.6682
2019-05-16-D41-Surface,2019-05-16,Spring,May,D41,San Pablo Bay,SPB,Surface,Cyclotella,353.82,85953.4926
2019-05-16-D41-Surface,2019-05-16,Spring,May,D41,San Pablo Bay,SPB,Surface,Eucapsis,145420.02,53242.8336
2019-05-16-D41A-Regular,2019-05-16,Spring,May,D41A,San Pablo Bay,SPB,Regular,Chrysochromulina,574.96,6606.290400000001
2019-05-16-D41A-Regular,2019-05-16,Spring,May,D41A,San Pablo Bay,SPB,Regular,Cyclotella,1149.92,682017.552
2019-05-16-D41A-Regular,2019-05-16,Spring,May,D41A,San Pablo Bay,SPB,Regular,Eucapsis,241483.2,90349.2144
2019-05-16-D41A-Surface,2019-05-16,Spring,May,D41A,San Pablo Bay,SPB,Surface,Cyclotella,1314.2,644339.118
2019-05-16-D41A-Surface,2019-05-16,Spring,May,D41A,San Pablo Bay,SPB,Surface,Eucapsis,278610.4,102547.026
2019-05-16-NZ002-Regular,2019-05-16,Spring,May,NZ002,San Pablo Bay,SPB,Regular,Cyclotella,418.15,4258598.4969999995
2019-05-16-NZ002-Regular,2019-05-16,Spring,May,NZ002,San Pablo Bay,SPB,Regular,Eucapsis,170605.19999999998,62095.274999999994
2019-05-16-NZ002-Surface,2019-05-16,Spring,May,NZ002,San Pablo Bay,SPB,Surface,Chlorella,1802.92,6472.4828
2019-05-16-NZ002-Surface,2019-05-16,Spring,May,NZ002,San Pablo Bay,SPB,Surface,Eucapsis,402051.16000000003,147659.148
2019-05-16-NZ004-Surface,2019-05-16,Spring,May,NZ004,San Pablo Bay,SPB,Surface,Cyclotella,751.22,119541.6386
2019-05-16-NZ004-Surface,2019-05-16,Spring,May,NZ004,San Pablo Bay,SPB,Surface,Eucapsis,348566.08,129810.81599999999
2019-05-16-NZ325-Regular,2019-05-16,Spring,May,NZ325,San Pablo Bay,SPB,Regular,Chlorella,919.94,6660.365600000001
2019-05-16-NZ325-Regular,2019-05-16,Spring,May,NZ325,San Pablo Bay,SPB,Regular,Eucapsis,183068.06,66980.83140000001
2019-05-16-NZ325-Regular,2019-05-16,Spring,May,NZ325,San Pablo Bay,SPB,Regular,Plagioselmis,459.97,73195.0261
2019-05-16-NZ325-Surface,2019-05-16,Spring,May,NZ325,San Pablo Bay,SPB,Surface,Chlorella,751.22,2696.8798
2019-05-16-NZ325-Surface,2019-05-16,Spring,May,NZ325,San Pablo Bay,SPB,Surface,Cyclotella,1502.44,239083.2772
2019-05-16-NZ325-Surface,2019-05-16,Spring,May,NZ325,San Pablo Bay,SPB,Surface,Eucapsis,323775.82,122779.3968
2019-05-16-NZ325-Surface,2019-05-16,Spring,May,NZ325,San Pablo Bay,SPB,Surface,Monoraphidium,751.22,19674.451800000003
2019-05-16-NZ325-Surface,2019-05-16,Spring,May,NZ325,San Pablo Bay,SPB,Surface,Skeletonema,751.22,103623.2868
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Chlamydomonas,209.08,203512.19960000002
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Chlorella,2718.04,46641.5664
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Cryptomonas,209.08,88723.09800000001
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Cyclotella,836.32,303349.99040000007
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Desmodesmus,209.08,22313.017600000003
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Drepanochloris,209.08,1043.3092000000001
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Eucapsis,81332.12000000001,29881.7136
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Geissleria,209.08,69410.3784
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Gomphonema,209.08,137800.44640000002
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Melosira,209.08,2275655.9912
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Monoraphidium,209.08,1641.278
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Pseudanabaena,209.08,61653.5104
2019-06-06-C10A-Regular,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Regular,Skeletonema,209.08,20905.909200000002
2019-06-06-C10A-Surface,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Surface,Chlorella,563.41,4079.0884
2019-06-06-C10A-Surface,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Surface,Eucapsis,234378.56,84781.9368
2019-06-06-C10A-Surface,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Surface,Monoraphidium,563.41,6546.824199999999
2019-06-06-C10A-Surface,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Surface,Navicula,563.41,93390.84159999999
2019-06-06-C10A-Surface,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Surface,Nitzschia,563.41,82917.04969999999
2019-06-06-C10A-Surface,2019-06-06,Summer,Jun,C10A,Southern Interior Delta,SID,Surface,Pseudanabaena,563.41,20958.852
2019-06-06-C3A-Regular,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Regular,Achnanthidium,176.91,10129.8666
2019-06-06-C3A-Regular,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Regular,Chlorella,1415.28,10246.6272
2019-06-06-C3A-Regular,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Regular,Encyonema,176.91,65339.939399999996
2019-06-06-C3A-Regular,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Regular,Eucapsis,70764,26589.572999999997
2019-06-06-C3A-Regular,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Regular,Navicula,176.91,117461.1636
2019-06-06-C3A-Regular,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Regular,Nitzschia,353.82,19141.662
2019-06-06-C3A-Regular,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Regular,Pseudokephyrion,176.91,5832.722699999999
2019-06-06-C3A-Regular,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Regular,Staurosira,1238.37,370805.1291
2019-06-06-C3A-Surface,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Surface,Chlorella,2253.69,8090.7471000000005
2019-06-06-C3A-Surface,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Surface,Eucapsis,99412.77,36419.6304
2019-06-06-C3A-Surface,2019-06-06,Summer,Jun,C3A,Northern Interior Delta,NID,Surface,Nitzschia,250.41,21662.969100000002
2019-06-06-C9-Regular,2019-06-06,Summer,Jun,C9,Southern Interior Delta,SID,Regular,Chlorella,1839.84,11719.780799999999
2019-06-06-C9-Regular,2019-06-06,Summer,Jun,C9,Southern Interior Delta,SID,Regular,Cocconeis,153.32,60676.39
2019-06-06-C9-Regular,2019-06-06,Summer,Jun,C9,Southern Interior Delta,SID,Regular,Eucapsis,65314.32,24092.704799999996
2019-06-06-C9-Surface,2019-06-06,Summer,Jun,C9,Southern Interior Delta,SID,Surface,Chlorella,500.82,1797.9438
2019-06-06-C9-Surface,2019-06-06,Summer,Jun,C9,Southern Interior Delta,SID,Surface,Cyclotella,500.82,90953.92020000001
2019-06-06-C9-Surface,2019-06-06,Summer,Jun,C9,Southern Interior Delta,SID,Surface,Eucapsis,110180.4,40746.7152
2019-06-06-C9-Surface,2019-06-06,Summer,Jun,C9,Southern Interior Delta,SID,Surface,Ochromonas,250.41,44515.3857
2019-06-07-D12-Regular,2019-06-07,Summer,Jun,D12,Confluence,CON,Regular,Chlorella,6760.950000000001,24271.8105
2019-06-07-D12-Regular,2019-06-07,Summer,Jun,D12,Confluence,CON,Regular,Chrysochromulina,450.73,11953.3596
2019-06-07-D12-Regular,2019-06-07,Summer,Jun,D12,Confluence,CON,Regular,Cyclotella,450.73,71724.6649
