SampleID,AlgalType,Units.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2019-04-17-NZ325-Surface,Pennate Diatom,766.62,,4/17/2019,Spring,Apr,NZ325,San Pablo Bay,SPB,Surface
2019-05-06-NZ004-Regular,Centric Diatom,657.1,,5/6/2019,Spring,May,NZ004,San Pablo Bay,SPB,Regular
2019-05-06-NZ004-Regular,Cyanobacterium,272039.4,,5/6/2019,Spring,May,NZ004,San Pablo Bay,SPB,Regular
2019-05-06-NZ004-Regular,Green Alga,1314.2,,5/6/2019,Spring,May,NZ004,San Pablo Bay,SPB,Regular
2019-05-08-C10A-Regular,Centric Diatom,2759.85,,5/8/2019,Spring,May,C10A,Southern Interior Delta,SID,Regular
2019-05-08-C10A-Regular,Cyanobacterium,121126.75,,5/8/2019,Spring,May,C10A,Southern Interior Delta,SID,Regular
2019-05-08-C10A-Regular,Green Alga,2453.2,,5/8/2019,Spring,May,C10A,Southern Interior Delta,SID,Regular
2019-05-08-C10A-Regular,Pennate Diatom,2759.85,,5/8/2019,Spring,May,C10A,Southern Interior Delta,SID,Regular
2019-05-08-C10A-Surface,Centric Diatom,1022.16,,5/8/2019,Spring,May,C10A,Southern Interior Delta,SID,Surface
2019-05-08-C10A-Surface,Cyanobacterium,216186.84,,5/8/2019,Spring,May,C10A,Southern Interior Delta,SID,Surface
2019-05-08-C10A-Surface,Green Alga,3066.48,,5/8/2019,Spring,May,C10A,Southern Interior Delta,SID,Surface
2019-05-08-C10A-Surface,Pennate Diatom,2044.32,,5/8/2019,Spring,May,C10A,Southern Interior Delta,SID,Surface
2019-05-08-C3A-Regular,Centric Diatom,459.96,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Regular
2019-05-08-C3A-Regular,Cryptophyte,153.32,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Regular
2019-05-08-C3A-Regular,Cyanobacterium,59181.52,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Regular
2019-05-08-C3A-Regular,Dinoflagellate,153.32,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Regular
2019-05-08-C3A-Regular,Green Alga,1533.2,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Regular
2019-05-08-C3A-Regular,Pennate Diatom,306.64,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Regular
2019-05-08-C3A-Surface,Centric Diatom,613.3,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Surface
2019-05-08-C3A-Surface,Cyanobacterium,126646.45,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Surface
2019-05-08-C3A-Surface,Green Alga,1533.25,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Surface
2019-05-08-C3A-Surface,Pennate Diatom,2453.2,,5/8/2019,Spring,May,C3A,Northern Interior Delta,NID,Surface
2019-05-08-C9-Regular,Cyanobacterium,97320.18,,5/8/2019,Spring,May,C9,Southern Interior Delta,SID,Regular
2019-05-08-C9-Regular,Green Alga,968.36,,5/8/2019,Spring,May,C9,Southern Interior Delta,SID,Regular
2019-05-08-C9-Regular,Pennate Diatom,242.09,,5/8/2019,Spring,May,C9,Southern Interior Delta,SID,Regular
2019-05-08-C9-Surface,Cyanobacterium,166817.6,,5/8/2019,Spring,May,C9,Southern Interior Delta,SID,Surface
2019-05-08-C9-Surface,Green Alga,2759.85,,5/8/2019,Spring,May,C9,Southern Interior Delta,SID,Surface
2019-05-08-C9-Surface,Pennate Diatom,306.65,,5/8/2019,Spring,May,C9,Southern Interior Delta,SID,Surface
2019-05-09-D22-Regular,Centric Diatom,657.1,,5/9/2019,Spring,May,D22,Confluence,CON,Regular
2019-05-09-D22-Regular,Cyanobacterium,131748.55,,5/9/2019,Spring,May,D22,Confluence,CON,Regular
2019-05-09-D22-Regular,Green Alga,1642.75,,5/9/2019,Spring,May,D22,Confluence,CON,Regular
2019-05-09-D22-Surface,Centric Diatom,751.22,,5/9/2019,Spring,May,D22,Confluence,CON,Surface
2019-05-09-D22-Surface,Cyanobacterium,316263.62,,5/9/2019,Spring,May,D22,Confluence,CON,Surface
2019-05-09-D22-Surface,Green Alga,1502.44,,5/9/2019,Spring,May,D22,Confluence,CON,Surface
2019-05-09-D4-Regular,Centric Diatom,2044.32,,5/9/2019,Spring,May,D4,Confluence,CON,Regular
2019-05-09-D4-Regular,Cyanobacterium,203409.84,,5/9/2019,Spring,May,D4,Confluence,CON,Regular
2019-05-09-D4-Regular,Green Alga,2044.32,,5/9/2019,Spring,May,D4,Confluence,CON,Regular
2019-05-09-D4-Surface,Centric Diatom,1149.92,,5/9/2019,Spring,May,D4,Confluence,CON,Surface
2019-05-09-D4-Surface,Cyanobacterium,250682.56,,5/9/2019,Spring,May,D4,Confluence,CON,Surface
2019-05-09-D4-Surface,Green Alga,574.96,,5/9/2019,Spring,May,D4,Confluence,CON,Surface
2019-05-09-D4-Surface,Haptophyte,574.96,,5/9/2019,Spring,May,D4,Confluence,CON,Surface
2019-05-09-NZ068-Regular,Centric Diatom,492.81,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Regular
2019-05-09-NZ068-Regular,Cryptophyte,164.27,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Regular
2019-05-09-NZ068-Regular,Cyanobacterium,65379.46,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Regular
2019-05-09-NZ068-Regular,Green Alga,657.08,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Regular
2019-05-09-NZ068-Regular,Pennate Diatom,328.54,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Regular
2019-05-09-NZ068-Surface,Centric Diatom,530.73,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Surface
2019-05-09-NZ068-Surface,Cyanobacterium,68464.17,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Surface
2019-05-09-NZ068-Surface,Green Alga,2653.65,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Surface
2019-05-09-NZ068-Surface,Pennate Diatom,353.82,,5/9/2019,Spring,May,NZ068,Northern Interior Delta,NID,Surface
2019-05-10-D12-Regular,Centric Diatom,484.18,,5/10/2019,Spring,May,D12,Confluence,CON,Regular
2019-05-10-D12-Regular,Cyanobacterium,99983.17,,5/10/2019,Spring,May,D12,Confluence,CON,Regular
2019-05-10-D12-Regular,Green Alga,242.09,,5/10/2019,Spring,May,D12,Confluence,CON,Regular
2019-05-10-D12-Surface,Cryptophyte,450.73,,5/10/2019,Spring,May,D12,Confluence,CON,Surface
2019-05-10-D12-Surface,Cyanobacterium,271339.46,,5/10/2019,Spring,May,D12,Confluence,CON,Surface
2019-05-10-D12-Surface,Green Alga,2704.38,,5/10/2019,Spring,May,D12,Confluence,CON,Surface
2019-05-10-D19-Regular,Centric Diatom,306.65,,5/10/2019,Spring,May,D19,Central Delta,CED,Regular
2019-05-10-D19-Regular,Cyanobacterium,119286.85,,5/10/2019,Spring,May,D19,Central Delta,CED,Regular
2019-05-10-D19-Regular,Green Alga,3066.5,,5/10/2019,Spring,May,D19,Central Delta,CED,Regular
2019-05-10-D19-Surface,Cryptophyte,250.41,,5/10/2019,Spring,May,D19,Central Delta,CED,Surface
2019-05-10-D19-Surface,Cyanobacterium,112934.91,,5/10/2019,Spring,May,D19,Central Delta,CED,Surface
2019-05-10-D19-Surface,Green Alga,3004.92,,5/10/2019,Spring,May,D19,Central Delta,CED,Surface
2019-05-10-D28A-Regular,Centric Diatom,409.76,,5/10/2019,Spring,May,D28A,Central Delta,CED,Regular
2019-05-10-D28A-Regular,Cryptophyte,409.76,,5/10/2019,Spring,May,D28A,Central Delta,CED,Regular
2019-05-10-D28A-Regular,Cyanobacterium,80722.72,,5/10/2019,Spring,May,D28A,Central Delta,CED,Regular
2019-05-10-D28A-Regular,Green Alga,5736.64,,5/10/2019,Spring,May,D28A,Central Delta,CED,Regular
2019-05-10-D28A-Surface,Centric Diatom,353.82,,5/10/2019,Spring,May,D28A,Central Delta,CED,Surface
2019-05-10-D28A-Surface,Cyanobacterium,68464.17,,5/10/2019,Spring,May,D28A,Central Delta,CED,Surface
2019-05-10-D28A-Surface,Green Alga,4068.93,,5/10/2019,Spring,May,D28A,Central Delta,CED,Surface
2019-05-13-D16-Regular,Centric Diatom,450.73,,5/13/2019,Spring,May,D16,Central Delta,CED,Regular
2019-05-13-D16-Regular,Cryptophyte,450.73,,5/13/2019,Spring,May,D16,Central Delta,CED,Regular
2019-05-13-D16-Regular,Cyanobacterium,181644.19,,5/13/2019,Spring,May,D16,Central Delta,CED,Regular
2019-05-13-D16-Regular,Green Alga,9916.06,,5/13/2019,Spring,May,D16,Central Delta,CED,Regular
2019-05-13-D16-Regular,Pennate Diatom,901.46,,5/13/2019,Spring,May,D16,Central Delta,CED,Regular
2019-05-13-D16-Surface,Centric Diatom,557.52,,5/13/2019,Spring,May,D16,Central Delta,CED,Surface
2019-05-13-D16-Surface,Chrysophyte,139.38,,5/13/2019,Spring,May,D16,Central Delta,CED,Surface
2019-05-13-D16-Surface,Cyanobacterium,56030.76,,5/13/2019,Spring,May,D16,Central Delta,CED,Surface
2019-05-13-D16-Surface,Green Alga,2787.6,,5/13/2019,Spring,May,D16,Central Delta,CED,Surface
2019-05-13-D26-Regular,Cyanobacterium,53129.62,,5/13/2019,Spring,May,D26,Central Delta,CED,Regular
2019-05-13-D26-Regular,Green Alga,2048.7,,5/13/2019,Spring,May,D26,Central Delta,CED,Regular
2019-05-13-D26-Regular,Pennate Diatom,136.58,,5/13/2019,Spring,May,D26,Central Delta,CED,Regular
2019-05-13-D26-Surface,Centric Diatom,191.65,,5/13/2019,Spring,May,D26,Central Delta,CED,Surface
2019-05-13-D26-Surface,Cryptophyte,191.65,,5/13/2019,Spring,May,D26,Central Delta,CED,Surface
2019-05-13-D26-Surface,Cyanobacterium,78576.5,,5/13/2019,Spring,May,D26,Central Delta,CED,Surface
2019-05-13-D26-Surface,Green Alga,1149.9,,5/13/2019,Spring,May,D26,Central Delta,CED,Surface
2019-05-13-MD10A-Regular,Cryptophyte,958.25,,5/13/2019,Spring,May,MD10A,Southern Interior Delta,SID,Regular
2019-05-13-MD10A-Regular,Cyanobacterium,78384.85,,5/13/2019,Spring,May,MD10A,Southern Interior Delta,SID,Regular
2019-05-13-MD10A-Regular,Green Alga,2683.1,,5/13/2019,Spring,May,MD10A,Southern Interior Delta,SID,Regular
2019-05-13-MD10A-Regular,Haptophyte,191.65,,5/13/2019,Spring,May,MD10A,Southern Interior Delta,SID,Regular
2019-05-13-MD10A-Surface,Centric Diatom,450.73,,5/13/2019,Spring,May,MD10A,Southern Interior Delta,SID,Surface
2019-05-13-MD10A-Surface,Cyanobacterium,190658.79,,5/13/2019,Spring,May,MD10A,Southern Interior Delta,SID,Surface
2019-05-13-MD10A-Surface,Green Alga,8563.87,,5/13/2019,Spring,May,MD10A,Southern Interior Delta,SID,Surface
2019-05-13-MD10A-Surface,Pennate Diatom,450.73,,5/13/2019,Spring,May,MD10A,Southern Interior Delta,SID,Surface
2019-05-13-P8-Regular,Centric Diatom,1802.92,,5/13/2019,Spring,May,P8,Southern Interior Delta,SID,Regular
2019-05-13-P8-Regular,Cryptophyte,450.73,,5/13/2019,Spring,May,P8,Southern Interior Delta,SID,Regular
2019-05-13-P8-Regular,Cyanobacterium,175333.97,,5/13/2019,Spring,May,P8,Southern Interior Delta,SID,Regular
2019-05-13-P8-Regular,Green Alga,4056.57,,5/13/2019,Spring,May,P8,Southern Interior Delta,SID,Regular
2019-05-13-P8-Regular,Pennate Diatom,450.73,,5/13/2019,Spring,May,P8,Southern Interior Delta,SID,Regular
2019-05-13-P8-Surface,Chrysophyte,450.73,,5/13/2019,Spring,May,P8,Southern Interior Delta,SID,Surface
2019-05-13-P8-Surface,Cyanobacterium,243844.93,,5/13/2019,Spring,May,P8,Southern Interior Delta,SID,Surface
2019-05-13-P8-Surface,Green Alga,4507.3,,5/13/2019,Spring,May,P8,Southern Interior Delta,SID,Surface
2019-05-14-D10-Regular,Centric Diatom,985.65,,5/14/2019,Spring,May,D10,Confluence,CON,Regular
2019-05-14-D10-Regular,Cyanobacterium,132405.65,,5/14/2019,Spring,May,D10,Confluence,CON,Regular
2019-05-14-D10-Regular,Green Alga,985.65,,5/14/2019,Spring,May,D10,Confluence,CON,Regular
2019-05-14-D10-Regular,Pennate Diatom,657.1,,5/14/2019,Spring,May,D10,Confluence,CON,Regular
2019-05-14-D10-Surface,Cyanobacterium,516407.8,,5/14/2019,Spring,May,D10,Confluence,CON,Surface
2019-05-14-D10-Surface,Green Alga,7726.8,,5/14/2019,Spring,May,D10,Confluence,CON,Surface
2019-05-14-D6-Regular,Cyanobacterium,518983.4,,5/14/2019,Spring,May,D6,San Pablo Bay,SPB,Regular
2019-05-14-D6-Regular,Green Alga,12878,,5/14/2019,Spring,May,D6,San Pablo Bay,SPB,Regular
2019-05-14-D6-Surface,Cryptophyte,1502.44,,5/14/2019,Spring,May,D6,San Pablo Bay,SPB,Surface
2019-05-14-D6-Surface,Cyanobacterium,330536.8,,5/14/2019,Spring,May,D6,San Pablo Bay,SPB,Surface
2019-05-14-D6-Surface,Green Alga,3756.1,,5/14/2019,Spring,May,D6,San Pablo Bay,SPB,Surface
2019-05-14-D8-Regular,Centric Diatom,707.64,,5/14/2019,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular
2019-05-14-D8-Regular,Cyanobacterium,145773.84,,5/14/2019,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular
2019-05-14-D8-Regular,Green Alga,1061.46,,5/14/2019,Spring,May,D8,Grizzly.Suisun Bay,GSB,Regular
2019-05-14-D8-Surface,Cryptophyte,1126.83,,5/14/2019,Spring,May,D8,Grizzly.Suisun Bay,GSB,Surface
2019-05-14-D8-Surface,Cyanobacterium,475522.26,,5/14/2019,Spring,May,D8,Grizzly.Suisun Bay,GSB,Surface
2019-05-14-D8-Surface,Green Alga,3380.49,,5/14/2019,Spring,May,D8,Grizzly.Suisun Bay,GSB,Surface
2019-05-14-EZ2-Regular,Centric Diatom,1149.92,,5/14/2019,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular
2019-05-14-EZ2-Regular,Cryptophyte,574.96,,5/14/2019,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular
2019-05-14-EZ2-Regular,Cyanobacterium,242633.12,,5/14/2019,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular
2019-05-14-EZ2-Regular,Green Alga,2299.84,,5/14/2019,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular
2019-05-14-EZ2-Regular,Haptophyte,574.96,,5/14/2019,Spring,May,EZ2,Low Salinity Zone,LSZ,Regular
2019-05-14-EZ2-Surface,Cyanobacterium,906868.76,,5/14/2019,Spring,May,EZ2,Low Salinity Zone,LSZ,Surface
2019-05-14-EZ2-Surface,Green Alga,3605.84,,5/14/2019,Spring,May,EZ2,Low Salinity Zone,LSZ,Surface
2019-05-14-EZ6-Regular,Cyanobacterium,755423.48,,5/14/2019,Spring,May,EZ6,Low Salinity Zone,LSZ,Regular
2019-05-14-EZ6-Regular,Green Alga,23437.96,,5/14/2019,Spring,May,EZ6,Low Salinity Zone,LSZ,Regular
2019-05-14-EZ6-Surface,Centric Diatom,3004.86,,5/14/2019,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface
2019-05-14-EZ6-Surface,Cyanobacterium,682103.22,,5/14/2019,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface
2019-05-14-EZ6-Surface,Green Alga,6009.72,,5/14/2019,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface
2019-05-14-EZ6-Surface,Pennate Diatom,1502.43,,5/14/2019,Spring,May,EZ6,Low Salinity Zone,LSZ,Surface
2019-05-15-D7-Regular,Centric Diatom,1839.88,,5/15/2019,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-D7-Regular,Cyanobacterium,456290.24,,5/15/2019,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-D7-Regular,Green Alga,1839.88,,5/15/2019,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-D7-Regular,Pennate Diatom,1839.88,,5/15/2019,Spring,May,D7,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-D7-Surface,Centric Diatom,901.46,,5/15/2019,Spring,May,D7,Grizzly.Suisun Bay,GSB,Surface
2019-05-15-D7-Surface,Cyanobacterium,577835.86,,5/15/2019,Spring,May,D7,Grizzly.Suisun Bay,GSB,Surface
2019-05-15-D7-Surface,Green Alga,1802.92,,5/15/2019,Spring,May,D7,Grizzly.Suisun Bay,GSB,Surface
2019-05-15-NZ032-Regular,Centric Diatom,2759.82,,5/15/2019,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-NZ032-Regular,Cyanobacterium,467329.52,,5/15/2019,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-NZ032-Regular,Green Alga,2759.82,,5/15/2019,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-NZ032-Regular,Pennate Diatom,1839.88,,5/15/2019,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-NZ032-Surface,Cyanobacterium,1086036.5,,5/15/2019,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Surface
2019-05-15-NZ032-Surface,Green Alga,5110.76,,5/15/2019,Spring,May,NZ032,Grizzly.Suisun Bay,GSB,Surface
2019-05-15-NZS42-Regular,Centric Diatom,1839.88,,5/15/2019,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-NZS42-Regular,Cyanobacterium,861063.84,,5/15/2019,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-NZS42-Regular,Green Alga,1839.88,,5/15/2019,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-NZS42-Regular,Pennate Diatom,3679.76,,5/15/2019,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-05-15-NZS42-Surface,Cyanobacterium,1050571.48,,5/15/2019,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-05-15-NZS42-Surface,Green Alga,3679.76,,5/15/2019,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-05-15-NZS42-Surface,Pennate Diatom,1839.88,,5/15/2019,Spring,May,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-05-16-D41-Regular,Centric Diatom,600.98,,5/16/2019,Spring,May,D41,San Pablo Bay,SPB,Regular
2019-05-16-D41-Regular,Cyanobacterium,136121.97,,5/16/2019,Spring,May,D41,San Pablo Bay,SPB,Regular
2019-05-16-D41-Regular,Green Alga,1502.45,,5/16/2019,Spring,May,D41,San Pablo Bay,SPB,Regular
2019-05-16-D41-Surface,Centric Diatom,353.82,,5/16/2019,Spring,May,D41,San Pablo Bay,SPB,Surface
2019-05-16-D41-Surface,Chrysophyte,353.82,,5/16/2019,Spring,May,D41,San Pablo Bay,SPB,Surface
2019-05-16-D41-Surface,Cyanobacterium,145420.02,,5/16/2019,Spring,May,D41,San Pablo Bay,SPB,Surface
2019-05-16-D41-Surface,Green Alga,707.64,,5/16/2019,Spring,May,D41,San Pablo Bay,SPB,Surface
2019-05-16-D41A-Regular,Centric Diatom,1149.92,,5/16/2019,Spring,May,D41A,San Pablo Bay,SPB,Regular
2019-05-16-D41A-Regular,Cyanobacterium,241483.2,,5/16/2019,Spring,May,D41A,San Pablo Bay,SPB,Regular
2019-05-16-D41A-Regular,Haptophyte,574.96,,5/16/2019,Spring,May,D41A,San Pablo Bay,SPB,Regular
2019-05-16-D41A-Surface,Centric Diatom,1314.2,,5/16/2019,Spring,May,D41A,San Pablo Bay,SPB,Surface
2019-05-16-D41A-Surface,Cyanobacterium,278610.4,,5/16/2019,Spring,May,D41A,San Pablo Bay,SPB,Surface
2019-05-16-NZ002-Regular,Centric Diatom,418.15,,5/16/2019,Spring,May,NZ002,San Pablo Bay,SPB,Regular
2019-05-16-NZ002-Regular,Cyanobacterium,170605.2,,5/16/2019,Spring,May,NZ002,San Pablo Bay,SPB,Regular
2019-05-16-NZ002-Surface,Cyanobacterium,402051.16,,5/16/2019,Spring,May,NZ002,San Pablo Bay,SPB,Surface
2019-05-16-NZ002-Surface,Green Alga,1802.92,,5/16/2019,Spring,May,NZ002,San Pablo Bay,SPB,Surface
2019-05-16-NZ004-Surface,Centric Diatom,751.22,,5/16/2019,Spring,May,NZ004,San Pablo Bay,SPB,Surface
2019-05-16-NZ004-Surface,Cyanobacterium,348566.08,,5/16/2019,Spring,May,NZ004,San Pablo Bay,SPB,Surface
2019-05-16-NZ325-Regular,Cryptophyte,459.97,,5/16/2019,Spring,May,NZ325,San Pablo Bay,SPB,Regular
2019-05-16-NZ325-Regular,Cyanobacterium,183068.06,,5/16/2019,Spring,May,NZ325,San Pablo Bay,SPB,Regular
2019-05-16-NZ325-Regular,Green Alga,919.94,,5/16/2019,Spring,May,NZ325,San Pablo Bay,SPB,Regular
2019-05-16-NZ325-Surface,Centric Diatom,2253.66,,5/16/2019,Spring,May,NZ325,San Pablo Bay,SPB,Surface
2019-05-16-NZ325-Surface,Cyanobacterium,323775.82,,5/16/2019,Spring,May,NZ325,San Pablo Bay,SPB,Surface
2019-05-16-NZ325-Surface,Green Alga,1502.44,,5/16/2019,Spring,May,NZ325,San Pablo Bay,SPB,Surface
2019-06-06-C10A-Regular,Centric Diatom,1254.48,,6/6/2019,Summer,Jun,C10A,Southern Interior Delta,SID,Regular
2019-06-06-C10A-Regular,Cryptophyte,209.08,,6/6/2019,Summer,Jun,C10A,Southern Interior Delta,SID,Regular
2019-06-06-C10A-Regular,Cyanobacterium,81541.2,,6/6/2019,Summer,Jun,C10A,Southern Interior Delta,SID,Regular
2019-06-06-C10A-Regular,Green Alga,3554.36,,6/6/2019,Summer,Jun,C10A,Southern Interior Delta,SID,Regular
2019-06-06-C10A-Regular,Pennate Diatom,418.16,,6/6/2019,Summer,Jun,C10A,Southern Interior Delta,SID,Regular
2019-06-06-C10A-Surface,Cyanobacterium,234941.97,,6/6/2019,Summer,Jun,C10A,Southern Interior Delta,SID,Surface
2019-06-06-C10A-Surface,Green Alga,1126.82,,6/6/2019,Summer,Jun,C10A,Southern Interior Delta,SID,Surface
2019-06-06-C10A-Surface,Pennate Diatom,1126.82,,6/6/2019,Summer,Jun,C10A,Southern Interior Delta,SID,Surface
2019-06-06-C3A-Regular,Chrysophyte,176.91,,6/6/2019,Summer,Jun,C3A,Northern Interior Delta,NID,Regular
2019-06-06-C3A-Regular,Cyanobacterium,70764,,6/6/2019,Summer,Jun,C3A,Northern Interior Delta,NID,Regular
2019-06-06-C3A-Regular,Green Alga,1415.28,,6/6/2019,Summer,Jun,C3A,Northern Interior Delta,NID,Regular
2019-06-06-C3A-Regular,Pennate Diatom,2122.92,,6/6/2019,Summer,Jun,C3A,Northern Interior Delta,NID,Regular
2019-06-06-C3A-Surface,Cyanobacterium,99412.77,,6/6/2019,Summer,Jun,C3A,Northern Interior Delta,NID,Surface
2019-06-06-C3A-Surface,Green Alga,2253.69,,6/6/2019,Summer,Jun,C3A,Northern Interior Delta,NID,Surface
2019-06-06-C3A-Surface,Pennate Diatom,250.41,,6/6/2019,Summer,Jun,C3A,Northern Interior Delta,NID,Surface
2019-06-06-C9-Regular,Cyanobacterium,65314.32,,6/6/2019,Summer,Jun,C9,Southern Interior Delta,SID,Regular
2019-06-06-C9-Regular,Green Alga,1839.84,,6/6/2019,Summer,Jun,C9,Southern Interior Delta,SID,Regular
2019-06-06-C9-Regular,Pennate Diatom,153.32,,6/6/2019,Summer,Jun,C9,Southern Interior Delta,SID,Regular
2019-06-06-C9-Surface,Centric Diatom,500.82,,6/6/2019,Summer,Jun,C9,Southern Interior Delta,SID,Surface
2019-06-06-C9-Surface,Chrysophyte,250.41,,6/6/2019,Summer,Jun,C9,Southern Interior Delta,SID,Surface
2019-06-06-C9-Surface,Cyanobacterium,110180.4,,6/6/2019,Summer,Jun,C9,Southern Interior Delta,SID,Surface
2019-06-06-C9-Surface,Green Alga,500.82,,6/6/2019,Summer,Jun,C9,Southern Interior Delta,SID,Surface
2019-06-07-D12-Regular,Centric Diatom,450.73,,6/7/2019,Summer,Jun,D12,Confluence,CON,Regular
2019-06-07-D12-Regular,Cyanobacterium,188855.87,,6/7/2019,Summer,Jun,D12,Confluence,CON,Regular
2019-06-07-D12-Regular,Green Alga,6760.95,,6/7/2019,Summer,Jun,D12,Confluence,CON,Regular
2019-06-07-D12-Regular,Haptophyte,450.73,,6/7/2019,Summer,Jun,D12,Confluence,CON,Regular
2019-06-07-D12-Surface,Cryptophyte,375.61,,6/7/2019,Summer,Jun,D12,Confluence,CON,Surface
2019-06-07-D12-Surface,Cyanobacterium,160761.08,,6/7/2019,Summer,Jun,D12,Confluence,CON,Surface
2019-06-07-D12-Surface,Green Alga,4131.71,,6/7/2019,Summer,Jun,D12,Confluence,CON,Surface
2019-06-07-D19-Regular,Centric Diatom,321.95,,6/7/2019,Summer,Jun,D19,Central Delta,CED,Regular
2019-06-07-D19-Regular,Cryptophyte,321.95,,6/7/2019,Summer,Jun,D19,Central Delta,CED,Regular
2019-06-07-D19-Regular,Cyanobacterium,145199.45,,6/7/2019,Summer,Jun,D19,Central Delta,CED,Regular
2019-06-07-D19-Regular,Green Alga,4185.35,,6/7/2019,Summer,Jun,D19,Central Delta,CED,Regular
2019-06-07-D19-Regular,Pennate Diatom,321.95,,6/7/2019,Summer,Jun,D19,Central Delta,CED,Regular
2019-06-07-D19-Surface,Cyanobacterium,86495.89,,6/7/2019,Summer,Jun,D19,Central Delta,CED,Surface
2019-06-07-D19-Surface,Green Alga,2575.56,,6/7/2019,Summer,Jun,D19,Central Delta,CED,Surface
2019-06-07-D19-Surface,Pennate Diatom,214.63,,6/7/2019,Summer,Jun,D19,Central Delta,CED,Surface
2019-06-07-D28A-Regular,Cyanobacterium,85865.97,,6/7/2019,Summer,Jun,D28A,Central Delta,CED,Regular
2019-06-07-D28A-Regular,Green Alga,4507.4,,6/7/2019,Summer,Jun,D28A,Central Delta,CED,Regular
2019-06-07-D28A-Surface,Cyanobacterium,75318.45,,6/7/2019,Summer,Jun,D28A,Central Delta,CED,Surface
2019-06-07-D28A-Surface,Green Alga,1916.5,,6/7/2019,Summer,Jun,D28A,Central Delta,CED,Surface
2019-06-07-D28A-Surface,Pennate Diatom,766.6,,6/7/2019,Summer,Jun,D28A,Central Delta,CED,Surface
2019-06-10-D16-Regular,Cyanobacterium,129423.9,,6/10/2019,Summer,Jun,D16,Central Delta,CED,Regular
2019-06-10-D16-Regular,Green Alga,4507.3,,6/10/2019,Summer,Jun,D16,Central Delta,CED,Regular
2019-06-10-D16-Surface,Centric Diatom,250.41,,6/10/2019,Summer,Jun,D16,Central Delta,CED,Surface
2019-06-10-D16-Surface,Cryptophyte,250.41,,6/10/2019,Summer,Jun,D16,Central Delta,CED,Surface
2019-06-10-D16-Surface,Cyanobacterium,99162.36,,6/10/2019,Summer,Jun,D16,Central Delta,CED,Surface
2019-06-10-D16-Surface,Green Alga,3004.92,,6/10/2019,Summer,Jun,D16,Central Delta,CED,Surface
2019-06-10-D26-Regular,Centric Diatom,300.49,,6/10/2019,Summer,Jun,D26,Central Delta,CED,Regular
2019-06-10-D26-Regular,Cyanobacterium,125304.33,,6/10/2019,Summer,Jun,D26,Central Delta,CED,Regular
2019-06-10-D26-Regular,Green Alga,2403.92,,6/10/2019,Summer,Jun,D26,Central Delta,CED,Regular
