Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
MD7A,3/13/1985,11:05,,,,57.2,,,,,0.46,1.39,,,,,,,,,,,,,,,,,,,,,144,,2.7,197,10,,11,4,7.5,,,,,,
MD7A,3/29/1985,11:05,,,,57.2,17,,,,2.16,3.05,,,0.19,,,,,0.27,,,0.2,,,,17,,,,0.8,,143,,2.85,242,9.8,,12,3,7.8,,,,,,
MD7A,4/15/1985,13:30,,,,66.2,21,225,,,0.46,2.32,,,0.13,,,,11,0.14,,,0.1,,0.05,0.09,17,,,,0.3,,88,,2.5,181,8.3,,20,7,7.5,,,,,,
MD7A,4/29/1985,11:50,,,,71.6,4,225,,,,1.96,,,0.18,,,,,0.17,,,0.3,,,,14,,,,0.5,,116,,2.5,172,6.3,,17,6,7.5,,,,,,
MD7A,5/13/1985,12:05,,,,80.6,4,315,,,0.93,1.51,,,0.14,,,,7,0.23,,,0.1,,0.06,0.09,14,,,,0.3,,76,,2.3,141,8.7,,18,7,7.2,,,,,,
MD7A,5/28/1985,12:20,,,,69.8,9,225,,,32.42,6.37,,,0.14,,,,,0.17,,,0.2,,,,16,,,,0.4,,76,,2.35,185,7.9,,20,7,7.4,,,,,,
MD7A,6/11/1985,12:10,,,,95,4,,,,0.62,3.09,,,0.12,,,,8,0.13,,,0.2,,0.06,0.1,14,,,,0.4,,108,,2.5,175,8,,24,6,7.3,,,,,,
MD7A,6/25/1985,10:00,,,,,10,,,,0.93,2.66,,,0.13,,,,,0.16,,,0.1,,,,14,,,,0.4,,68,,1.9,147,7.1,,21,7,7.6,,,,,,
MD7A,7/8/1985,10:25,,,,91.4,3,315,,,0.31,2.93,,,0.23,,,,8,0.18,,,0.1,,0.09,0.11,18,,,,0.4,,72,,1.9,164,7.5,,23,9,7.5,,,,,,
MD7A,7/23/1985,9:55,,,,86,2,225,,,0.46,1.27,,,0.08,,,,,0.09,,,0.1,,,,17,,,,0.2,,68,,2.25,152,7.6,,22,8,7.4,,,,,,
MD7A,8/6/1985,10:10,,,,75.2,4,315,,,1.24,1.2,,,0.09,,,,10,0.12,,,0.2,,0.07,0.09,16,,,,0.3,,80,,2.5,180,7.3,,23,4,,,,,,,
MD7A,8/20/1985,8:55,,,,68,4,,,,1.08,0.66,,,0.12,,,,,0.1,,,0.1,,,,18,,,,0.3,,100,,2.65,,7.8,,21,6,7.9,,,,,,
MD7A,9/4/1985,10:10,,,,73.4,2,158,,,0.77,1.89,,,0.13,,,,13,0.14,,,0.1,,0.09,0.12,18,,,,0.4,,92,,2.5,234,8.3,,22,5,7.3,,,,,,
MD7A,9/18/1985,7:30,,,,53.6,4,,,,0.93,1.04,,,0.13,,,,,0.15,,,0.2,,,,17,,,,0.4,,92,,2.35,209,8.3,,20,6,7.6,,,,,,
MD7A,10/7/1985,11:50,,,,71.6,7,180,,,,3.65,,,0.12,,,,10,0.11,,,0.3,,0.09,0.13,13,,,,0.4,,108,,3.05,171,7.9,,21,2,7.5,,,,,,
MD7A,10/21/1985,12:00,,,,50,4,135,,,1.24,1.78,,,0.13,,,,,0.17,,,0.1,,,,14,,,,0.3,,124,,3.6,176,8.8,,16,4,7.5,,,,,,
MD7A,12/3/1985,10:40,,,,51.8,2,135,,,0.77,0.39,,,0.19,,,,16,0.35,,,0.2,,0.09,0.12,16,,,,0.5,,120,,2.05,192,9.8,,10,4,7.4,,,,,,
MD7A,1/15/1986,9:05,,,,44.6,2,135,,,0.62,0.08,,,0.21,,,,15,0.3,,,0.3,,0.09,0.13,19,,,,0.6,,104,,2.05,230,9.6,,10,18,7.3,,,,,,
MD7A,2/12/1986,7:30,,,,44.6,27,135,,,0.15,1.12,,,0.1,,,,22,0.45,,,0.4,,0.08,0.12,16,,,,0.5,,60,,,214,9.5,,10,13,7.3,,,,,,
MD7A,3/27/1986,16:05,,,,80.6,,,,,0.62,1.7,,,0.1,,,,7,0.19,,,0.2,,0.05,0.1,13,,,,0.4,,38,,1.4,136,8.8,,16,27,6.8,,,,,,
MD7A,4/16/1986,9:05,,,,55.4,6,180,,,0.15,2.28,,,0.1,,,,9,0.22,,,0.2,,0.05,0.1,13,,,,0.4,,68,,1.6,141,8.5,,15,16,7.2,,,,,,
MD7A,5/15/1986,8:35,,,,64.4,23,225,,,,2.74,,,0.08,,,,6,0.18,,,0.1,,0.04,0.05,12,,,,0.3,,60,,1.45,118,8.6,,17,21,7.2,,,,,,
MD7A,5/20/1986,13:15,,,,64.4,23,225,,,,,,,0.07,,,,,0.11,,,0.2,,0.02,0.06,12,,,,0.3,,60,,1.35,115,8.1,,19,15,7.1,,,,,,
MD7A,6/2/1986,14:10,,,,71.6,30,225,,,1.08,0.77,,,0.15,,,,7,0.22,,,0.3,,0.07,0.11,14,,,,0.5,,50,,1.35,165,8.2,,21,18,7.4,,,,,,
MD7A,6/16/1986,12:45,,,,84.2,8,248,,,1.24,0.39,,,0.16,,,,,0.23,,,0.3,,,,15,,,,0.6,,36,,1.15,169,8,,21,16,7.4,,,,,,
MD7A,7/15/1986,11:25,,,,78.8,7,225,,,1.85,0.69,,,0.1,,,,6,0.12,,,0.2,,0.06,0.09,13,,,,0.4,,80,,1.95,135,7.8,,23,7,7.1,,,,,,
MD7A,7/31/1986,17:55,,,,84.2,2,248,,,2.01,1.12,,,0.1,,,,,0.18,,,0.4,,,,14,,,,0.5,,112,,2.15,145,8.2,,23,6,7.1,,,,,,
MD7A,8/12/1986,10:40,,,,73.4,7,203,,,0.77,1.66,,,0.11,,,,,0.12,,,0.2,,0.06,0.09,14,,,,0.6,,76,,2.2,141,7.4,,23,6,7.1,,,,,,
MD7A,8/26/1986,10:20,,,,78.8,4,270,,,0.46,2.66,,,0.12,,,,,0.13,,,0.2,,,,16,,,,0.2,,88,,2.3,174,7.2,,23,7,7.2,,,,,,
MD7A,9/9/1986,9:05,,,,69.8,7,248,,,0.46,2.32,,,0.09,,,,8,0.13,,,0.1,,0.06,0.11,16,,,,0.3,,57,,1.7,179,7.7,,21,10,7.4,,,,,,
MD7A,9/23/1986,8:50,,,,66.2,6,180,,,0.31,1.66,,,0.1,,,,,0.12,,,0.2,,,,14,,,,0.3,,80,,2.05,143,8.5,,18,9,7.2,,,,,,
MD7A,10/22/1986,8:45,,,,57.2,2,225,,,0.77,1.43,,,0.1,,,,4,0.07,,,0.1,,0.06,0.08,13,,,,0.3,,104,,,120,8.6,,17,5,7,,,,,,
MD7A,11/21/1986,9:20,,,,55.4,11,225,,,0.31,1.31,,,0.16,,,,6,0.07,,,0.2,,0.08,0.11,17,,,,0.4,,76,,1.9,146,9.6,,14,9,7.2,,,,,,
MD7A,12/9/1986,12:40,,,,41,,,,,0.31,0.85,,,0.15,,,,8,0.2,,,0.2,,0.08,0.1,17,,,,0.4,,160,,3.15,158,9.8,,10,3,7.5,,,,,,
MD7A,1/6/1987,11:25,,,,39.2,6,90,,,0.15,0.77,,,0.2,,,,10,0.26,,,0.2,,0.08,0.11,18,,,,0.4,,120,,,159,10.3,,10,4,7.3,,,,,,
MD7A,2/9/1987,13:20,,,,59,,,,,0.46,1.62,,,0.15,,,,14,0.39,,,0.3,,0.06,0.1,17,,,,0.6,,88,,,200,9.3,,11,9,,,,,,,
MD7A,3/9/1987,12:25,,,,57.2,2,315,,,0.62,1.47,,,0.22,,,,20,0.48,,,0.4,,0.08,0.15,17,,,,0.8,,80,,,251,9.7,,13,8,7.4,,,,,,
MD7A,4/7/1987,11:45,,,,69.8,6,270,,,0.62,1.58,,,0.19,,,,9,0.28,,,0.3,,0.09,0.12,18,,,,0.5,,104,,,208,9,,17,5,7.7,,,,,,
MD7A,4/21/1987,11:00,,,,73.4,4,,,,0.62,1.47,,,0.21,,,,,0.2,,,0.2,,,,18,,,,0.4,,100,,,187,8.4,,19,7,7.6,,,,,,
MD7A,5/5/1987,10:00,,,,78.8,,,,,2.01,1,,,0.16,,,,8,0.21,,,0.2,,0.1,0.12,18,,,,0.3,,108,,,142,8.9,,20,6,7.4,,,,,,
MD7A,5/19/1987,9:15,,,,62.6,11,225,,,,,,,0.12,,,,,0.25,,,0.2,,,,,,,,0.4,,84,,,207,7.1,,22,8,7.4,,,,,,
MD7A,6/3/1987,8:45,,,,75.2,6,203,,,1.54,2.28,,,0.17,,,,11,0.23,,,0.2,,0.12,0.13,17,,,,0.4,,90,,,220,7.8,,22,6,7.4,,,,,,
MD7A,7/7/1987,16:15,,,,91.4,8,225,,,1.24,0.62,,,0.16,,,,6,0.16,,,0.1,,0.1,0.12,16,,,,0.4,,76,,,162,7.8,,23,7,,,,,,,
MD7A,7/21/1987,15:25,,,,,,,,,2.93,0.08,,,0.12,,,,,0.16,,,0.1,,,,15,,,,0.4,,76,,,164,8.4,,22,7,7.8,,,,,,
MD7A,8/4/1987,13:20,,,,89.6,9,225,,,1.7,1.08,,,0.12,,,,7,0.13,,,0.2,,0.09,0.11,16,,,,0.3,,84,,,167,7.8,,24,5,7.4,,,,,,
MD7A,8/17/1987,13:05,,,,84.2,14,225,,,1.54,0.54,,,0.12,,,,,0.12,,,0.2,,,,15,,,,0.4,,96,,,171,7.9,,23,5,7.3,,,,,,
MD7A,9/1/1987,11:40,,,,84.2,4,315,,,1.7,1.08,,,0.11,,,,15,0.12,,,0.4,,0.08,0.1,11,,,,0.5,,100,,,202,7.6,,24,6,7.4,,,,,,
MD7A,9/15/1987,11:40,,,,75.2,,,,,2.01,1,,,0.15,,,,,0.16,,,0.2,,,,18,,,,0.4,,64,,,225,7.6,,22,7,7.4,,,,,,
MD7A,10/14/1987,12:00,,,,71.6,4,270,,,1.7,0.96,,,0.14,,,,9,0.17,,,0.1,,0.09,0.09,15,,,,0.4,,82,,,162,8.1,,20,6,7.3,,,,,,
MD7A,10/27/1987,9:45,,,,73.4,,,,,,,,,0.21,,,,,0.2,,,0.4,,,,15,,,,0.6,,160,,,161,7.3,,21,4,7.1,,,,,,
MD7A,11/2/1987,15:00,,,,62.6,7,,,,3.55,0.15,,,0.14,,,,13,0.32,,,0.4,,0.05,0.11,14,,,,0.5,,144,,,180,7.5,,18,2,7.5,,,,,,
MD7A,11/18/1987,14:55,,,,62.6,,,,,0.62,0.08,,,0.27,,,,,0.25,,,0.1,,,,15,,,,0.7,,148,,,190,8.7,,15,2,7.4,,,,,,
MD7A,12/1/1987,13:55,,,,53.6,9,135,,,1.08,0.08,,,0.22,,,,14,0.37,,,0.2,,0.11,0.17,16,,,,0.4,,154,,,237,9.5,,11,2,7.5,,,,,,
MD7A,1/12/1988,11:15,,,,46.4,4,315,,,0.62,0.66,,,0.14,,,,17,0.28,,,0.4,,0.07,0.12,16,,,,0.6,,40,,,216,10,,8,,7.3,,,,,,
MD7A,2/25/1988,12:55,,,,68,,,,,4.63,0.81,,,0.34,,,,13,0.27,,,0.1,,0.12,0.14,20,,,,0.5,,104,,,237,9.9,,13,6,7.4,,,,,,
MD7A,3/14/1988,13:15,,,,66.2,4,315,,,1.54,0.54,,,0.3,,,,12,0.25,,,0.1,,0.11,0.14,19,,,,0.5,,120,,,216,9.8,,14,6,7.3,,,,,,
MD7A,3/28/1988,13:20,,,,69.8,29,,,,2.01,2.05,,,0.17,,,,,0.26,,,0.2,,,,,,,,0.4,,102,,,200,9.9,,15,5,,,,,,,
MD7A,4/11/1988,12:45,,,,84.2,2,,,,1.7,1.2,,,0.16,,,,7,0.26,,,0.1,,0.08,0.1,19,,,,0.3,,116,,,160,8.6,,18,6,7.3,,,,,,
MD7A,4/25/1988,12:40,,,,66.2,7,,,,1.05,1.01,,,0.13,,,,,0.3,,,0.2,,,,19,,,,0.4,,106,,,163,9.1,,16,7,7.3,,,,,,
MD7A,5/9/1988,10:45,,,,59,,,,,2.32,1.62,,,0.2,,,,11,0.25,,,0.1,,0.11,0.14,20,,,,0.4,,148,,,193,8.7,,17,4,7.5,,,,,,
MD7A,5/24/1988,10:15,,,,75.2,7,225,,,16.52,4.55,,,0.06,,,,,0.26,,,0.2,,,,18,,,,0.4,,78,,,210,9.3,,21,7,7.5,,,,,,
MD7A,6/7/1988,11:15,,,,66.2,,,,,2.01,1.7,,,0.18,,,,,0.25,,,0.3,,0.1,0.13,20,,,,0.5,,60,,,214,7.7,,19,8,7.4,,,,,,
MD7A,6/21/1988,10:00,,,,71.6,6,225,,,2.16,2.01,,,0.16,,,,13,0.25,,,0.3,,0.1,0.14,20,,,,0.4,,82,,,210,6.7,,23,7,7.5,,,,,,
MD7A,7/6/1988,9:45,,,,77,6,,,,1.71,2.56,,,0.14,,,,10,0.17,,,0.1,,0.1,0.13,19,,,,0.4,,54,,,168,7.3,,22,12,7.3,,,,,,
MD7A,7/19/1988,7:35,,,,80.6,11,225,,,0.15,2.74,,,0.08,,,,,0.1,,,0.2,,,,17,,,,0.4,,76,,,150,7.2,,24,10,7.3,,,,,,
MD7A,8/3/1988,9:05,,,,57.2,6,270,,,0.31,2.59,,,0.13,,,,7,0.11,,,0.1,,0.06,0.09,18,,,,0.4,,62,,,157,7.9,,22,10,7.9,,,,,,
MD7A,8/17/1988,8:15,,,,69.8,8,180,,,1.7,1.2,,,0.11,,,,,0.11,,,0.2,,,,20,,,,0.4,,84,,,183,7.7,,22,7,7.4,,,,,,
MD7A,9/2/1988,10:30,,,,75.2,11,225,,,2.62,2.47,,,0.18,,,,11,0.18,,,0.3,,0.12,0.13,18,,,,0.4,,96,,,227,7.1,,24,6,7.5,,,,,,
MD7A,9/19/1988,12:00,,,,84.2,4,135,,,1.1,1.9,,,0.13,,,,,0.19,,,,,,,21,,,,0.4,,92,,,236,8.1,,20,5,7.6,,,,,,
MD7A,10/3/1988,12:05,,,,75.2,4,,,,0.93,2.08,,,0.18,,,,11,0.19,,,0.2,,0.1,0.12,17,,,,0.4,,120,,,191,8,,19,5,7.5,,,,,,
MD7A,10/18/1988,11:35,,,,80.6,2,135,,,1.85,2.2,,,0.16,,,,,0.19,,,0.2,,,,17,,,,0.4,,134,,,172,7.8,,20,4,7.3,,,,,,
MD7A,11/1/1988,12:10,,,,62.6,25,270,,,0.77,3.16,,,0.21,,,,11,0.35,,,0.3,,0.13,0.15,17,,,,0.5,,136,,,193,7.9,,17,3,7.5,,,,,,
MD7A,12/5/1988,13:35,,,,62.6,2,45,,,,,,,0.2,,,,13,0.44,,,0.4,,0.1,0.13,19,,,,0.7,,80,,,212,8.9,,11,7,7.3,,,,,,
MD7A,1/17/1989,12:45,,,,48.2,,,,,1.08,1.47,,,0.18,,,,13,0.36,,,0.3,,0.08,0.11,22,,,,0.5,,104,,,247,10.8,,7,6,7.5,,,,,,
MD7A,2/1/1989,11:55,,,,48.2,14,180,,,,2.29,,,0.22,,,,14,0.3,,,0.3,,0.09,0.11,22,,,,0.5,,124,,,236,9.6,,9,6,7.5,,,,,,
MD7A,3/28/1989,8:35,,,,59,,,,,0.62,1.35,,,0.08,,,,6,0.21,,,0.3,,0.03,0.09,15,,,,0.5,,34,,,122,8.6,,12,27,6.9,,,,,,
MD7A,4/12/1989,9:25,,,,71.6,6,270,,,,2.2,,,0.12,,,,9,0.21,,,0.2,,0.07,0.09,18,,,,0.4,,120,,,163,8,,19,6,7.4,,,,,,
MD7A,5/10/1989,8:05,,,,57.2,14,203,,,1.08,2.97,,,0.18,,,,12,0.3,,,0.3,,0.09,0.12,16,,,,0.5,,84,,,169,7.9,,19,7,7.2,,,,,,
MD7A,5/25/1989,7:20,,,,59,15,315,,,0.62,1.7,,,0.18,,,,,0.16,,,0.1,,,,17,,,,0.4,,92,,,156,8.8,,17,7,7.6,,,,,,
MD7A,6/8/1989,7:25,,,,66.2,7,,,,1.39,1.74,,,0.15,,,,8,0.2,,,ND,,0.08,0.1,18,,,,0.2,,80,,,169,8.1,,20,8,7.6,,,,,,
MD7A,6/27/1989,12:10,,,,87.8,14,270,,,2.78,2.2,,,0.14,,,,,0.2,,,0.1,,,,18,,,,0.2,,76,,,155,8.3,,21,9,7.6,,,,,,
MD7A,7/11/1989,10:25,,,,73.4,6,293,,,0.31,2.35,,,0.09,,,,10,0.12,,,0.2,,0.06,0.08,17,,,,0.4,,102,,,170,7.4,,23,7,7.5,,,,,,
MD7A,7/25/1989,10:20,,,,77,9,270,,,8.18,3.63,,,0.07,,,,,0.1,,,ND,,,,15,,,,0.2,,68,,,130,8.3,,23,9,7.3,,,,,,
MD7A,8/9/1989,10:50,,,,82.4,4,315,,,0.93,0.58,,,0.12,,,,5,0.13,,,0.1,,0.06,0.1,16,,,,0.3,,122,,,178,7.4,,22,6,7.3,,,,,,
MD7A,8/22/1989,9:15,,,,69.8,9,248,,,0.77,1.66,,,0.12,,,,,0.1,,,0.2,,,,16,,,,0.3,,78,,,150,8.2,,21,7,7.5,,,,,,
MD7A,9/6/1989,10:30,,,,69.8,11,225,,,2.47,,,,0.19,,,,8,0.14,,,0.2,,0.09,0.11,18,,,,0.4,,102,,,202,7.8,,22,6,7.3,,,,,,
MD7A,9/20/1989,9:55,,,,64.4,,,,,0.62,1.24,,,0.22,,,,,0.2,,,0.3,,,,16,,,,0.6,,106,,,218,5.8,,20,6,7.4,,,,,,
MD7A,10/4/1989,9:00,,,,59,4,,,,0.15,1.35,,,0.19,,,,11,0.24,,,0.4,,0.11,0.14,17,,,,1,,102,,,208,6.9,,19,5,7.6,,,,,,
MD7A,10/18/1989,9:10,,,,62.6,4,,,,,3.71,,,0.15,,,,,0.3,,,0.2,,,,14,,,,0.4,,90,,,139,7.9,,19,4,7,,,,,,
MD7A,11/7/1989,12:55,,,,64.4,11,,,,0.77,0.39,,,0.17,,,,8,0.26,,,0.1,,0.07,0.09,17,,,,0.6,,98,,,156,9.1,,14,5,8.1,,,,,,
MD7A,12/5/1989,11:00,,,,59,,,,,,1.47,,,0.23,,,,8,0.24,,,0.2,,0.09,0.09,20,,,,0.5,,148,,,170,9.9,,10,3,7.6,,,,,,
MD7A,1/17/1990,9:30,,,,44.6,4,225,,,3.24,,,,0.2,,,,13,0.36,,,0.3,,0.07,0.1,16,,,,0.5,,88,,,194,9.6,,10,11,7.5,,,,,,
MD7A,2/21/1990,15:30,,,,69.8,2,180,,,2.62,0.39,,,0.18,,,,14,0.39,,,0.3,,0.09,0.19,16,,,,0.8,,24,,,214,10.4,,8,36,8,,,,,,
MD7A,3/20/1990,11:15,,,,73.4,7,,,,0.77,0.96,,,0.21,,,,10,0.47,,,0.3,,0.08,0.12,19,,,,0.6,,100,,,188,9.2,,15,7,7.5,,,,,,
MD7A,4/3/1990,10:45,,,,71.6,1,180,,,0.46,2.55,,,0.21,,,,10,0.2,,,0.2,,0.08,0.08,17,,,,0.5,,120,,,180,8.7,,17,11,7.6,,,,,,
MD7A,4/17/1990,9:45,,,,64.4,4,270,,,1.54,0.54,,,0.2,,,,,0.16,,,0.1,,,,17,,,,0.3,,144,,,149,8.5,,17,4,7.5,,,,,,
MD7A,5/2/1990,11:00,,,,89.6,4,,,,1.73,2.2,,,0.19,,,,12,0.38,,,0.3,,0.09,0.12,17,,,,0.5,,116,,,177,8.6,,19,13,8,,,,,,
MD7A,5/29/1990,9:00,,,,62.6,8,225,,,1.39,1.04,,,0.2,,,,,0.23,,,0.2,,,,19,,,,0.4,,66,,,202,8,,19,8,7.6,,,,,,
MD7A,6/14/1990,9:25,,,,69.8,2,90,,,0.46,2.78,,,0.22,,,,14,0.31,,,0.2,,0.12,0.16,19,,,,0.6,,62,,,195,7.3,,22,9,7.8,,,,,,
MD7A,6/27/1990,8:05,,,,71.6,17,315,,,0.46,2.78,,,0.19,,,,,0.22,,,0.4,,,,17,,,,0.6,,68,,,202,7.2,,23,9,7.5,,,,,,
MD7A,7/13/1990,8:40,,,,86,4,225,,,,,,,0.21,,,,8,0.17,,,0.1,,0.07,0.11,16,,,,0.5,,72,,,176,7,,24,8,7.5,,,,,,
MD7A,7/27/1990,9:10,,,,71.6,4,270,,,1.27,1.69,,,0.15,,,,,0.14,,,ND,,,,15,,,,0.3,,72,,,141,7.2,,23,9,7.2,,,,,,
MD7A,8/13/1990,10:55,,,,80.6,7,113,,,2.02,2.13,,,0.12,,,,7,0.15,,,ND,,0.06,0.12,16,,,,0.3,,64,,,163,7,,25,8,7.2,,,,,,
MD7A,8/27/1990,10:50,,,,75.2,4,158,,,0.93,1.81,,,0.13,,,,,0.16,,,0.1,,,,19,,,,0.4,,78,,,199,7.4,,23,7,7.5,,,,,,
MD7A,9/10/1990,10:20,,,,75.2,8,315,,,0.45,2.34,,,0.21,,,,11,0.2,,,0.1,,0.1,0.14,19,,,,0.4,,68,,,217,7.1,,22,7,7.4,,,,,,
MD7A,9/25/1990,10:15,,,,69.8,17,180,,,1.9,1.26,,,0.19,,,,,0.27,,,0.2,,,,19,,,,0.5,,102,,,211,7.6,,22,6,7.6,,,,,,
MD7A,10/23/1990,8:55,,,,59,4,338,,,1.93,0.92,,,0.21,,,,10,0.27,,,ND,,0.1,0.1,16,,,,0.3,,120,,,175,7.6,,17,5,7.3,,,,,,
MD7A,11/7/1990,9:30,,,,53.6,8,,,,0.97,0.59,,,0.14,,,,9,0.26,,,ND,,0.09,0.09,14,,,,0.3,,144,,,147,9.2,,13,4,7.6,,,,,,
MD7A,12/10/1990,12:15,,,,48.2,,,,,0.65,0.8,,,0.22,,,,8,0.17,,,0.2,,0.11,0.14,18,,,,0.5,,140,,,170,9.9,,9,4,7.8,,,,,,
MD7A,1/8/1991,11:35,,,,44.6,,,,,2.9,0.86,,,0.28,,,,9,0.17,,,0.2,,0.09,0.11,20,,,,0.6,,140,,,182,11.7,,7,5,7.8,,,,,,
MD7A,2/20/1991,9:10,,,,50,4,45,,,1.25,0.65,,,0.37,,,,25,0.83,,,0.3,,0.12,0.14,22,,,,0.7,,128,,,279,8.3,,13,6,7.4,,,,,,
MD7A,3/6/1991,8:50,,,,46.4,8,,,,0.63,1.36,,,0.44,,,,18,0.68,,,0.4,,0.15,0.24,7.8,,,,1.2,,48,,,248,8.8,,13,11,7.3,,,,,,
MD7A,3/22/1991,9:15,,,,50,4,135,,,0.73,0.7,,,0.17,,,,,0.78,,,0.4,,,,,,,,0.7,,62,,,239,9,,12,16,7.6,,,,,,
MD7A,4/8/1991,12:20,,,,64.4,17,,,,0.62,0.95,,,0.28,,,,14,0.5,,,0.3,,0.13,0.15,21,,,,0.6,,84,,,240,7.8,,16,9,7.5,,,,,,
MD7A,4/22/1991,11:45,,,,59,14,225,,,,3.19,,,0.26,,,,,0.3,,,0.2,,,,17,,,,0.4,,60,,,234,7.9,,17,8,7.7,,,,,,
MD7A,5/6/1991,9:55,,,,73.4,4,180,,,1.3,1.1,,,0.31,,,,13,0.35,,,0.2,,0.13,0.16,18,,,,0.6,,96,,,228,8.2,,17,7,7.4,,,,,,
MD7A,5/20/1991,10:15,,,,66.2,4,270,,,0.68,1.12,,,0.32,,,,,0.35,,,0.2,,,,20,,,,0.6,,72,,,210,7.9,,18,9,8.1,,,,,,
MD7A,6/5/1991,10:25,,,,75.2,17,,,,0.8,2.2,,,0.2,,,,12,0.3,,,0.2,,0.14,0.16,17,,,,0.4,,104,,,199,7.8,,20,7,7.2,,,,,,
MD7A,6/19/1991,10:55,,,,69.8,17,315,,,1.85,1.18,,,0.26,,,,,0.24,,,0.2,,,,15,,,,0.5,,52,,,156,7,,21,10,7.4,,,,,,
MD7A,7/2/1991,9:25,,,,87.8,4,270,,,0.79,0.88,,,0.22,,,,9,0.27,,,0.2,,0.11,0.16,17,,,,0.5,,78,,,172,6.6,,23,8,6.5,,,,,,
MD7A,8/5/1991,13:45,,,,82.4,10,270,,,2.28,1.26,,,0.34,,,,9,0.17,,,ND,,0.09,0.14,17,,,,0.4,,64,,,178,7.8,,24,9,7.5,,,,,,
MD7A,8/20/1991,11:35,,,,75.2,8,270,,,8.61,2.39,,,0.1,,,,,0.2,,,0.1,,,,15,,,,0.4,,86,,,169,7.1,,23,8,7.7,,,,,,
MD7A,9/3/1991,12:50,,,,91.4,7,315,,,2.52,2.27,,,0.18,,,,10,0.18,,,0.3,,0.1,0.11,15,,,,0.5,,80,,,187,7.8,,24,7,7.5,,,,,,
MD7A,9/16/1991,12:10,,,,82.4,4,270,,,1.74,1.84,,,0.18,,,,,0.2,,,0.1,,,,12,,,,0.3,,92,,,204,7.6,,22,7,7.6,,,,,,
MD7A,10/1/1991,11:15,,,,78.8,7,270,,,1.24,1.15,,,0.23,,,,9,0.22,,,0.2,,0.12,0.13,16,,,,0.5,,88,,,198,7.1,,22,7,7.2,,,,,,
MD7A,10/15/1991,11:10,,,,91.4,,,,,2.33,0.68,,,0.12,,,,,0.19,,,0.2,,,,14,,,,0.3,,84,,,145,7.1,,22,5,7,,,,,,
MD7A,11/13/1991,10:30,,,,60.8,7,180,,,0.77,0.72,,,0.15,,,,5,0.31,,,0.1,,0.07,0.07,12,,,,0.3,,140,,,127,8,,16,4,6.5,,,,,,
MD7A,12/11/1991,9:40,,,,37.4,,,,,0.28,0.65,,,0.32,,,,10,0.26,,,0.2,,0.12,0.14,20,,,,0.5,,200,,,166,10.5,,9,4,7.9,,,,,,
MD7A,1/14/1992,11:30,,,,37.4,,,,,0.32,0.89,,,0.23,,,,12,0.34,,,0.4,,0.09,0.12,20,,,,0.6,,92,,,201,9.7,,9,9,7.6,,,,,,
MD7A,2/26/1992,11:25,,,,60.8,,,,,,1,,,0.16,,,,18,0.81,,,0.6,,0.1,0.16,12,,,,0.9,,40,,,216,7,,14,23,7.2,,,,,,
MD7A,3/11/1992,9:40,,,,53.6,4,180,,,0.2,1.02,,,0.15,,,,24,0.65,,,0.7,,0.1,0.14,18,,,,1,,60,,,259,7.2,,15,12,7,,,,,,
MD7A,3/25/1992,10:00,,,,55.4,2,315,,,0.28,1.08,,,0.14,,,,,0.3,,,0.3,,,,18,,,,0.5,,62,,,211,7.2,,15,11,7.4,,,,,,
MD7A,4/7/1992,7:25,,,,46.4,,,,,0.77,1.09,,,0.12,,,,19,0.31,,,0.2,,0.06,0.1,16,,,,0.4,,116,,,235,8.1,,17,7,7.8,,,,,,
MD7A,4/22/1992,8:10,,,,55.4,17,225,,,2.62,1.84,,,0.14,,,,,0.29,,,0.2,,,,17,,,,0.5,,80,,,210,8.7,,19,8,7.9,,,,,,
MD7A,5/8/1992,9:05,,,,68,6,180,,,67.99,11.49,,,ND,,,,17,0.18,,,0.3,,0.04,0.17,10,,,,0.8,,52,,,221,10.3,,22,13,8.6,,,,,,
MD7A,5/22/1992,8:35,,,,71.6,7,270,,,36.63,8.27,,,0.02,,,,,0.34,,,0.3,,,,13,,,,0.6,,60,,,196,10.2,,21,11,8.3,,,,,,
MD7A,6/8/1992,11:00,,,,75.2,4,135,,,32.02,8.31,,,0.03,,,,13,0.3,,,0.2,,0.07,0.09,10,,,,0.5,,40,,,172,9.1,,23,16,8.1,,,,,,
MD7A,6/22/1992,9:55,,,,75.2,9,180,,,2.96,2.81,,,0.29,,,,,0.27,,,0.3,,,,8.5,,,,0.7,,60,,,158,7.5,,23,10,7.7,,,,,,
MD7A,7/7/1992,10:50,,,,75.2,4,225,,,1.99,2.29,,,0.18,,,,13,0.25,,,0.2,,0.08,0.12,15,,,,0.5,,64,,,162,7.3,,23,9,8.1,,,,,,
