Station,Region,Date,Month,Year,Analyte,Measurement,Sign,RL
C9,Southern Interior Delta,9/14/2018,9,2018,SpCndSurface,637,,
MD10A,Southern Interior Delta,9/17/2018,9,2018,SpCndSurface,194,,
P8 ,Southern Interior Delta,9/17/2018,9,2018,SpCndSurface,831,,
C10A ,Southern Interior Delta,10/11/2018,10,2018,SpCndSurface,479,,
C9,Southern Interior Delta,10/11/2018,10,2018,SpCndSurface,590,,
MD10A,Southern Interior Delta,10/16/2018,10,2018,SpCndSurface,169,,
P8 ,Southern Interior Delta,10/16/2018,10,2018,SpCndSurface,673,,
C10A ,Southern Interior Delta,11/9/2018,11,2018,SpCndSurface,478,,
C9,Southern Interior Delta,11/9/2018,11,2018,SpCndSurface,515,,
MD10A,Southern Interior Delta,11/27/2018,11,2018,SpCndSurface,255,,
P8 ,Southern Interior Delta,11/27/2018,11,2018,SpCndSurface,590,,
C10A ,Southern Interior Delta,12/10/2018,12,2018,SpCndSurface,867,,
C9,Southern Interior Delta,12/10/2018,12,2018,SpCndSurface,569,,
MD10A,Southern Interior Delta,12/13/2018,12,2018,SpCndSurface,276,,
P8 ,Southern Interior Delta,12/13/2018,12,2018,SpCndSurface,662,,
C10A,Southern Interior Delta,1/9/2019,1,2019,SpCndSurface,870,,
C9,Southern Interior Delta,1/9/2019,1,2019,SpCndSurface,673,,
MD10A,Southern Interior Delta,1/15/2019,1,2019,SpCndSurface,325,,
P8,Southern Interior Delta,1/15/2019,1,2019,SpCndSurface,878,,
C10A,Southern Interior Delta,2/7/2019,2,2019,SpCndSurface,341.1,,
C9,Southern Interior Delta,2/7/2019,2,2019,SpCndSurface,411.6,,
MD10A,Southern Interior Delta,2/15/2019,2,2019,SpCndSurface,279,,
P8,Southern Interior Delta,2/15/2019,2,2019,SpCndSurface,276,,
C10A,Southern Interior Delta,3/11/2019,3,2019,SpCndSurface,166.7,,
C9,Southern Interior Delta,3/11/2019,3,2019,SpCndSurface,207.3,,
MD10A,Southern Interior Delta,3/14/2019,3,2019,SpCndSurface,261,,
P8,Southern Interior Delta,3/14/2019,3,2019,SpCndSurface,194,,
C10A,Southern Interior Delta,4/9/2019,4,2019,SpCndSurface,180.2,,
C9,Southern Interior Delta,4/9/2019,4,2019,SpCndSurface,191.5,,
MD10A,Southern Interior Delta,4/12/2019,4,2019,SpCndSurface,202,,
P8,Southern Interior Delta,4/12/2019,4,2019,SpCndSurface,195,,
C10A,Southern Interior Delta,5/8/2019,5,2019,SpCndSurface,115.7,,
C9,Southern Interior Delta,5/8/2019,5,2019,SpCndSurface,165.9,,
MD10A,Southern Interior Delta,5/13/2019,5,2019,SpCndSurface,175,,
P8,Southern Interior Delta,5/13/2019,5,2019,SpCndSurface,214,,
C10A,Southern Interior Delta,6/6/2019,6,2019,SpCndSurface,77.8,,
C9,Southern Interior Delta,6/6/2019,6,2019,SpCndSurface,184.4,,
MD10A,Southern Interior Delta,6/10/2019,6,2019,SpCndSurface,143,,
P8,Southern Interior Delta,6/10/2019,6,2019,SpCndSurface,95,,
C10A,Southern Interior Delta,7/8/2019,7,2019,SpCndSurface,428.5,,
C9,Southern Interior Delta,7/8/2019,7,2019,SpCndSurface,138.6,,
MD10A,Southern Interior Delta,7/10/2019,7,2019,SpCndSurface,127,,
P8,Southern Interior Delta,7/10/2019,7,2019,SpCndSurface,323,,
C10A,Southern Interior Delta,8/2/2019,8,2019,SpCndSurface,218.1,,
C9,Southern Interior Delta,8/2/2019,8,2019,SpCndSurface,181.8,,
MD10A,Southern Interior Delta,8/7/2019,8,2019,SpCndSurface,140,,
P8,Southern Interior Delta,8/7/2019,8,2019,SpCndSurface,371,,
C10A,Southern Interior Delta,9/3/2019,9,2019,SpCndSurface,219,,
C9,Southern Interior Delta,9/3/2019,9,2019,SpCndSurface,196.2,,
MD10A,Southern Interior Delta,9/5/2019,9,2019,SpCndSurface,153,,
P8,Southern Interior Delta,9/5/2019,9,2019,SpCndSurface,246,,
C10A,Southern Interior Delta,10/1/2019,10,2019,SpCndSurface,115.3,,
C9,Southern Interior Delta,10/1/2019,10,2019,SpCndSurface,182.9,,
MD10A,Southern Interior Delta,10/4/2019,10,2019,SpCndSurface,146,,
P8,Southern Interior Delta,10/4/2019,10,2019,SpCndSurface,163,,
C10A,Southern Interior Delta,11/1/2019,11,2019,SpCndSurface,348.9,,
C9,Southern Interior Delta,11/1/2019,11,2019,SpCndSurface,269.8,,
MD10A,Southern Interior Delta,11/5/2019,11,2019,SpCndSurface,197,,
P8,Southern Interior Delta,11/5/2019,11,2019,SpCndSurface,355,,
C10A,Southern Interior Delta,12/2/2019,12,2019,SpCndSurface,486.5,,
C9,Southern Interior Delta,12/2/2019,12,2019,SpCndSurface,219.7,,
MD10A,Southern Interior Delta,12/4/2019,12,2019,SpCndSurface,291,,
P8,Southern Interior Delta,12/4/2019,12,2019,SpCndSurface,773,,
D8,Suisun & Grizzly Bays,1/10/2018,1,2018,SpCndSurface,14433,,
D7 ,Suisun & Grizzly Bays,1/11/2018,1,2018,SpCndSurface,15465,,
NZ032 ,Suisun & Grizzly Bays,1/11/2018,1,2018,SpCndSurface,6523,,
NZS42 ,Suisun & Grizzly Bays,1/11/2018,1,2018,SpCndSurface,8281,,
D8,Suisun & Grizzly Bays,2/8/2018,2,2018,SpCndSurface,6917,,
D7 ,Suisun & Grizzly Bays,2/12/2018,2,2018,SpCndSurface,13504,,
NZ032 ,Suisun & Grizzly Bays,2/12/2018,2,2018,SpCndSurface,7563,,
NZS42 ,Suisun & Grizzly Bays,2/12/2018,2,2018,SpCndSurface,5915,,
D8,Suisun & Grizzly Bays,3/14/2018,3,2018,SpCndSurface,11606,,
D7 ,Suisun & Grizzly Bays,3/15/2018,3,2018,SpCndSurface,12983,,
NZ032 ,Suisun & Grizzly Bays,3/15/2018,3,2018,SpCndSurface,6075,,
NZS42 ,Suisun & Grizzly Bays,3/15/2018,3,2018,SpCndSurface,3391,,
D8,Suisun & Grizzly Bays,4/11/2018,4,2018,SpCndSurface,127,,
D7 ,Suisun & Grizzly Bays,4/12/2018,4,2018,SpCndSurface,161,,
NZ032 ,Suisun & Grizzly Bays,4/12/2018,4,2018,SpCndSurface,1846,,
NZS42 ,Suisun & Grizzly Bays,4/12/2018,4,2018,SpCndSurface,3298,,
D8,Suisun & Grizzly Bays,5/10/2018,5,2018,SpCndSurface,4027,,
D7 ,Suisun & Grizzly Bays,5/11/2018,5,2018,SpCndSurface,7932,,
NZ032 ,Suisun & Grizzly Bays,5/11/2018,5,2018,SpCndSurface,2611,,
NZS42 ,Suisun & Grizzly Bays,5/11/2018,5,2018,SpCndSurface,2071,,
D8,Suisun & Grizzly Bays,6/8/2018,6,2018,SpCndSurface,5735,,
D7 ,Suisun & Grizzly Bays,6/11/2018,6,2018,SpCndSurface,13429,,
NZ032 ,Suisun & Grizzly Bays,6/11/2018,6,2018,SpCndSurface,7377,,
NZS42 ,Suisun & Grizzly Bays,6/11/2018,6,2018,SpCndSurface,5978,,
D8,Suisun & Grizzly Bays,7/10/2018,7,2018,SpCndSurface,9085,,
D7 ,Suisun & Grizzly Bays,7/11/2018,7,2018,SpCndSurface,18088,,
NZ032 ,Suisun & Grizzly Bays,7/11/2018,7,2018,SpCndSurface,12918,,
NZS42 ,Suisun & Grizzly Bays,7/11/2018,7,2018,SpCndSurface,11657,,
D8,Suisun & Grizzly Bays,8/7/2018,8,2018,SpCndSurface,11781,,
D7 ,Suisun & Grizzly Bays,8/8/2018,8,2018,SpCndSurface,16845,,
NZ032 ,Suisun & Grizzly Bays,8/8/2018,8,2018,SpCndSurface,4736,,
NZS42 ,Suisun & Grizzly Bays,8/8/2018,8,2018,SpCndSurface,10027,,
D8,Suisun & Grizzly Bays,9/18/2018,9,2018,SpCndSurface,11133,,
D7 ,Suisun & Grizzly Bays,9/19/2018,9,2018,SpCndSurface,17160,,
NZ032 ,Suisun & Grizzly Bays,9/19/2018,9,2018,SpCndSurface,12030,,
NZS42 ,Suisun & Grizzly Bays,9/19/2018,9,2018,SpCndSurface,10679,,
D8,Suisun & Grizzly Bays,10/17/2018,10,2018,SpCndSurface,16045,,
D7 ,Suisun & Grizzly Bays,10/18/2018,10,2018,SpCndSurface,18736,,
NZ032 ,Suisun & Grizzly Bays,10/18/2018,10,2018,SpCndSurface,16923,,
NZS42 ,Suisun & Grizzly Bays,10/18/2018,10,2018,SpCndSurface,15435,,
D8,Suisun & Grizzly Bays,11/20/2018,11,2018,SpCndSurface,22848,,
D7 ,Suisun & Grizzly Bays,11/28/2018,11,2018,SpCndSurface,21235,,
NZ032 ,Suisun & Grizzly Bays,11/28/2018,11,2018,SpCndSurface,13306,,
NZS42 ,Suisun & Grizzly Bays,11/28/2018,11,2018,SpCndSurface,13194,,
D8,Suisun & Grizzly Bays,12/17/2018,12,2018,SpCndSurface,17391,,
D7 ,Suisun & Grizzly Bays,12/18/2018,12,2018,SpCndSurface,21228,,
NZ032 ,Suisun & Grizzly Bays,12/18/2018,12,2018,SpCndSurface,10870,,
NZS42 ,Suisun & Grizzly Bays,12/18/2018,12,2018,SpCndSurface,11692,,
D8,Suisun & Grizzly Bays,1/16/2019,1,2019,SpCndSurface,11450,,
D7,Suisun & Grizzly Bays,1/17/2019,1,2019,SpCndSurface,14498,,
NZ032,Suisun & Grizzly Bays,1/17/2019,1,2019,SpCndSurface,7911,,
NZS42,Suisun & Grizzly Bays,1/17/2019,1,2019,SpCndSurface,5697,,
D8,Suisun & Grizzly Bays,2/19/2019,2,2019,SpCndSurface,200,,
D7,Suisun & Grizzly Bays,2/20/2019,2,2019,SpCndSurface,228,,
NZ032,Suisun & Grizzly Bays,2/20/2019,2,2019,SpCndSurface,717,,
NZS42,Suisun & Grizzly Bays,2/20/2019,2,2019,SpCndSurface,1208,,
D8,Suisun & Grizzly Bays,3/15/2019,3,2019,SpCndSurface,159,,
D7,Suisun & Grizzly Bays,3/18/2019,3,2019,SpCndSurface,189,,
NZ032,Suisun & Grizzly Bays,3/18/2019,3,2019,SpCndSurface,597,,
NZS42,Suisun & Grizzly Bays,3/18/2019,3,2019,SpCndSurface,1015,,
D8,Suisun & Grizzly Bays,4/15/2019,4,2019,SpCndSurface,160,,
D7,Suisun & Grizzly Bays,4/16/2019,4,2019,SpCndSurface,168,,
NZ032,Suisun & Grizzly Bays,4/16/2019,4,2019,SpCndSurface,690,,
NZS42,Suisun & Grizzly Bays,4/16/2019,4,2019,SpCndSurface,1201,,
D8,Suisun & Grizzly Bays,5/14/2019,5,2019,SpCndSurface,164,,
D7,Suisun & Grizzly Bays,5/15/2019,5,2019,SpCndSurface,276,,
NZ032,Suisun & Grizzly Bays,5/15/2019,5,2019,SpCndSurface,740,,
NZS42,Suisun & Grizzly Bays,5/15/2019,5,2019,SpCndSurface,1125,,
D8,Suisun & Grizzly Bays,6/11/2019,6,2019,SpCndSurface,135,,
D7,Suisun & Grizzly Bays,6/12/2019,6,2019,SpCndSurface,895,,
NZ032,Suisun & Grizzly Bays,6/12/2019,6,2019,SpCndSurface,787,,
NZS42,Suisun & Grizzly Bays,6/12/2019,6,2019,SpCndSurface,1205,,
D8,Suisun & Grizzly Bays,7/11/2019,7,2019,SpCndSurface,3148,,
D7,Suisun & Grizzly Bays,7/12/2019,7,2019,SpCndSurface,8783,,
NZ032,Suisun & Grizzly Bays,7/12/2019,7,2019,SpCndSurface,4763,,
NZS42,Suisun & Grizzly Bays,7/12/2019,7,2019,SpCndSurface,3961,,
D8,Suisun & Grizzly Bays,8/9/2019,8,2019,SpCndSurface,7545,,
D7,Suisun & Grizzly Bays,8/12/2019,8,2019,SpCndSurface,10379,,
NZ032,Suisun & Grizzly Bays,8/12/2019,8,2019,SpCndSurface,9920,,
NZS42,Suisun & Grizzly Bays,8/12/2019,8,2019,SpCndSurface,9379,,
D8,Suisun & Grizzly Bays,9/6/2019,9,2019,SpCndSurface,3740,,
D7,Suisun & Grizzly Bays,9/9/2019,9,2019,SpCndSurface,7747,,
NZ032,Suisun & Grizzly Bays,9/9/2019,9,2019,SpCndSurface,7172,,
NZS42,Suisun & Grizzly Bays,9/9/2019,9,2019,SpCndSurface,8006,,
D8,Suisun & Grizzly Bays,10/7/2019,10,2019,SpCndSurface,5982,,
D7,Suisun & Grizzly Bays,10/8/2019,10,2019,SpCndSurface,12051,,
NZ032,Suisun & Grizzly Bays,10/8/2019,10,2019,SpCndSurface,7593,,
NZS42,Suisun & Grizzly Bays,10/8/2019,10,2019,SpCndSurface,7950,,
D8,Suisun & Grizzly Bays,11/6/2019,11,2019,SpCndSurface,11153,,
D7,Suisun & Grizzly Bays,11/7/2019,11,2019,SpCndSurface,16743,,
NZ032,Suisun & Grizzly Bays,11/7/2019,11,2019,SpCndSurface,9795,,
NZS42,Suisun & Grizzly Bays,11/7/2019,11,2019,SpCndSurface,9280,,
D8,Suisun & Grizzly Bays,12/6/2019,12,2019,SpCndSurface,14403,,
D7,Suisun & Grizzly Bays,12/9/2019,12,2019,SpCndSurface,18393,,
NZ032,Suisun & Grizzly Bays,12/9/2019,12,2019,SpCndSurface,14461,,
NZS42,Suisun & Grizzly Bays,12/9/2019,12,2019,SpCndSurface,11591,,
D19 ,Central Delta,1/8/2018,1,2018,TurbiditySurface,4.9,,
D28A ,Central Delta,1/8/2018,1,2018,TurbiditySurface,4.8,,
D16 ,Central Delta,1/9/2018,1,2018,TurbiditySurface,4.6,,
D26,Central Delta,1/9/2018,1,2018,TurbiditySurface,6.2,,
D19 ,Central Delta,2/6/2018,2,2018,TurbiditySurface,4.1,,
D28A ,Central Delta,2/6/2018,2,2018,TurbiditySurface,3.1,,
D16 ,Central Delta,2/7/2018,2,2018,TurbiditySurface,4.7,,
D26,Central Delta,2/7/2018,2,2018,TurbiditySurface,5.7,,
D19 ,Central Delta,3/12/2018,3,2018,TurbiditySurface,3.8,,
D28A ,Central Delta,3/12/2018,3,2018,TurbiditySurface,2.4,,
D16 ,Central Delta,3/13/2018,3,2018,TurbiditySurface,6.3,,
D26,Central Delta,3/13/2018,3,2018,TurbiditySurface,6.7,,
D19 ,Central Delta,4/9/2018,4,2018,TurbiditySurface,5,,
D28A ,Central Delta,4/9/2018,4,2018,TurbiditySurface,4.2,,
D16 ,Central Delta,4/10/2018,4,2018,TurbiditySurface,8.8,,
D26,Central Delta,4/10/2018,4,2018,TurbiditySurface,14,,
D19 ,Central Delta,5/8/2018,5,2018,TurbiditySurface,3.2,,
D28A ,Central Delta,5/8/2018,5,2018,TurbiditySurface,3.2,,
D16 ,Central Delta,5/9/2018,5,2018,TurbiditySurface,4.3,,
D26,Central Delta,5/9/2018,5,2018,TurbiditySurface,4.5,,
D19 ,Central Delta,6/4/2018,6,2018,TurbiditySurface,6.8,,
D28A ,Central Delta,6/4/2018,6,2018,TurbiditySurface,2,,
D16 ,Central Delta,6/7/2018,6,2018,TurbiditySurface,2.8,,
D26,Central Delta,6/7/2018,6,2018,TurbiditySurface,2.5,,
D16 ,Central Delta,7/9/2018,7,2018,TurbiditySurface,4.2,,
D26,Central Delta,7/9/2018,7,2018,TurbiditySurface,4.5,,
D19 ,Central Delta,7/19/2018,7,2018,TurbiditySurface,2.3,,
D28A ,Central Delta,7/19/2018,7,2018,TurbiditySurface,2.5,,
D19 ,Central Delta,8/3/2018,8,2018,TurbiditySurface,1.2,,
D28A ,Central Delta,8/3/2018,8,2018,TurbiditySurface,0.7,,
D16 ,Central Delta,8/6/2018,8,2018,TurbiditySurface,3.6,,
D26,Central Delta,8/6/2018,8,2018,TurbiditySurface,3.5,,
D19 ,Central Delta,9/14/2018,9,2018,TurbiditySurface,1.4,,
D28A ,Central Delta,9/14/2018,9,2018,TurbiditySurface,1.5,,
D16 ,Central Delta,9/17/2018,9,2018,TurbiditySurface,3.9,,
D26,Central Delta,9/17/2018,9,2018,TurbiditySurface,4.8,,
D19 ,Central Delta,10/15/2018,10,2018,TurbiditySurface,0.7,,
D28A ,Central Delta,10/15/2018,10,2018,TurbiditySurface,0.1,,
D16 ,Central Delta,10/16/2018,10,2018,TurbiditySurface,2.2,,
D26,Central Delta,10/16/2018,10,2018,TurbiditySurface,3,,
D16 ,Central Delta,11/27/2018,11,2018,TurbiditySurface,1.6,,
D26,Central Delta,11/27/2018,11,2018,TurbiditySurface,3.7,,
D19 ,Central Delta,11/29/2018,11,2018,TurbiditySurface,17.5,,
D28A ,Central Delta,11/29/2018,11,2018,TurbiditySurface,27.8,,
D19 ,Central Delta,12/12/2018,12,2018,TurbiditySurface,2.2,,
D28A ,Central Delta,12/12/2018,12,2018,TurbiditySurface,0.6,,
D16 ,Central Delta,12/13/2018,12,2018,TurbiditySurface,3.4,,
D26,Central Delta,12/13/2018,12,2018,TurbiditySurface,4.9,,
D19,Central Delta,1/11/2019,1,2019,TurbiditySurface,11.7,,
D28A,Central Delta,1/11/2019,1,2019,TurbiditySurface,5.5,,
D16,Central Delta,1/15/2019,1,2019,TurbiditySurface,16.3,,
D26,Central Delta,1/15/2019,1,2019,TurbiditySurface,10.7,,
D19,Central Delta,2/13/2019,2,2019,TurbiditySurface,52.6,,
D28A,Central Delta,2/13/2019,2,2019,TurbiditySurface,15.1,,
D16,Central Delta,2/15/2019,2,2019,TurbiditySurface,21.3,,
D26,Central Delta,2/15/2019,2,2019,TurbiditySurface,24.1,,
D19,Central Delta,3/13/2019,3,2019,TurbiditySurface,13.6,,
D28A,Central Delta,3/13/2019,3,2019,TurbiditySurface,5.8,,
D16,Central Delta,3/14/2019,3,2019,TurbiditySurface,25.9,,
D26,Central Delta,3/14/2019,3,2019,TurbiditySurface,13.6,,
D19,Central Delta,4/11/2019,4,2019,TurbiditySurface,4.7,,
D28A,Central Delta,4/11/2019,4,2019,TurbiditySurface,3.9,,
D16,Central Delta,4/12/2019,4,2019,TurbiditySurface,5.6,,
D26,Central Delta,4/12/2019,4,2019,TurbiditySurface,5.2,,
D19,Central Delta,5/10/2019,5,2019,TurbiditySurface,2.4,,
D28A,Central Delta,5/10/2019,5,2019,TurbiditySurface,2.4,,
D16,Central Delta,5/13/2019,5,2019,TurbiditySurface,3.7,,
D26,Central Delta,5/13/2019,5,2019,TurbiditySurface,2.6,,
D19,Central Delta,6/7/2019,6,2019,TurbiditySurface,4.2,,
D28A,Central Delta,6/7/2019,6,2019,TurbiditySurface,3.5,,
D16,Central Delta,6/10/2019,6,2019,TurbiditySurface,4.8,,
D26,Central Delta,6/10/2019,6,2019,TurbiditySurface,4.4,,
D19,Central Delta,7/9/2019,7,2019,TurbiditySurface,2.8,,
D28A,Central Delta,7/9/2019,7,2019,TurbiditySurface,1.5,,
D16,Central Delta,7/10/2019,7,2019,TurbiditySurface,4.5,,
D26,Central Delta,7/10/2019,7,2019,TurbiditySurface,4.5,,
D19,Central Delta,8/6/2019,8,2019,TurbiditySurface,3.4,,
D28A,Central Delta,8/6/2019,8,2019,TurbiditySurface,2.1,,
D16,Central Delta,8/7/2019,8,2019,TurbiditySurface,6.1,,
D26,Central Delta,8/7/2019,8,2019,TurbiditySurface,4.1,,
D19,Central Delta,9/4/2019,9,2019,TurbiditySurface,1.1,,
D28A,Central Delta,9/4/2019,9,2019,TurbiditySurface,1.3,,
D16,Central Delta,9/5/2019,9,2019,TurbiditySurface,4.9,,
D26,Central Delta,9/5/2019,9,2019,TurbiditySurface,3.9,,
D19,Central Delta,10/3/2019,10,2019,TurbiditySurface,2.3,,
D28A,Central Delta,10/3/2019,10,2019,TurbiditySurface,1.9,,
D16,Central Delta,10/4/2019,10,2019,TurbiditySurface,3.7,,
D26,Central Delta,10/4/2019,10,2019,TurbiditySurface,3,,
D19,Central Delta,11/4/2019,11,2019,TurbiditySurface,3.4,,
D28A,Central Delta,11/4/2019,11,2019,TurbiditySurface,2.9,,
D16,Central Delta,11/5/2019,11,2019,TurbiditySurface,4.1,,
D26,Central Delta,11/5/2019,11,2019,TurbiditySurface,4.3,,
D19,Central Delta,12/3/2019,12,2019,TurbiditySurface,21.8,,
D28A,Central Delta,12/3/2019,12,2019,TurbiditySurface,8.9,,
D16,Central Delta,12/4/2019,12,2019,TurbiditySurface,7.9,,
D26,Central Delta,12/4/2019,12,2019,TurbiditySurface,7.7,,
D22 ,Confluence,1/5/2018,1,2018,TurbiditySurface,10.8,,
D4 ,Confluence,1/5/2018,1,2018,TurbiditySurface,12.5,,
D12 ,Confluence,1/8/2018,1,2018,TurbiditySurface,14.9,,
D10 ,Confluence,1/10/2018,1,2018,TurbiditySurface,25.9,,
D22 ,Confluence,2/5/2018,2,2018,TurbiditySurface,9.9,,
D4 ,Confluence,2/5/2018,2,2018,TurbiditySurface,22.9,,
D12 ,Confluence,2/6/2018,2,2018,TurbiditySurface,16.7,,
D10 ,Confluence,2/8/2018,2,2018,TurbiditySurface,20.4,,
D22 ,Confluence,3/9/2018,3,2018,TurbiditySurface,8.1,,
D4 ,Confluence,3/9/2018,3,2018,TurbiditySurface,17,,
D12 ,Confluence,3/12/2018,3,2018,TurbiditySurface,11.7,,
D10 ,Confluence,3/14/2018,3,2018,TurbiditySurface,19.9,,
D22 ,Confluence,4/6/2018,4,2018,TurbiditySurface,6.5,,
D4 ,Confluence,4/6/2018,4,2018,TurbiditySurface,10,,
D12 ,Confluence,4/9/2018,4,2018,TurbiditySurface,7.1,,
D10 ,Confluence,4/11/2018,4,2018,TurbiditySurface,14.9,,
D12 ,Confluence,5/8/2018,5,2018,TurbiditySurface,10.5,,
D10 ,Confluence,5/10/2018,5,2018,TurbiditySurface,41.8,,
D22 ,Confluence,5/10/2018,5,2018,TurbiditySurface,9.2,,
D4 ,Confluence,5/10/2018,5,2018,TurbiditySurface,21.6,,
D12 ,Confluence,6/4/2018,6,2018,TurbiditySurface,12.8,,
D22 ,Confluence,6/5/2018,6,2018,TurbiditySurface,7.9,,
D4 ,Confluence,6/5/2018,6,2018,TurbiditySurface,20.4,,
D10 ,Confluence,6/8/2018,6,2018,TurbiditySurface,22.2,,
D10 ,Confluence,7/10/2018,7,2018,TurbiditySurface,23.6,,
D22 ,Confluence,7/18/2018,7,2018,TurbiditySurface,22.6,,
D4 ,Confluence,7/18/2018,7,2018,TurbiditySurface,23.6,,
D12 ,Confluence,7/19/2018,7,2018,TurbiditySurface,19.9,,
D22 ,Confluence,8/2/2018,8,2018,TurbiditySurface,12.8,,
D4 ,Confluence,8/2/2018,8,2018,TurbiditySurface,15.1,,
D12 ,Confluence,8/3/2018,8,2018,TurbiditySurface,11.5,,
D10 ,Confluence,8/7/2018,8,2018,TurbiditySurface,26.8,,
D22 ,Confluence,9/13/2018,9,2018,TurbiditySurface,10.4,,
D4 ,Confluence,9/13/2018,9,2018,TurbiditySurface,34.4,,
D12 ,Confluence,9/14/2018,9,2018,TurbiditySurface,12,,
D10 ,Confluence,9/18/2018,9,2018,TurbiditySurface,14,,
D22 ,Confluence,10/12/2018,10,2018,TurbiditySurface,15.6,,
D4 ,Confluence,10/12/2018,10,2018,TurbiditySurface,9.6,,
D12 ,Confluence,10/15/2018,10,2018,TurbiditySurface,13.7,,
D10 ,Confluence,10/17/2018,10,2018,TurbiditySurface,10.4,,
D4 ,Confluence,11/13/2018,11,2018,TurbiditySurface,5.5,,
D10 ,Confluence,11/20/2018,11,2018,TurbiditySurface,6.2,,
D22 ,Confluence,11/20/2018,11,2018,TurbiditySurface,3.4,,
D12 ,Confluence,11/29/2018,11,2018,TurbiditySurface,19.3,,
D22 ,Confluence,12/11/2018,12,2018,TurbiditySurface,14.4,,
D4 ,Confluence,12/11/2018,12,2018,TurbiditySurface,8.4,,
D12 ,Confluence,12/12/2018,12,2018,TurbiditySurface,10.3,,
D10 ,Confluence,12/17/2018,12,2018,TurbiditySurface,12.8,,
D22,Confluence,1/10/2019,1,2019,TurbiditySurface,18.8,,
D4,Confluence,1/10/2019,1,2019,TurbiditySurface,15.5,,
D12,Confluence,1/11/2019,1,2019,TurbiditySurface,22.9,,
D10,Confluence,1/16/2019,1,2019,TurbiditySurface,16.4,,
D22,Confluence,2/12/2019,2,2019,TurbiditySurface,24.9,,
D4,Confluence,2/12/2019,2,2019,TurbiditySurface,26.8,,
D12,Confluence,2/13/2019,2,2019,TurbiditySurface,29.5,,
D10,Confluence,2/19/2019,2,2019,TurbiditySurface,99.7,,
D22,Confluence,3/12/2019,3,2019,TurbiditySurface,61.9,,
D4,Confluence,3/12/2019,3,2019,TurbiditySurface,41,,
D12,Confluence,3/13/2019,3,2019,TurbiditySurface,28.7,,
D10,Confluence,3/15/2019,3,2019,TurbiditySurface,37.2,,
D22,Confluence,4/10/2019,4,2019,TurbiditySurface,11.3,,
D4,Confluence,4/10/2019,4,2019,TurbiditySurface,9.4,,
D12,Confluence,4/11/2019,4,2019,TurbiditySurface,7.2,,
D10,Confluence,4/15/2019,4,2019,TurbiditySurface,25.5,,
D22,Confluence,5/9/2019,5,2019,TurbiditySurface,7.2,,
D4,Confluence,5/9/2019,5,2019,TurbiditySurface,11.2,,
D12,Confluence,5/10/2019,5,2019,TurbiditySurface,7.7,,
D10,Confluence,5/14/2019,5,2019,TurbiditySurface,21.4,,
D12,Confluence,6/7/2019,6,2019,TurbiditySurface,7.4,,
D10,Confluence,6/11/2019,6,2019,TurbiditySurface,7.4,,
D22,Confluence,6/11/2019,6,2019,TurbiditySurface,5,,
D4,Confluence,6/11/2019,6,2019,TurbiditySurface,5.8,,
D22,Confluence,7/8/2019,7,2019,TurbiditySurface,10,,
D4,Confluence,7/8/2019,7,2019,TurbiditySurface,14,,
D12,Confluence,7/9/2019,7,2019,TurbiditySurface,10.6,,
D10,Confluence,7/11/2019,7,2019,TurbiditySurface,21.4,,
D12,Confluence,8/6/2019,8,2019,TurbiditySurface,10.8,,
D10,Confluence,8/8/2019,8,2019,TurbiditySurface,15.1,,
D22,Confluence,8/8/2019,8,2019,TurbiditySurface,8,,
D4,Confluence,8/8/2019,8,2019,TurbiditySurface,12.6,,
D12,Confluence,9/4/2019,9,2019,TurbiditySurface,13.7,,
D10,Confluence,9/6/2019,9,2019,TurbiditySurface,32.7,,
D22,Confluence,9/6/2019,9,2019,TurbiditySurface,6.6,,
D4,Confluence,9/6/2019,9,2019,TurbiditySurface,16.6,,
D12,Confluence,10/3/2019,10,2019,TurbiditySurface,12.6,,
D10,Confluence,10/7/2019,10,2019,TurbiditySurface,19.9,,
D22,Confluence,10/7/2019,10,2019,TurbiditySurface,5,,
D4,Confluence,10/7/2019,10,2019,TurbiditySurface,10.6,,
D12,Confluence,11/4/2019,11,2019,TurbiditySurface,13.6,,
D10,Confluence,11/6/2019,11,2019,TurbiditySurface,29.9,,
D22,Confluence,11/6/2019,11,2019,TurbiditySurface,12.6,,
D4,Confluence,11/6/2019,11,2019,TurbiditySurface,16.7,,
D12,Confluence,12/3/2019,12,2019,TurbiditySurface,16.5,,
D22,Confluence,12/5/2019,12,2019,TurbiditySurface,11.4,,
D4,Confluence,12/5/2019,12,2019,TurbiditySurface,9.9,,
D10,Confluence,12/6/2019,12,2019,TurbiditySurface,18.4,,
C3A,Northern Interior Delta,1/4/2018,1,2018,TurbiditySurface,7.2,,
NZ068 ,Northern Interior Delta,1/5/2018,1,2018,TurbiditySurface,5.8,,
NZ068 ,Northern Interior Delta,2/5/2018,2,2018,TurbiditySurface,5.5,,
C3A,Northern Interior Delta,2/9/2018,2,2018,TurbiditySurface,10.9,,
C3A,Northern Interior Delta,3/5/2018,3,2018,TurbiditySurface,22.1,,
NZ068 ,Northern Interior Delta,3/9/2018,3,2018,TurbiditySurface,8.8,,
C3A,Northern Interior Delta,4/6/2018,4,2018,TurbiditySurface,30.7,,
NZ068 ,Northern Interior Delta,4/6/2018,4,2018,TurbiditySurface,7,,
C3A,Northern Interior Delta,5/4/2018,5,2018,TurbiditySurface,3,,
