Station,Date,ResultPrefix_Organic Nitrogen (Total),ResultPrefix_TSS,ResultPrefix_VSS,ResultPrefix_Organic Nitrogen (Dissolved),ResultPrefix_TDS,ResultPrefix_Kjeldahl Nitrogen (Total),ResultPrefix_Pheophytin a,ResultPrefix_Ortho-phosphate (Dissolved),ResultPrefix_Chloride (Total),ResultPrefix_Silica (SiO2) (Dissolved),ResultPrefix_Chlorophyll a,ResultPrefix_Ammonia (Total),ResultPrefix_Nitrite + Nitrate (Dissolved),ResultPrefix_Ammonia (Dissolved),ResultPrefix_Chloride (Dissolved),Result_Organic Nitrogen (Total),Result_TDS,Result_TSS,Result_VSS,Result_Organic Nitrogen (Dissolved),Result_Kjeldahl Nitrogen (Total),Result_Pheophytin a,Result_Ortho-phosphate (Dissolved),Result_Chloride (Total),Result_Silica (SiO2) (Dissolved),Result_Chlorophyll a,Result_Ammonia (Total),Result_Nitrite + Nitrate (Dissolved),Result_Ammonia (Dissolved),Result_Chloride (Dissolved),ReportingLimit_Organic Nitrogen (Total),ReportingLimit_TSS,ReportingLimit_VSS,ReportingLimit_Organic Nitrogen (Dissolved),ReportingLimit_TDS,ReportingLimit_Kjeldahl Nitrogen (Total),ReportingLimit_Pheophytin a,ReportingLimit_Ortho-phosphate (Dissolved),ReportingLimit_Chloride (Total),ReportingLimit_Silica (SiO2) (Dissolved),ReportingLimit_Chlorophyll a,ReportingLimit_Ammonia (Total),ReportingLimit_Nitrite + Nitrate (Dissolved),ReportingLimit_Ammonia (Dissolved),ReportingLimit_Chloride (Dissolved),UnitName_Organic Nitrogen (Total),UnitName_TSS,UnitName_VSS,UnitName_Organic Nitrogen (Dissolved),UnitName_TDS,UnitName_Kjeldahl Nitrogen (Total),UnitName_Pheophytin a,UnitName_Ortho-phosphate (Dissolved),UnitName_Chloride (Total),UnitName_Silica (SiO2) (Dissolved),UnitName_Chlorophyll a,UnitName_Ammonia (Total),UnitName_Nitrite + Nitrate (Dissolved),UnitName_Ammonia (Dissolved),UnitName_Chloride (Dissolved),
D10,9/28/1990,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,<,NA,NA,NA,20,3,0.2,0.3,0.24,NA,NA,13,1.11,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D22,10/21/1990,NA,NA,NA,NA,NA,NA,=,NA,NA,NA,=,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,µg/L,NA,NA,NA,µg/L,NA,NA,NA,NA,
P10A,10/23/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,322,7,3,0.3,0.4,5.31,0.09,NA,16,1.45,NA,0.51,0.03,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
MD10,10/23/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,<,=,NA,170,6,2,0.2,0.3,4.46,0.1,NA,13,8.14,NA,0.35,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
MD7A,10/23/1990,NA,=,=,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,102,6,2,NA,0.3,0.92,0.1,NA,16,1.93,NA,0.27,0.21,10,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P8,10/23/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,512,10,3,0.2,0.5,7.02,0.13,NA,18,5.74,NA,1.33,0.14,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D28A,10/23/1990,NA,=,=,<,=,=,NA,=,NA,=,=,NA,=,=,=,NA,500,2,1,NA,0.2,NA,0.09,NA,16,3.3,NA,0.4,0.03,214,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,NA,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C3,10/23/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,97,4,1,0.2,0.6,1.15,0.17,NA,18,0.86,NA,0.11,0.41,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C7,10/23/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,414,29,5,0.2,0.5,5.49,0.1,NA,19,14.54,NA,1.2,0.01,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D4,10/24/1990,NA,=,=,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,5440,4,2,NA,0.1,1.49,0.13,NA,15,1.56,NA,0.41,0.02,2950,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D26,10/24/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,216,2,1,0.1,0.2,2.1,0.11,NA,17,1.85,NA,0.37,0.14,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D22,10/24/1990,NA,=,<,<,=,=,NA,=,NA,=,NA,NA,=,=,=,NA,1770,2,NA,NA,0.1,NA,0.12,NA,16,NA,NA,0.42,0.03,934,NA,NA,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,NA,mg/L as P,NA,mg/L,NA,NA,mg/L as N,mg/L as N,mg/L,
D9,10/24/1990,NA,=,<,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,10400,6,NA,NA,0.1,1.26,0.14,NA,12,1.95,NA,0.4,0.02,5680,NA,NA,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D7,10/24/1990,NA,=,<,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,13800,12,NA,0.1,0.2,1.57,0.14,NA,11,1.03,NA,0.39,0.03,7610,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D19,10/24/1990,NA,=,<,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,427,2,NA,NA,0.1,2.27,0.1,NA,16,1.11,NA,0.4,0.06,180,NA,NA,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D16,10/24/1990,NA,=,=,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,775,3,2,NA,0.1,0.92,0.11,NA,17,2.3,NA,0.41,0.05,381,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P12,10/24/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,678,32,6,0.5,0.9,18.9,0.11,NA,18,23.17,NA,0.79,0.02,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D24,10/24/1990,NA,=,=,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,241,8,2,NA,0.1,2.08,0.12,NA,18,2.72,NA,0.4,0.09,79,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C10,10/24/1990,NA,=,=,NA,=,=,=,=,NA,=,=,NA,=,=,=,NA,389,28,6,NA,0.4,4.52,0.13,NA,18,9.76,NA,1.4,0.02,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,NA,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C9,10/24/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,387,4,2,0.2,0.3,1.63,0.08,NA,15,3.58,NA,0.44,0.02,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D12,10/25/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,4220,4,2,0.3,0.4,1.88,0.12,NA,15,3.83,NA,0.41,0.02,2270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D14A,10/25/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,1060,6,2,0.2,0.3,3.89,0.1,NA,17,0.42,NA,0.41,0.04,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D15,10/25/1990,NA,=,=,=,=,=,NA,=,NA,=,=,NA,=,=,=,NA,1290,4,3,0.2,0.3,NA,0.11,NA,17,2.89,NA,0.42,0.03,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,NA,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D8,10/25/1990,NA,=,=,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,12000,4,2,NA,0.2,0.95,0.14,NA,12,1.91,NA,0.4,0.03,6510,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D41,10/25/1990,NA,=,=,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,29400,3,2,NA,0.2,1.51,0.1,NA,4,4.03,NA,0.2,0.07,16000,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D6,10/25/1990,NA,=,<,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,20100,7,NA,0.1,0.2,0.51,0.14,NA,9,1.67,NA,0.33,0.06,11100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D11,10/25/1990,NA,=,<,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,4210,2,NA,0.2,0.3,0.89,0.13,NA,15,2.7,NA,0.34,0.02,2260,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D10,10/25/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,10100,7,2,0.3,0.4,0.24,0.14,NA,13,3.2,NA,0.4,0.02,5440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D28A,11/7/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,482,13,2,0.1,0.4,1.24,0.11,NA,15,2.53,NA,0.43,0.05,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P12,11/7/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,<,=,NA,625,20,5,0.3,0.8,17.43,0.13,NA,14,25.52,NA,1,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
MD7A,11/7/1990,NA,=,<,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,89,5,NA,NA,0.3,0.59,0.09,NA,14,0.97,NA,0.26,0.14,9,NA,NA,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P8,11/7/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,440,11,2,0.2,0.5,5.41,0.12,NA,16,5.2,NA,1,0.12,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C9,11/7/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,426,14,3,0.2,0.5,4.51,0.08,NA,15,2.1,NA,0.54,0.03,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C10,11/7/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,388,15,3,0.2,0.4,0.77,0.1,NA,15,0.85,NA,1.2,0.02,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D26,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,203,6,2,0.2,0.3,1.86,0.12,NA,16,0.79,NA,0.37,0.13,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P10A,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,331,9,4,0.2,0.4,1.21,0.08,NA,12,0.39,NA,0.6,0.04,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D9,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,9800,58,8,0.2,0.4,1.66,0.14,NA,8.9,2.08,NA,0.41,0.06,5360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D19,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,499,8,2,0.1,0.3,2.5,0.12,NA,16,1.16,NA,0.43,0.07,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D7,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,13400,46,5,0.3,0.5,1.57,0.14,NA,11,1.27,NA,0.38,0.07,7260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D24,11/8/1990,NA,=,=,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,387,5,2,NA,0.2,1.3,0.13,NA,16,1.87,NA,0.39,0.09,167,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D4,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,5150,17,2,0.2,0.2,1.3,0.14,NA,14,2.05,NA,0.43,0.04,2780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D16,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,826,8,2,0.1,0.4,0.75,0.12,NA,15,2.1,NA,0.42,0.06,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
MD10,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,168,6,2,0.3,0.4,0.96,0.14,NA,13,1.47,NA,0.55,0.04,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D22,11/8/1990,NA,=,=,<,=,=,=,=,NA,=,=,NA,=,=,=,NA,2780,16,3,NA,0.2,3.45,0.13,NA,13,0.68,NA,0.43,0.04,1470,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C7,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,414,12,3,0.2,0.3,1.17,0.08,NA,13,0.83,NA,1.1,0.01,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C3,11/8/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,109,5,2,0.2,0.9,0.05,0.15,NA,17,0.45,NA,0.11,0.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D12,11/9/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,4200,14,4,0.2,0.3,4.54,0.12,NA,14,0.56,NA,0.4,0.04,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D14A,11/9/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,947,6,2,0.2,0.2,1.37,0.11,NA,16,1.19,NA,0.41,0.05,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D41,11/9/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,29600,36,12,0.2,0.4,0.74,0.12,NA,4.2,3.2,NA,0.25,0.08,15900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D8,11/9/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,12000,32,4,0.2,0.4,1.57,0.14,NA,12,0.86,NA,0.38,0.06,6440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D6,11/9/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,21200,31,5,0.3,0.6,0.25,0.14,NA,7.9,1.96,NA,0.32,0.1,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D15,11/9/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,1290,8,2,0.3,0.3,1.93,0.11,NA,16,1.11,NA,0.48,0.04,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D10,11/9/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,9580,28,4,0.2,0.4,1.72,0.11,NA,13,1.17,NA,0.28,0.04,5230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D11,11/9/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,4240,13,6,0.2,0.3,1.86,0.12,NA,14,1.51,NA,0.41,0.04,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P10A,12/6/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,360,4,2,0.3,0.5,0.89,0.09,NA,16,1.78,NA,0.7,0.07,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
MD10,12/6/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,206,3,2,0.3,0.4,2.67,0.16,NA,15,3.84,NA,0.65,0.07,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C3,12/6/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,98,6,2,0.2,0.6,2.11,0.16,NA,18,1.84,NA,0.09,0.38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C7,12/6/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,575,16,2,0.2,0.4,2.11,0.09,NA,19,2.16,NA,1.5,0.07,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P12,12/7/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,614,14,6,0.2,0.7,5.97,0.12,NA,18,20.35,NA,1.2,0.04,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C10,12/7/1990,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,553,13,2,0.3,0.6,1.78,0.15,NA,18,3.27,NA,1.6,0.16,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
