Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Flag,FlagDescription,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C EPA 415.3 (D) 915 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C EPA 415.3 (T) 914 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L EPA 160.2 64 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L EPA 160.4 72 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered - [1]*,(Bottom) Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Field Notes Notes (Field) - [1]*,North Latitude Decimal Degrees GPS Location - [1]*,West Longitude Decimal Degrees GPS Location - [1]*,Microcystis aeruginosa Field Observations (Water) - [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Secchi Depth Centimeters Secchi Depth - [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) - [1]*,"Air Temperature °F Temperature, Air - [1]*",Water Temperature °C EPA 170.1 (Field) - [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Water Depth at Station Feet Depth of Water Column - [1]*,Weather Observations Weather Observations - [1]*,Wind Velocity Miles/hr Wind Velocity - [1]*,(Bottom) pH pH Units EPA 150.1 (Field) - [1]*,pH pH Units EPA 150.1 (Field) - [1]*
D41 - San Pablo Bay near Pinole Point,E0B80182224,6/28/2022 14:10,E0622B1378,3 Feet,,,,Normal Sample,0,114,0.058,N/A,333,16500,2.12,0.257,N/A,1.2,N/A,1.2,0.17,<0.5,0.127,3.84,28700,N/A,30.9,N/A,6.7,0.286,0.103,1.29,5.09,1.21,4.78,500,45024,44653,N/A,N/A,N/A,1,92.2,7.21,99.3,7.71,60,18.89,65.1,19.32,14.3,12.1,42.3,"Sunny, large waves with frequent white caps, no rain",23.6,7.88,8.01
D41 - San Pablo Bay near Pinole Point,E0B80182224,7/26/2022 13:10,E0722B1630,3 Feet,,,,Normal Sample,0,116,0.125,N/A,343,16100,5.74,0.246,N/A,1,N/A,1,<0.1,1.29,0.152,3.96,29200,N/A,"44.4,60.2**",N/A,9.8,0.273,0.11,0.92,3.77,0.96,3.91,500,45101,44548,N/A,N/A,N/A,1,90.9,7.18,99,7.78,36,18.28,60.6,18.75,24.9,18.8,40,"sunny; large waves, frequent white caps; no rain",23.1,7.94,7.96
D41 - San Pablo Bay near Pinole Point,E0B80182224,8/23/2022 12:05,E0822B1954,3 Feet,,,,Normal Sample,0,111,<0.05,N/A,338,16600,56.2,<0.05,N/A,1.1,N/A,1.5,0.15,<1,0.146,4.36,29100,N/A,29.1,N/A,11.1,0.51,0.061,5.81,23.38,6,24.13,500,45403,44875,Elevated chlorophyll fluorescence values at this station were later confirmed to be related to the bloom of Heterosigma akashiwo originating from South San Francisco Bay.,N/A,N/A,1,122,9.37,119.1,9.09,68,19.75,66.7,20.21,17.2,10.1,42.3,"Sunny, moderate waves with few white caps, no rain",15.2,8.45,8.39
D41 - San Pablo Bay near Pinole Point,E0B80182224,9/21/2022 11:45,E0922B2209,3 Feet,,,,Normal Sample,0,111,<0.05,N/A,345,16400,5.21,0.14,N/A,0.9,N/A,1.2,0.14,0.53,0.129,4.61,29500,N/A,14.2,N/A,4.8,0.212,0.105,0.89,3.68,1.11,4.58,500,45260,44793,N/A,N/A,N/A,1,88.6,6.9,96,7.43,112,18.98,63.5,19.51,9.3,3.8,43.6,"partly cloudy; ripples to small waves, no white caps; no rain",16.2,7.88,7.84
D41 - San Pablo Bay near Pinole Point,E0B80182224,10/20/2022 10:35,E1022B2416,3 Feet,,,,Normal Sample,0,111,0.119,N/A,351,16100,3.74,0.188,N/A,1.2,N/A,1,<0.1,0.63,0.127,4.48,29300,N/A,10.9,N/A,2.6,0.222,0.106,0.81,3.31,1.08,4.37,500,45297,44933,N/A,N/A,N/A,1,83.6,6.69,87.6,6.99,88,17.65,58.5,17.83,15.9,6.1,40.7,"Sunny, ripples to small waves with no white caps, no rain",4.1,7.89,7.89
D41 - San Pablo Bay near Pinole Point,E0B80182224,11/21/2022 12:05,E1122B2704,3 Feet,,,,Normal Sample,0,109,0.101,N/A,339,16000,3.22,0.283,N/A,1.3,N/A,1.2,<0.1,0.79,0.118,3.91,28400,N/A,28.4,N/A,5.5,0.129,0.097,0.67,2.68,0.94,3.75,500,45023,44443,N/A,N/A,N/A,1,89.9,7.93,91.5,8.09,76,12.8,51.3,12.84,10.2,8.9,43.3,"Partly cloudy, Moderate waves, few white caps, No rain",11.4,7.74,7.74
D41 - San Pablo Bay near Pinole Point,E0B80182224,12/20/2022 11:20,E1222B2952,3 Feet,,,,Normal Sample,0,108,0.107,N/A,316,19400,2.43,0.252,N/A,"1.1,1.1**",N/A,"1.4,1.4**",<0.1,<0.5,0.104,3.81,27700,N/A,"19.6,21.8**",N/A,"6.2,6.8**",<0.1,0.076,0.6,2.43,0.71,2.91,500,43977,43537,N/A,N/A,N/A,1,93.9,8.76,111.7,10.45,88,10.43,42.1,10.42,16.2,9.7,44,"partly cloudy; ripples to small waves, no white caps; no rain",12.7,7.79,7.84
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,1/13/2022 9:10,E0122B0233,3 Feet,,,,Normal Sample,0,94,0.114,N/A,201,9200,<0.5,0.479,1.1,N/A,1.1,N/A,0.14,2.81,0.089,9.98,17000,13.2,N/A,5,N/A,0.331,0.082,0.33,1.3,0.36,1.41,N/A,30327,29761,N/A,N/A,N/A,1,89.5,8.78,90.5,8.91,88,10.88,43.5,10.87,6.7,6,9.5,"Partly cloudy, no waves, flat, no rain",5.2,7.62,7.59
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,2/15/2022 10:25,E0222B0441,3 Feet,,1-TDS,,Normal Sample,0,104,0.082,N/A,249,12400,3.32,0.406,0.7,N/A,0.6,N/A,0.2,1.87,0.121,7.21,"22400,22400**",124,N/A,40.9,N/A,0.373,0.084,0.97,3.95,0.77,3.14,N/A,35355,35407,N/A,N/A,N/A,1,95.6,8.95,95.9,8.98,20,12.04,46.5,12.05,38.7,35.8,15.7,"Sunny, large waves with frequent white caps, no rain",26.5,7.77,7.72
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,3/17/2022 10:45,E0322B0648,3 Feet,,,,Normal Sample,0,104,0.061,N/A,254,11300,2.88,0.283,0.7,N/A,0.7,N/A,0.13,<0.5,0.097,6.87,21320,25.9,N/A,10.3,N/A,0.218,0.078,0.73,3,0.64,2.63,N/A,33119,33179,N/A,N/A,N/A,1,99.7,9.03,100.3,9.06,80,14.06,48.7,14.14,7.1,6.8,8.2,"Partly cloudy, ripples to small waves/no white caps, no rain",18.8,7.89,7.87
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,4/28/2022 11:15,E0422B0898,3 Feet,,1-DissChloride,,Normal Sample,0,105,<0.05,N/A,256,12400,7.39,0.294,"1.6,1.6**",N/A,"1.5,1.6**",N/A,0.18,0.74,0.121,6.35,22500,46.4,N/A,19.2,N/A,0.263,0.083,1.78,7.13,2.06,8.28,N/A,35229,35197,N/A,N/A,N/A,1,99,8.52,97.9,8.43,32,16.11,52.3,16.08,11,11.1,7.5,"Partly cloudy, ripples to small waves/no white caps, no rain",16.8,7.79,7.74
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,5/26/2022 9:15,E0522B1077,3 Feet,,,,Normal Sample,0,108,<0.05,N/A,289,13400,13.1,0.263,1.7,N/A,1.5,N/A,0.16,1.34,0.134,5.79,"23800,23900**",37.3,N/A,5.3,N/A,0.28,0.094,2.36,9.58,2.18,8.85,250,37959,37975,N/A,N/A,N/A,1,97,7.82,100.7,8.12,48,18.85,51.6,18.85,30.3,20.3,11.5,"Partly cloudy, moderate waves/few white caps, no rain",30,7.73,7.74
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,6/28/2022 12:35,E0622B1377,3 Feet,,,,Normal Sample,0,110,<0.05,N/A,309,14800,4.74,0.273,N/A,1.5,N/A,1.5,0.22,2.25,0.192,4.88,25600,N/A,112,N/A,18.9,0.387,0.103,1.5,5.94,1.37,5.4,250,40320,40279,N/A,N/A,N/A,1,98.1,7.56,102.9,7.92,24,20.73,61.9,20.79,57,50,7.5,"Sunny, moderate waves with few white caps, no rain",17.4,7.89,7.94
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,7/26/2022 11:40,E0722B1629,3 Feet,,,,Normal Sample,0,111,0.09,N/A,311,14500,7.49,0.27,N/A,1.2,N/A,1.4,0.26,3.63,0.247,4.64,25600,N/A,143,N/A,23.1,0.499,0.123,1.31,5.34,1.24,5.07,250,40397,40394,N/A,N/A,N/A,1,96.6,7.59,97.5,7.65,20,19.68,57.2,19.7,70.3,63.3,11.2,"sunny; large waves, frequent white caps; no rain",14.2,7.98,7.88
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,8/23/2022 10:35,E0822B1953,3 Feet,,,,Normal Sample,0,107,<0.05,N/A,294,14500,65.2,<0.05,N/A,1.2,N/A,1.5,0.25,<2.5,0.162,5.17,26300,N/A,44.3,N/A,13.5,0.546,0.066,6.39,25.73,7.96,32.06,500,40752,40717,Elevated chlorophyll fluorescence values at this station were later confirmed to be related to the bloom of Heterosigma akashiwo originating from South San Francisco Bay.,N/A,N/A,1,127.6,9.8,120.1,9.22,40,20.8,60.3,20.83,13.6,12.5,7.9,"Sunny, moderate waves with few white caps, no rain",10.6,8.43,8.32
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,9/21/2022 10:00,E0922B2208,3 Feet,,,,Normal Sample,0,105,<0.05,N/A,313,14400,4.09,0.16,N/A,1.3,N/A,1.2,<0.1,0.69,0.14,5.93,26000,N/A,30.1,N/A,7.6,0.206,0.117,1.62,6.6,1.12,4.61,500,40299,40246,N/A,N/A,N/A,1,93.6,7.3,94.1,7.32,60,20.07,61,20.25,11.4,10.2,7.9,"cloudy; ripples to small waves, no white caps; no rain",0.7,7.68,7.55
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,10/20/2022 9:00,E1022B2415,3 Feet,,,,Normal Sample,0,104,0.069,N/A,296,13700,4.46,0.221,N/A,0.9,N/A,0.8,<0.1,1.23,0.153,5.67,24800,N/A,"34.8,35.9**",N/A,"5.2,5.6**",0.172,0.113,1.25,5.07,1.19,4.8,500,38930,38903,N/A,N/A,N/A,1,93,7.57,93.4,7.6,40,18.13,53.1,18.12,22,20.2,8.2,"Sunny, ripples to small waves with no white caps, no rain",1.6,7.86,7.8
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,11/21/2022 10:30,E1122B2703,3 Feet,,,,Normal Sample,0,103,0.1,N/A,297,13600,2.14,0.289,N/A,1.3,N/A,1.5,<0.1,0.6,0.116,5.34,24700,N/A,32.5,N/A,6.2,0.158,0.094,0.8,3.22,0.76,3.05,500,39126,39112,N/A,N/A,N/A,1,95,8.69,100.8,9.2,60,12.35,47.7,12.46,24.6,16.2,9.2,"Partly cloudy, Ripples to small waves, no white caps, No rain",12.5,7.63,7.62
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,12/20/2022 9:40,E1222B2951,3 Feet,,,,Normal Sample,0,101,0.124,N/A,265,12700,2.87,0.304,N/A,1.2,N/A,1.1,<0.1,1.02,0.118,5.76,23400,N/A,44.3,N/A,8.3,0.166,0.086,0.69,2.82,0.71,2.9,500,36888,36825,N/A,N/A,N/A,1,95.1,9.4,95.1,9.4,52,9.32,38.8,9.3,19.9,16.6,9.5,"partly cloudy; ripples to small waves, no white caps; no rain",15.7,7.66,7.64
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,1/11/2022 9:55,E0122B0143,3 Feet,,,,Normal Sample,0,87.4,0.126,N/A,145,6520,1.36,0.55,1.8,N/A,1.7,N/A,0.19,0.71,0.104,13,11700,25.8,N/A,7.1,N/A,0.373,0.085,0.32,1.27,0.4,1.58,N/A,29987,20720,N/A,N/A,N/A,1,88.4,8.72,87,9.03,52,10.68,45.7,10.2,32,11.5,48.9,"Partly cloudy, no waves, flat, no rain",5.1,7.51,7.19
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,2/11/2022 10:45,E0222B0413,3 Feet,,,,Normal Sample,0,98,0.109,N/A,220,9880,0.73,0.455,0.9,N/A,0.9,N/A,0.11,1.46,0.083,8.56,18100,21.6,N/A,6.6,N/A,0.262,0.08,0.33,1.36,0.29,1.22,N/A,33072,29982,N/A,N/A,N/A,1,89,8.42,91.6,8.78,84,12.02,52.3,12.01,14.6,9.1,51.5,"Sunny; No waves, flat; No rain",6.3,7.65,7.59
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,3/15/2022 12:30,E0322B0601,3 Feet,,,,Normal Sample,0,95.3,0.082,N/A,172,7450,2.99,0.352,1.1,N/A,1,N/A,0.16,<0.5,0.08,11.1,13800,15.8,N/A,4.4,N/A,0.322,0.078,0.6,2.47,0.74,3.02,N/A,29718,25612,N/A,N/A,N/A,1,95.6,8.9,100.1,9.41,76,13.46,59,13.76,17.4,11.8,48.2,"Partly cloudy, ripples to small waves with no white caps, no rain",3.2,7.84,7.73
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,4/26/2022 11:05,E0422B0808,3 Feet,,,,Normal Sample,0,96.8,0.128,N/A,183,8700,2.51,0.325,1,N/A,1,N/A,0.17,0.91,0.123,8.19,15800,43.3,N/A,11.7,N/A,0.339,0.092,0.71,2.85,0.75,2.99,N/A,28872,25939,N/A,N/A,N/A,1,91.4,8.03,90.9,8.05,40,16.38,55.9,16.57,36.2,14.8,44.6,"Sunny, ripples to small waves with no white caps, no rain",7,7.61,7.56
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,5/25/2022 11:00,E0522B1041,3 Feet,,,,Normal Sample,0,97.7,0.104,N/A,212,9830,2.43,0.344,1.7,N/A,2,N/A,0.1,<0.5,0.111,8.23,17200,14.3,N/A,2.5,N/A,0.326,0.104,0.68,2.82,0.51,2.12,N/A,32579,28809,N/A,N/A,N/A,1,93.5,7.7,100.9,8.32,52,18.91,79.7,19.59,38.1,8.4,49.2,"partly cloudy; ripples to small waves, no white caps; no rain",6,7.69,7.8
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,6/24/2022 12:00,E0622B1299,3 Feet,,,,Normal Sample,0,99.3,0.063,N/A,221,11000,3.75,0.285,N/A,"1.8,2.1**",N/A,"1.7,1.9**",0.12,0.56,0.111,7.11,18300,N/A,13.4,N/A,2.6,0.3,0.101,0.8,3.16,0.66,2.58,500,32156,30016,N/A,N/A,N/A,1,91.7,7.29,88.8,7.05,80,20.88,74.7,21.34,28.6,7.6,49.5,"Sunny; Ripples to small waves, no white caps; No rain",16.6,7.82,7.78
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,7/22/2022 11:15,E0722B1539,3 Feet,,,,Normal Sample,0,92.4,0.074,N/A,199,9130,7.47,0.168,N/A,"1.7,2**",N/A,"1.5,1.7**",0.15,0.6,0.131,6.03,16500,N/A,39.7,N/A,7.7,0.285,0.099,1.11,4.53,1.07,4.38,500,30597,27316,N/A,N/A,N/A,1,91,7.34,95,7.72,36,20.41,67.5,20.65,69.2,15.6,47.9,"Sunny, moderate waves with few white caps, no rain",13.8,7.84,7.81
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,8/19/2022 10:10,E0822B1863,3 Feet,,,,Normal Sample,0,92,0.099,N/A,205,"9540,9540**",2.85,0.3,N/A,1.5,N/A,1.4,<0.1,<0.5,0.131,7.23,17400,N/A,23.2,N/A,5.3,0.282,0.115,0.57,2.27,0.58,2.29,500,32307,28933,N/A,N/A,N/A,1,89.7,7.05,93.3,7.42,56,21.38,66.2,21.48,38.8,8.8,41.7,"Sunny, ripples to small waves/no white caps, no rain",18.1,7.89,7.85
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,9/19/2022 11:20,E0922B2130,3 Feet,,,,Normal Sample,0,92.8,0.059,N/A,241,10600,1.53,0.256,N/A,1.5,N/A,1.3,0.21,0.59,0.151,7.9,19300,N/A,30.1,N/A,7.3,0.21,0.117,0.44,1.88,0.66,2.76,500,33312,30898,N/A,N/A,N/A,1,87.1,6.96,89,7.17,56,20.3,62.6,20.34,18.8,10.1,46.6,"Cloudy, moderate waves/few white caps, no rain",10.4,7.69,7.56
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,10/18/2022 12:00,E1022B2355,3 Feet,,,,Normal Sample,0,93.8,0.099,N/A,232,10700,2.71,0.277,N/A,1.3,N/A,1.1,0.13,<0.5,0.122,7.15,19400,N/A,"18.7,19.6**",N/A,"6.2,6.2**",0.275,0.11,0.42,1.75,0.42,1.74,500,34441,31993,N/A,N/A,N/A,1,90.3,7.49,94.7,7.88,88,18.16,68.7,18.5,24.5,6,48.2,"Partly cloudy, no waves/flat, no rain",6.3,8.22,8.25
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,11/17/2022 10:40,E1122B2613,3 Feet,,1-DissChloride,,Normal Sample,0,94.4,0.132,N/A,228,10200,1.53,0.299,N/A,1.2,N/A,1.4,<0.1,0.53,0.114,7.32,18400,N/A,19.6,N/A,3.8,0.221,0.097,0.46,1.85,0.48,1.92,500,33112,30196,N/A,N/A,N/A,1,89.5,8.24,91.6,8.54,76,13.28,47.1,13.23,19.1,9.1,46.3,"Partly cloudy, ripples to small waves with no white caps, no rain",9.2,7.48,7.45
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,12/16/2022 9:30,E1222B2861,3 Feet,,,,Normal Sample,0,89.2,0.154,N/A,178,8270,2.26,0.325,N/A,1.8,N/A,1.7,<0.1,<0.5,0.099,8.56,15400,N/A,22.2,N/A,4.3,0.243,0.081,0.49,2.02,0.56,2.29,500,31573,26152,N/A,N/A,N/A,1,91.7,9.02,93.2,9.45,56,10.52,40.5,10.25,23.4,10.4,48.6,"partly cloudy; moderate waves, few white caps; no rain",17.7,7.53,7.51
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,1/12/2022 9:45,E0122B0185,3 Feet,,,,Normal Sample,0,76.7,0.113,6.9,53.2,1980,0.67,0.656,3.4,N/A,3.3,N/A,0.35,2.29,0.143,16.5,3760,73,N/A,14,N/A,0.537,0.08,0.4,1.59,0.47,1.85,N/A,11971,6351,N/A,N/A,N/A,1,89.4,9.74,88.2,9.87,20,9.67,41.5,9.44,19.1,20.6,7.5,"Foggy, ripples to small waves, no white caps, no rain",14.6,7.33,7.36
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,2/14/2022 11:50,E0222B0424,3 Feet,,1-TDS,,Normal Sample,0,90.1,0.107,17,110,5000,3.66,0.511,1.7,N/A,1.6,N/A,0.12,1.19,0.102,13.6,"9180,9280**",53.5,N/A,18.2,N/A,0.362,0.076,1.12,4.54,1.19,4.82,N/A,15809,15918,N/A,N/A,N/A,1,96,9.65,100.2,10.09,44,12.53,47.8,12.4,18.9,16.3,7.2,"Partly cloudy, large waves/frequent white caps, no rain",33.3,7.68,7.57
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,3/16/2022 11:15,E0322B0643,3 Feet,,,,Normal Sample,0,88.1,0.053,12.2,93,3620,5.45,0.354,"1.7,1.7**",N/A,"1.7,1.8**",N/A,0.21,1.38,0.098,13.4,6960,51.3,N/A,12,N/A,0.323,0.069,1.18,4.8,1.11,4.53,N/A,12045,12056,N/A,N/A,N/A,1,100.7,9.93,103.4,10.18,32,14.07,54.1,14.14,33.1,26.5,6.2,"Sunny, ripples to small waves with no white caps, no rain",10.5,7.85,7.8
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,4/27/2022 10:45,E0422B0850,3 Feet,,,,Normal Sample,0,88.7,0.106,15.9,107,4570,2.53,0.345,1.7,N/A,1.5,N/A,0.21,2.33,0.145,10.6,8600,90,N/A,21,N/A,0.378,0.089,0.93,3.71,0.93,3.73,N/A,14700,14711,N/A,N/A,N/A,1,95.9,8.87,93.2,8.62,24,16.6,55.8,16.61,39.1,37,5.6,"Partly cloudy, ripples to small waves with no white caps, no rain",18.8,7.71,7.68
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,5/27/2022 11:25,E0522B1123,3 Feet,,,,Normal Sample,0,92.9,0.086,22.9,155,6800,2.75,0.362,2.3,N/A,2.2,N/A,0.18,1.73,0.158,10,12500,60,N/A,8,N/A,0.359,0.104,0.84,3.46,0.83,3.41,250,20668,20718,N/A,N/A,N/A,1,97.4,8.35,97.4,8.35,24,19.25,57.2,19.24,32.1,30,5.9,"Partly cloudy, large waves, frequent white caps, no rain",37.7,7.85,7.84
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,6/27/2022 13:55,E0622B1335,3 Feet,,,,Normal Sample,0,90.4,<0.05,24.2,157,7800,7.36,0.196,N/A,2.2,N/A,2.1,0.22,<0.5,0.118,8.04,13200,N/A,34.8,N/A,7.4,0.261,0.089,1.22,4.81,0.9,3.55,500,22015,22086,N/A,N/A,N/A,1,103.5,8.41,106.5,8.64,40,21.82,77.7,21.88,13.4,13.8,5.9,"sunny; moderate waves, white caps; no rain",8.2,8,8.08
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,7/25/2022 13:30,E0722B1581,3 Feet,,,,Normal Sample,0,87,0.081,24.6,169,7150,2.5,0.16,N/A,1.3,N/A,1.5,0.24,3.16,0.185,7.04,"13700,13800**",N/A,105,N/A,15.9,0.387,0.1,0.73,3,0.7,2.9,250,22758,22769,N/A,N/A,N/A,1,95.5,7.95,100,8.33,20,20.32,67.3,20.33,49.6,49.9,5.9,"sunny; large waves, frequent white caps; no rain",17.4,7.89,7.88
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,8/22/2022 11:50,E0822B1905,3 Feet,,,,Normal Sample,0,84.1,0.06,23.8,156,7130,2.65,0.303,N/A,1.6,N/A,1.6,0.12,0.83,0.146,8.28,13100,N/A,40.4,N/A,9.1,0.241,0.113,0.62,2.45,0.62,2.47,500,21994,22044,Microcystis not visible on the surface but present in zooplankton samples,N/A,N/A,2,97.3,7.97,97.5,7.96,36,21.33,71.6,21.49,20.7,18.3,7.2,"sunny; ripples to small waves, no white caps; no rain",20.5,7.98,7.94
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,9/20/2022 11:25,E0922B2166,3 Feet,,,,Normal Sample,0,82,<0.05,22.5,152,6560,1.09,0.263,N/A,1.6,N/A,1.6,0.11,<0.5,0.112,8.8,12600,N/A,11.6,N/A,3.4,0.149,0.103,0.43,1.86,0.61,2.56,500,22096,22017,N/A,N/A,N/A,1,90.6,7.56,90.8,7.57,76,20.37,64,20.4,10.3,9.2,5.9,"partly cloudy; ripples to small waves, no white caps; no rain",8.1,7.69,7.64
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,10/19/2022 10:50,E1022B2382,3 Feet,,1-TOC,,Normal Sample,0,82.6,0.056,24.9,159,7200,1.7,0.297,N/A,1.7,N/A,1.7,0.16,0.67,0.122,8.69,13000,N/A,27.2,N/A,4.9,0.269,0.101,0.48,2.12,0.67,2.86,500,21746,21755,N/A,N/A,N/A,1,95.4,8.27,95.9,8.3,60,18.43,66.7,18.58,14.7,12.7,5.9,"sunny; no waves, flat; no rain",1.2,7.81,7.81
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,11/18/2022 10:10,E1122B2655,3 Feet,,,,Normal Sample,0,"84,84.3**",0.128,23.1,159,6730,2.02,0.29,N/A,1.6,N/A,1.8,0.1,1.49,0.148,8.6,12800,N/A,78.1,N/A,13.3,0.339,0.088,0.74,2.96,0.76,3.04,250,21575,21598,N/A,N/A,N/A,1,92.2,8.96,93.9,9.12,36,13.02,48.4,13.01,26.9,40.8,6.6,"Sunny, Moderate waves with few white caps, no rain",11.2,7.57,7.56
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,12/19/2022 9:55,E1222B2903,3 Feet,,,,Normal Sample,0,85.1,0.145,"11.3,11.3**",143,"6430,6450**",2.21,0.33,N/A,"1.8,1.8**",N/A,"1.5,1.9**",<0.1,0.98,0.118,9.47,11800,N/A,32.7,N/A,4.5,0.295,0.076,0.46,1.9,0.59,2.4,500,20535,20361,N/A,N/A,N/A,1,93.2,9.85,93.3,9.88,40,9.46,34.3,9.41,20.7,24.2,6.9,"overcast; ripples to small waves, no white caps; no rain",21.2,7.63,7.57
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,1/11/2022 10:55,E0122B0144,3 Feet,,,,Normal Sample,0,72.3,0.087,N/A,26,606,<0.5,0.684,4.2,N/A,4.1,N/A,0.39,2.4,0.112,18.5,1240,34.2,N/A,6.7,N/A,0.526,0.08,0.43,1.69,0.56,2.2,N/A,14213,2568,N/A,N/A,N/A,1,87.2,9.37,85,9.69,36,9.84,48.2,9.21,44.2,25.8,47.6,"Partly cloudy, no waves, flat, no rain",5.3,7.49,7.57
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,2/11/2022 11:45,E0222B0414,3 Feet,,,,Normal Sample,0,86.7,0.118,N/A,90.9,3580,0.7,0.551,1.8,N/A,1.8,N/A,0.18,1.7,0.082,15.4,7080,16.5,N/A,5.2,N/A,0.343,0.081,0.3,1.26,0.43,1.76,N/A,22815,13333,N/A,N/A,N/A,1,90.9,9.02,93.8,9.7,36,11.8,56.7,11.67,10.4,10.9,46.6,"Sunny; No waves, flat; No rain",4.7,7.71,7.74
