Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Specific Conductance µmhos/cm@25°C Std Method 2510-B 917 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,pH pH Units Std Method 2320 B 916 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered 916 [1]*,(Bottom) Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Field Notes Notes (Field) 916 [1]*,North Latitude Decimal Degrees GPS Location 916 [1]*,West Longitude Decimal Degrees GPS Location 916 [1]*,Microcystis aeruginosa Field Observations (Water) 916 [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Secchi Depth Centimeters Secchi Depth 916 [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) 916 [1]*,"Air Temperature °F Temperature, Air 916 [1]*",Water Temperature °C EPA 170.1 (Field) 916 [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Water Depth at Station Feet Depth of Water Column 916 [1]*,Weather Observations Weather Observations 916 [1]*,Wind Velocity Miles/hr Wind Velocity 916 [1]*,(Bottom) pH pH Units EPA 150.1 (Field) 916 [1]*,pH pH Units EPA 150.1 (Field) 916 [1]*
Blank; Equipment,Blank; Equipment,10/04/2023 13:05,E1023B2530,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,1.5,0.7,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,10/05/2023 12:20,E1023B2558,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,1,0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,10/06/2023 14:00,E1023B2624,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,10/09/2023 14:15,E1023B2666,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,10/10/2023 11:50,E1023B2714,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,10/02/2023 12:15,E1023B2488,3 Feet,,Normal Sample,0,68.4,<0.05,N/A,17.4,38.6,7.67,366,1.65,3.2,3.3,0.24,3.36,0.111,11,212,29.7,4,0.385,0.072,N/A, 1.26, 5.49, 1.24, 5.41, 500, 382, 385,N/A,N/A,N/A, 1, 91.8, 8.4, 92.4, 8.45,N/A, 19.64, 76, 19.66, 12.1, 11.5, 6.4,"Sunny, no waves/flat, no rain", 8, 7.49, 7.52
C9 - West Canal @ Clifton Court Intake,B9C74981333,10/02/2023 10:40,E1023B2487,3 Feet,,Normal Sample,0,63.4,<0.05,N/A,"11.4,11.7**",26.8,4.6,244,0.05,3,3.1,0.16,1.31,0.062,"15.2,15.2**",142,7.9,<2.5,0.269,0.063,N/A, 0.46, 2.01, 0.5, 2.17, 500, 261, 262,N/A,N/A,N/A, 2, 89.9, 8.04, 90.3, 8.07,N/A, 20.84, 73, 20.85, 3, 2.4, 13.6,"Sunny, no waves/flat, no rain", 7, 7.67, 7.64
C9 - West Canal @ Clifton Court Intake,B9C74981333,10/02/2023 10:40,E1023B2489,3 Feet,,"Duplicate, Specific Analyte(s)",E1023B2487,62.8,<0.05,N/A,11.9,26.9,4.06,244,0.05,3.1,2.9,0.17,0.96,0.073,15.5,142,"7.6,7.7**","<2.5,<2.5**",0.261,0.071,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D10 - Sacramento River @ Chipps Island,B9D80281551,10/06/2023 11:45,E1023B2627,3 Feet,,Normal Sample,0,67.3,0.05,N/A,43.7,1700,1.12,5710,0.178,2.2,2.2,0.15,<0.5,0.082,13.8,3120,18.9,3.1,0.219,0.075,N/A, 0.36, 1.56, 0.36, 1.55, 500, 9276, 6043,Microcystis not visible on the surface but present in the zooplankton samples.,N/A,N/A, 2, 89.8, 7.94, 92, 8.09, 50, 19.88, 78.1, 20.74, 31.5, 12.1, 38.1,"sunny, no waves, flat, no rain", 4.1, 7.6, 7.63
D12 - San Joaquin River @ Antioch Ship Channel,B9D80131484,10/03/2023 07:50,E1023B2497,3 Feet,,Normal Sample,0,62.3,"<0.05,<0.05**",N/A,13.6,186,1.59,837,"0.14,0.14**",2.5,2.5,0.17,0.68,0.066,14.6,440,15.9,<2.5,0.202,"0.061,0.062**",N/A, 0.37, 1.61, 0.41, 1.8, 500, 1213, 896,Sample taken upstream of D12 at channel marker 9 due to barge work.,N/A,N/A, 2, 91.5, 8.38, 92.2, 8.46, 68, 19.49, 59.2, 19.41, 18, 11, 39.4,"sunny, no waves, flat, no rain", 1.6, 7.67, 7.52
D16 - San Joaquin River @ Twitchell Island,B9D80581401,10/04/2023 08:15,E1023B2531,3 Feet,,Normal Sample,0,59.6,<0.05,0.127,10.6,37.1,1.96,273,0.116,2.5,2.4,0.13,0.86,0.052,14.7,155,7.8,<2.5,0.185,0.06,N/A, 0.42, 1.83, 0.44, 1.9, 500, 302, 293,N/A,N/A,N/A, 1, 93.3, 8.5, 93.6, 8.52, 132, 19.88, 61.5, 19.88, 5.3, 4.4, 48.2,"sunny, ripples to small waves, no white caps, no rain", 3.9, 7.7, 7.77
D19 - Frank's Tract near Russo's Landing,B9D80261369,10/03/2023 09:10,E1023B2498,3 Feet,,Normal Sample,0,"60.9,61.3**",<0.05,0.156,10.6,45.1,1.49,"306,306**",0.088,2.2,2.1,0.14,0.59,0.048,14.2,173,5.5,<2.5,0.19,0.059,7.93, 0.4, 1.75, 0.34, 1.49, 500, 324, 326,No tow conducted. Data are no tow surface and no tow bottom.,N/A,N/A, 2, 92.5, 8.45, 93.9, 8.57, 164, 19.67, 63.1, 19.74, 2.4, 2.7, 16.7,"sunny, no waves, flat, no rain", 7.5, 7.72, 7.79
D22 - Sacramento River @ Emmaton,B9D80511443,10/05/2023 10:45,E1023B2560,3 Feet,,Normal Sample,0,54.6,<0.05,N/A,10.2,38.1,2.35,266,0.163,"2.1,2.2**","2.1,2.2**",0.14,<0.5,0.039,14.1,151,8.5,<2.5,0.23,<0.05,N/A, 0.43, 1.89, 0.55, 2.4, 500, 287, 262,N/A,N/A,N/A, 1, 94, 8.64, 94.4, 8.63, 104, 19.4, 70.7, 19.7, 5.8, 4.9, 26.9,"Sunny, ripples to small waves, no whitecaps, no rain", 9.1, 7.69, 7.91
D22 - Sacramento River @ Emmaton,B9D80511443,10/05/2023 10:45,E1023B2562,3 Feet,,"Duplicate, Specific Analyte(s)",E1023B2560,54.8,<0.05,N/A,9.81,39.8,2.37,273,0.163,2.1,2.2,0.1,<0.5,0.039,14,154,8.8,<2.5,0.14,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D26 - San Joaquin River @ Potato Point,B9D80461340,10/04/2023 09:10,E1023B2532,3 Feet,,Normal Sample,0,56.1,"<0.05,<0.05**",N/A,"9.66,10.1**",16.8,1.74,181,"0.127,0.127**",2.3,2.4,0.14,0.52,0.052,"14.3,14.5**","107,110**",5.7,<2.5,0.147,"<0.05,<0.05**",N/A, 0.43, 1.88, 0.38, 1.66, 500, 193, 201,N/A,N/A,N/A, 1, 94, 8.58, 93.9, 8.56, 130, 19.77, 66.4, 19.85, 5.1, 3.8, 40.7,"sunny, no waves, flat, no rain", 0.5, 7.72, 7.8
D28A - Old River @ Rancho Del Rio,B9D75821344,10/03/2023 10:30,E1023B2499,3 Feet,,Normal Sample,0,62.2,<0.05,N/A,"10.6,10.7**",29.9,3.14,250,<0.05,"2.6,2.7**","2.8,3**",0.15,<0.5,0.047,"15,15.1**",148,<2.5,<2.5,0.225,0.062,N/A, 0.42, 1.82, 0.41, 1.8, 500, 269, 269,N/A,N/A,N/A, 2, 95.3, 8.63, 95.8, 8.67, 262, 20.15, 69.3, 20.16, 0.4, 0.4, 19,"sunny, no waves, flat, no rain", 3.2, 7.89, 7.95
D28A - Old River @ Rancho Del Rio,B9D75821344,10/03/2023 10:30,E1023B2500,3 Feet,,"Duplicate, Specific Analyte(s)",E1023B2499,62.4,<0.05,N/A,10.9,30.1,3.31,250,<0.05,2.6,2.7,0.16,<0.5,0.048,14.9,146,"<2.5,<2.5**","<2.5,<2.5**",0.234,0.058,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D4 - Sacramento River above Point Sacramento,B9D80381492,10/05/2023 09:45,E1023B2559,3 Feet,,Normal Sample,0,63.5,<0.05,N/A,26.3,697,1.25,2620,0.166,2,2,0.15,1.04,"0.077,0.08**",14.6,1380,26.9,3.3,"0.197,0.23**",0.069,N/A, 0.41, 1.78, 0.39, 1.7, 500, 2690, 2641,N/A,N/A,N/A, 1, 90.7, 8.2, 90.7, 8.19, 42, 19.87, 72.7, 19.93, 22.9, 18, 32.2,"Sunny, ripples to small waves, no whitecaps, no rain", 7.6, 7.54, 7.59
D41 - San Pablo Bay near Pinole Point,E0B80182224,10/10/2023 10:10,E1023B2716,3 Feet,,Normal Sample,0,102,0.066,N/A,297,14500,3.73,39000,0.132,1.4,1.4,<0.1,<0.5,0.089,4.35,25900,7.6,<2.5,0.233,0.087,N/A, 0.52, 2.28, 1.03, 4.49, 500, 41722, 40198,N/A,N/A,N/A, 1, 86.6, 6.9, 93.6, 7.45, 108, 18.65, 58.8, 19.04, 9.8, 3, 38.1,"Partly cloudy, moderate waves/few white caps, no rain", 15.9, 7.75, 7.74
D41 - San Pablo Bay near Pinole Point,E0B80182224,10/10/2023 10:10,E1023B2720,3 Feet,,"Duplicate, Specific Analyte(s)",E1023B2716,103,0.066,N/A,292,14200,3.97,38800,0.134,1.4,1.5,0.12,0.54,0.092,4.5,"26300,26300**","7.1,7.7**","<2.5,<2.5**",0.245,0.084,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,10/06/2023 09:50,E1023B2625,3 Feet,,Normal Sample,0,82.7,0.086,N/A,151,6880,2.85,21400,0.19,1.8,1.8,0.12,<0.5,"0.09,0.093**",8.87,13100,"18.6,19**","3.1,3.2**","0.25,0.27**",0.093,N/A, 0.56, 2.43, 0.59, 2.55, 500, 27178, 22298,N/A,N/A,N/A, 1, 88, 7.28, 89.8, 7.53, 60, 19.79, 68.7, 20.1, 50.7, 9.1, 45.3,"sunny, no waves, flat, no rain", 6.3, 7.6, 7.55
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,10/09/2023 11:05,E1023B2667,3 Feet,,Normal Sample,0,76.8,"0.07,0.072**",17,112,4730,2.09,15400,"0.182,0.183**","2.1,2.2**","2,2.1**",<0.1,1.15,0.1,11.2,9080,35.5,5.8,0.244,"0.088,0.089**",N/A, 0.55, 2.4, 0.52, 2.26, 500, 15670, 15643,N/A,N/A,N/A, 1, 92.7, 7.98, 92.3, 7.96, 44, 19.98, 57.9, 19.94, 20.3, 19.9, 6.9,"Cloudy, ripples to small waves with no white caps, no rain", 12.3, 7.64, 7.57
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,10/06/2023 11:00,E1023B2626,3 Feet,,Normal Sample,0,71.2,0.068,N/A,67.4,2820,1.07,9170,0.19,2.2,2.2,<0.1,<0.5,0.074,13.3,5180,17.6,<2.5,0.247,0.083,N/A, 0.48, 2.07, 0.38, 1.64, 500, 14831, 9299,N/A,N/A,N/A, 1, 90, 7.78, 91, 7.97, 62, 19.94, 73.9, 20.37, 27.6, 9.7, 46.3,"sunny, no waves, flat, no rain", 6.9, 7.62, 7.62
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,10/06/2023 11:00,E1023B2628,3 Feet,,"Duplicate, Specific Analyte(s)",E1023B2626,70.9,0.067,N/A,63.8,2800,1.2,9150,0.191,2.1,2.2,<0.1,<0.5,0.075,14.3,5180,17.8,2.8,0.201,0.088,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,10/04/2023 10:55,E1023B2533,3 Feet,,Normal Sample,0,54.9,<0.05,N/A,10.4,9.6,5.15,151,<0.05,3.1,3.1,0.15,0.74,"0.06,0.068**",13.5,92,2.7,<2.5,"0.225,0.234**",0.059,N/A, 0.76, 3.3, 0.74, 3.22, 500, 167, 168,N/A,N/A,N/A, 2, 84.6, 7.55, 87.3, 7.73, 242, 20.91, 73.8, 21.33, 0.9, 0.7, 17.1,"sunny, no waves, flat, no rain", 1.3, 7.46, 7.48
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,10/10/2023 11:10,E1023B2718,3 Feet,,Normal Sample,0,93.9,0.09,N/A,235,11000,2.26,31200,0.161,1.7,1.7,<0.1,1.59,"0.142,0.156**",6.91,20100,41.3,4.6,"0.298,0.299**",0.094,N/A, 0.51, 2.2, 0.52, 2.28, 500, 33127, 31826,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 89, 7.22, 90.6, 7.37, 44, 19.56, 60.4, 19.66, 18.1, 19.3, 61.7,"Partly cloudy, ripples to small waves/no white caps, no rain", 19.3, 7.76, 7.75
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,10/10/2023 11:30,E1023B2719,3 Feet,,Normal Sample,0,86.5,0.094,N/A,188,8303,1.38,24400,0.183,1.6,1.8,0.11,<0.5,0.096,8.63,15300,12.4,<2.5,0.232,0.097,N/A, 0.48, 2.09, 0.4, 1.73, 500, 30188, 28028,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 88.8, 7.27, 90.8, 7.48, 80, 19.7, 62.6, 19.8, 22.8, 9.6, 65.9,"Partly cloudy, ripples to small waves/no white caps, no rain", 14.5, 7.74, 7.75
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,10/09/2023 13:30,E1023B2669,3 Feet,,Normal Sample,0,75.4,0.07,N/A,52.7,2100,3.3,6950,0.153,"3,3.1**","3,3.1**",0.2,0.6,0.106,12.8,3840,33.8,5.6,0.365,0.071,N/A, 0.52, 2.25, 0.87, 3.78, 250, 10375, 7005,N/A,N/A,N/A, 1, 90.4, 7.96, 88.5, 7.84, 40, 19.85, 61.7, 20.2, 19.7, 20.3, 28.9,"Cloudy, ripples to small waves with no white caps, light rain", 20.6, 7.67, 7.62
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,10/09/2023 13:30,E1023B2670,3 Feet,,"Duplicate, Specific Analyte(s)",E1023B2669,74.6,0.07,N/A,51.1,2100,3.97,6930,0.154,2.9,2.9,0.19,0.68,0.102,12.7,"3800,3820**","28.7,30.1**","4.9,5.2**",0.35,0.067,N/A,N/A,N/A,N/A,N/A, 250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ068 in Sacramento River,B9D80861414,10/05/2023 11:55,E1023B2561,3 Feet,,Normal Sample,0,52.7,<0.05,N/A,9.68,15.4,1.37,169,0.169,2.3,2.2,<0.1,<0.5,0.034,14.6,103,<2.5,<2.5,0.122,<0.05,N/A, 0.3, 1.28, 0.29, 1.27, 500, 146, 183,N/A,N/A,N/A, 1, 94.6, 8.82, 96.3, 8.86, 192, 18.75, 77.9, 19.35, 2.1, 1.4, 22.3,"Sunny, no waves, flat, no rain", 5.1, 7.63, 7.76
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,10/10/2023 10:55,E1023B2717,3 Feet,,Normal Sample,0,"94.8,95.9**",0.089,N/A,252,11900,2.8,"33100,33100**",0.16,1.8,1.8,0.15,1.1,0.107,6.39,21400,37.3,4,0.32,0.091,7.75, 0.52, 2.24, 0.6, 2.6, 500, 38476, 33972,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 87.7, 7.01, 91.6, 7.42, 56, 19.18, 60.3, 19.46, 30.7, 19.1, 37.7,"Partly cloudy, moderate waves/few white caps, no rain", 14.4, 7.76, 7.75
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,10/09/2023 12:25,E1023B2668,3 Feet,,Normal Sample,0,77.5,0.081,N/A,44.6,1650,1.8,5600,0.164,3.5,3.5,0.24,1.43,"0.132,0.133**",13.3,3070,59.2,9.6,"0.427,0.436**",0.069,N/A, 0.73, 3.18, 0.7, 3.06, 250, 5780, 5645,N/A,N/A,N/A, 1, 80.3, 7.11, 80.8, 7.16, 26, 20.4, 60.4, 20.43, 45.2, 35.7, 18,"Cloudy, ripples to small waves with no white caps, light rain", 8.5, 7.48, 7.5
P8 - San Joaquin River @ Buckley Cove,B9D75871229,10/04/2023 12:30,E1023B2534,3 Feet,,Normal Sample,0,61.9,<0.05,N/A,17.4,75.7,3.49,472,1.26,3.5,3.6,0.27,0.68,0.126,11.8,264,7.7,<2.5,0.354,0.119,N/A, 0.43, 1.85, 0.72, 3.12, 500, 494, 491,N/A,N/A,N/A, 1, 73.2, 6.42, 79.6, 6.85, 84, 21.77, 78.1, 22.8, 12.6, 5.3, 37.4,"sunny, ripples to small waves, no white caps, no rain", 5.1, 7.25, 7.33
P8 - San Joaquin River @ Buckley Cove,B9D75871229,10/04/2023 12:30,E1023B2535,3 Feet,,"Duplicate, Specific Analyte(s)",E1023B2534,62.1,<0.05,N/A,17.1,75.7,4.82,472,1.25,3.9,4,0.31,0.71,0.126,12,260,8.2,<2.5,0.357,0.129,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,10/06/2023 13:30,E1023B2592,3 Feet,,Normal Sample,0,57.3,<0.05,N/A,12.5,131,3.41,640,0.157,2.3,2.1,0.11,0.54,0.045,14.7,"340,342**",12.4,<2.5,0.181,0.05,N/A, 0.38, 1.64, 0.51, 2.21, 500, 1920, 1147,"Located 100 ft upstream of channel marker 7. Microcystis not visible on the surface, but present in the zooplankton samples.", 38.06114, -121.805958, 2, 91.1, 8.21, 92, 8.34, 64, 20.15, 82.6, 20.01, 12.2, 9, 37.4,"sunny, no waves, flat, no rain", 6.8, 7.65, 7.67
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,10/06/2023 12:35,E1023B2591,3 Feet,,Normal Sample,0,64.2,<0.05,N/A,27.7,902,1.25,3300,0.167,2.3,2.2,0.16,<0.5,0.072,14.2,1740,11.7,<2.5,0.166,0.065,N/A, 0.37, 1.61, 0.38, 1.63, 500, 6505, 4236,Located at channel marker 34. Microcystis not visible on the surface but present in the zooplankton samples., 38.059691, -121.869781, 2, 89.6, 7.98, 90.7, 8.12, 66, 19.94, 80.1, 20.14, 19.3, 10.3, 62.3,"sunny, no waves, flat, no rain", 5.3, 7.61, 7.65
Sacramento River @ Hood - C3A,B9D82211312,10/02/2023 08:30,E1023B2486,3 Feet,,Normal Sample,0,47.6,<0.05,N/A,8.58,3.13,1.34,112,0.18,2.1,2,0.1,0.6,0.099,14.6,76,6.4,<2.5,0.115,<0.05,N/A, 0.29, 1.26, 0.32, 1.38, 500, 129, 127,N/A,N/A,N/A, 1, 93.4, 8.91, 93.6, 8.93,N/A, 17.58, 58, 17.59, 2.5, 2.4, 14.8,"Sunny, no waves/flat, no rain", 4, 7.05, 7.08
Blank; Equipment,Blank; Equipment,11/03/2023 12:25,E1123B2721,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,11/06/2023 16:35,E1123B2835,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,11/07/2023 15:10,E1123B2876,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,11/08/2023 14:15,E1123B2968,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,"<0.01,<0.01**",<0.1,<2.5,<2.5,<2.5,"<0.1,<0.1**",<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,11/09/2023 14:20,E1123B3023,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,11/13/2023 15:05,E1123B3151,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,11/29/2023 15:30,E1123B3084,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,11/29/2023 11:30,E1123B3087,3 Feet,,Normal Sample,0,115,<0.05,N/A,"31.5,33**",85.5,2.08,694,1.86,"4.6,4.8**","4.6,4.6**",0.38,1.26,0.108,"15.3,15.4**",401,"15.2,15.4**","<2.5,2.5**",0.467,0.068,,N/A,N/A, 0.54, 2.14, 500,N/A, 682,too shallow to get bottom readings,N/A,N/A, 2,N/A,N/A, 91.9, 10.28,N/A,N/A, 54, 10.28,N/A, 7.3, 3.6,"sunny; no waves, flat; no rain", 5,N/A, 7.62
